ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Aberrance,"ದುರ್ನಡತೆ, ದುರ್ಮಾರ್ಗದ",,,,,,,,,Yes
,Aberrant,"ನಡತೆ ತಪ್ಪಿದ, ದುರ್ಮಾರ್ಗದ",,,,,,,,,Yes
,Aberration,1. ದಾರಿ ತಪ್ಪಿ ನಡೆಯುವುದು 2. ಬುದ್ಧಿಭ್ರಮಣೆ,,,,,,,,,Yes
,Abet,"ದುಷ್ಪ್ರೇರಿಸು, ಕೆಟ್ಟಕೆಲಸಕ್ಕೆ ನೆರವಾಗು",,,,,,,,,Yes
,Abetment,ದುಷ್ಪ್ರೇರಣೆ,,,,,,,,,Yes
,Abettyor,"ದುಷ್ಪ್ರೇರಕ, ದುಷ್ಕಾರ್ಯ ಸಹಾಯಕ",,,,,,,,,Yes
,Abeyance,"ತಡೆಹಿಡಿಯುವಿಕೆ, ಗಹಕೂಪು, ನಿಲಂಬನೆ",,,,,,,,,Yes
,Abide,"1. ವಾಸಮಾಡು,ನೆಲಸು 2. ಪಾಲಿಸು",,,,,,,,,Yes
,Abiding,"ಶಾಶ್ವತವಾದ, ಸ್ಥಿರವಾದ, ದೃಢವಾದ",,,,,,,,,Yes
,Ability,"ಅಳವು, ಸಾಮರ್ಥ್ಯ",,,,,,,,,Yes
,Abjuration,ಶಪಥಪೂರ್ವಕ ನಿರಾಕರಣೆ,,,,,,,,,Yes
,Able,"ಸಮರ್ಥ, ಶಕ್ತ",,,,,,,,,Yes
,Able Bodied,"ದೃಢಕಾಯದ, ಸಶಕ್ತ",,,,,,,,,Yes
,Abnormal,"ವಿಪರೀತ, ವಿಕೃತ, ಸಾಮಾನ್ಯವಲ್ಲದ",,,,,,,,,Yes
,Abolish,"ತೆಗೆದುಹಾಕುವುದು, ನಿರ್ಮೂಲನ ಮಾಡು, ರದ್ದುಗೊಳಿಸು",,,,,,,,,Yes
,Abolition,"ತೆಗೆದುಹಾಕುವುದು, ನಿರ್ಮೂಲನ, ನಿವಾರಣೆ, ರದ್ಧತಿ",,,,,,,,,Yes
,Aboriginal Tribes,"ಆದಿವಾಸಿಗಳು, ಬುಡಕಟ್ಟು ಜನಾಂಗಗಳು",,,,,,,,,Yes
,Abortion,ಗರ್ಭಪಾತ,,,,,,,,,Yes
,Abortive,"ವಿಫಲ, ಭಗ್ನ",,,,,,,,,Yes
,Abound,"ಸಮೃದ್ಧಿಯಾಗಿರು, ತುಂಬಿತುಳುಕು",,,,,,,,,Yes
,About,"1. ಸುತ್ತಮುತ್ತ, ಅತ್ತಿತ್ತ 2. ಕುರಿತು, ಬಗೆಗೆ 3. ಸುಮಾರು",,,,,,,,,Yes
,Above,"ಮೇಲೆ, ಮೇಲುಗಡೆ",,,,,,,,,Yes
,Above All,ಎಲ್ಲಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ,,,,,,,,,Yes
,Above Board,ಸಂಶಯಾತೀತ,,,,,,,,,Yes
,Above Citewd,ಮೇಲೆ ಉದ್ದರಿಸಿದ,,,,,,,,,Yes
,Above Criticism,"ಟೀಕಾತೀತ, ಆಕ್ಷೇಪಕ್ಕೆ ಮೀರಿದ",,,,,,,,,Yes
,Above Mentioned,ಮೇಲೆ ಹೇಳಿಆದ,,,,,,,,,Yes
,Above Named,ಮೇಲೆ ಹೆಸರಿಸಿದ,,,,,,,,,Yes
,Above Par,ಮೂಲ ಬೆಲೆಗಿಂತ ಹೆಚ್ಚು ಬೆಲೆಯ,,,,,,,,,Yes
,Above Referred,ಮೇಲೆ ಉಲ್ಲೇಖಿಸಿದ,,,,,,,,,Yes
,Above Said,ಮೇಲೆ ಹೇಳಿದ,,,,,,,,,Yes
,Abrade,"ಉಜ್ಜಿಹಾಕು, ಉಜ್ಜಿ ಸವೆಸು,",,,,,,,,,Yes
,Abrasion,"ಉಜ್ಜು ಗಾಯ, ಉಜ್ಜು ಸವೆತ",,,,,,,,,Yes
,Abridge,"ಸಂಕ್ಷೇಪಿಸು,",,,,,,,,,Yes
,Abridgement,"ಸಂಕ್ಷೇಪಣ, ಸಂಕ್ಷೇಪ",,,,,,,,,Yes
,Abroad,ವಿದೇಶ,,,,,,,,,Yes
,Abrogate,"ರದ್ದುಗೊಳಿಸು, ಅಂತ್ಯಗೊಳಿಸು, ಕಿತ್ತುಹಾಕು",,,,,,,,,Yes
,Abrupt,ಹಠಾತ್ತನೆ,,,,,,,,,Yes
,Abscond,"ತಲೆಮರೆಸಿಕೋ, ಪರಾರಿಯಾಗು",,,,,,,,,Yes
,Absence,1. ಗೈರುಹಾಜರಿ 2. ಅಭಾವ,,,,,,,,,Yes
,Absence Of Mind,ಅನ್ಯಮನಸ್ಕತೆ,,,,,,,,,Yes
,Absence Without Leave,ರಜೆ ಪಡೆಯದೆ ಗೈರು ಹಾಜರಿ,,,,,,,,,Yes
,Absence Without Permission,ಅನುಮತಿ ಪಡೆಯದೆ ಗೈರುಹಾಜರಿ,,,,,,,,,Yes
,Absent-Minded,"ಮರೆಗುಳಿ, ಅನ್ಯಮನಸ್ಕ",,,,,,,,,Yes
,Absentee,ಗೈರುಹಾಜರಾದವ,,,,,,,,,Yes
,Absentee Landlord,ಅನಿವಾಸಿ ಭೂಮಾಲೀಕ,,,,,,,,,Yes
,Absentee Statement,ಗೈರು ಹಾಜರಿ ತಖ್ತೆ,,,,,,,,,Yes
,Absentee Voter,ಗೈರು ಹಾಜರಿ ಮತದಾರ,,,,,,,,,Yes
,Absolute,"1. ನಿಚ್ಚಳ, ಸಂಪೂರ್ಣ, ಪರಮ ಅಪ್ಪಟ 2. ನಿರಂಕುಶ, ನಿರುಪಾಧಿಕ",,,,,,,,,Yes
,Absolute Acceptance,ಸಂಪೂರ್ಣ ಅಂಗೀಕಾರ,,,,,,,,,Yes
,Absolute Alcohol,ಅಪ್ಪಟ ಮದ್ಯಸಾರ,,,,,,,,,Yes
,Absolute And Unconditional,ನಿರುಷಾಧಿಕ ಮತ್ತು ಬೇಷರತ್ತು,,,,,,,,,Yes
,Absolute Authority,ಪರಮಾಧಿಕಾರ,,,,,,,,,Yes
,Absolute Estate,ನಿರುಪಾಧಿಕ ಸ್ಥಿರಾಸ್ತಿ,,,,,,,,,Yes
,Absolute Law,ಪರಮೋಚ್ಛ ಕಾನೂನು,,,,,,,,,Yes
,Absolute Majority,ನಿಚ್ಚಳ ಬಹುಮತ,,,,,,,,,Yes
,Absolute Monarchy,ನಿರಂಕುಶ ಪ್ರಭುತ್ವ,,,,,,,,,Yes
,Absolute Monopoly,ಏಕೈಕ ಸ್ವಾಮ್ಯ,,,,,,,,,Yes
,Absolute Ownership,ಸಂಪೂರ್ಣ ಸ್ವಾಮ್ಯ,,,,,,,,,Yes
,Absolute Right,ಅಬಾಧಿತ ಹಕ್ಕು,,,,,,,,,Yes
,Absolutely Necessary,ಅತ್ಯವಶ್ಯಕ,,,,,,,,,Yes
,Absolve,"ವಿಮೋಚಿಸು, ದೋಷದಿಂದ ಮುಕ್ತಗೊಳಿಸು",,,,,,,,,Yes
,Absorb,"1. ಹೀರಿಕೊಳ್ಳು, ವಿಲೀನಗೊಳಿಸು 2. ಮಗ್ನನಾಗು",,,,,,,,,Yes
,Absorbable,"ವಿಲೀನಕ, ಲೀನಗೊಳ್ಳುವ",,,,,,,,,Yes
,Abstain,"ವಿಮುಖನಾಗು, ದೂರವಿರು, ಮಾಡದಿರು",,,,,,,,,Yes
,Abstract,"ಸಂಕ್ಷಿಪ್ತ, ಸಾರಾಂಶ, ಸಂಗ್ರಹ, ಗೋಷ್ವಾರೆ",,,,,,,,,Yes
,Abstract Bill,"ಸಂಕ್ಷಿಪ್ತ ಬಿಲ್ಲು, ಸಂಕ್ಷಿಪ್ತ ಬೆಲೆಪಟ್ಟಿ,",,,,,,,,,Yes
,Abstract Of Account,ಲೆಕ್ಕ ಸಾರಾಂಶ,,,,,,,,,Yes
,Abstract Of Estimate,ಸಂಕ್ಷಿಪ್ತ ಅಂದಾಜು,,,,,,,,,Yes
,Abstract Of Returns,ಸಂಕ್ಷಿಪ್ತ ವರದಿ,,,,,,,,,Yes
,Abstract Of Statement,ಸಂಕ್ಷಿಪ್ತ ವಿವರ ಪಟ್ಟಿ,,,,,,,,,Yes
,Abstruse,"ಕ್ಲಿಷ್ಟ, ಅಸ್ಪಷ್ಟ",,,,,,,,,Yes
,Absurd,ಅಸಂಬದ್ದ,,,,,,,,,Yes
,Abundance,"ಹೇರಳ, ಸಮೃದ್ಧಿ",,,,,,,,,Yes
,Abuse,"1. ದುರುಪಯೋಗ ಮಾಡು 2. ಬಯ್ಯು 3. ನಿಂದನೆ, ಬೈಯ್ಯುವುದು 4. ದುರುಪಯೋಗ",,,,,,,,,Yes
,Abut,"ಊರೆಯಾಗಿರು, ಆಸರೆಯಾಗಿರು",,,,,,,,,Yes
,Academic,"ಶೈಕ್ಷಣಿಕ, ಜ್ಞಾನಕ್ಕೆ/ವಿದ್ಯೆಗೆ ಸಂಬಂಧಪಟ್ಟ, ತಾತ್ವಿಕ",,,,,,,,,Yes
,Academic Career,"ಶೈಕ್ಷಣಿಕ ಜೀವನ, ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ",,,,,,,,,Yes
,Academic Council,"ಶಿಕ್ಷಣ ಪರಿಷತ್ತು, ಅಕಾಡೆಮಿಕ್ ಕೌನ್ಸಿಲ್ಲು",,,,,,,,,Yes
,Academic Qualification,ವಿದ್ಯಾರ್ಹತೆ,,,,,,,,,Yes
,Academicians=Academics,ವಿದ್ವಾಂಸರು,,,,,,,,,Yes
,Academy,"ಅಕಾಡೆಮಿ, ವಿದ್ವನ್ಯಂಡಲಿ",,,,,,,,,Yes
,Accede,1. ಒಪ್ಪು ಸಮ್ಮತಿಸು 2. ಅಧಿಕಾರ ವಹಿಸಿಕೊ,,,,,,,,,Yes
,Accelerate,"ವೇಗವರ್ಧಿಸು, ತೀವ್ರಗೊಳಿಸು",,,,,,,,,Yes
,Accelerator,ವೇಗವರ್ಧಕ,,,,,,,,,Yes
,Accept,"ಸ್ವೀಕರಿಸು, ಅಂಗೀಕರಿಸು, ಒಪ್ಪಿಕೊ",,,,,,,,,Yes
,Acceptable,ಸ್ವೀಕಾರಾರ್ಹ,,,,,,,,,Yes
,Acceptance,ಸ್ವೀಕಾರ; ಅಂಗೀಕಾರ; ಒಪ್ಪಿಗೆ,,,,,,,,,Yes
,Acceptor,ಸ್ವೀಕರ್ತ; ಒಪ್ಪಿಗೆದಾರ,,,,,,,,,Yes
,Access,ಪ್ರವೇಶಾವಕಾಶ,,,,,,,,,Yes
,Accession Number,ಪ್ರವೇಶಾಂಕ,,,,,,,,,Yes
,Accessories,ಉಪ ಸಾಧನಗಳು,,,,,,,,,Yes
,Accessory,ಉಪಸಾಧನ; ಪೂರಕ,,,,,,,,,Yes
,Accident,ಅಪಘಾತ; ಆಕಸ್ಮಿಕ,,,,,,,,,Yes
,Accident Insurance Policy,ಅಪಘಾತ ವಿಮಾಪತ್ರ,,,,,,,,,Yes
,Accident-Prone,ಅಪಘಾತ ಸಂಭಾವ್ಯ,,,,,,,,,Yes
,Acclimatization,ಸನ್ನಿವೇಶಾನು ಸಂಧಾನ; ವಾತಾವರಣಕ್ಕೆ/ಸನ್ನಿವೇಶಕ್ಕೆ ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ,,,,,,,,,Yes
,Accommodate,1. ಸ್ಥಳಾವಕಾಶ ಮಾಡಿಕೊಡು; ಅವಕಾಶ ಕಲ್ಪಿಸಿಕೊಡು; ಅನುಕೂಲ ಮಾಡಿಕೊಡು 2. ಹೊಂದಾಣಿಕೆ ಮಾಡಿಕೊ,,,,,,,,,Yes
,Accommodation,ವಸತಿ; ಸ್ಥಳಾವಕಾಶ,,,,,,,,,Yes
,Accompany,ಜೊತೆಗೆ ಹೋಗು; ಜೊತೆಯಾಗಿರು,,,,,,,,,Yes
,Accomplice,ಸಹಾಪರಾಧಿ; ಶಾಮೀಲುದಾರ,,,,,,,,,Yes
,Accomplish,ಪಾಲಿಸು; ಈಡೇರಿಸು; ಪೂರ್ತಿಮಾಡು,,,,,,,,,Yes
,Accomplished,1. ಸಾಧಿಸಿದ 2. ಪಾರಂಗತ; ಸುಶಿಕ್ಷಿತ; ಪ್ರವೀಣ,,,,,,,,,Yes
,Accord,1. ಒಪ್ಪಂದ 2. ಒಪ್ಪಿಗೆ ಕೊಡು 3. ನೀಡು,,,,,,,,,Yes
,According To,ಕೈ/...ಗೆ ಅನುಸಾರವಾಗಿ,,,,,,,,,Yes
,Accordingly,ತದನುಸಾರವಾಗಿ,,,,,,,,,Yes
,Account,1. ಹೊಣೆಯಾಗು; ಕಾರಣಕೊಡು 2. ಲೆಕ್ಕಕೊಡು 3. ಖಾತೆ; ಲೆಕ್ಕ 4. ಹೇಳಿಕೆ,,,,,,,,,Yes
,Account Of Receipts And Balances,ಜಮಾ ಮತ್ತು ಶಿಲ್ಕು ಲೆಕ್ಕ,,,,,,,,,Yes
,Account Payee,ಖಾತೆದಾರನ ಲೆಕ್ಕಕ್ಕೆ,,,,,,,,,Yes
,Accountability,ಹೊಣೆಗಾರಿಕೆ; ಜವಾಬ್ದಾರಿ,,,,,,,,,Yes
,Accountable,ಹೊಣೆಗಾರನಾದ; ಜವಾಬ್ದಾರನಾದ,,,,,,,,,Yes
,Accountancy,ಲೇಖಾಶಾಸ್ತ್ರ,,,,,,,,,Yes
,Accountant,ಲೆಕ್ಕಗುಮಾಸ್ತ,,,,,,,,,Yes
,Accountant General,ಮಹಾಲೇಖಾಪಾಲ,,,,,,,,,Yes
,Accounting Procedure,ಲೇಖಾ ವಿಧಾನ,,,,,,,,,Yes
,Accounts Code,ಲೆಕ್ಕ ಸಂಹಿತೆ,,,,,,,,,Yes
,Accounts Officer,ಲೇಖಾಧಿಕಾರಿ,,,,,,,,,Yes
,Accounts Section,ಲೆಕ್ಕ ವಿಭಾಗ,,,,,,,,,Yes
,Accounts Test (Higher),ಲೆಕ್ಕ ಪರೀಕ್ಷೆ (ಪ್ರೌಢ),,,,,,,,,Yes
,Accounts Test (Lower),"ಲೆಕ್ಕ ಪರೀಕ್ಷೆ, (ಕಿರಿಯ)",,,,,,,,,Yes
,Accoutrements,ವಿಶೇಷ ಉಡಿಗೆ ತೊಡಿಗೆ,,,,,,,,,Yes
,Accredited,ಅಂಗೀಕೃತ; ಅರ್ಹತೆ ಪಡೆದ,,,,,,,,,Yes
,Accrue,ಕೂಡಿಬರು; ಪ್ರಾಪ್ತವಾಗು,,,,,,,,,Yes
,Accruing,ಕೂಡಿಬರುವ; ಪ್ರಾಪ್ತವಾಗುವ,,,,,,,,,Yes
,Accumulated,ಶೇಖರಿಸು; ಒಟ್ಟುಗೂಡಿಸು; ಸಂಚಯಿಸು,,,,,,,,,Yes
,Accumulation,ಶೇಖರಣೆ; ಸಂಚಯನ,,,,,,,,,Yes
,Accuracy,ನಿಖರತೆ; ಖಚಿತತೆ,,,,,,,,,Yes
,Accurate,ನಿಖರವಾದ; ಸರಿಯಾದ; ಕರಾರುವಾಕ್ಕಾದ,,,,,,,,,Yes
,Accuse,ತಪ್ಪು ಹೊರಿಸು; ದೋಷಾರೋಪಿಸು; ಆಷಾದಿಸು,,,,,,,,,Yes
,Accused,ಆಪಾದಿತ,,,,,,,,,Yes
,Accuser,ಆಪಾದಕ,,,,,,,,,Yes
,Accustomed,ಒಗ್ಗಿದ; ರೂಢಿಯಾದ,,,,,,,,,Yes
,Achieve,ಸಾಧಿಸು,,,,,,,,,Yes
,Acknowledge,1. ತಲುಪಿದ ಬಗ್ಗೆ ತಿಳಿಸು 2. ಕೃತಜ್ಞತೆಯಿಂದ ಸ್ಮರಿಸು,,,,,,,,,Yes
,Acknowledgement,ಸ್ವೀಕೃತಿ; ರಸೀದಿ; ತಲುಪೊಪ್ಪಿಗೆ,,,,,,,,,Yes
,Acknowledgement Due,ಷರತ್‌ ಪಾವತಿ; ಸ್ವೀಕೃತಿ ನಿರೀಕ್ಷಿತ,,,,,,,,,Yes
,Acquainted,ಪರಿಚಿತ; ಗುರುತಾದ,,,,,,,,,Yes
,Acquiescence,ಮೌನಸಮ್ಮತಿ,,,,,,,,,Yes
,Acquire,ಸಂಪಾದಿಸು; ಗಳಿಸು; ಸ್ವಾಧೀನಪಡಿಸಿಕೊ; ಅರ್ಜಿಸು,,,,,,,,,Yes
,Acquisition,ಗಳಿಕೆ; ಅರ್ಜನೆ; ಸ್ವಾಧೀನತೆ,,,,,,,,,Yes
,Acquisition Of Land,ಭೂಸ್ವಾಧೀನತೆ,,,,,,,,,Yes
,Acquit,ಬಿಡುಗಡೆ ಮಾಡು; ಖುಲಾಸೆ ಮಾಡು,,,,,,,,,Yes
,Acquittance,1. ಬಿಡುಗಡೆ 2. ವೇತನ ಪಾವತಿ,,,,,,,,,Yes
,Acquittance Register,ಹಣಪಾವತಿ ರಿಜಿಸ್ಟರು; ವೇತನ ವಿತರಣ ರಿಜಿಸ್ಟರು,,,,,,,,,Yes
,Acquittance Roll,ವೇತನ ಪಾವತಿ ಪಟ್ಟಿ,,,,,,,,,Yes
,Acreage,ಎಕರೆಯ ಮೊತ್ತ,,,,,,,,,Yes
,Act,1. ಕ್ರಿಯೆ; ಕರ್ಮ; ಕಾರ್ಯ; ಕೆಲಸ; ಕೃತ್ಯ 2. ಅಧಿನಿಯಮ 3. ಕಾರ್ಯಲೋಪ 4. ವರ್ತಿಸು,,,,,,,,,Yes
,Act Of Commission And Omission,ತಪ್ಪು ಒಪ್ಪುಗಳ ಕ್ರಿಯೆ,,,,,,,,,Yes
,Act Of God - Act Of Providence,ದೈವೀಘಟನೆ,,,,,,,,,Yes
,Act Of Law,ಕಾನೂನು ಕ್ರಿಯೆ,,,,,,,,,Yes
,Act Of Misconduct,ದುರ್ವರ್ತನೆ ಕ್ರಿಯೆ,,,,,,,,,Yes
,Act Of Parliament,ಸಂಸತ್ತಿನ ಅಧಿನಿಯಮ,,,,,,,,,Yes
,Act Of Resistance,ಪ್ರತಿಭಟನಾ ಕ್ರಿಯೆ,,,,,,,,,Yes
,Act On Behalf Of,ಪರವಾಗಿ ನಿರ್ವಹಿಸು,,,,,,,,,Yes
,Act Upon,1. ಕ್ರಮ ಕೈಗೊಳ್ಳು 2. ಜಾರಿಗೊಳಿಸು,,,,,,,,,Yes
,Acting,ಹಂಗಾಮಿ; ನಿರ್ವಾಹಿ 2. ನಿರ್ವಹಿಸುವುದು 3. ಬದಲಿ ನೋಡುವ 4. ನಿರ್ವಹಿಸುವ,,,,,,,,,Yes
,Acting Allowance,ಬದಲಿ ನಿರ್ವಹಣೆ ಭತ್ಯ,,,,,,,,,Yes
,Acting In Good Faith,ಸದುದ್ದೇಶದಿಂದ ವರ್ತಿಸುತ್ತ,,,,,,,,,Yes
,Acting In His Discretion,ಸ್ವಂತ ವಿವೇಚನೆಯಿಂದ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತ,,,,,,,,,Yes
,Acting In Official Capacity,ಅಧಿಕಾರ ಸ್ಥಾನಬಲದಿಂದ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತ,,,,,,,,,Yes
,Action,1. ಕಾನೂನು ರೀತ್ಯಾ ಕ್ರಮ 2. ಕ್ರಮ 3. ಕ್ರಿಯೆ,,,,,,,,,Yes
,Action Plan,ಕಾರ್ಯಯೋಜನೆ,,,,,,,,,Yes
,Actionable,ಕ್ರಮಾರ್ಹ; ಕ್ರಮಯೋಗ್ಯ,,,,,,,,,Yes
,Activator,ಉತ್ತೇಜಕ; ಪ್ರೋತ್ಸಾಹಕ; ಪ್ರಚೋದಕ,,,,,,,,,Yes
,Active,1. ಸಕ್ರಿಯ 2. ಕ್ರಿಯಾತ್ಮಕ; ತೀವ್ರ 3. ಉದ್ದೇಶಪೂರ್ವಕ,,,,,,,,,Yes
,Active Consideration,ಕ್ರಿಯಾಶೀಲ ಪರಿಶೀಲನೆ,,,,,,,,,Yes
,Active Service,ಸಕ್ರಿಯ ಸೇವೆ,,,,,,,,,Yes
,Activity,ಚಟುವಟಿಕೆ,,,,,,,,,Yes
,Actor Dominae,ಯಜಮಾನನ ಭೂವ್ಯವಸ್ಥಾಪಕ,,,,,,,,,Yes
,Actual,ವಾಸ್ತವಿಕ; ಯಥಾರ್ಥ,,,,,,,,,Yes
,Actual Cost,ನಿಜ ಬೆಲೆ,,,,,,,,,Yes
,Actuality,ವಾಸ್ತವತೆ ; ನೈಜತೆ; ಯಥಾರ್ಥತೆ,,,,,,,,,Yes
,Actualize,ಯಥಾರ್ಥವಾಗು; ನೈಜಗೊಳಿಸು,,,,,,,,,Yes
,Actuals And Targets,ವಾಸ್ತವಿಕಗಳು ಮತ್ತು ಗುರಿಗಳು,,,,,,,,,Yes
,Actuary,ವಿಮಾಗಣಕ,,,,,,,,,Yes
,Actuate,ಚಲನ ಕೊಡು; ಕೆರಳಿಸು,,,,,,,,,Yes
,Acumen,ತೀಕ್ಷ್ಣ ಬುದ್ದಿ,,,,,,,,,Yes
,Acute,ತೀಕ್ಷ್ಣ; ತೀವ್ರ; ಮೊನಚಾದ,,,,,,,,,Yes
,Ad Hoc Committee,ತತ್ಪೂರ್ತ ಸಮಿತಿ,,,,,,,,,Yes
,Ad Hoc Pay Scale,ತತ್ಪೂರ್ತ ವೇತನಶ್ರೇಣಿ,,,,,,,,,Yes
,Ad Hoc Payment,ತತ್ಪೂರ್ತ ಬಟವಾಡೆ,,,,,,,,,Yes
,Ad Infinitum,ಕೊನೆಯಿಲ್ಲದ; ಅನಂತವಾಗಿ,,,,,,,,,Yes
,Ad Interim,ತಾತ್ಕಾಲಿಕ; ಏತನ್ಮಧ್ಯೆ,,,,,,,,,Yes
,Ad Libitum,"ಮನಸ್ವಿಯಾಗಿ, ಸ್ವೇಚ್ಛೆಯಾಗಿ",,,,,,,,,Yes
,Ad Valorem,ಬೆಲೆಗೆ ತಕ್ಕಂತೆ; ಕ್ರಯಾನುಸಾರ,,,,,,,,,Yes
,Ad-Hoc,ತದುದ್ದೇಶಿತ; ತತ್‌ಪೂರ್ತ; ವಿಶಿಷ್ಟ ಉದ್ದೇಶಕ್ಕಾಗಿ ಮಾತ್ರ,,,,,,,,,Yes
,Adamant,"1. ಮೊಂಡು, ಕಠಿಣ 2. ಅಭೇದ್ಯ",,,,,,,,,Yes
,Adapt,ಅಳವಡಿಸಿಕೊಳ್ಳು; ಹೊಂದಿಸು,,,,,,,,,Yes
,Adaptable,ಅಳವಡಿಸಿಕೊಳ್ಳಬಹುದಾದ; ಹೊಂದಿಕೆಸಾಧ್ಯವಾದ,,,,,,,,,Yes
,Adaptation,1. ಅಳವಡಿಕೆ 2. ರೂಪಾಂತರ,,,,,,,,,Yes
,Add,ಸೇರಿಸು; ಕೂಡಿಸು; ಕೂಡು,,,,,,,,,Yes
,Addendum,ಜೋಡಿಕೆ,,,,,,,,,Yes
,Adder,ಸಂಕಲಕ,,,,,,,,,Yes
,Addict,ವ್ಯಸನಿ,,,,,,,,,Yes
,Addition,ಕೂಡುವುದು; ಸಂಕಲನ; ಜೋಡಿಸುವುದು; ಸೇರಿಸುವುದು,,,,,,,,,Yes
,Additional,ಹೆಚ್ಚುವರಿ; ಅಧಿಕ,,,,,,,,,Yes
,Additional Charge,ಅಧಿಕ ಪ್ರಭಾರ,,,,,,,,,Yes
,Additions And Alterations,ಸೇರ್ಪಡೆಗಳು ಮತ್ತು ಮಾರ್ಪಾಟುಗಳು,,,,,,,,,Yes
,Address,1. ವಿಳಾಸ; ಪತ್ತೆ 2. ಭಾಷಣ 3. ಬಿನ್ನವತ್ತಳೆ; ಮಾನಪತ್ರ 4. ಭಾಷಣ ಮಾಡು; ಸಂಬೋಧಿಸು,,,,,,,,,Yes
,Addressee,ವಿಳಾಸದಾರ,,,,,,,,,Yes
,Adduce,ಆಧಾರ ಒದಗಿಸು; ಉದಾಹರಿಸು; ಮಂಡಿಸು,,,,,,,,,Yes
,Adept,ಸಮರ್ಥ; ನಿಪುಣ,,,,,,,,,Yes
,Adequacy,ಸಾಕಷ್ಟಿರುವುದು; ಪರ್ಯಾಪ್ತತೆ,,,,,,,,,Yes
,Adequate,ಸಾಕಷ್ಟು,,,,,,,,,Yes
,Adhere,ಅಂಟಿಕೊ,,,,,,,,,Yes
,Adhesive,ಅಂಟಂಟಾದ; ಅಂಟುಪದಾರ್ಥ,,,,,,,,,Yes
,Adjacent,ಪಕ್ಕದ; ಮಗ್ಗುಲಿನ,,,,,,,,,Yes
,Adjoining,ಪಕ್ಕದ; ನೆರೆಯ,,,,,,,,,Yes
