ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Bolt,,"ಬೋಲ್ಟು, ಅಗುಳಿ",,,,,,,
,,Bolt and Nut,,"ಬೋಲ್ಟ್ ಮತ್ತು ನಟ್‌, ಅಗುಳಿ ಮತ್ತು ತಿರುಪು, ಚಿಲಿಕ, ಚಿಲಕ",,,,,,,
,,Bond Paper,,"ಬಾಂಡ್ ಪೇಪರ್‌, ಬಾಂಡ್‌ ಕಾಗದ, ದಸ್ತೈವಜು ಕಾಗದ, ದಸ್ತಾವೇಜು ಕಾಗದ",,,,,,,
,,Book adjustment,,"ಖಾತಾ ಹೊಂದಾಣಿಕೆ, ಲೆಕ್ಕಪುಸ್ತಕ, ಪಾವತಿ",,,,,,,
,,Book Balance,,"ಖಾತಾ ಶಿಲ್ಕು, ಲೆಕ್ಕ ಶಿಲ್ಕು",,,,,,,
,,Border,,ಅಂಚು,,,,,,,
,,Border Chopper,,ಅಂಚು ಕತ್ತರಿ,,,,,,,
,,Bound Register,,ರಟ್ಟು ಕಟ್ಟಿದ ರಿಜಿಸ್ಟರು / ವಹಿ,,,,,,,
,,Bracket,,"ಆವರಣ ಚಿಹ್ನೆ, ಕಂಸ",,,,,,,
,,Brass Rule,,"ಹಿತ್ತಾಳೆ ಗೆರೆಪಟ್ಟಿ, ಹಿತ್ತಾಳೆ ರೂಲು",,,,,,,
,,Brass Seal,,ಹಿತ್ತಾಳೆ ಮೊಹರು / ಮುದ್ರೆ,,,,,,,
,,Brought Forward,,ಮುಂದುವರಿಸಿದ್ದು,,,,,,,
,,Brush,,ಕುಂಚ,,,,,,,
,,Budget,,"ಬಜೆಟ್‌, ಮುಂಗಡ ಪತ್ರ, ಆಯವ್ಯಯ ಪತ್ರ",,,,,,,
,,Buff Paper,,"ಮಾಸಲು ಕಾಗದ, ಕತ್ತೆ ಕಾಗದ, ಬಫ್ ಕಾಗದ, ಮಕಮಲ್ಲಿನಂತೆ ನಯವಾದ ಕಾಗದ",,,,,,,
,,Buffer Front,,ಮುಂಭಾಗ ಕಾಪುತಡೆ,,,,,,,
,,Bulletin,,"ಲಘು ಪ್ರಕಟಣೆ, ಅಧಿಕೃತ ಪ್ರಕಟಣೆ",,,,,,,
,,Bundle,,"ಮೂಟೆ, ಗಂಟು",,,,,,,
,,Bushing,,"ಅಚ್ಚುಗಂಡಿ, ಬಳೆ, ಉಳಿಬಳೆ, ತೂತುಬಳೆ",,,,,,,
,,Cabinet,,"ಖಾನೆ, ಅಟ್ಟಣೆ",,,,,,,
,,Cabinet Box,,ಖಾನೆ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Cabinet Edition,,ಮಧ್ಯಮ ಪ್ರತಿ,,,,,,,
,,Cacography,,ತಪ್ಪು ಅಕ್ಷರ ಸಂಯೋಜನೆ,,,,,,,
,,Calculating Machine,,ಗಣಕಯಂತ್ರ,,,,,,,
,,Calculator,,ಗಣಕಿ,,,,,,,
,,Calendar,,"ಕ್ಯಾಲೆಂಡರು, ನಯಮಾಡು",,,,,,,
,,Calico,,"ಕ್ಯಾಲಿಕೊ, ವಜ್ರಬಳಿದ ಬಟ್ಟೆ",,,,,,,
,,Calico Printing,,ಕ್ಯಾಲಿಕೊ ಮುದ್ರಣ,,,,,,,
,,Canvas Belt,,ಕ್ಯಾನ್ವಾಸ್ ಪಟ್ಟಿ,,,,,,,
,,Carbon,,"ಕಾರ್ಬನ್, ಇಂಗಾಲ",,,,,,,
,,Carbon Paper,,"ಕಾರ್ಬನ್ ಕಾಗದ, ಇಂಗಾಲ ಕಾಗದ",,,,,,,
,,Carbon Printing,,ಇಂಗಾಲ ಮುದ್ರಣ,,,,,,,
,,Cartridge Paper,,ದಪ್ಪ ಒರಟು ಕಾಗದ,,,,,,,
,,Cash Box,,"ನಗದು ಪೆಟ್ಟಿಗೆ, ಹಣದ ಪೆಟ್ಟಿಗೆ",,,,,,,
,,Cast Iron,,"ತಾಂಡವಾಳ, ಎರಕ ಹೊಯ್ದ ಕಬ್ಬಿಣ",,,,,,,
,,Catalogue,,"ವಿವರ ಪಟ್ಟಿ, ವಿಷಯ ಪಟ್ಟಿ",,,,,,,
,,Catch,,"ಕೊಕ್ಕೆ, ತಡೆ",,,,,,,
,,Certificate,,ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,Certify,,ಪ್ರಮಾಣೀಕರಿಸು,,,,,,,
,,Chalk,,ಸೀಮೆ ಸುಣ್ಣ,,,,,,,
,,Chargeable,,ಬೆಲೆ ಮಸೂಲಿ ಮಾಡಬಹುದಾದ,,,,,,,
,,Chase,,"ಚೇಸ್, ಕಬ್ಬಿಣದ ಚೌಕಟ್ಟು",,,,,,,
,,Check,,ತಾಳೆ ನೋಡು,,,,,,,
,,Chemical,,ರಾಸಾಯನಿಕ,,,,,,,
,,Cheque,,"ಚೆಕ್ಕು, ಹಣಪಡೆಯುವ ಚೀಟಿ",,,,,,,
,,Chop,,"ಛಾಪಾ, ಮುದ್ರೆ, ಕತ್ತರಿಸು",,,,,,,
,,Chromatic Printing,,ಬಹುವರ್ಣ ಮುದ್ರಣ,,,,,,,
,,Chromo Board,,ಬಣ್ಣದ ರಟ್ಟು,,,,,,,
,,Chromograph,,ಬಹುವರ್ಣದ,,,,,,,
,,Circular,,"ಪರಿಪತ್ರ, ಸುತ್ತೋಲೆ",,,,,,,
,,Civil list,,ಸರ್ಕಾರಿ ಅಧಿಕಾರಿಗಳ ಸೇವೆ ಮತ್ತು ವೇತನ ವಿವರ ಪಟ್ಟಿ,,,,,,,
,,Claim,,"ಕ್ಲೇಮು, ಹಕ್ಕು, ಹಕ್ಕು ಸಾಧಿಸು",,,,,,,
,,Clamp,,"ಹಿಡಿಕಟ್ಟು, ಬಿಗಿ ಹಿಡಿತ",,,,,,,
,,Cloth-Binding,,"ಬಟ್ಟೆಯ ರಟ್ಟು, ಕ್ಯಾಲಿಕೊ ರಟ್ಟು",,,,,,,
,,Cloth Lined,,ಬಟ್ಟೆ ಅಂಟಿಸಿದ್ದು,,,,,,,
,,Clutch plate,,"ಕ್ಲಚ್ ಪ್ಲೇಟ್, ಹಿಡಿಕ ಫಲಕ",,,,,,,
,,Coated,,ಲೇಪಿತ,,,,,,,
,,Code No.,,"ಕೋಡ್ ನಂಬರು, ಸಂಕೇತ ಸಂಖ್ಯೆ",,,,,,,
,,Cog wheel,,ಹಲ್ಲುಚಕ್ರ,,,,,,,
,,Collotype,,ಕಾಲೋಟೈಪ್ ಮುದ್ರಣ,,,,,,,
,,Coloured,,ಬಣ್ಣದ,,,,,,,
,,Column,,ಅಂಕಣ,,,,,,,
,,Comma,,ಅಲ್ಪವಿರಾಮ,,,,,,,
,,Commercial Concern,,"ವಾಣಿಜ್ಯ ಸಂಸ್ಥೆ, ವ್ಯಾಪಾರ ಸಂಸ್ಥೆ",,,,,,,
,,Common,,"ಸಾಮಾನ್ಯ, ಸಾಧಾರಣ",,,,,,,
,,Communicate,,"ಹೇಳು, ತಿಳಿಸು",,,,,,,
,,Communication,,"ತಿಳಿವಳಿಕೆ, ಸಂವಹನ, ಸಂಪರ್ಕ, ಹೇಳಿಕೆ",,,,,,,
,,Comply with,,"ಈಡೇರಿಸು, ನೆರವೇರಿಸು, ತೀರಿಸು, ನಡಸು",,,,,,,
,,Composing,,"ಅಚ್ಚುಮೊಳೆ ಜೋಡಣೆ, ಜೋಡಣೆ",,,,,,,
,,Composing Machine,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಿಸುವ ಯಂತ್ರ,,,,,,,
,,Composing stick,,"ಅಚ್ಚುಮೊಳೆ ಜೋಡಿಸುವ ಕೈ, ಹಿಡಿಕೆ; ತಗಡಿನ ಅಚ್ಚುಮೊಳೆ ಜೋಡಿಸುವ ಕೈ ತಟ್ಟೆ",,,,,,,
,,Compositor,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಿಸುವವನು,,,,,,,
,,Comptometer,,"ಕಾಂಪ್ಟಾಮೀಟರು, ಗಣನ ಯಂತ್ರ",,,,,,,
,,Comptomist,,"ಕಾಂಪ್ಟೋಮಿಸ್ಟ್, ಗಣಕ ಯಂತ್ರ ಚಾಲಕ",,,,,,,
,,Computer,,"ಕಂಪ್ಯೂಟರು, ಗಣಕಯಂತ್ರ, ಲೆಕ್ಕಯಂತ್ರ",,,,,,,
,,Concurrence,,"ಸಹಮತಿ, ಸಮ್ಮತಿ, ಒಪ್ಪಿಗೆ",,,,,,,
,,Consignment,,ರವಾನೆಯ ಸರಕು,,,,,,,
,,Consolidation,,"ಕ್ರೋಡೀಕರಣ, ಸಂಘಟನೆ, ಒಟ್ಟುಗೂಡಿಸು",,,,,,,
,,Consumption,,"ಬಳಕೆ, ವ್ಯಯ ಉಪಯೋಗ",,,,,,,
,,Contents,,"ಪರಿವಿಡಿ, ಒಳಪಿಡಿ, ವಿಷಯಸೂಚಿ, ಒಳವಸ್ತುಗಳು",,,,,,,
,,Contingency,,"ಸಾದಿಲ್ವಾರಂ, ಆಕಸ್ಮಿಕ",,,,,,,
,,Contingent,,"ಆಕಸ್ಮಿಕ, ಅವಲಂಬಿತ, ಅನಿರೀಕ್ಷಿತ",,,,,,,
,,Copy,,"ಪ್ರತಿ, ನಕಲು",,,,,,,
,,"Copy, Clean",,ಶುದ್ಧ ನಕಲು,,,,,,,
,,"Copy, Fair",,ಚೊಕ್ಕ ನಕಲು,,,,,,,
,,"Copy, Foul",,ಕರಡು ನಕಲು,,,,,,,
,,"Copy, Rough",,ಕಚ್ಚಾ ನಕಲು,,,,,,,
,,Correction,,"ತಿದ್ದುಪಡಿ, ಪರಿಷ್ಕರಣ",,,,,,,
,,Cotter Pin,,ಅರಳು ಮೊಳೆಯ ಬೆಣೆ,,,,,,,
,,Cotton Waste,,ಹತ್ತಿ ಗುಂಜು,,,,,,,
,,Countersignature,,"ಮೇಲುರುಜು, ಸ್ಥಿರೀಕರಣ",,,,,,,
,,Countersigning Officer,,"ಮೇಲುರುಜು ಹಾಕುವ ಅಧಿಕಾರಿ, ಸ್ಥಿರೀಕರಿಸುವ ಮೇಲಧಿಕಾರಿ",,,,,,,
,,Cover page,,ರಕ್ಷಾಪುಟ,,,,,,,
,,Cover Paper,,ರಕ್ಷಾಕಾಗದ,,,,,,,
,,Cream laid Paper,,ಅಡ್ಡ ಸಮಾಂತಕ ಗೆರೆ ಕಾಣುವ ಹಾಲು ಕಾಗದ,,,,,,,
,,Cream Wove Paper,,ಬಿಳಿಯ ಕಾಗದ,,,,,,,
,,Custody,,"ಅಭಿರಕ್ಷೆ, ವಶ, ಸುಫರ್ದು",,,,,,,
,,Cutting Plier,,"ಕತ್ತರಿ, ಇಕ್ಕುಳ",,,,,,,
,,Cycle of indent,,"ಕೋರಿಕೆ ಆವರ್ತನ, ಕೋರಿಕೆ ಸರದಿ",,,,,,,
,,Cyclostyle,,"ಸೈಕ್ಲೋಸ್ಟೈಲು, ಕೊರೆಯಚ್ಚು",,,,,,,
,,Cylinder Press,,ಉರುಳೆ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Dabber,,"ಬಳಿಯುವವನು, ಅಚ್ಚೊತ್ತಿಗೆ, ತಟ್ಟೊತ್ತಿಗೆ",,,,,,,
,,Dagger,,ಕಠಾರಿ ಗುರುತು,,,,,,,
,,Damage,,"ಹಾನಿ; ಹಾನಿಮಾಡು, ಹಾಳು ಮಾಡು",,,,,,,
,,Dark Room,,ಕತ್ತಲ ಕೋಣೆ,,,,,,,
,,Dark slide,,ಕಪ್ಪು ಫಲಕ,,,,,,,
,,Dash,,"ಅಡ್ಡಗೆರೆ, ಡಿಕ್ಕಿಹೊಡೆ",,,,,,,
,,Deficiency,,"ಕೊರತೆ, ಅಪೂರ್ಣ",,,,,,,
,,Delivery,,"ಬಟವಾಡೆ; ಹೆರಿಗೆ, ತಲಪಿಸು",,,,,,,
,,Demand,,"ಬೇಡಿಕೆ, ಕೋರಿಕೆ",,,,,,,
,,Department,,ಇಲಾಖೆ; ವಿಭಾಗ,,,,,,,
,,Departmental,,ಇಲಾಖೆಯ; ವಿಭಾಗದ,,,,,,,
,,Designation,,"ಹೆಸರು, ಪದನಾಮ, ಹುದ್ದೆ",,,,,,,
,,Destination,,"ಗಮ್ಯಸ್ಥಾನ, ಗುರಿ ಕೊನೆಯ, ಧ್ಯೇಯ",,,,,,,
,,Detailed,,ವಿವರವಾದ,,,,,,,
,,Details,,ವಿವರಗಳು,,,,,,,
,,Deteriorate,,"ಅವನತಿಹೊಂದು, ನಶಿಸು",,,,,,,
,,Die stamping,,"ಉಬ್ಬು ಮುದ್ರೆ, ಉಬ್ಬು ಮೊಹರು",,,,,,,
,,Diglot,,"ದ್ವಿಭಾಷೆಯ, ದ್ವಿಭಾಷಾಪುಸ್ತಕ",,,,,,,
,,Disallow,,"ತಿರಸ್ಕರಿಸು, ಅನಂಗೀಕೃತ, ತ್ಯಜಿಸು",,,,,,,
,,Disallowed,,"ತಿರಸ್ಕೃತ, ಒಪ್ಪದ",,,,,,,
,,Discrepancy,,"ವ್ಯತ್ಯಾಸ, ಭಿನ್ನವಾದ, ಹೊಂದಿಕೆ ಇಲ್ಲದ",,,,,,,
,,Disposal,,"ವಿಲೇವಾರಿ, ಇತ್ಯರ್ಥ, ಮುಗಿಸು",,,,,,,
,,Distribution,,"ವಿತರಣೆ, ಹಂಚಿಕೆ",,,,,,,
,,Distributor Bar,,"ವಿತರಣ ಪಟ್ಟಿ, ಸ್ವಸ್ಥಾನಕ್ಕೆ ಮಾತೃಕೆಗಳನ್ನು ಹಿಂದಿರುಗಿಸುವ ಪಟ್ಟಿ",,,,,,,
,,Double,,"ಇಮ್ಮಡಿ, ಆರಡು",,,,,,,
,,Double obelisk,,ಜೋಡಿ ಕಠಾರಿ ಗುರುತು,,,,,,,
,,Drawing Officer,,"ಹಣ ತೆಗೆಯುವ ಅಧಿಕಾರಿ, ಹಣ ಪಡೆಯುವ ನಿಯಮಿತ ಅಧಿಕಾರಿ",,,,,,,
,,Drawing Paper,,ರೇಖಾ ಕಾಗದ,,,,,,,
,,Drill Bit,,"ಬೈರಿಗೆ, ಅಲಗು",,,,,,,
,,Drill Cloth,,"ಡ್ರಿಲ್ ಬಟ್ಟೆ, ಒರಟು ಬಟ್ಟೆ",,,,,,,
,,Duplicate,,"ದ್ವಿಪ್ರತಿ, ದ್ವಿಪ್ರತಿಮಾಡು",,,,,,,
,,Duplicating Paper,,ದ್ವಿಪ್ರತಿ ಕಾಗದ,,,,,,,
,,Duplicator,,ದ್ವಿಪ್ರತಿಯಂತ್ರ,,,,,,,
,,Ebonite,,"ಎಬೋನೈಟ್, ಒಂದು ಬಗೆಯ ಕರಿಯ ಮರ",,,,,,,
,,Economy,,"ಮಿತವ್ಯಯ; ಜೋಪಾನ ಬಳಕೆ, ಅರ್ಥವ್ಯವಸ್ಥೆ",,,,,,,
,,Edit,,"ಸಂಪಾದಿಸು, ಪರಿಷ್ಕರಣ",,,,,,,
,,Edition,,ಆವೃತ್ತಿ,,,,,,,
,,"Edition, Popular",,ಜನಪ್ರಿಯ ಆವೃತ್ತಿ,,,,,,,
,,Edition de-Luxe,,ಸುಂದರ ಆವೃತ್ತಿ,,,,,,,
,,Editio Princeps,,ಮೊದಲ ಆವೃತ್ತಿ,,,,,,,
,,Ejector Blade,,"ದೂಡಲಗು, ಹೊರದೂಡುವ ಅಲಗುಪಟ್ಟಿ",,,,,,,
,,Elaborate,,"ವಿವರಿಸು, ವಿಶದೀಕರಿಸು",,,,,,,
,,Electric,,"ವಿದ್ಯುತ್ತಿನ, ವಿದ್ಯುಚ್ಛಕ್ತಿಯ",,,,,,,
,,Electricity,,"ವಿದ್ಯುಚ್ಛಕ್ತಿ, ವಿದ್ಯುತ್",,,,,,,
,,Electric stove,,ವಿದ್ಯುತ್ ಒಲೆ,,,,,,,
,,Electrification,,ವಿದ್ಯುದೀಕರಣ,,,,,,,
,,Electrode,,ವಿದ್ಯುಧ್ರುವ,,,,,,,
,,Electro-engraving,,ವಿದ್ಯುದ್ರೇಖನ,,,,,,,
,,Electrograph,,ವಿದ್ಯುತ್ ಸ್ಥಿತಿ ಲೇಖಕ (ಯಂತ್ರ),,,,,,,
,,Electro motor,,ವಿದ್ಯುಚ್ಚಾಲಕ,,,,,,,
,,Electron,,ಋಣವಿದ್ಯುತ್ ಕಣ,,,,,,,
,,Electronic,,ಋಣವಿದ್ಯುತ್ ಕಣದ,,,,,,,
,,Electroplating,,ವಿದ್ಯುತ್ ಲೇಪನ,,,,,,,
,,Em,,ಎಮ್; ಮುದ್ರಕನ ಅಳತೆ ಮಾಪನ,,,,,,,
,,Emboss,,ಉಬ್ಬಚ್ಚು ಮಾಡು,,,,,,,
,,Engage,,"ತೊಡಗು, ನಿರತನಾಗು",,,,,,,
,,Engrave,,ಕೆತ್ತನೆ,,,,,,,
,,Engraved Screen,,"ರೇಖಾಫಲಕ, ಕೆತ್ತನೆ",,,,,,,
,,Engraver,,ಕೆತ್ತನೆಗಾರ,,,,,,,
,,Enhance,,"ಹೆಚ್ಚಿಸು, ಏರಿಸು",,,,,,,
,,Entitled,,ಹಕ್ಕುಳ್ಳ,,,,,,,
,,Entry,,"ನಮೂದು, ಆಗಮನ",,,,,,,
,,Envelope,,"ಲಕೋಟೆ, ಹೊದಿಕೆ, ಮುಚ್ಚಳ",,,,,,,
,,Essential,,"ಅತ್ಯಾವಶ್ಯಕ, ಬೇಕೇಬೇಕಾದ",,,,,,,
,,Estimate,,ಊಹಿಸು; ಅಂದಾಜುಮಾಡು,,,,,,,
,,Examine,,"ಪರೀಕ್ಷಿಸು, ಪರಿಶೀಲಿಸು",,,,,,,
,,Excerpt,,"ಉದ್ಧರಣ, ಎತ್ತಿಕೆ",,,,,,,
,,Excess,,"ಹೆಚ್ಚಿನ; ಹೆಚ್ಚಳ, ಜಾಸ್ತಿ",,,,,,,
,,Exclude,,"ಬಿಟ್ಟುಬಿಡು, ಹೊರತುಪಡಿಸು",,,,,,,
,,Executive staff,,ಕಾರ್ಯನಿರ್ವಾಹಕ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Executor,,ಕಾರ್ಯನಿರ್ವಾಹಕ,,,,,,,
,,Exempted,,ವಿನಾಯಿತಿ ಪಡೆದ,,,,,,,
,,Existing form,,"ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ನಮೂನೆ, ಬಳಕೆಯಲ್ಲಿರುವ ನಮೂನೆ",,,,,,,
,,Expedite,,"ತ್ವರಿತಗೊಳಿಸು, ಬೇಗಮಾಡು",,,,,,,
,,Expenditure,,"ಖರ್ಚು, ವೆಚ್ಚ, ದೇಣೆ",,,,,,,
,,Eye glass,,ಭೂತಗನ್ನಡಿ,,,,,,,
,,Eyelet,,"ಕುಣಿಕೆ ರಂಧ್ರ, ನೋಡುವ ಕಂಡಿ",,,,,,,
,,Eyelet fastener,,ಕುಣಿಕೆ ರಂಧ್ರ ಸೇರಿಸುವ ಉಂಗುರ,,,,,,,
,,Facsimile,,"ಯಥಾಪ್ರತಿ, ಪಡಿಯಚ್ಚು, ನಕಲು",,,,,,,
,,Fastener,,"ಬಂಧಕ, ಬಿಗಿಮಾಡುವುದು, ಕಟ್ಟು, ಬಿಗಿಮಾಡುವವನು, ಸೇರಿಸು",,,,,,,
,,Figure,,"ಅಂಕಿ, ಆಕೃತಿ",,,,,,,
,,File,,ಕಡತ,,,,,,,
,,File Board,,ಕಡತದ ರಟ್ಟು,,,,,,,
,,Financial,,"ಆರ್ಥಿಕ, ಹಣಕಾಸಿನ",,,,,,,
,,Fire Extinguisher,,ಅಗ್ನಿಶಾಮಕ,,,,,,,
,,First Aid Box,,ಪ್ರಥಮ ಚಿಕಿತ್ಸಾ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Fixative,,"ಬಿಗಿಹಿಡಿಯುವ ವರ್ಣಸ್ಥಾಪಕ, ರೇಖನ ಸ್ಥಾಪಕ",,,,,,,
,,Flag,,"ತಲೆಚೀಟಿ, ಪತಾಕೆ, ನಿರ್ದೇಶನ",,,,,,,
,,Flimsy,,ನವಿರು ದುರ್ಬಲ,,,,,,,
,,Flong,,"ರಟ್ಟಿನ ನೆಲೆಯಚ್ಚು, ಮುದ್ರಣದ ನೆಲೆಯಚ್ಚನ್ನು ತಯಾರಿಸುವುದಕ್ಕಾಗಿ ಎರಕ ಹೊಯ್ಯಲು ಆಗುವಂತೆ ನವಿರು ಕಾಗದಗಳನ್ನು ಸೇರಿಸಿ ಅಚ್ಚು ತೆಗೆದ ಮೆದುವಾದ ರಟ್ಟು",,,,,,,
,,Flower Rule,,"ಹೂ ಗೆರೆ, ವಿನ್ಯಾಸವುಳ್ಳ ಗೆರೆ",,,,,,,
,,Folder,,"ಕಾಗದ ಮಡಿಸುವ ಮರದ ಸಲಕರಣೆ, ಮಡಿಕೆ, ಪ್ರಕಟಣೆ / ಪುಸ್ತಿಕೆ",,,,,,,
,,Folding machine,,ಮಡಿಸು ಯಂತ್ರ,,,,,,,
,,Folio,,ಪುಟಸಂಖ್ಯೆ,,,,,,,
,,Foolscap Paper,,ಫೂಲ್‌ಸ್ಕೇಪ್ ಅಳತೆ ಕಾಗದ,,,,,,,
,,Form,,ನಮೂನೆ,,,,,,,
,,Form Depot,,"ನಮೂನೆ ಗೋದಾಮು, ನಮೂನೆಗಳ ಉಗ್ರಾಣ",,,,,,,
,,Forward,,"ಮುಂದಕ್ಕೆ ಕಳುಹಿಸು, ರವಾನಿಸು",,,,,,,
,,For(r)el,,ಒಂದು ತೆರದ ಚರ್ಮಕಾಗದ,,,,,,,
,,Fount,,"ಒಂದೇ ತೆರದ ಅಚ್ಚುಮೊಳೆ ಸಮೂಹ, ಒಂದೇ ವಿನ್ಯಾಸದ ಅಚ್ಚುಮೊಳೆ ಸಮೂಹ",,,,,,,
,,Frequent,,"ಮೇಲಿಂದ ಮೇಲೆ ಬರುವ, ಆಗಾಗ್ಗೆ",,,,,,,
,,Frisket,,ಮುದ್ರಣ ಯಂತ್ರದಲ್ಲಿ ಕಾಗದದ ಹಿಡಿಪು,,,,,,,
,,Fudge,,ತಡವಾಗಿ ಬಂದ ಸುದ್ದಿ ಮುದ್ರಣ,,,,,,,
,,Full point (stop),,ಪೂರ್ಣವಿರಾಮ (ಚಿಹ್ನೆ),,,,,,,
,,Fuse,,ವಿದ್ಯುತ್ ರಕ್ಷಾ ಕಾಪು,,,,,,,
