ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Air passage,,ವಾಯು ಮಾರ್ಗ,,,,,,,
,,Air raid,,ವಿಮಾನ ದಾಳಿ,,,,,,,
,,Airspace,,ವಾಯು ಪ್ರದೇಶ,,,,,,,
,,Alarm,,1. ಅಪಾಯ ಸೂಚಕ ದ್ವನಿ 2. ಅಪಾಯದ ಎಚ್ಚರಿಕೆ,,,,,,,
,,Alcohol,,ಆಲ್ಕೋಹಾಲ್‌; ಮದ್ಯಸಾರ,,,,,,,
,,Alcoholic stimulant,,ಮದ್ಯಸಾರದ ಉತ್ತೇಜಕ,,,,,,,
,,Alight,,ಇಳಿ,,,,,,,
,,Alimentary canal,,ಅನ್ನನಾಳ,,,,,,,
,,Alkali,,ಕ್ಷಾರ,,,,,,,
,,All India Service alter,,ಅಖಿಲ ಭಾರತೀಯ ಸೇವೆ ಬದಲಾಯಿಸು; ಪರಿವರ್ತಿಸು; ಮಾರ್ಪಡಿಸು,,,,,,,
,,Alter,,ಬದಲಾಯಿಸು; ಪರಿವರ್ತಿಸು; ಮಾರ್ಪಡಿಸು,,,,,,,
,,Ammunition,,ಮದ್ದುಗುಂಡು,,,,,,,
,,Anatomy,,1. ಶರೀರ ರಚನಾಶಾಸ್ತ್ರ 2. ಶರೀರ ರಚನೆ,,,,,,,
,,Anchor,,1. ಲಂಗರು ಹಾಕು 2. ಲಂಗರು,,,,,,,
,,Anchorage,,ಲಂಗರು ಹಾಕುವುದು,,,,,,,
,,Angle,,ಕೋನ,,,,,,,
,,Angular splint,,ಕೋನಾಕಾರದ ಗಡಸು ಪಟ್ಟಿ/ ದಬ್ಬೆ,,,,,,,
,,Animal,,ಪ್ರಾಣಿ; ಮೃಗ,,,,,,,
,,Animation,,ಚೇತನಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Ankle,,ಕಾಲಿನ ಹರಡು,,,,,,,
,,Ankle bone,,ಕಾಲು ಹರಡಿನ ಮೂಳೆ,,,,,,,
,,Ankle joint,,ಕಾಲು ಹರಡಿನ ಕೀಲು,,,,,,,
,,Annulment,,"(ಕಾನೂನು ಪದ್ದತಿ, ವಿವಾಹ ಮೊ.ಗಳ) ರದ್ಧತಿ",,,,,,,
,,Anterior tibial artery,,ಮೊಣಕಾಲಿನ ಮುಂಭಾಗದ ಅಪಧಮನಿ,,,,,,,
,,Anti-personnel bombs,,ಸೈನಿಕರ ವಿರುದ್ಧ ಬಳಸುವ ಬಾಂಬುಗಳು,,,,,,,
,,Aorta,,ಮಹಾಪಧಮನಿ; ಪ್ರಧಾನ ಶುದ್ಧ ರಕ್ತನಾಳ,,,,,,,
,,Apuplexy,,ಕ್ಷಿಪ್ರಸನ್ನಿ,,,,,,,
,,Apparatus,,ಉಪಕರಣ ಸಮೂಹ,,,,,,,
,,Appeal,,1. ಅಪೀಲು ಮಾಡು; ಮೇಲಿನ ನ್ಯಾಯಸ್ಥಾನಕ್ಕೆ ಮನವಿ ಮಾಡು; ಮೇಲರ್ಜಿ ಮಾಡು 2. ಅಪೀಲು; ಮೇಲ್ಮನವಿ; ಮೇಲರ್ಜಿ,,,,,,,
,,Appliances,,ಸಲಕರಣೆಗಳು; ಸಾಮಗ್ರಿಗಳು,,,,,,,
,,Apprehend,,1. ದಸ್ತಗಿರಿ ಮಾಡು; ಬಂಧಿಸು 2. ಶಂಕಿಸು,,,,,,,
,,Apron,,ಏಪ್ರನ್‌; ಕೆಲಸ ಮಾಡುವಾಗ ಬಟ್ಟೆ ಕೊಳೆಯಾಗದಿರಲು ಯಾ ಅಪಾಯ ಸಂಭವಿಸದಿರಲು ದೇಹದ ಮುಂದುಗಡೆ ಕಟ್ಟಿಕೊಳ್ಳುವ ಉಡಿಗೆ,,,,,,,
,,Arch,,ಕಮಾನು; ಬಿಲ್ಲು,,,,,,,
,,Area,,ಪ್ರದೇಶ; ಕ್ಷೇತ್ರ,,,,,,,
,,Arm,,ತೋಳು; ರಟ್ಟೆ,,,,,,,
,,Arm bone,,ತೋಳೆಲುಬು,,,,,,,
,,Arm carry,,ತೋಳುಗಳ ಸಹಾಯದಿಂದ ಒಯ್ಯುವುದು,,,,,,,
,,Armoured suction hose,,ಕವಚಯುಕ್ತ ಹೀರ್ಕೊಳವೆ,,,,,,,
,,Arms,,ಆಯುಧಗಳು; ಶಸ್ತ್ರಾಸ್ತ್ರ,,,,,,,
,,Arsenic,,ಇಲಿ ಪಾಷಾಣ; ಶಂಖ ಪಾಷಾಣ,,,,,,,
,,Arterial blood,,ಅಪಧಮನಿ ರಕ್ತ; ಶುದ್ಧರಕ್ತ,,,,,,,
,,Artery,,ಅಪಧಮನಿ,,,,,,,
,,Article,,1. ಸರಕು; ವಸ್ತು 2. ಲೇಖನ 3. ಅನುಚ್ಛೇದ,,,,,,,
,,Artificial respiration,,ಕೃತಕ ಉಸಿರಾಟ,,,,,,,
,,Artillery shell,,ಫಿರಂಗಿ ಸಿಡಿಗುಂಡು,,,,,,,
,,Asbestos,,ಕಲ್ನಾರು,,,,,,,
,,Asphyxia,,ಉಸಿರು ಕಟ್ಟುವಿಕೆ,,,,,,,
,,Assign,,1. (ಕೆಲಸಕ್ಕಾಗಿ) ನೇಮಿಸು; ಗೊತ್ತುಮಾಡು 2. (ಕೆಲಸವನ್ನು) ವಹಿಸು; ನೀಡು 3. (ಕಾರಣವನ್ನು) ಕೊಡು,,,,,,,
,,Assistant,,ಸಹಾಯಕ,,,,,,,
,,Association,,1. ಒಡನಾಟ; ಸಹವಾಸ 2. ಸಂಘ; ಸಂಸ್ಥೆ,,,,,,,
,,Assorted,,ತರಹೆವಾರು; ವಿವಿಧ ರೀತಿಯ,,,,,,,
,,Atlas,,ಅಗ್ರ ಕಶೇರು; ತಲೆಚಿಪ್ಪಿಗೆ ಆಧಾರವಾಗಿರುವ ಎಲುಬು,,,,,,,
,,Attack,,1. ಮೇಲೆ ಬೀಳು; ಆಕ್ರಮಣ ಮಾಡು 2. ಮೇಲೆ ಬೀಳುವಿಕೆ; ಆಕ್ರಮಣ; ದಾಳಿ; ಹಲ್ಲೆ,,,,,,,
,,Attendant,,ಉಪಚಾರಕ; ಪರಿಚಾರಕ; ಸೇವಕ,,,,,,,
,,Attention,,1. ಗಮನ; ಲಕ್ಷ್ಯ 2. ಎಚ್ಚರಿಕೆ; ಜಾಗರೂಕತೆ 3. (ಕವಾಯಿತು) ಸಾವಧಾನ; (ಸಿದ್ಧತೆಯ) ನೆಟ್ಟನೆ ನಿಲುವು,,,,,,,
,,Auricle,,1. ಕಿವಿಹಾಲೆ 2. ಹೃತೃರ್ಣ; ಹೃದಯದ ಮೇಲು ಕುಹರಗಳಲ್ಲಿ ಒಂದು,,,,,,,
,,Authorised,,ಅಧಿಕೃತ,,,,,,,
,,Authority,,1. ಅಧಿಕಾರ 2. ಅಧಿಕಾರಿ 3. ಪ್ರಾಧಿಕಾರ,,,,,,,
,,Autonomous,,ಸ್ವಾಯತ್ತ,,,,,,,
,,Auxiliary force,,ಸಹಾಯಕ ಪಡೆ,,,,,,,
,,Auxiliary service,,ಸಹಾಯಕ ಸೇವೆ,,,,,,,
,,Auxiliary troop,,ಸಹಾಯಕ ದಳ,,,,,,,
,,Avocation,,1. ಉಪವೃತ್ತಿ; ಉಪಕಸುಬು 2. ವೃತ್ತಿ; ಕಸುಬು; ಜೀವನೋಪಾಯ,,,,,,,
,,Axillary artery,,ಕಂಕುಳಿನ ಅಪಧಮನಿ,,,,,,,
,,Axis,,ಅಕ್ಷ,,,,,,,
,,Axle,,ಅಕ್ಷದಂಡ; ಅಚ್ಚುಗಂಬಿ; ದೂರಿ,,,,,,,
,,Backset,,"1. ಪ್ರತಿಬಂಧಕ; ತಡೆ 2. ಮರಳುವಿಕೆ; ಹಿನ್ನಡೆ 3, (ನೀರಿನ)ಸುಳಿ; ಆವರ್ತ 4. (ನೀರಿನ) ಎದುರುಹೊನಲು; ಪ್ರತಿಪ್ರವಾಹ",,,,,,,
,,Backing,,ಬೆಂಬಲ,,,,,,,
,,Badge,,ಬ್ಯಾಜ್‌; ಬಿಲ್ಲೆ; ಲಾಂಛನ,,,,,,,
,,Baggage,,ಗಂಟು ಮೂಟೆ; ಸಾಮಾನು ಸರಂಜಾಮು,,,,,,,
,,Baking soda,,ಅಡುಗೆ ಸೋಡ,,,,,,,
,,Ball-and-socket joint,,"ಒರಳು ಗುಂಡುಕೀಲು; ಗುಳಿಯಲ್ಲಿ ಗುಂಡನೆಯ ತುದಿ ಇರುವ, ಎಲ್ಲ ಕಡೆಗಳಲ್ಲಿಯೂ ಚಲನೆಗೆ ಅವಕಾಶ ಕೊಡುವ ಕೀಲು",,,,,,,
,,Ball-firing,,(ತೋಟಾ ಇಟ್ಟು)ಗುಂಡು ಹಾರಿಸುವುದು,,,,,,,
,,Bamboo,,ಬೊಂಬು; ಬಿದಿರುಗಳು,,,,,,,
,,Bamboo-raft,,ಬೊಂಬಿನ/ಬಿದುರಿನ ತೆಪ್ಪ,,,,,,,
,,Ban,,1. ಬಹಿಷ್ಕರಿಸು; ನಿಷೇಧಿಸು 2. ಬಹಿಷ್ಕಾರ; ನಿಷೇಧ,,,,,,,
,,Band,,1. ಪಟ್ಟಿ ಬಿಗಿ 2. ಪಟ್ಟಿ 3. ತಂಡ 4. ಬ್ಯಾಂಡು; ವಾದ್ಯ ಸಮೂಹ,,,,,,,
,,Bandage,,1. ಬ್ಯಾಂಡೇಜು ಕಟ್ಟು 2. ಬ್ಯಾಂಡೇಜು; ಗಾಯದ ಪಟ್ಟಿ,,,,,,,
,,Bandages many tailed,,ಕುಚ್ಚಿನ ಪಟ್ಟಿ: ಕುಚ್ಚಿನ ಬಂಧಕಟ್ಟು,,,,,,,
,,Bar,,ಸಲಾಕೆ; ಕಂಬಿ,,,,,,,
,,Barley water,,ಬಾರ್ಲಿನೀರು,,,,,,,
,,Barrage,,1. ಅಡ್ಡಗಟ್ಟಿ 2. ಫಿರಂಗಿ ತಡೆ; ಶತ್ರುಗಳ: ಮುನ್ನಡೆಯ ತಡೆ:,,,,,,,
,,Barrel,,ಪೀಪಾಯಿ,,,,,,,
,,Barrel rafts,,ಪೀಪಾಯಿ ತೆಪ್ಪ,,,,,,,
,,Base,,ತಳ; ಬುಡ; ಅಡಿ,,,,,,,
,,Basin,,ಬೇಸಿನ್‌ : 1. ಬೋಗುಣಿ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,,,,,,,
,,Basinet,,ಹಗುರವಾದ ಉಕ್ಕಿನ ಟೊಪ್ಪಿಗೆ; ಶಿರಸ್ತ್ರಾಣದ ಕೆಳಗೆ ಹಾಕಿಕೊಳ್ಳುವ ಟೊಪ್ಪಿಗೆ,,,,,,,
,,Basket,,ಬುಟ್ಟಿ; ಮಕರಿ; ಗೂಡೆ,,,,,,,
,,Basket strainer,,ಬಿದಿರಿನ ಸೋಸಿಗೆ; ಬಿದಿರಿನ ಜರಡಿ,,,,,,,
,,Bauk,,1. ತಡೆದಿಮ್ಮಿ 2. ಅಡ್ಡತೊಲೆ,,,,,,,
,,Bearer,,1. ಜವಾನ; ಸೇವಕ 2. ಶವವಾಹಕ; ಹೆಣ ಹೊರುವವನು,,,,,,,
,,Beat,,"1. (ಹೃದಯ, ನಾಡಿ ಮೊ.ಗಳ)ಬಡಿತ 2. ಗಸ್ತು; ಪಹರೆ; ಸುತ್ತು",,,,,,,
,,Bellows,,ತಿದಿ; ಬೆಂಕಿಗೆ ಗಾಳಿಯೂದುವ ಸಲಕರಣೆ,,,,,,,
,,Bell-pull,,ಗಂಟೆ ಹಗ್ಗ,,,,,,,
,,Belt,,ಬೆಲ್ಟ್; ನಡುಪಟ್ಟಿ,,,,,,,
,,Beret,,"ಬೆರಿ; ಉಣ್ಣೆಯಾ ಹತ್ತಿ ಬಟ್ಟಿಯಿಂದ ಮಾಡಿದ, ಚಪ್ಪಟಿಯಾದ ದುಂಡು ಟೋಪಿ",,,,,,,
,,Biceps,,ಬೈಸೆಪ್ಸ್; ಮೇಲ್ತೋಳಿನ‌ ಮುಂಭಾಗದ ಯಾ ತೊಡೆಯ ಹಿಂಭಾಗದ ಸ್ನಾಯು,,,,,,,
,,Billeting,,ವಸತಿ ನಿರ್ದೇಶನ; ಪುನರ್ವಸತಿ; ವಸತಿಯ ಏರ್ಪಾಡು ಮಾಡುವುದು,,,,,,,
,,Biological warfare,,ರೋಗಾಣು ಯುದ್ಧ,,,,,,,
,,Black eye,,(ಪೆಟ್ಟಿನಿಂದ) ಕಪ್ಪುಗಟ್ಟಿದ ಕಣ್ಣು; ಕರಿಗಣ್ಣು,,,,,,,
,,Black-out,,ಬ್ಲ್ಯಾಕ್‌ಔಟ್‌; (ವಿಮಾನ ದಾಳಿಯ ವಿರುದ್ಧ ಮುನ್ನೆಚ್ಚರಿಕೆಯಾಗಿ) ಎಲ್ಲ ದೀಪಗಳನ್ನೂ ನಂದಿಸುವುದು ಯಾ ಮರೆಮಾಡುವುದು,,,,,,,
,,Bladder,,"(ಮನುಷ್ಯ ಮತ್ತು ಇತರ ಪ್ರಾಣಿಗಳ ದೇಹದಲ್ಲಿ ಮೂತ್ರ, ಪಿತ್ತ, ಗಾಳಿ ಮೊ.ಗಳನ್ನು ಹೊಂದಿರುವ ಒಳ ಚರ್ಮದ) ಚೀಲ; ಕೋಶ (ಮು.ಮೂತ್ರಕೋಶ)",,,,,,,
,,Blank cap,,ಖಾಲಿ ಕೇಪು; ಸಿಡಿಗುಂಡಿನ ಲೋಹದ ಖಾಲಿ ಟೊಪ್ಪಿಗೆ,,,,,,,
,,Blanket,,ಕಂಬಳಿ,,,,,,,
,,Blast fragmentation,,ಸ್ಫೋಟನೆಯಿಂದ ಚೂರು ಚೂರಾಗಿ ಒಡೆಯುವುದು,,,,,,,
,,Blister,,ಬೊಬ್ಬೆ; ಗುಳ್ಳೆ; ಹೊಪ್ಪಳೆ,,,,,,,
,,Blood,,ರಕ್ತ,,,,,,,
,,Blood clot,,ರಕ್ತದ ಕರಣಿ: ಗೆಡ್ಡೆ,,,,,,,
,,Bloodshot eye,,ರಕ್ತ ರಂಜಿತ ನೇತ್ರ; ರಕ್ತದಿಂದ ಕೆಂಪಾದ ಕಣ್ಣು,,,,,,,
,,Blood vessel,,ರಕ್ತನಾಳ,,,,,,,
,,Blue,,ನೀಲಿ,,,,,,,
,,Bodkin,,ದಬ್ಬಳ; ಡಬ್ಬಣ,,,,,,,
,,Body,,ದೇಹ; ಶರೀರ,,,,,,,
,,Body guard,,ಅಂಗ ರಕ್ಷಕ,,,,,,,
,,Bomb and explosives,,ಬಾಂಬು ಮತ್ತು ಸಿಡಿ ಮದ್ದುಗಳು,,,,,,,
,,Bomb splinters,,ಬಾಂಬು ಸಿಡಿತದಿಂದುಂಟಾದ ಸಿಬುರುಗಳು ಯಾ ಚೂರುಗಳು,,,,,,,
,,Bony frame work,,ಎಲುಬಿನ ರಚನೆ,,,,,,,
,,Bony grating,,ಎಲುಬಿನ ಘರ್ಷಣ ಧ್ವನಿ,,,,,,,
,,Boot,,ಬೂಟು,,,,,,,
,,Boracic gauze,,ಬಿಳಿಗಾರ ಲೇಪಿತ ಜಾಲರಿ ಬಟ್ಟಿ,,,,,,,
,,Bottle gourd,,ಸೋರೆಕಾಯಿ; ಸೋರಕಾಯಿ ಬುರುಡೆ,,,,,,,
,,Bowline,,"ಬೋಲೈನ್‌; ಹಗ್ಗದ, ತುದಿಯಲ್ಲಿ ನಾವಿಕರು ಹಾಕುವ ಸರಳವಾದ ಬಿಗಿಗಂಟು",,,,,,,
,,Bowline knot,,ನೋಡಿ - bowline,,,,,,,
,,Bowline on bight,,ಬೋಲ್ಬಿನ್‌ ಆನ್‌ ಬೈಟ್‌; ಹಗ್ಗದ ತುದಿಯಲ್ಲಿ ನಾವಿಕರು ಹಾಕುವ ಸರಳವಾದ ಬಿಗಿ ಗಂಟಿನ ಕುಣಿಕೆ,,,,,,,
,,Brace,,ಬಂಧನಿ; ಬಿಗಿಪಟ್ಟಿ,,,,,,,
,,Brachial artery,,ತೋಳಿನ / ರಟ್ಟೆಯ ಅಪಧಮನಿ,,,,,,,
,,Brain,,ಮಿದುಳು,,,,,,,
,,Branch pipe,,ಕವಲು ಕೊಳವೆ,,,,,,,
,,Brass pet,,ಹಿತ್ತಾಳೆ ಬಿಂದಿಗೆ,,,,,,,
,,Breaching piece,,ಬಿರುಕು ಮಾಡುವ ತುಂಡು,,,,,,,
,,Breast-bone,,ಎದೆಯ ಎಲುಬು,,,,,,,
,,Breast line,,(ನೀರಿನಲ್ಲಿ ಬಿದ್ದವರನ್ನೂ ಪ್ರವಾಹದಲ್ಲಿ ಸಿಕ್ಕಿಕೊಂಡವರನ್ನೂ ರಕ್ಷಿಸುವುದಕ್ಕಾಗಿ) ಎದೆಯ ಮಟ್ಟದಲ್ಲಿ ಎಸೆಯುವ ಹಗ್ಗ,,,,,,,
,,Breathing,,ಉಸಿರಾಟ,,,,,,,
,,Breathing appartus,,ಉಸಿರಾಟದ ಸಾಧನ,,,,,,,
,,Bridge,,ಸೇತುವೆ,,,,,,,
,,Brim,,ಅಂಚು,,,,,,,
,,Brim of pelvis,,ವಸ್ತಿ ಕುಹರದ ಅಂಚು,,,,,,,
,,Broad bandage,,ಅಗಲವಾದ ಬ್ಯಾಂಡೇಜು,,,,,,,
,,Bronchial tube,,ಶ್ವಾಸನಾಳ,,,,,,,
,,Brooch-bone,,ಪಕ್ಕೆಲುಬು,,,,,,,
,,Broom-stick,,ಪೊರಕೆ ಕೋಲು,,,,,,,
,,Bruise,,1. ಮೂಗೇಟು ಹಾಕು 2. ಮೂಗೇಟು,,,,,,,
,,Brush,,1. ಕುಂಚ 2. ತರಚು / ಉಜ್ಜು ಗಾಯ,,,,,,,
,,Brush bum,,ನೋಡಿ - brush,,,,,,,
,,Bucket,,ಬಕೆಟ್‌,,,,,,,
,,Buckle,,ಬಕಲ್‌; ಕೊಂಡಿ; ಕೊಕ್ಕೆ,,,,,,,
,,Building,,ಕಟ್ಟಡ,,,,,,,
,,Bullet,,ಗುಂಡು,,,,,,,
,,Buoy,,"(ಹಡಗಿಗೆ ಮಾರ್ಗ ತೋರಿಸುವ, ಮುಳುಗಿರುವ ಬಂಡೆ ಮೊ.ವನ್ನು ಸೂಚಿಸುವ, ಲಂಗರು ಹಾಕಿ ಇಳಿಯ ಬಿಟ್ಟ)ತೇಲುಬುರುಡೆ",,,,,,,
,,Buoyancy,,1. ತೇಲಿಸುವ ಶಕ್ತಿ 2. ತೇಲುವ ಶಕ್ತಿ,,,,,,,
,,Bum,,1. ಸುಡು 2. ಸುಟ್ಟಗಾಯ,,,,,,,
,,Buttock,,ಕುಂಡಿ; ಪೃಷ್ಠ; ಅಂಡು,,,,,,,
,,Cable,,ಕೇಬಲ್‌: 1. ಸಣಬಿನ ಯಾ ತಂತಿಯ ಬಲವಾದ ದಪ್ಪ ಹಗ್ಗ 2. ನೀರಿನ ಯಾ ನೆಲದ ಅಡಿಯಲ್ಲಿ ಹಾಕಿರುವ ಸುದ್ದಿ ಸಮಾಚಾರಗಳ ತಂತಿ 3. ಕಡಲ ತಂತಿ ಸಮಾಚಾರ,,,,,,,
,,Cable way,,ಕಡಲತಂತಿ ಮಾರ್ಗ,,,,,,,
,,Calamity,,ಆಪತ್ತು; ವಿಪತ್ತು,,,,,,,
,,Calculate,,1. ಲೆಕ್ಕ ಮಾಡು 2. ಲೆಕ್ಕ / ಯೋಜನೆ ಹಾಕು,,,,,,,
,,Calf,,ಮೀನಖಂಡ; ಕಣಕಾಲಿನ ಹಿಂಭಾಗ,,,,,,,
,,Calico,,ಬಿಳಿಯ ಬಟ್ಟೆ,,,,,,,
,,Camouflage,,1. ಮರೆಮಾಡು 2. ಮರೆಮಾಡುವಿಕೆ,,,,,,,
,,Camp,,ಕ್ಯಾಂಪ್‌: 1. ಶಿಬಿರ ಹೂಡು 2. ಶಿಬಿರ,,,,,,,
,,Campaign,,ಆಂದೋಲನ,,,,,,,
,,Canal,,ಕಾಲುವೆ; ನಾಲೆ,,,,,,,
,,Cancel caution,,(ಅಪಾಯದ) ಎಚ್ಚರಿಕೆಯ ರದ್ದತಿ,,,,,,,
,,Cane,,ಬೆತ್ತ,,,,,,,
,,Canker,,(ಮನುಷ್ಯನ) ಬಾಯಿಹುಣ್ಣು,,,,,,,
,,Canvas,,ಕ್ಯಾನ್ವಾಸ್‌ ರಟ್ಟುಬಟ್ಟಿ,,,,,,,
,,Canvas dam,,ಕ್ಯಾನ್ವಾಸ್‌ ಬಟ್ಟಿಯ ನೀರುತೊಟ್ಟಿ,,,,,,,
,,Cap,,ಟೋಪಿ; ಟೊಪ್ಪಿಗೆ,,,,,,,
,,Capacity,,ಸಾಮರ್ಥ್ಯ,,,,,,,
,,Capillary,,ಕೂದಲಂತಿರುವ,,,,,,,
,,Capsule,,ಕ್ಯಾಪ್‌ಸೂಲ್‌; ಔಷಧವನ್ನು ಆವರಿಸಿರುವ ಜಿಲೆಟಿನ್‌ ಹೊದಿಕೆ / ಕೋಶ,,,,,,,
,,Captain,,ಕ್ಯಾಪ್ಟನ್‌; ಕಪ್ತಾನ; ನಾಯಕ,,,,,,,
,,Carbonic acid gas,,ಇಂಗಾಲಾಮ್ಲ ಅನಿಲ,,,,,,,
,,Carbon tetrachloride (C.T.C.),,ಕಾರ್ಬನ್ಷ್ ಟೆಟ್ರಿಕ್ಲೋರೈಡ್; ಅಗ್ನಿ ಶಾಮಕದಲ್ಲಿ(ಕಾಟಿಕ್ಲೊ) ಬಳಸುವ ಬಣ್ಣವಿಲ್ಲದ ದ್ರವ,,,,,,,
,,Carcass,,"1. (ಪ್ರಾಣಿ ಯಾ ಪಕ್ಷಿಯ) ಹೆಣ; ಶವ 2. (ನಿಕೃಷ್ಟಾರ್ಥದಲ್ಲಿ, ಮನುಷ್ಯನ) ಹೆಣ; ಶವ",,,,,,,
,,Carotid artery,,ಕಂಠ ಅಪಧಮನಿ,,,,,,,
,,Carpus,,ಮಣಿಕಟ್ಟು; ಮಣಿಬಂಧ,,,,,,,
,,Cartilage,,ಮೃದುಎಲುಬು; ಎಳೆ ಎಲುಬು,,,,,,,
