ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Antecedents verification,ಹಿಂದಿನ ಸರಿ ನೋಡುವಿಕೆ / ಪೂರ್ವ ಸಂಗತಿಗಳ ಪರಿಶೀಲನೆ,,,,,,,,,YES
,Analytical study,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,,,,,,,,,YES
,Annual review,ವಾರ್ಷಿಕ ಸಮೀಕ್ಷೆ,,,,,,,,,YES
,Approval,ಅನುಮೋದನೆ,,,,,,,,,YES
,Assault,ಹಲ್ಲೆ,,,,,,,,,YES
,Attestation form,ದೃಢೀಕರಣ / ಅನುಪ್ರಮಾಣದ ನಮೂನೆ,,,,,,,,,YES
,Authenticity,"ಅಧಿಕೃತತೆ, ವಿಶ್ವಾಸಾರ್ಹತೆ",,,,,,,,,YES
,Barret cap,"ಬ್ಯಾರೆಟ್‌ ಕ್ಯಾಪ್‌, ಚದರ ಟೋಪಿ",,,,,,,,,YES
,Breath analysor,ಶ್ವಾಸ ವಿಶ್ಲೇಷಕ,,,,,,,,,YES
,Business plan,ವ್ಯವಹಾರ ಯೋಜನೆ,,,,,,,,,YES
,Casual contract,ಸಾಂದರ್ಭಿಕ ಕರಾರು / ಒಪ್ಪಂದ,,,,,,,,,YES
,Categories of staff,ಸಿಬ್ಬಂದಿಯ ಪ್ರವರ್ಗ,,,,,,,,,YES
,Cases pending,ಇತ್ಯರ್ಥದಲ್ಲಿರುವ ಪ್ರಕರಣಗಳು,,,,,,,,,YES
,Central line checking squad,ಕೇಂದ್ರಮಾರ್ಗ ತನಿಕಾ ದಳ,,,,,,,,,YES
,Chronological order,ಕಾಲಾನುಕ್ರಮ,,,,,,,,,YES
,Checking staff,ತನಿಖಾ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Charge memo,ಆರೋಪಣಾ ಪತ್ರ,,,,,,,,,YES
,Clandestine operation,ಅನಧಿಕೃತ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,YES
,Clandestine checking,ಗುಪ್ತ / ಮುಚ್ಚುಮರೆಯ ತನಿಖೆ,,,,,,,,,YES
,Clandestine operator,"ಕ್ಲಾಂಡಸೈನ್‌ ಆಪರೇಟರ್‌, ಗುಪ್ತವಾಗಿ ಕಾರ್ಯಚರಣೆ ಮಾಡುವವ",,,,,,,,,YES
,Coding,"ಕೋಡ್‌ ಮಾಡುವುದು, ಸಂಕೇತ ಭಾಷೆಗೆ ತಿರುಗಿಸುವುದು",,,,,,,,,YES
,Comrade,ಸ್ನೇಹಿತ / ಸಹಸದಸ್ಯ,,,,,,,,,YES
,Compensatory off,ಪರಿಹಾರ ರಜೆ,,,,,,,,,YES
,Compassionate appointment,ಅನುಕಂಪದ ನೇಮಕಾತಿ,,,,,,,,,YES
,Commercial offer (Tender),ವಾಣಿಜ್ಯ ಪ್ರಸ್ತಾವ / ಪ್ರಕಟಣೆ (ಟೆಂಡರ್‌),,,,,,,,,YES
,Conduct,"ವರ್ತನೆ, ನಡತೆ",,,,,,,,,YES
,Conduct and discipline regulation,ನಡತೆ ಮತ್ತು ಶಿಸ್ತು ನಿಯಮಾವಳಿ,,,,,,,,,YES
,Competent Authority,ಸೂಕ್ತ ಪ್ರಾಧಿಕಾರಿ,,,,,,,,,YES
,Configuration of fire,ಬೆಂಕಿಯ ಸ್ವರೂಪ,,,,,,,,,YES
,Consumption of Alcohol,ಮದ್ಯಸೇವನೆ,,,,,,,,,YES
,Contravenes,ಉಲ್ಲಂಘನೆ,,,,,,,,,YES
,Co-ordination,ಸಮನ್ವಯ,,,,,,,,,YES
,Confidential information,ಗೋಪ್ಯ ಮಾಹಿತಿ,,,,,,,,,YES
,Conviction,"ಅಪರಾಧ ನಿರ್ಣಯ, ಮನವರಿಕೆ, ದೃಢವಿಶ್ವಾಸ",,,,,,,,,YES
,Conductor's way bill,ನಿರ್ವಾಹಕರ ಮಾರ್ಗ ಪತ್ರ,,,,,,,,,YES
,Corporate,"ನಿಗಮಿತ, ಕಾರ್ಪೋರೇಟ್‌",,,,,,,,,YES
,Criminal Conspiracy,ಅಪರಾಧಿಕ ಒಳಸಂಚು / ಪಿತೂರಿ,,,,,,,,,YES
,Cross examination,ಪಾಟಿಸವಾಲು,,,,,,,,,YES
,Corruption,ಭ್ರಷ್ಟಾಚಾರ,,,,,,,,,YES
,Custody of keys,ಬೀಗದ ಕೈಗಳ ವಶ / ಅಭಿರಕ್ಷೆ / ರಕ್ಷಣೆ,,,,,,,,,YES
,Deployment,ನಿಯೋಜನೆ,,,,,,,,,YES
,Defects in vehicles,ವಾಹನಗಳಲ್ಲಿ ನೂನ್ಯತೆ /ದೋಷ,,,,,,,,,YES
,Deceased employee,ಮೃತ ನೌಕರ,,,,,,,,,YES
,Deceased dependent,ಮೃತ ಆಶ್ರಿತ /ಅವಲಂಬಿತ,,,,,,,,,YES
,Decoding,"ವಿಸಂಕೇತಿಸುವುದು, ಬಳಕೆ ಭಾಷೆಗೆ ತಿರುಗಿಸುವುದು, ಡಿಕೋಡ್‌ ಮಾಡುವುದು",,,,,,,,,YES
,Defaulcation,ದ್ರವ್ಯಾಪಹರಣ,,,,,,,,,YES
,Decantation,"ದ್ರವ ಬಗ್ಗಿಸುವುದು, ಸುರಿಯುವದು, ತಿಳಿ",,,,,,,,,YES
,Depot spare,ಘಟಕದಲ್ಲಿರುವ ಹೆಚ್ಚುವರಿ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Delegation of powers,ಅಧಿಕಾರ ಪ್ರತ್ಯಾಯೋಜನೆ,,,,,,,,,YES
,Disobediance,ಅವಿಧೇಯತೆ,,,,,,,,,YES
,Discreet enquiry,ವಿವೇಚನಾಯುಕ್ತ ತನಿಖೆ,,,,,,,,,YES
,Discrepancy,ವ್ಯತ್ಯಾಸ,,,,,,,,,YES
,Disrepute,ಅಪಖ್ಯಾತಿ,,,,,,,,,YES
,Discretion of duty post,ಕರ್ತವ್ಯ ಹುದ್ದೆಯ ವಿವರಣೆ,,,,,,,,,YES
,Discharge of duties,ಕರ್ತವ್ಯಗಳ ನಿರ್ವಹಣೆ,,,,,,,,,YES
,Discharged employees,ಸೇವೆಯಿಂದ ಬಿಡುಗಡೆ ಹೊಂದಿದ ನೌಕರರು,,,,,,,,,YES
,Discourtesy,"ಅಸಭ್ಯತೆ, ಅನಾದರಣೆ, ಅಸೌಜನ್ಯ",,,,,,,,,YES
,Drug abuse,ಔಷಧದ ದುರುಪಯೋಗ,,,,,,,,,YES
,Duty allocation register,ಕಾರ್ಯ / ಕೆಲಸ ಹಂಚಿಕೆ ಪುಸ್ತಕ,,,,,,,,,YES
,Emergent circumstances,ತುರ್ತು ಸಂದರ್ಭಗಳು,,,,,,,,,YES
,Entry into premises,ಆವರಣದೊಳಗೆ ಪ್ರವೇಶ,,,,,,,,,YES
,Enforcement,"ಜಾರಿ, ಒತ್ತಾಯ, ಪ್ರವರ್ತನೆ",,,,,,,,,YES
,Enquiry,ವಿಚಾರಣೆ,,,,,,,,,YES
,Equipments of Conductors,ನಿರ್ವಾಹಕರ ಸಾಧನ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,YES
,Erasing,ಅಳಿಸುವುದು,,,,,,,,,YES
,Finger prints,"ಬೆರಳೊತ್ತು, ಫಿಂಗರ್‌ ಪ್ರಿಂಟ್ಸ್",,,,,,,,,YES
,Fixing responsibility,ಜವಾಬ್ದಾರಿಯನ್ನುನಿಗದಿಪಡಿಸುವುದು,,,,,,,,,YES
,Fire fighting equipments,ಅಗ್ನಿಶಾಮಕ ಸಲಕರಣೆಗಳು,,,,,,,,,YES
,Fire extinguisher,ಅಗ್ನಿಶಾಮಕ,,,,,,,,,YES
,Fire pre-cautions,ಅಗ್ನಿ ಮುನ್ನೆಚ್ಚರಿಕೆ,,,,,,,,,YES
,Fixation of duty hours,ಕೆಲಸದ ವೇಳೆಯನ್ನು ನಿಗದಿಪಡಿಸುವುದು,,,,,,,,,YES
,Formation,"ರಚಿಸುವುದು, ರೂಪಿಸುವುದು",,,,,,,,,YES
,Formalities,ಔಪಚಾರಿಕತೆಗಳು,,,,,,,,,YES
,Fuel clerk,ಇಂಧನ ಗುಮಾಸ್ತ,,,,,,,,,YES
,Gate procedure,ಗೇಟ್‌ ಪ್ರಕ್ರಿಯೆ / ಪ್ರೊಸೀಜರ್,,,,,,,,,YES
,Guidelines,ಮಾರ್ಗದರ್ಶಿ ಸೂತ್ರಗಳು,,,,,,,,,YES
,Hitherto,"ಈವರೆಗೆ, ಇಲ್ಲಿಯವರೆಗೆ",,,,,,,,,YES
,Hawkers,"ಬಿಡಿ ವ್ಯಾಪಾರಿಗಳು, ತಿರುಗು ವ್ಯಾಪಾರಿ, ಕೋರಿಸೆಟ್ಟಿ",,,,,,,,,YES
,HSD storage,ಹೆಚ್‌ಎಸ್‌ಡಿ ಸಂಗ್ರಹ/ ದಾಸ್ತಾನು,,,,,,,,,YES
,Half yearly review,ಅರೆವಾರ್ಷಿಕ ಸಮೀಕ್ಷೆ,,,,,,,,,YES
,Implementation,"ಅನುಷ್ಠಾನ, ಕಾರ್ಯಗತ ಗೊಳಿಸುವುದು",,,,,,,,,YES
,Impersonation case,ಬನಾವಟಿ ಪ್ರಕರಣ / ಮತ್ತೊಬ್ಬನಂತೆ ನಟಿಸುವ ಬಗೆಗಿನ ಪ್ರಕರಣ,,,,,,,,,YES
,Intercepted,ಅಡ್ಡಿಪಡಿಸಿದ / ನಿರೋಧಿತ / ಪ್ರತಿಬಂಧಿಸಿದ,,,,,,,,,YES
,Interrogation,ಪರಿ ಪ್ರಶ್ನಿಸುವುದು,,,,,,,,,YES
,Inspectorial staff,ತನಿಖೆಗಾರನ / ಪರಿಶೀಲನಾಧಿಕಾರಿಯ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Intelligence,"ಗುಪ್ತಚರ್ಯೆ, ಬುದ್ಧಿಶಕ್ತಿ ಸುದ್ದಿ, ವರ್ತಮಾನ,ಮಾಹಿತಿ",,,,,,,,,YES
,Industrial truce pass,ಕೈಗಾರಿಕಾ ವಿಮಾ ಪಾಸು,,,,,,,,,YES
,Incognito,"ವೇಷಾಂತರ ತಾಳಿ, ಅಜ್ಞಾತ ವೇಷದ, ಅಜ್ಞಾತ ವೇಷಧಾರಿ, ಛದ್ಮ ವೇಷಧಾರಿ",,,,,,,,,YES
,Inspectorial staff,ತನಿಖೆಗಾರನ / ಪರಿಶೀಲನಾಧಿಕಾರಿಯ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Isolated places,ಪ್ರತ್ಯೇಕ / ಬೇರ್ಪಡಿಸಿದ ಸ್ಥಳಗಳು,,,,,,,,,YES
,Irregular function,ಕ್ರಮದೋಷವುಳ್ಳ ಕಾರ್ಯ,,,,,,,,,YES
,Interference,"ಹಸ್ತಕ್ಷೇಪ, ಮಧ್ಯೆ ಬರು, ಕೈ ಹಾಕು, ಅಡ್ಡಿ ಬರು, ಆಂತಕವನ್ನುಂಟುಮಾಡು",,,,,,,,,YES
,Incumbent,"ಕರ್ತವ್ಯ, ಅಧಿಕಾರ, ಪದಧಾರಿ",,,,,,,,,YES
,Inefficiency,ಅಸಮರ್ಥತೆ,,,,,,,,,YES
,Insubordination,ಅವಿಧೇಯತೆ,,,,,,,,,YES
,Installation,"ಸ್ಥಾಪನೆ, ಅಳವಡಿಸುವುದು, ಸ್ಥಾವರ",,,,,,,,,YES
,Individual,ವೈಯಕ್ತಿಕ,,,,,,,,,YES
,Investigation,ತನಿಖೆ,,,,,,,,,YES
,Intensive special line checking,ತೀವ್ರ ವಿಶೇಷ ಮಾರ್ಗ ತನಿಖೆಮಾಡುವುದು,,,,,,,,,YES
,Justification,ಸಮರ್ಥನೆ,,,,,,,,,YES
,Judicious,ವಿವೇಕಯುತ,,,,,,,,,YES
,Jurisdiction,ಅಧಿಕಾರವ್ಯಾಪ್ತಿ,,,,,,,,,YES
,Labour activity,ಕಾರ್ಮಿಕ ಚಟುವಟಿಕೆ,,,,,,,,,YES
,Labour unrest,ಕಾರ್ಮಿಕ ಅಶಾಂತಿ,,,,,,,,,YES
,Labour Union,ಕಾರ್ಮಿಕ ಸಂಘ,,,,,,,,,YES
,Laxity in the performance,ಕಾರ್ಯಸಾಧನೆಯಲ್ಲಿ ಅಲಕ್ಷ್ಯ,,,,,,,,,YES
,Lightning strike,ಮಿಂಚಿನ ಮುಷ್ಕರ,,,,,,,,,YES
,Liquor,"ಮದ್ಯ, ಸಾರಾಯಿ ಪಾನೀಯ",,,,,,,,,YES
,Line checking duty,ಮಾರ್ಗ ತನಿಖೆ ಕರ್ತವ್ಯ,,,,,,,,,YES
,Local fire brigade,ಸ್ಥಳೀಯ ಅಗ್ನಿಶಾಮಕ ದಳ,,,,,,,,,YES
,Lower denomination,ಕಡಿಮೆ ದರ,,,,,,,,,YES
,Log sheet,ಲಾಗ್‌ಶೀಟ್‌,,,,,,,,,YES
,Loss of Property,ಸ್ವತ್ತಿನ ಹಾನಿ,,,,,,,,,YES
,Log book,ಲಾಗ್‌ಬುಕ್‌,,,,,,,,,YES
,Lubricants,"ಮೃದುಚಾಲಕ, ಕೀಲೆಣ್ಣೆ",,,,,,,,,YES
,Maintenance,ನಿರ್ವಹಣೆ,,,,,,,,,YES
,Marks of Identification,ಗುರುತು ಚಿಹ್ನೆಗಳು,,,,,,,,,YES
,Malpractice,ದುರಾಚರಣೆ,,,,,,,,,YES
,Medically unfit,ವೈದ್ಯಕೀಯ ಅನರ್ಹತೆ,,,,,,,,,YES
,Men and material,ಜನ ಮತ್ತು ಸರಕು ಸಾಮಾಗ್ರಿ / ಸಲಕರಣೆಗಳು,,,,,,,,,YES
,Misconduct,ದುರ್ನಡತೆ,,,,,,,,,YES
,Misbehaviour case,ದುರ್ವರ್ತನೆಯ ಪ್ರಕರಣ,,,,,,,,,YES
,Monetary transaction,ಹಣಕಾಸಿನ ವ್ಯವಹಾರ,,,,,,,,,YES
,Monograms,"ಕೂಡಕ್ಷರ, ಮೊನೊಗ್ರಾಮ್ಸ್‌",,,,,,,,,YES
,Monthly return,ಮಾಸಿಕ ವರದಿ,,,,,,,,,YES
,Nationalised routes,ರಾಷ್ಟ್ರೀಕೃತ ಮಾರ್ಗಗಳು,,,,,,,,,YES
,Narrative report,ನಿರೂಪಣಾ ವರದಿ,,,,,,,,,YES
,Night round,ರಾತ್ರಿ ಪಹರೆ,,,,,,,,,YES
,Nuisance,"ಹಾವಳಿ, ಉಪದ್ರವ",,,,,,,,,YES
,Non-scheduled overtime,ಹೆಚ್ಚುವರಿ ಭತ್ಯೆ,,,,,,,,,YES
,Obstruction,"ಅಡ್ಡಿ, ಅಡೆತಡೆ",,,,,,,,,YES
,Obviate,ನಿವಾರಿಸು,,,,,,,,,YES
,Offence memo,ಅಪರಾಧ ಜ್ಞಾಪನ,,,,,,,,,YES
,Operational difficulties,ಕಾರ್ಯಾಚರಣೆ ತೊಂದರೆಗಳು,,,,,,,,,YES
,Operating unit,ಕಾರ್ಯಾಚರಣೆ ಘಟಕ,,,,,,,,,YES
,Operation of Gates,ಗೇಟ್‌ಕಾರ್ಯಾಚರಣೆ / ನಿರ್ವಹಣೆ,,,,,,,,,YES
,Outstanding case,ಬಾಕಿ ಇರುವ / ಇತ್ಯರ್ಥವಾಗದಿರುವ ಮೊಕದ್ದಮೆ ಪ್ರಕರಣ,,,,,,,,,YES
,Personnel,ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Periodical check,ನಿಯತಕಾಲಿಕ ತನಿಖೆ,,,,,,,,,YES
,Penalty receipt book,ದಂಡ ಸ್ವೀಕೃತಿ ಪುಸ್ತಕ,,,,,,,,,YES
,Penalty Abstract book,ದಂಡ ಗೋಷ್ವಾರೆ ಪುಸ್ತಕ,,,,,,,,,YES
,Pendown strike,ಲೇಖನಿ ಮುಷ್ಕರ,,,,,,,,,YES
,Penalty,ದಂಡ,,,,,,,,,YES
,Physical stock,ವಾಸ್ತವ ದಾಸ್ತಾನು,,,,,,,,,YES
,Pilferage Pilferage prone conductor,"ಕಳವು / ಕಳವು ಮಾಲು, ಸೋರಿಕೆ ಹಣ ಕದಿಯುವಿಕೆಯ ಪ್ರವೃತ್ತಿಯುಳ್ಳ ನಿರ್ವಾಹಕ",,,,,,,,,YES
,Post-facto sanction,ಘಟನೋತ್ತರ ಮಂಜೂರಾತಿ / ತರುವಾಯದ ಮಂಜೂರಾತಿ,,,,,,,,,YES
,Possession of once issued tickets,ಒಮ್ಮೆ ನೀಡಿದ ಟಿಕಟ್‌ಗಳನ್ನು ಸ್ವಾಧೀನ ಪಡಿಸಿಕೊಳ್ಳುವುದು / ಹಿಂದಕ್ಕೆ ಪಡೆಯುವುದು,,,,,,,,,YES
,Presentation,ಕೊಡುಗೆ / ಹಾಜರುಪಡಿಸುವುದು,,,,,,,,,YES
,Preventive measures,ಪ್ರತಿಬಂಧಕ / ನಿವಾರಕ ಕ್ರಮಗಳು,,,,,,,,,YES
,Pre-qualification tender,ಪೂರ್ವಾರ್ಹತೆ ಟೆಂಡರ್‌,,,,,,,,,YES
,Prompt disposal,ತ್ವರಿತ ವಿಲೇವಾರಿ,,,,,,,,,YES
,Pre-cautionary,ಮುನ್ನೆಚ್ಚರಿಕೆ,,,,,,,,,YES
,Prosecution,ಕಾನೂನು ಕ್ರಮಜರುಗಿಸುವುದು,,,,,,,,,YES
,Proper security measures,ಯುಕ್ತ ಭದ್ರತಾ ಕ್ರಮಗಳು,,,,,,,,,YES
,Prosecuted,ಕಾನೂನು ಕ್ರಮಜರುಗಿಸಲಾದ / ವಿಚಾರಣೆ,,,,,,,,,YES
,Punch,"ರಂಧ್ರ ಮಾಡು, ಪಂಚ್",,,,,,,,,YES
,Purview,ವ್ಯಾಪ್ತಿ,,,,,,,,,YES
,Public complaints,ಸಾರ್ವಜನಿಕ ದೂರುಗಳು,,,,,,,,,YES
,Quarterly review,ತ್ರೈಮಾಸಿಕ ಪುನರವಲೋಕನ / ಪುನಃ ಪರಿಶೀಲನೆ ಮಾಡುವುದು,,,,,,,,,YES
,Rastha rokho agitation,ರಸ್ತೆ ತಡೆ ಚಳುವಳಿ,,,,,,,,,YES
,Relevent details,ಸಂಬಂಧಪಟ್ಟ ವಿವರ,,,,,,,,,YES
,Region,ಪ್ರದೇಶ,,,,,,,,,YES
,Remedial measures,ಪರಿಹಾರ ಕ್ರಮಗಳು,,,,,,,,,YES
,Return from line,ಮಾರ್ಗದಿಂದ ಮರಳಿ ಬರುವುದು,,,,,,,,,YES
,Responsibility,ಜವಾಬ್ದಾರಿ,,,,,,,,,YES
,Re-organisation,ಪುನಸ್ಸಂಘಟನೆ,,,,,,,,,YES
,Re-issue,ಮರುನೀಡಿಕೆ / ಪುನಃ ಕೊಡುವುದು,,,,,,,,,YES
,Roof of the bus,ಬಸ್‌ನ ಛಾವಣಿ,,,,,,,,,YES
,Rude behavior,ಅಸಭ್ಯ ವರ್ತನೆ,,,,,,,,,YES
,Scheduled overtime wages,ನಿಗದಿಪಡಿಸಿದ / ಅಧಿಕ ಕಾಲಿಕ ಹೆಚ್ಚುವರಿ ಭತ್ಯೆ,,,,,,,,,YES
,Scrutiny of way bills,ಮಾರ್ಗಪತ್ರಗಳ ಪರಿಶೀಲನೆ,,,,,,,,,YES
,Scrupulous,"ಕಟ್ಟುನಿಟ್ಟಾದ, ಅತಿ ಎಚ್ಚರಿಕೆಯ",,,,,,,,,YES
,Schedulewise,ಅನುಸೂಚಿವಾರು / ನಿಗದಿತ ಕಾಲದ ಪ್ರಕಾರ,,,,,,,,,YES
,Sentenced to Jail,ಜೈಲು ಶಿಕ್ಷೆಗೆಗುರಿಯಾದ,,,,,,,,,YES
,Severe action,ಕಠಿಣ / ತೀವ್ರ ಕ್ರಮ,,,,,,,,,YES
,Sequence,ಅನುಕ್ರಮ,,,,,,,,,YES
,Shoulder badge,ಷೋಲ್ಡರ್‌ ಬ್ಯಾಡ್ಜ್,,,,,,,,,YES
,Shift duty,ಪಾಳಿ ಕೆಲಸ,,,,,,,,,YES
,Sketch blue print,ಕರಡು ನೀಲಿ ನಕ್ಷೆ,,,,,,,,,YES
,Slack season,ಸಂಚಾರ ಒತ್ತಡ ಇಲ್ಲದ ಅವಧಿ,,,,,,,,,YES
,Smuggling of Diesel,ಡೀಸಲ್‌ನ ಕಳ್ಳಸಾಗಣೆ,,,,,,,,,YES
,Spillage,ಹೊರಚೆಲ್ಲುವುದು / ಸುರಿಯುವುದು,,,,,,,,,YES
,Special squad,ವಿಶೇಷ ದಳ / ತಂಡ,,,,,,,,,YES
,Spurious materials,ಖೋಟಾ / ಮೋಸದ / ಬನಾವಟ್ಟಿನ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,YES
,Stream lining,"ಕ್ರಮಬದ್ದ ಏರ್ಪಾಟು ಮಾಡುವುದು / ಏಕರೂಪಗೊಳಿಸುವುದು, ಸರಿಪಡಿಸುವುದು, ಸಮಗ್ರ ಬದಲಾವಣೆ",,,,,,,,,YES
,Stage entries,ಹಂತ ನಮೂದುಗಳು,,,,,,,,,YES
,Stepney of vehicles,ವಾಹನಗಳು ಕೈಗಾವಲು / ಹೆಚ್ಚಿನ ಚಕ್ರ / ಸ್ಟೆಪ್ನಿ,,,,,,,,,YES
,Stage,ಹಂತ,,,,,,,,,YES
,Succeeding month,ಮುಂಬರುವ ತಿಂಗಳು,,,,,,,,,YES
,Surprise check,"ಅನಿರೀಕ್ಷಿತ ತನಿಖೆ, ದಿಢೀರ್‌ ತಪಾಸಣೆ",,,,,,,,,YES
,Subversive activities,ವಿಧ್ವಂಸಕ ಚಟುವಟಿಕೆಗಳು,,,,,,,,,YES
,Supervisory staff,ಮೇಲ್ವಿಚಾರಕ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Supplementary,ಪೂರಕ,,,,,,,,,YES
,Tampering,ಅಕ್ರಮವಾಗಿ ತಿದ್ದುವುದು / ಸಾಕ್ಷ್ಯವನ್ನು ಕೆಡಿಸುವುದು,,,,,,,,,YES
,Tender cum Auction,ಟೆಂಡರ್‌ ಹಾಗೂ ಹರಾಜು,,,,,,,,,YES
,Tendering of evidence,ಸಾಕ್ಷ್ಯ ನೀಡುವುದು / ಒದಗಿಸುವುದು,,,,,,,,,YES
,Thumb impression,ಹೆಬ್ಬೆರಳಿನ ಗುರುತು,,,,,,,,,YES
,Theft case,ಕಳವು ಪ್ರಕರಣ,,,,,,,,,YES
,Tickets corresponding to the fares,ದರಗಳಿಗೆ ಅನುಗುಣವಾಗಿರುವ ಟಿಕೆಟ್‌ಗಳು,,,,,,,,,YES
,Ticketless travel,"ಟಿಕೇಟು ರಹಿತ ಪ್ರಯಾಣ, ಟಿಕೆಟ್‌ ಇಲ್ಲದೆ ಪ್ರಯಾಣ",,,,,,,,,YES
,Time alighted,ಬಂದು ಸೇರಿದ ಸಮಯ,,,,,,,,,YES
,Tress passing,ಅತಿಕ್ರಮವಾಗಿ ಪ್ರವೇಶಿಸುವುದು,,,,,,,,,YES
,Traffic irregularities,ಸಂಚಾರ ಕ್ರಮದೋಷ / ಕ್ರಮಬಾಹಿರ,,,,,,,,,YES
,Trip wise,ಸುತ್ತುವಳಿ ಪ್ರಯಾಣದ ಪ್ರಕಾರ,,,,,,,,,YES
,Trip sheet,ಸುತ್ತುವಳಿ ಚೀಟಿ,,,,,,,,,YES
,Transactions,ವ್ಯವಹಾರ,,,,,,,,,YES
,Travelling Allowance,ಪ್ರಯಾಣ ಭತ್ಯೆ,,,,,,,,,YES
,Unbecoming,"ಯೋಗ್ಯವಲ್ಲದ, ಅನುಚಿತ",,,,,,,,,YES
,Un-authorised carrying,ಅನಧಿಕೃತವಾಗಿ ಒಯ್ಯುವುದು,,,,,,,,,YES
,Units,"ಯೂನಿಟ್‌ಗಳು, ಘಟಕಗಳು",,,,,,,,,YES
,Undesirable elements,ಅನಪೇಕ್ಷಿತ / ಅಹಿತಕರ ಶಕ್ತಿಗಳು / ವಿಷಯಗಳು,,,,,,,,,YES
,Un-authorised,ಅನಧಿಕೃತ,,,,,,,,,YES
,Unserviceable items,ಉಪಯೋಗಕ್ಕೆ ಬರದ ಬಾಬ್ತುಗಳು,,,,,,,,,YES
,Unhealthy activities,ಅನಾರೋಗ್ಯಕರ ಚಟುವಟಿಕೆಗಳು,,,,,,,,,YES
,Vital establishment,ಪ್ರಮುಖ ಸಂಸ್ಥೆ / ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Weekly parade,"ವಾರದ ಪೆರೇಡು, ಕವಾಯಿತು / ವಾರದ ಮೆರವಣಿಗೆ, ಪ್ರದರ್ಶನ",,,,,,,,,YES
,Work done statement,ಮಾಡಿದ / ನಿರ್ವಹಿಸಿದ ಕಾರ್ಯದ ವಿವರಪಟ್ಟಿ,,,,,,,,,YES
,Workshop machinery,ಕಾರ್ಯಾಗಾರದ ಯಂತ್ರ ಸಾಮಗ್ರಿ / ಯಂತ್ರ ಸಮುದಾಯ,,,,,,,,,YES
