ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Acclimatization,"ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ, ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ",,,,,,,,,
,Accretion,"ವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ",,,,,,,,,
,Accuracy,"ಯಥಾರ್ಥತೆ, ನಿಷ್ಕೃಷ್ಟತೆ",,,,,,,,,
,Achene,ಓಕಬೀಜವುಳ್ಳ ಸಿಡಿಯುವ ಕಾಯಿ,,,,,,,,,
,Acid,ಆಮ್ಲ,,,,,,,,,
,"Acid, rosin","ರೋಸಿನ್ ಆಮ್ಲ, ಗಂಧರಾಲಆಮ್ಲ, ಕರ್ಪೂರರಾಳ ಆಮ್ಲ",,,,,,,,,
,Acid soil,ಆಮ್ಲ ಮಣ್ಣು,,,,,,,,,
,Acidity,ಆಮ್ಲತೆ,,,,,,,,,
,"Acidity, potential",ಅಂತಸ್ಥ ಆಮ್ಲತೆ,,,,,,,,,
,Acidity effect,ಆಮ್ಲತ್ವ ಪ್ರಭಾವ,,,,,,,,,
,Aconite,ವತ್ಸನಾಭಿ ಸಸ್ಯ (ವಿಷಕಾರಕ),,,,,,,,,
,Acquired character,"ಆರ್ಜಿತಗುಣ, ಆರ್ಜಿತ / ಸಂಪಾದಿತ ಲಕ್ಷಣ",,,,,,,,,
,Acquired immunity,ಆರ್ಜಿತ ಪ್ರತಿರೋಧಕತೆ / ನಿರೋಧಶಕ್ತಿ,,,,,,,,,
,Acrid,"ಕಟು, ತೀಕ್ಷ್ಣ",,,,,,,,,
,Act,ಅಧಿನಿಯಮ,,,,,,,,,
,Actinomorphic,ತ್ರಿಜ್ಯಸಮಭಾಗಿ,,,,,,,,,
,"Action, buffer",1. ಕಾಪುತಡೆ ಕ್ರಿಯೆ 2. ಉಭಯ ಪ್ರತಿರೋಧಕ ಕ್ರಿಯೆ,,,,,,,,,
,Actual breaking strength,ವಾಸ್ತವಿಕ ಒಡೆಯುವ ಬಲ / ವಿಭಜನಸಾಮರ್ಥ್ಯ,,,,,,,,,
,"Adhesion, mechanical",ಯಾಂತ್ರಿಕ ಸಂಸಕ್ತಿ / ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Adhesive,"ಸಂಸಕ್ತಕ, ಅಂಟಿಕೊಳ್ಳುವ",,,,,,,,,
,Adhesive pad,ಅಂಟಿಕೊಳ್ಳುವ ಮೆತ್ತೆ,,,,,,,,,
,Adhesive solution,ಸಂಸಕ್ತ / ಅಂಟಿಕೊಂಡ ದ್ರಾವಣ,,,,,,,,,
,"Administration, forest","ವನ್ಯಾಡಳಿತ, ಅರಣ್ಯ ಆಡಳಿತ",,,,,,,,,
,Adnate,"ಸಂಸಕ್ತ, ಅಂಟಿಕೊಂಡು ಬೆಳೆಯುವ",,,,,,,,,
,Adsorption,"ಅಧಿಶೋಷಣೆ, ಮೇಲ್ಮೈ ಮಂದಗಟ್ಟುವಿಕೆ",,,,,,,,,
,Adult,"ವಯಸ್ಕ, ಪ್ರೌಢ, ಬಲಿತ",,,,,,,,,
,Advance felling,ಮುಂದಾಗಿ (ಮರ) ಕಡಿಯುವಿಕೆ,,,,,,,,,
,Advance growth,"ಮುಂದಾಗಿ ಬೆಳೆಯುವಿಕೆ, ಮುಂದಾಗಿ ಬೆಳೆದ, ಮುಂಚೆಯೇ ಬೆಳೆದುನಿಂತಿರುವ",,,,,,,,,
,Advance planting,ಮುಂದಾಗಿ ನೆಡುವಿಕೆ,,,,,,,,,
,Advance reproduction,ಮುಂದಾಗಿ ಸಂತಾನೋತ್ಪತ್ತಿ,,,,,,,,,
,Advance thinning,ಮುಂದಾಗಿ ತೆಳುವು ಮಾಡುವಿಕೆ,,,,,,,,,
,Adventitious bud,ಆಗಂತುಕ ಮೊಗ್ಗು,,,,,,,,,
,Adventitious root,ಆಗುಂತುಕ ಬೇರು,,,,,,,,,
,Adze,ಬಾಚಿ,,,,,,,,,
,Adzing,ಬಾಚಿಯಿಂದ ಕೆತ್ತುವಿಕೆ,,,,,,,,,
,Adzing machine,ಬಾಚಿಯಿಂದ ಕೆತ್ತುವ ಯಂತ್ರ,,,,,,,,,
,Aeolion soil,ಗಾಳಿಸಾಗಿತ ಮಣ್ಣು,,,,,,,,,
,Aeration,ಗಾಳಿಯಾಡುವಿಕೆ,,,,,,,,,
,Aeration soil,ಮಣ್ಣಿನಲ್ಲಿ ಗಾಳಿಯಾಡುವಿಕೆ,,,,,,,,,
,Aerial,"ವಾಯುವೀಯ, ಅಂತರಿಕ್ಷದ, ಆಕಾಶೀ",,,,,,,,,
,Aerial root,ಬಿಳಲು ಬೇರು,,,,,,,,,
,Aerial strip census,ಆಕಾಶೀ / ಅಂತರಿಕ್ಷ ಪಟ್ಟೆ ಗಣತಿ,,,,,,,,,
,Aerobic,ಆಮ್ಲಜನಕಾಪೇಕ್ಷಿ,,,,,,,,,
,Aesthetic,ಸೌಂದರ್ಯಾತ್ಮಕ,,,,,,,,,
,Aesthetic forestry,"ಸೌಂದರ್ಯಾಭಿವೃದ್ಧಿ ಉದ್ದೇಶಿತ ಅರಣ್ಯ, ಸೌಂಧರ್ಯವರ್ಧಕ ಅರಣ್ಯ",,,,,,,,,
,Aestivation,1. ಪುಷ್ಪದಳ / ಮುಕುಳದಳ ವಿನ್ಯಾಸ 2. ಗ್ರೀಷ್ಮ ನಿಶ್ಚೇಷ್ಟತೆ,,,,,,,,,
,Afforestation,ಹೊಸ ಅರಣ್ಯ ನಿರ್ಮಾಣ,,,,,,,,,
,Afforest,ಹೊಸ ಕಾಡು ಬೆಳೆಸು,,,,,,,,,
,African calabash tree,"ಆನೆಹುಣಿಸೆ, ಬ್ರಹ್ಮಾಮ್ಲಿಕ, ಮಗಿಮಾವು",,,,,,,,,
,African marygold,"ಚೆಂಡುಮಲ್ಲಿಗೆ, ಸೀಮೆ ಶ್ಯಾವಂತಿ",,,,,,,,,
,After ripening,ಪಕ್ವವಾದನಂತರ,,,,,,,,,
,Agar oil,"ಅಗರ್ ಎಣ್ಣೆ, ಅಗರ್ ತೈಲ",,,,,,,,,
,Agave,ಭೂತಾಳೆ,,,,,,,,,
,Age class,ವಯೋವರ್ಗ,,,,,,,,,
,"Age class distribution, normal",ಸಾಮಾನ್ಯ ವಯೋವರ್ಗ ವಿತರಣೆ,,,,,,,,,
,Age classification,ವಯೋವರ್ಗೀಕರಣ,,,,,,,,,
,Age class period,ವಯೋವರ್ಗ ಅವಧಿ,,,,,,,,,
,"Aged, even",ಸಮ ವಯಸ್ಸಿನ,,,,,,,,,
,"Aged, uneven",ಅಸಮ ವಯಸ್ಸಿನ,,,,,,,,,
,"Age, exploitable","ಶೋಷಕ ವಯಸ್ಸು, ವಿನಿಯೋಗದ ವಯಸ್ಸು, ಬಳಕೆಗೆ ಯೋಗ್ಯವಾದ, ಅನುರೂಪವಾದ ವಯಸ್ಸು",,,,,,,,,
,Age gradation,"ವಯೋಶ್ರೇಣೀಕರಣ, ವಯೋವರ್ಗೀಕರಣ",,,,,,,,,
,"Age, mean",ಸರಾಸರಿ ವಯಸ್ಸು,,,,,,,,,
,"Age, predominant",ಪ್ರಧಾನವಾದಂತಹ ವಯಸ್ಸು,,,,,,,,,
,"Age, rotation",ಆವರ್ತನ ವಯಸ್ಸು,,,,,,,,,
,"Age, top",ಮೇಲ್ವಯಸ್ಸು,,,,,,,,,
,Ageing,1. ಹದಗೊಳಿಸಿಕೆ 2. ವಯಸ್ಸಾಗುವಿಕೆ,,,,,,,,,
,Age of wood,ದಾರುವಿನ ವಯಸ್ಸು,,,,,,,,,
,Agenda,ಕಾರ್ಯಸೂಚಿ,,,,,,,,,
,"Aggregate, soil","ಮಣ್ಣು ಸಮಷ್ಠಿ, ಒಟ್ಟುಗೂಡಿದ ಮಣ್ಣು",,,,,,,,,
,Aggregate breaking strength,ಸಮಷ್ಠಿಗಳ ಒಡೆಯುವ ಬಲ,,,,,,,,,
,Aggregate fruit,"ಸಮಷ್ಠಿತ ಫಲ, ಒಟ್ಟುಗೂಡಿದ ಫಲ",,,,,,,,,
,Aggregation,"ಒಟ್ಟುಗೂಡುವಿಕೆ, ಸಮಷ್ಠಿ",,,,,,,,,
,Agglomeration,ಗುಂಪು ಕೂಡುವಿಕೆ,,,,,,,,,
,Agnatha,ಹಾಗ್ ಮೀನು,,,,,,,,,
,Agroforestry,ಕೃಷಿ ಅರಣ್ಯಶಾಸ್ತ್ರ,,,,,,,,,
,Agroforest,ಕೃಷಿ ಅರಣ್ಯ,,,,,,,,,
,Agri - silvi - method,ಕೃಷಿ ಅರಣ್ಯ ಪದ್ಧತಿ,,,,,,,,,
,Air craft grade timber,"ವಿಮಾನೋಪಯೋಗಿ ಮರಮುಟ್ಟು, ವಿಮಾನೋಪಯೋಗಿ ವರ್ಗದ ದಾರು",,,,,,,,,
,"Air, dry","ಶುಷ್ಕವಾಯು, ಒಣಗಾಳಿ",,,,,,,,,
,"Air, saturated",ಸಂತೃಪ್ತ ವಾಯು / ಗಾಳಿ,,,,,,,,,
,"Air, soil",ಮಣ್ಣಿನಲ್ಲಿನ ಗಾಳಿ / ಹವೆ,,,,,,,,,
,Air dried,"ಗಾಳಿಯಲ್ಲಿ, ಒಣಗಿದ, ಹವೆಯಲ್ಲಿ ಒಣಗಿಸಿದ",,,,,,,,,
,Air dry density,"ವಾಯುಶುಷ್ಕ ಸಾಂದ್ರತೆ, ಗಾಳಿಯಲ್ಲಿ ಒಣಗಿದ ಸಾಂದ್ರತೆ",,,,,,,,,
,Air drying,"ವಾಯು ಶುಷ್ಕನ, ಗಾಳಿಯಲ್ಲಿ ಒಣಗಿಸುವಿಕೆ",,,,,,,,,
,Air dry moisture content,"ವಾಯುಶುಷ್ಕ ಆರ್ದ್ರತಾಂಶ, ವಾಯುಶುಷ್ಕ ತೇವಾಂಶ, ಗಾಳಿಯಲ್ಲಿ ಒಣಗಿದ ತೇವಾಂಶ",,,,,,,,,
,Air seasoning,"ವಾಯುಸಂಶೋಷಣೆ, ಗಾಳಿಯಲ್ಲಿ ಹದಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Air seasoning shed,ವಾಯುಸಂಶೋಷಣೆ ಮಳಿಗೆ ಗಾಳಿಯಲ್ಲಿ ಹದಗೊಳಿಸುವ ಮಳಿಗೆ,,,,,,,,,
,Albinism,"ರಂಜಕಹೀನತೆ, ಬಿಳಿಚಿಕೊಳ್ಳುವಿಕೆ",,,,,,,,,
,Albino,"ಶ್ವೇತವರ್ಣೀಯ, ಹರಿದ್ವಹೀನಸಸ್ಯ",,,,,,,,,
,Alburnum,"ರಸದಾರು, ಬಿಲಿದಾರು (ಚೇಗಿನ ಹೊರಗಿನ ಬಿಳಿಭಾಗ)",,,,,,,,,
,Alignment,"ಸಾಲುನೆಲೆ, ಸಾಲುನಿಲವು, ಸಾಲು ಸಮಮಾಡುವಿಕೆ",,,,,,,,,
,Alkaline soil,ಕ್ಷಾರೀಯ ಮಣ್ಣು,,,,,,,,,
,Alkalinity,"ಕ್ಷಾರೀಯತೆ, ಕ್ಷಾರತ್ವ",,,,,,,,,
,Alkali soil,ಕ್ಷಾರ ಮಣ್ಣು,,,,,,,,,
,Alkalization,ಕ್ಷಾರೀಕರಣ,,,,,,,,,
,All aged,ಎಲ್ಲಾ ವಯಸ್ಸಿನ,,,,,,,,,
,Allelopathy,ಒಂದು ಗಿಡ ಇನ್ನೊಂದು ಗಿಡಕ್ಕೆ ಮಾಡುವ ರಾಸಾಯನಿಕ ಹಾನಿ,,,,,,,,,
,Allogenic factor,ಅನ್ಯಜಾತ ಅಂಶ,,,,,,,,,
,Allogenic succession,ಅನ್ಯಜಾತ ಅನುಕ್ರಮಣ,,,,,,,,,
,Allotment to periods,ಅವಧಿ ಹಂಚಿಕೆ,,,,,,,,,
,Allowable cut,"ಅಂಗೀಕರಿಸಬಹುದಾದ / ಅಂಗೀಕಾರಾರ್ಹ ಕಡಿಯುವಿಕೆ, ಅಂಗೀಕರಿಸಬಹುದಾದಷ್ಟು ಕಡಿಯುವುದು",,,,,,,,,
,Allowance,"ಸೋಡಿ, ರಿಯಾಯಿತಿ",,,,,,,,,
,Allowance for bark,ತೊಗಟೆಗಾಗಿ ಸೋಡಿ / ರಿಯಾಯಿತಿ,,,,,,,,,
,Allowance for trim,ಕತ್ತರಿಸುವಿಕೆಗೆ / ಸವರಿಕೆಗೆ ರಿಯಾಯಿತಿ,,,,,,,,,
,Alluvial soil,ಮೆಕ್ಕಲು / ರೇವೆಮಣ್ಣು,,,,,,,,,
,All veneer construction,"ಸಂಪೂರ್ಣದಾರು ತೆಳುಹೊದಿಕೆ ರಚನೆ, ಎಲ್ಲವನ್ನು ಮರದ ಹಾಳಿಯಿಂದ ರಚಿಸಿದ್ದು",,,,,,,,,
,Alpine (vegetation),ಪರ್ವತೀಯ (ಸಸ್ಯವರ್ಗ),,,,,,,,,
,Alternate host,ಪರ್ಯಾಯ ಆತಿಥೇಯ,,,,,,,,,
,Alternate strip system,ಪರ್ಯಾಯ ಪಟ್ಟಿ ಪದ್ಧತಿ,,,,,,,,,
,Altitude,"ಔನ್ನತ್ಯ, ಸಮುದ್ರಮಟ್ಟದಿಂದ ಇರುವ ಎತ್ತರ",,,,,,,,,
,Amber,"ಶಿಲಾರಾಳ, ತೈಲಸ್ಫಟಿಕ",,,,,,,,,
,Amenity,"ಜೀವನಸೌಕರ್ಯ, ವಾಸದ ಸೌಕರ್ಯ",,,,,,,,,
,American aloe,"ಆನೆಕತ್ತಾಳೆ, ರಾಕ್ಷಸ ಬಾಳೆ, ಕಲ್ನಾರುದೆವ್ವ ಬಾಳೆ",,,,,,,,,
,Ammunition,"ಮದ್ದು, ಗುಂಡು",,,,,,,,,
,Amorphous region,"ಅನಿಯತ ರೂಪೀಕ್ಷೇತ್ರ, ರೂಪರಹಿತ ಕ್ಷೇತ್ರ",,,,,,,,,
,Anabatic wind,"ಊರ್ಧ್ವಮುಖವಾತ, ಆರೋಹೀ ಗಾಳಿ",,,,,,,,,
,Anaerobe,ಆಮ್ಲಜನಕನಿರಪೇಕ್ಷಿ,,,,,,,,,
,Anaerobic respiration,"ಆಮ್ಲಜನಕ ನಿರಪೇಕ್ಷಿ ಉಸಿರಾಟ, ಆಮ್ಲಜನಕರಹಿತ ಉಸಿರಾಟ",,,,,,,,,
,"Analysis, stem",ಕಾಂಡ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,"Analysis, stump","ಕಡಿದ ಮರದ ಬುಡದ ವಿಶ್ಲೇಷಣೆ, ಮರದ ಮೋಟು ವಿಶ್ಲೇಷಣೆ",,,,,,,,,
,Anchorage cable,"ಲಂಗರು ಹಗ್ಗ, ಲಂಗರು ತಂತಿ / ಕಂಬಿ",,,,,,,,,
,Androecium,"ಕೇಸರ ಮಂಡಲ, ಪುಂಕೇಸರ",,,,,,,,,
,Anemograph,"ವಾಯುಗತಿ (ರೇಖ) ಮಾಪನ, ಗಾಳಿ ವೇಗರೇಖನ",,,,,,,,,
,Anemometer,"ವಾಯುಗತಿ ಮಾಪಕ, ಪವನ / ಗಾಳಿ ವೇಗಮಾಪಕ",,,,,,,,,
,Anemophilous plant,ವಾಯುಪರಾಗಿತ ಸಸ್ಯ,,,,,,,,,
,Angiosperm,ಆವೃತ ಬೀಜಸಸ್ಯ,,,,,,,,,
,"Angle, fleet",ಸಂಚಾರೀ ಕೋನ,,,,,,,,,
,"Angle, grinding",ಘರ್ಷಣ / ಅರೆಯುವ ಕೋನ,,,,,,,,,
,"Angle, sharpness",ಹರಿತ ಕೋನ,,,,,,,,,
,"Angle, of attack",ಮೇಲೆರಗುವ ಕೋನ,,,,,,,,,
,Animal dye,ಪ್ರಾಣಿಜನ್ಯ ಬಣ್ಣ,,,,,,,,,
,Animal glue,ಪ್ರಾಣಿಜನ್ಯ ಅಂಟು ಪದಾರ್ಥ,,,,,,,,,
,Animal introduction,1. ಪ್ರಾಣಿ ಪರಿಚಯ 2. ಪ್ರಾಣಿ ಬಿಡುವಿಕೆ,,,,,,,,,
,Anise,ಕಾಡು ಸೋಂಪು,,,,,,,,,
,Annelida,ವಲಯವಂತ ಪ್ರಾಣಿ,,,,,,,,,
,Annual increment,ವಾರ್ಷಿಕ ವೃದ್ಧಿ,,,,,,,,,
,Annual charge,ವಾರ್ಷಿಕ ಖರ್ಚು / ವೆಚ್ಚ,,,,,,,,,
,Annual cut,ವಾರ್ಷಿಕ ಕಟಾವು / ಕೊಯ್ಲು,,,,,,,,,
,Annual layer,ವಾರ್ಷಿಕ ಪದರ / ಸ್ತರ,,,,,,,,,
,Annual ring,ವಾರ್ಷಿಕ ವಲಯ / ಉಂಗುರ,,,,,,,,,
,Annulus,"ವಲಯ, ಉಂಗುರ",,,,,,,,,
,Anormal,"ಅಸಾಮಾನ್ಯ, ಅಸಾಧಾರಣ",,,,,,,,,
,Antelope,"ಎರಳೆ, ಜಿಂಕೆ, ಚಿಗರಿ",,,,,,,,,
,Antenna,ಕುಡಿಮೀಸೆ,,,,,,,,,
,Anther,ಪರಾಗಕೋಶ,,,,,,,,,
,Anthrax,ನೆರಡಿರೋಗ,,,,,,,,,
,Anthropogenic factor,ಮಾನವಜನಿತ / ಮಾನವಜನ್ಯ ಅಂಶ,,,,,,,,,
,Anthropoid (ape),ನರವಾನರ,,,,,,,,,
,Anthropoidea,ಪ್ರಾಮುಖಿಗಳ ಒಳವರ್ಗ,,,,,,,,,
,Anthropomorphism,"ಮಾನವೀಕರಣ, ಮಾನವ ರೂಪೀಕರಣ",,,,,,,,,
,Antibiotic,"ಪ್ರತಿಜೈವಿಕ, ಜೀವಾಣು ನಿರೋಧಕ",,,,,,,,,
,Antiseptic,ಪೂತಿನಾಶಕ,,,,,,,,,
,Anti shrinkage,"ಪ್ರತಿ ಸಂಕೋಚನ, ಸಂಕೋಚನ ಪ್ರತಿರೋಧಕ",,,,,,,,,
,Antishrinkage treatment,"ಸಂಕೋಚನ ನಿರೋಧಕ ಚಿಕಿತ್ಸೆ, ಪ್ರತಿಸಂಕೋಚನ ಉಪಚಾರ",,,,,,,,,
,Antisplitting composition,ಸೀಳುವಿರೋಧಿ ರಚನೆ,,,,,,,,,
,Antler,ಉದುರುಗೊಂಬು,,,,,,,,,
,Antproof course,ಇರುವೆ ನಿರೋಧಕ ಲೇಪನ,,,,,,,,,
,Apetalous,ದಳರಹಿತ,,,,,,,,,
,Aphid,"ಗೀಡಹೇನು, ಹಸುರು ಹೇನು",,,,,,,,,
,Apical,"ತುದಿಯ, ಅಗ್ರದ",,,,,,,,,
,Apiculture,ಜೇನುಸಾಕಣೆ,,,,,,,,,
,Apocarpous ovary,"ವಿಭಕ್ತ ಅಂಡಾಶಯ, ಬಿಡಿ ಅಂಡಾಶಯ",,,,,,,,,
,Apogamous,ಲಿಂಗಾಣುರಹಿತ,,,,,,,,,
,Apparent density (Bulk density),ತೋರಿಕೆ ಸಾಂದ್ರತೆ (ಗಾತ್ರ ಸಾಂದ್ರತೆ),,,,,,,,,
,Appendage,ಉಪಾಂಗ,,,,,,,,,
,Appendix,"1. ಪರಿಶಿಷ್ಟ 2. ಕರಳು ತುದಿ, ತುದಿಗರುಳು",,,,,,,,,
,Applied botany,ಅನ್ವಯಿಕ ಸಸ್ಯಶಾಸ್ತ್ರ,,,,,,,,,
,Applied ecology,ಅನ್ವಯಿಕ ಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,,,
,Aquatic plant,ಜಲಸಸ್ಯ,,,,,,,,,
,Arable land,ಕೃಷಿ ಯೋಗ್ಯ ಭೂಮಿ,,,,,,,,,
,Arboretum,"ವೃಕ್ಷೋದ್ಯಾನ, ವೃಕ್ಷವಾಟಿ",,,,,,,,,
,Arboriculture,"ವೃಕ್ಷಸಂವರ್ಧನೆ, ವೃಕ್ಷ ವ್ಯವಸಾಯ",,,,,,,,,
,Arch logging,ಕಮಾನಿನಾಕಾರದ ದಿಮ್ಮಿ ಕಡಿಯುವಿಕೆ,,,,,,,,,
,"Area, control",ಹತೋಟಿ ಪ್ರದೇಶ / ಕ್ಷೇತ್ರ,,,,,,,,,
,"Area, drainage",ಬಸಿಗಾಲುವೆ / ಚರಂಡಿ ಪ್ರದೇಶ,,,,,,,,,
,Area method,ಕ್ಷೇತ್ರ ವಿಧಾನ,,,,,,,,,
,"Area, regeneration",ಪುನರುತ್ಪತ್ತಿ ಕ್ಷೇತ್ರ,,,,,,,,,
,"Area, working plan",ಕಾರ್ಯಯೋಜನೆ ಕ್ಷೇತ್ರ,,,,,,,,,
,Arenaceous,ಮರಳಿನ,,,,,,,,,
,Argillaceous,ಜೇಡಿಯಿಂದ ಕೂಡಿದ,,,,,,,,,
,Arid (dry) zone,ಶುಷ್ಕವಲಯ,,,,,,,,,
,Aril,ಬೀಜಪುಚ್ಛ,,,,,,,,,
,Aromatic,ಸುಗಂಧಯುಕ್ತ,,,,,,,,,
,Arrangement,1. ವ್ಯವಸ್ಥೆ 2. ವಿನ್ಯಾಸ / ಜೋಡಣೆ,,,,,,,,,
,"Arrangement, randomized",ಅವ್ಯವಸ್ಥಿತ / ಯಾದೃಚ್ಛಿಕ ಜೋಡಣೆ,,,,,,,,,
,Arthropoda,ಸಂಧಿಪದಿಗಳು,,,,,,,,,
,Artificial regeneration,ಕೃತಕ ಪುನರುತ್ಪಾದನೆ,,,,,,,,,
,Artificial reproduction,ಕೃತಕ ಸಂತಾನೋತ್ಪಾದನೆ,,,,,,,,,
,Artiodactyls,ಸಮಗೊರಸಿನ ಪ್ರಾಣಿಗಳು,,,,,,,,,
,Asexual reproduction,ಅಲೈಂಗಿಕ / ನಿರ್ಲಿಂಗ ಸಂತಾನೋತ್ಪತ್ತಿ,,,,,,,,,
,Asphalt,ಕಲ್ಲರಗು,,,,,,,,,
,Assimilation,"ದೇಹಗತಮಾಡಿಕೊಳ್ಳುವಿಕೆ, ಜೀರ್ಣಿಸಿಕೊಳ್ಳುವಿಕೆ",,,,,,,,,
,"Assistant Silviculturist, experimental",ಸಹಾಯಕ ಅರಣ್ಯ ಕೃಷಿ ತಜ್ಞ ಪ್ರಾಯೋಗಿಕ,,,,,,,,,
,"Assistant Silviculturist, Statistical","ಸಹಾಯಕ ಅರಣ್ಯ ಕೃಷಿ ತಜ್ಞ, ಸಂಖ್ಯಾಶಾಸ್ತ್ರ",,,,,,,,,
,"Association, ecology",ಜೀವಿಪರಿಸರಶಾಸ್ತ್ರ ಸಂಘ,,,,,,,,,
,"Association, plant",1. ಸಸ್ಯ ಸಂಘ 2. ಸಹವಾಸಿ ಸಸ್ಯ,,,,,,,,,
,Assortment,ವಿಂಗಡಣೆ,,,,,,,,,
,Asymmetric,ಅಸಮರೂಪ,,,,,,,,,
,Atmometer,ಬಾಷ್ಪಮಾಪಕ,,,,,,,,,
,"Auger, soil",ಮಣ್ಣುಬೈರಿಗೆ,,,,,,,,,
,Auto ecology,ಸ್ವಜೀವಿಪರಿಸರಶಾಸ್ತ್,,,,,,,,,
,Autogenic,"ಸ್ವಜನಿತ, ಸ್ವಜಾತ",,,,,,,,,
,Autogenic factor,ಸ್ವಜಾತೀಯ ಅಂಶ,,,,,,,,,
,Autogenic succession,ಸ್ವಜಾತೀಯ ಅನುಕ್ರಮಣ,,,,,,,,,
,Autometer,ಸ್ವಯಂಚಾಲಿತ ಮಾಪನ,,,,,,,,,
