ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Altimeter,"ಉನ್ನತಿ ಮಾಪಕ, ಎತ್ತರ ಆಳೆಯುವ ಸಾಧನ",,,,,,,,,YES
,Alum,"ಸ್ಫಟಿಕ, ಪಟಿಕ",,,,,,,,,YES
,Alumina,"ಒಂದು ಬಗೆಯ ಮಣ್ಣು, ಆಲ್ಯೂಮಿನಿಯಂ ಭಸ್ಮ",,,,,,,,,YES
,Alvine,ಕರುಳಿನ,,,,,,,,,YES
,Amalgam,"ಪಾದರಸಮಿಶ್ರಿತ ಲೋಹ, ರಸಮಿಶ್ರಣ",,,,,,,,,YES
,Amaurosis,"ದೃಷ್ಟಿನಾಶ, ದೃಷ್ಟಿಮಾಂದ್ಯ",,,,,,,,,YES
,Ambient,"ಪರಿವೇಷ್ಟಕ, ಸುತ್ತಿರುವ",,,,,,,,,YES
,Ambivalence,"ಇಕ್ಕೆಲ ಬಲ, ಇಕ್ಕೆಲ ಶಕ್ತಿ",,,,,,,,,YES
,Amic,ಅಮೋನಿಯ ಅನಿಲಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,YES
,Amidin,"ದ್ರವಲೀನ ಪಿಷ್ಟ, ದ್ರಾವಿತ ಪಿಷ್ಟ",,,,,,,,,YES
,Amilolytic,ಅಮಿಲೋಲಯಕ,,,,,,,,,YES
,Ammeter,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,,,,,,,,,YES
,Amnesia,"ಮರೆವು ರೋಗ, ಸ್ಮೃತಿನಾಶ",,,,,,,,,YES
,Amnion,ಭ್ರೂಣಪೊರೆ,,,,,,,,,YES
,Amort,ಅರ್ಧಮೃತಾವಸ್ಥೆ,,,,,,,,,YES
,Amphibian,"ಉಭಯಜೀವಿ, ನೆಲಜಲಜೀವಿ",,,,,,,,,YES
,Amphitrich,"ಉಭಯ, ಕಶಾಂಗಿ",,,,,,,,,YES
,Amplifier,"ವರ್ಧಕ, ವಿಸ್ತಾರಿಕಧ್ವನಿವರ್ಧಕ",,,,,,,,,YES
,Amplitude,"ವಿಸ್ತೀರ್ಣತೆ, ಹರವು",,,,,,,,,YES
,Ampullae,ನಾಳಾಗ್ರ,,,,,,,,,YES
,Amyloid,"ಪಿಷ್ಟಸಂಬಂಧಿ, ಪಿಷ್ಟಗುಣದ",,,,,,,,,YES
,Anaemia,ರಕ್ತಹೀನತೆ,,,,,,,,,YES
,Anaerobe,ಆಮ್ಲಜನಕ ನಿಪೇಕ್ಷಿ,,,,,,,,,YES
,Anasthetic,"ವೇದನ ಪ್ರತಿಬಂಧಿ, ವೇದನಾಪಹಾರಿ",,,,,,,,,YES
,Anal fin,"ಗುದದ್ವಾರದ (ಮಲದ್ವಾರದ), ಈಜುರೆಕ್ಕೆ",,,,,,,,,YES
,Analgesia,"ನೋವು ನಿವಾರಕ, ನೋವು ಶಾಮಕ",,,,,,,,,YES
,Analysis,"ವಿಶ್ಲೇಷಣೆ, ವಿಭಜನೆ",,,,,,,,,YES
,Analytical balance,ವಿಶ್ಲೇಷಣಾ ತಕ್ಕಡಿ,,,,,,,,,YES
,Anatomy,ಅಂಗರಚನಾಶಾಸ್ತ್ರ,,,,,,,,,YES
,Anchor,ಲಂಗರು,,,,,,,,,YES
,Anchovy,ಮನಂಗು ಮೀನು,,,,,,,,,YES
,Angel fish,ಅಪ್ಸರೆ ಮೀನು,,,,,,,,,YES
,Animal feed,ಪ್ರಾಣಿ ಆಹಾರ,,,,,,,,,YES
,Animate,ಸಜೀವ,,,,,,,,,YES
,Anisotropy,"ಅಸಮತಿರುವು, ಅಸಮಗುಣ",,,,,,,,,YES
,Annelida,ವಲಯದೇಹಿ,,,,,,,,,YES
,Annulus,"ಚಕ್ರಗಂಡಿ, ಉಂಗುರಗಂಡಿ",,,,,,,,,YES
,Anode,ಧನ ವಿದ್ಯುಧ್ರುವ,,,,,,,,,YES
,Anodyne,ವೇದನಹಾರಕ,,,,,,,,,YES
,Antagonistic,ಪ್ರತಿರೋಧಾತ್ಮಕ,,,,,,,,,YES
,Antennae,ಸ್ಪರ್ಶಾಂಗಗಳು,,,,,,,,,YES
,Anthrachose,ಎಲೆಚುಕ್ಕೆರೋಗ,,,,,,,,,YES
,Anthrax,ನರಡಿ ರೋಗ,,,,,,,,,YES
,Antibiotic,ಪ್ರತಿಜೈವಿಕ,,,,,,,,,YES
,Antibody,ಪ್ರತಿರೋಧ ವಸ್ತು,,,,,,,,,YES
,Anticoagulant,ಪ್ರತಿಗರಣಿಕಾರಕ,,,,,,,,,YES
,Anti corrosive,ತುಕ್ಕು ನಿರೋಧ,,,,,,,,,YES
,Antidiuretic,ಮೂತ್ರಕಾರಿ ಶೋಧಕ,,,,,,,,,YES
,Antidote,ವಿಷಹಾರಿ,,,,,,,,,YES
,Antigen,ಪ್ರತಿರೋಧಜನಕ,,,,,,,,,YES
,Anti fouling,ಪ್ರತಿಕಲುಷಿತ,,,,,,,,,YES
,Antimetabolic,ಪ್ರತಿಜೀವ ಕ್ರಿಯಾಜನ್ಯ,,,,,,,,,YES
,Anti oxidant,"ಉತ್ಕರ್ಷಣ ನಿರೋಧಿ, ಪ್ರತಿಆಕ್ಸೀಕೃತ",,,,,,,,,YES
,Antiseptic,"ಸೋಂಕುನಿವಾರಕ, ನಂಜುನಿರೋಧಕ",,,,,,,,,YES
,Antiserum,ಪ್ರತಿರಕ್ತದ್ರವ,,,,,,,,,YES
,Antitoxin,"ಪ್ರತಿಜೀವಿಷ, ಜೀವಿಷನಿರೋಧಕ",,,,,,,,,YES
,Antivirotic,ಪ್ರತಿನಂಜಿನ,,,,,,,,,YES
,Anus,ಗುದದ್ವಾರ,,,,,,,,,YES
,Aorta,ಮಹಾಅಪಧಮನಿ,,,,,,,,,YES
,Aperture,"ಕಿಂಡಿ, ರಂಧ್ರ",,,,,,,,,YES
,Aphasia,ವಾಕ್ ಸ್ತಂಭನ,,,,,,,,,YES
,Apical,"ಆಗ್ರ, ತುದಿಯ",,,,,,,,,YES
,Aplanospore,ಅಚಲ ಬೀಜಕಣ,,,,,,,,,YES
,Apoenzyme,ಮೇಲುಕಿಣ್ವ,,,,,,,,,YES
,Appendage,ಅನುಬಂಧಕ ಅಂಗ,,,,,,,,,YES
,Appearance,ಚಹರೆ,,,,,,,,,YES
,Aquaculture,"ಜಲಚರಕೃಷಿ, ಜಲೀಯ ಸಾಕಣೆ",,,,,,,,,YES
,Aquarium,"ಮತ್ಸ್ಯ ಸಂಗ್ರಾಹಾಲಯ, ಮತ್ಸ್ಯಾಲಯ",,,,,,,,,YES
,Aquatic,"ಜಲೀಯ, ಜಲಚರೀಯ",,,,,,,,,YES
,Archer fish,ಚಾಪ ಮೀನು,,,,,,,,,YES
,Argil,ಜೇಡಿಮಣ್ಣು,,,,,,,,,YES
,Argulur,ಮೀನಿನ ಹೇನು,,,,,,,,,YES
,Arrow headed shark,ಬಾಣಾಕಾರ ತಲೆಯ ತೊರಕೆ ಮೀನು,,,,,,,,,YES
,Arteriole,ಸೂಕ್ಷ್ಮಾಪಧಮನಿ,,,,,,,,,YES
,Arterio sclerosis,ಗಟ್ಟಿನಾಳಕ್ರಿಯೆ,,,,,,,,,YES
,Artery,ಅಪಧಮನಿ,,,,,,,,,YES
,Artesian water,ಬುಗ್ಗೆನೀರು,,,,,,,,,YES
,Arthropod,ಸಂಧಿಪದಿ,,,,,,,,,YES
,Asbestos,ಕಲ್ನಾರು,,,,,,,,,YES
,Ascarides,ಜಂತುಹುಳು,,,,,,,,,YES
,Ascospore,ಅಸ್ಕೋಬೀಜಕಣ,,,,,,,,,YES
,Aseptic,ಪೂತಿನಾಶಕ,,,,,,,,,YES
,Ashore,"ದಡ, ತೀರ",,,,,,,,,YES
,Asphalt,"ಕಲ್ಲರಗು, ಕಪ್ಪುರಾಳ",,,,,,,,,YES
,Aspirator,ವಾಯುಚೋಷಕ,,,,,,,,,YES
,Assay,ಶುದ್ಧತಾ ಪರೀಕ್ಷೆ,,,,,,,,,YES
,Assimilation,ದೇಹಗತವಾಗುವಿಕೆ,,,,,,,,,YES
,Atomic energy,ಪರಮಾಣುಶಕ್ತಿ,,,,,,,,,YES
,Atomic number,ಪರಮಾಣು ಸಂಖ್ಯೆ,,,,,,,,,YES
,Atomic weight,ಪರಮಾಣು ತೂಕ,,,,,,,,,YES
,Atomization,ಅನುರೂಪೀಕರಣ,,,,,,,,,YES
,Atomizer,ತಂತುರು ಯಂತ್ರ,,,,,,,,,YES
,Atrium,ಹೃತ್ಕರ್ಣ,,,,,,,,,YES
,Attentive carplet,ಎಲಿಯಾಂಬು ಮೀನು,,,,,,,,,YES
,Attractant gland,ಆಕರ್ಷಣ ಗ್ರಂಥಿ,,,,,,,,,YES
,Audible,"ಶ್ರವಣಸಾಧ್ಯ, ಕಿವಿಗೆ ಕೇಳುವ",,,,,,,,,YES
,Auricle,ಹೃತ್ಕರ್ಣ,,,,,,,,,YES
,Autoclave,ಉಗಿಪಾತ್ರೆ,,,,,,,,,YES
,Autoclithonous,ಮೂಲನಿವಾಸಿತ್ವ,,,,,,,,,YES
,Autolysis,ಸ್ವಲಯಕ,,,,,,,,,YES
,Automotive choke,ಸ್ವಯಂಚಾಲಿತ ಪ್ರತಿಬಂಧಕ,,,,,,,,,YES
,Autonomic,ಸ್ವಯಂ ಪ್ರವರ್ತಕ,,,,,,,,,YES
,Autophototrophic,ಪ್ರಕಾಶ ಸ್ವಯಂ ಪೋಪಿತ,,,,,,,,,YES
,Autopsy,ಶವಪರೀಕ್ಷೆ,,,,,,,,,YES
,Autosome,ನಿರ್ಲಿಂಗ ವರ್ಣತಂತು,,,,,,,,,YES
,Autotrophic,ಸ್ವಪೋಷಿತ,,,,,,,,,YES
,Auxiliary,ಸಹಾಯಕ,,,,,,,,,YES
,Auxochrome,ವರ್ಣವರ್ಧಕ,,,,,,,,,YES
,Aviso,ಸಮಾಚಾರದ ದೋಣಿ,,,,,,,,,YES
,Axenic culture,ಆಕ್ಸೆನಿಕ್ ಸಾಕಣೆ,,,,,,,,,YES
,Axial flow,ಅಕ್ಷ ಹರಿವು,,,,,,,,,YES
,Axial firm,ಅಕ್ಷಸ್ಥಿರ,,,,,,,,,YES
,Axon,ಆಕ್ಸಾನ್ ನರನಾಳ,,,,,,,,,YES
,Azure,ಆಕಾಶನೀಲ,,,,,,,,,YES
,Azygous,ಆಯುಗ್ಮ,,,,,,,,,YES
,Baccy,ಹೊಗೆಸೊಪ್ಪು,,,,,,,,,YES
,Bacillus,"ದಂಡರೂಪಿ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು, ಬ್ಯಾಸಿಲ್ಲಸ್",,,,,,,,,YES
,Back,"ಹಿಂಭಾಗ, ಬೆನ್ನು",,,,,,,,,YES
,Back water,ಹಿನ್ನೀರು ( ಸಮುದ್ರದಿಂದ ಬೇರ್ಪಟ್ಟು ಹಿಮ್ಮೆಟ್ಟಿದ ನೀರು ),,,,,,,,,YES
,Bacon,ಉಪ್ಪು ಹಾಕಿ ಒಣಗಿಸಿದ ಹಂದಿಮಾಂಸ,,,,,,,,,YES
,Bactericidal,ಬ್ಯಾಕ್ಟೀರಿಯಾನಾಶಕ,,,,,,,,,YES
,Bacteriologist,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಜೀವಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,YES
,Bacteriolytic,ಬ್ಯಾಕ್ಟೀರಿಯಾಲಯಕ,,,,,,,,,YES
,Bacteriophage,ಬ್ಯಾಕ್ಟೀರಿಯಾಭಕ್ಷಕ,,,,,,,,,YES
,Bait,"ಅಕರ್ಷಕ ಆಹಾರ, ಗಾಳದ ಹುಳು",,,,,,,,,YES
,Balcen,ತಿಮಿಂಗಿಲದ ಮೇಲ್ದವಡೆಗೆ ಹತ್ತಿರುವ ಕೊಬ್ಬಿನಂಥ ಪದಾರ್ಥ,,,,,,,,,YES
,Ball and socket arrangement,ಒರಳುಗುಂಡು ಕೀಲು ವ್ಯವಸ್ಥೆ,,,,,,,,,YES
,Banana soil fish,ಹಾಯಿಮೀನು,,,,,,,,,YES
,Band,ಪಟ್ಟಿ,,,,,,,,,YES
,Banded etroplus,"ಎರ್ವೆಮೀನು, ಇಲಿಮೀನು",,,,,,,,,YES
,Banded leopard blow fish,ತೊಂಡೆಮೀನು,,,,,,,,,YES
,Banded snake head,"ಹುಲಿಕುಟ್ಟೇ ಮೀನು, ಬಂಗಿಮೂಲ ಮೀನು",,,,,,,,,YES
,Banded whiptail sting ray,ಹುಲಿಸೊರಕೆ ಮೀನು,,,,,,,,,YES
,Barbel,"ಒಂದು ಬಗೆಯ ಸಿಹಿನೀರಿನ ಮೀನು, ದಾಡಿ",,,,,,,,,YES
,Bar eyed goby,"ಬಂಗಿಸಿದ್ದ ಮೀನು, ಬಂಗಿಮೂಲ ಮೀನು",,,,,,,,,YES
,Bar diagram,ದಂಡಾಕೃತಿ ರೇಖಾಚಿತ್ರ,,,,,,,,,YES
,Barnacle,ಬಾರ್ನಕಲ್ ( ಒಂದು ರೀತಿಯ ಅಂಟಿಕೊಳ್ಳುವ ಪ್ರಾಣಿ ),,,,,,,,,YES
,Barology,ಭಾರಪರಿಮಾಣಶಾಸ್ತ್ರ,,,,,,,,,YES
,Barometer,ವಾಯುಭಾರಮಾಪಕ,,,,,,,,,YES
,Baroscope,ವಾಯುಭಾರದರ್ಶಕ,,,,,,,,,YES
,Barracuda,ಬಾರ್ರಕುಡ ಹೊಟ್ಟೆಬಾಕ ಮೀನು,,,,,,,,,YES
,Barred spanish mackerel,"ಬರಿಮೀನು, ಅರ್ಕಲೆ ಮೀನು",,,,,,,,,YES
,Bart,ಮುಳ್ಳುಕೊಕ್ಕೆ,,,,,,,,,YES
,Base,ಪ್ರತ್ಯಾಮ್ಲ,,,,,,,,,YES
,Base box,ಮೂಲಪೆಟ್ಟಿಗೆ,,,,,,,,,YES
,Bass,"ಸೀನೀರು ಮೀನು, ಬಾಸ್ ಮೀನು",,,,,,,,,YES
,Bata,ಬಾಟ ಮೀನು,,,,,,,,,YES
,Bathymetry,ಸಮುದ್ರದಾಳ ಮಾಪಕ ವಿದ್ಯೆ,,,,,,,,,YES
,Bay,ಕೊಲ್ಲಿ ( ಭೂಮಿಯೊಳಕ್ಕೆ ನುಗ್ಗಿದ ಸಮುದ್ರದ ದೊಡ್ಡಭಾಗ ),,,,,,,,,YES
,Beach,"ಸಮುದ್ರ ತೀರ, ದಡ",,,,,,,,,YES
,Beacon light,ಅಪಾಯಸೂಚಕ ದೀಪ,,,,,,,,,YES
,Beak,1. ಹಡಗು ಮುಂಭಾಗ 2. ಪಕ್ಷಿಕೊಕ್ಕು,,,,,,,,,YES
,Bearing,"ಹೊರಳು, ದಿಕ್ ಸ್ಧಿತಿ",,,,,,,,,YES
,Belch,ತೇಗು,,,,,,,,,YES
,Belly,"ಹೊಟ್ಟೆ, ಉದರ",,,,,,,,,YES
,Bench mark,ಮಟ್ಟ ಗುರುತು,,,,,,,,,YES
,Beriberi,ಬೆರಿಬೆರಿ ರೋಗ,,,,,,,,,YES
,Berried prawn,ಫಲವತ್ತಾದ ಮೊಟ್ಟೆಯುಳ್ಳ ಸೀಗಡಿ,,,,,,,,,YES
,Bespice,ಮಸಾಲೆ ಒಗ್ಗರಣೆ ಹಾಕುವಿಕೆ,,,,,,,,,YES
,Bheris,ಚೌಳುಪ್ಪು ನೀರಿನ ಆಳವಾದ ಗಡ್ಡೆಗಳಲ್ಲಿ ಮೀನುಸಾಕಣೆ,,,,,,,,,YES
,Bile duct,"ಪಿತ್ತನಾಳ, ಪಿತ್ತವಾಹಿನಿ",,,,,,,,,YES
,Bile pigment,ಪಿತ್ತವರ್ಣದ್ರವ್ಯ,,,,,,,,,YES
,Bile salt,ಪಿತ್ತಲವಣ,,,,,,,,,YES
,Billow,"ದೊಡ್ಡ ಅಲೆ, ತರಂಗ",,,,,,,,,YES
,Binary collission,ದ್ವಿಕಣ ಸಂಘರ್ಷಣ,,,,,,,,,YES
,Binary fission,"ಯುಗ್ಮ ವಿದಳನ, ದ್ವಿಖಂಡನ",,,,,,,,,YES
,Binding site,ಬಂಧಕ ಪ್ರದೇಶ,,,,,,,,,YES
,Binomial expansion,ದ್ವಿಪದ ವಿಸ್ತರಣೆ,,,,,,,,,YES
,Bioassay,ಜೈವಿಕ ಪರೀಕ್ಷೆ,,,,,,,,,YES
,Biodynamics,ಜೀವಗತಿತತ್ವ,,,,,,,,,YES
,Bio filter,ಜೈವಿಕ ಜರಡಿ,,,,,,,,,YES
,Biogenesis,"ಜೀವೋತ್ಪತ್ತಿ, ಜೀವವಿಕಾಸ",,,,,,,,,YES
,Biogeochemical,ಜೀವಭೂರಾಸಾಯನಿಕ,,,,,,,,,YES
,Biokinetics,ಜೀವಿಗತಿಶಾಸ್ತ್ರ,,,,,,,,,YES
,Biological clock,ಜೈವಿಕ ಗಡಿಯಾರ,,,,,,,,,YES
,Biological control agent,ಜೈವಿಕ ಹತೋಟಿ ನಿಯೋಗಿ,,,,,,,,,YES
,Biological factor,ಜೈವಿಕ ಅಂಶ,,,,,,,,,YES
,Biological method,ಜೈವಿಕ ವಿಧಾನ,,,,,,,,,YES
,Biological pesticide,ಜೈವಿಕ ಪೀಡೆನಾಶಕ,,,,,,,,,YES
,Biological productivity,ಜೈವಿಕ ಉತ್ಪಾದಕತೆ,,,,,,,,,YES
,Bioluminiscence,ಜೈವಿಕ ಪ್ರಕಾಶ ಸ್ಫುರಣ,,,,,,,,,YES
,Biolytic,"ಜೀವಲಯಕ, ಜೀವನಾಶಕ",,,,,,,,,YES
,Bio mathematics,ಜೈವಿಕ ಗಣಿತ,,,,,,,,,YES
,Biometry,ಜೈವಿಕ ಆಯುರ್ದಾಯ,,,,,,,,,YES
,Biophase,"ಜೀವೀನೆಲೆ, ಜೈವಿಕ ಹಂತ",,,,,,,,,YES
,Bio physics,ಜೀವಭೌತ ವಿಜ್ಞಾನ,,,,,,,,,YES
,Bioplasm,ಜೈವಿಕ ಮೂಲದ್ರವ್ಯ,,,,,,,,,YES
,Biped,ದ್ವಿಪದಿ,,,,,,,,,YES
,Bipolar,ದ್ವಿಧ್ರುವಿ,,,,,,,,,YES
,Bisexual,"ದ್ವಿಲಿಂಗಿ, ಉಭಯಲಿಂಗಿ",,,,,,,,,YES
,Bivalve,"ಚಿಪ್ಪುಪ್ರಾಣಿ , ಮಧ್ಯ ಕೀಲಿರುವ ಎರಡು ಚಿಪ್ಪುಗಳುಳ್ಳ ಪ್ರಾಣಿ",,,,,,,,,YES
,Bivariant,ದ್ವಿವ್ಯತ್ಯಸನೀಯ,,,,,,,,,YES
,Bivariant table,ದ್ವಿಚಲಕ ಕೋಷ್ಟಕ,,,,,,,,,YES
,Black banded barb,ಕಪ್ಪು ಪಟ್ಟಿ ಬಾರ್ಬ್ ಮೀನು,,,,,,,,,YES
