ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Consistency,"ಸುಸಂಗತ, ಸಮಂಜಸ, ದೃಢತೆ",,,,,,,,,YES
,Decision,ತೀರ್ಮಾನ,,,,,,,,,YES
,Deliberation,ಚರ್ಚೆ,,,,,,,,,YES
,Director,ನಿರ್ದೇಶಕ,,,,,,,,,YES
,Embarking,"ಹಡಗನ್ನು ಹತ್ತು, ಪ್ರಾರಂಭಿಸು, ಹೂಡು, ಹತ್ತುವುದು",,,,,,,,,YES
,Envisage,"ಭಾವಿಸು, ಯೋಜಿಸು ಒಳಗೊಂಡಿರುವ, ರೂಪಿಸು, ಆಲೋಚಿಸು",,,,,,,,,YES
,Encumbrance,"ಪೂರ್ವಾಧಿ, ಋಣಭಾರ",,,,,,,,,YES
,Holistic Approcach,"ಸಮಗ್ರ ಪ್ರಯತ್ನ, ಸಮಗ್ರತಾ ದೃಷ್ಟಿ",,,,,,,,,YES
,Invitee,ಆಹ್ವಾನಿತ,,,,,,,,,YES
,Interse,"ಪರಸ್ಪರ, ತಮ್ಮ ತಮ್ಮೊಳಗೆ",,,,,,,,,YES
,Leave of absence,"ಗೈರುಹಾಜರಿಗೆ ಅನುಮತಿ, ಅನುಮತಿ ಪಡೆದ ರಜೆ",,,,,,,,,YES
,Modify-Modified,ಮಾರ್ಪಡಿಸು - ಮಾರ್ಪಡಿಸಿದ,,,,,,,,,YES
,Non-Official Director,ಅಧಿಕಾರೇತರ ನಿರ್ದೇಶಕ,,,,,,,,,YES
,Noted,ಗಮನಿಸಲಾಗಿದೆ,,,,,,,,,YES
,Notional,"ಕಾಲ್ಪನಿಕ, ಅಭಿಪ್ರಾಯ",,,,,,,,,YES
,Official Director,ಅಧಿಕೃತ ನಿರ್ದೇಶಕ,,,,,,,,,YES
,Out Sourcing,"ಹೊರಗುತ್ತಿಗೆ, ಗುತ್ತಿಗೆ ನೀಡಿ ಪ್ರಯೋಜನ ಪಡೆಯುವುದು",,,,,,,,,YES
,Perspective,"ಯಥಾ ದೃಷ್ಟಿಯ, ಯಥಾದೃಷ್ಟ ರೂಪಣ",,,,,,,,,YES
,Preamble,"ಅವತರಣಿಕೆ, ಪೀಠಿಕೆ, ಪ್ರಸ್ತಾವನೆ",,,,,,,,,YES
,Proceedings,ವ್ಯವಹರಣಿಗಳು-ನಡೆವಳಿಗಳು,,,,,,,,,YES
,Proposal,"ಪ್ರಸ್ತಾವನೆ, ಪ್ರಸ್ತಾಪ, ಉದ್ದೇಶಿತ ಕ್ರಮ, ಸೂಚನೆ",,,,,,,,,YES
,Quorum,ಸಭೆಗೆ ಅವಶ್ಶಕವಾದ ಸದಸ್ಯರ ಸಂಖ್ಯೆ,,,,,,,,,YES
,Ratify-Ratification,"ಅನುಸಮರ್ಥಿಸು, ಅನುಸಮರ್ಥನೆ ಸ್ಥೀರಿಕರಿಸು",,,,,,,,,YES
,Read & Record,ಓದಲಾಗಿದೆ ಮತ್ತು ದಾಖಲಿಸಲಾಗಿದೆ,,,,,,,,,YES
,Record-Recorded,"ದಾಖಲೆ, ನಮೂದು ಮಾಡು - ದಾಖಲೆ ಮಾಡಲಾಗಿದೆ, ನಮೂದಿಸಲಾಗಿದೆ",,,,,,,,,YES
,Resolve-Resolved,ನಿರ್ಣಯ- ನಿರ್ಣಯಿಸಲಾಗಿದೆ,,,,,,,,,YES
,Responding,"ಜವಾಬು ಕೊಡು, ಪ್ರತಿಕ್ರಿಯಿಸು, ಪ್ರತಿಕ್ರಿಯೆಕೊಡು",,,,,,,,,YES
,Sitting Fees,"ಉಪವೇಶನ ಫೀಜು, ಉಪವೇಶನ ಸಂಭಾವನೆ",,,,,,,,,YES
,Stepping up of pay,"ವೇತನವನ್ನು ಮೇಲಕ್ಕೇರಿಸು, ವೇತನ ಹೆಚ್ಚಿಸುವಿಕೆ",,,,,,,,,YES
,Streamline,"ಏಕರೂಪಗೊಳಿಸು, ಸರಿಪಡಿಸು, ಪರಿಷ್ಕರಿಸು, ಸಮಗ್ರ ಬದಲಾವಣೆ",,,,,,,,,YES
,Vote of Thanks,"ವಂದನಾರ್ಪಣೆ, ಧನ್ಯವಾದಗಳನ್ನು ಅರ್ಪಿಸುವುದು, ಅಭಾರ ಮನ್ನಣೆ",,,,,,,,,YES
