ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Acquifer,ಜಲಚರ,,,,,,,,,
,Acquisition,"ಆರ್ಜನೆ, ಆರ್ಜಿತಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Acrate,ಗಾಳಿಯಾಡು,,,,,,,,,
,Acre,ಎಕರೆ,,,,,,,,,
,Acreage,ಕ್ಷೇತ್ರಫಲ,,,,,,,,,
,Acrocentric chromosome,ಊರ್ಧ್ವಕೇಂದ್ರ ವರ್ಣತಂತು,,,,,,,,,
,Acropetal,"ಅಗ್ರಾಭಿಸಾರಿ, ಊರ್ಧ್ವವರ್ಧಿ",,,,,,,,,
,Acrosome,ಅಗ್ರಪಿಂಡಕ,,,,,,,,,
,Active root zone,ಕ್ರಿಯಾಶೀಲ ಬೇರು ವಲಯ,,,,,,,,,
,Acute,"ಉಗ್ರ, ತೀವ್ರ",,,,,,,,,
,Adaptability,ಹೊಂದಾಣಿಕೆ ಗುಣ,,,,,,,,,
,Adaptation,"ಹೊಂದಾಣಿಕೆ, ಅನುಸರಣೆ",,,,,,,,,
,Adhesion,"ಅಂಟಿಕೊಳ್ಳುವಿಕೆ, ಅನುಸಕ್ತಿ",,,,,,,,,
,Adipose,"ಕೊಬ್ಬು, ಮೇದಸ್ಸು",,,,,,,,,
,Adjusment equation,ಹೊಂದಿಸುವಿಕೆ ಸಮೀಕರಣ,,,,,,,,,
,Adobe soil,ಹಸಿ ಇಟ್ಟಿಗೆ (ಬಿಸಿಲಿನಲ್ಲಿ ಒಣಗಿಸಿದ) ಹೆಂಟೆ,,,,,,,,,
,Adulterant,"ಅಪಮಿಶ್ರಕ, ಅಶುದ್ಧ ಮಿಶ್ರಕ, ಕಲಬೆರಕೆ ವಸ್ತು",,,,,,,,,
,Adventitious,ಅಪಸ್ಥಾನಿಕ,,,,,,,,,
,Aecidiospore,ಅಸಿಡಿಯೊ ಬೀಜಾಣು,,,,,,,,,
,Aeolian,ಗಾಳಿ ಮಣ್ಣು,,,,,,,,,
,Aeolian process,ಗಾಳಿಮಣ್ಣು ಶೇಖರಣಾ ಪ್ರಕ್ರಿಯ,,,,,,,,,
,Aerial,ಆಕಾಶೀಯ,,,,,,,,,
,Aerometer,ವಾಯುಮಾಪಕ,,,,,,,,,
,Aerosol,"ಆವಿಕೀಟನಾಶಕ, ಸಿಂಚನ ದ್ರವ",,,,,,,,,
,Aestivation,ಪುಷ್ಪದಳ ಜೋಡಣೆ,,,,,,,,,
,Aetiology (etiology),"ರೋಗಕಾರಣ ವಿಜ್ಞಾನ, ವ್ಯಾಧಿಕರಣ ವಿಜ್ಞಾನ",,,,,,,,,
,Afforestation,"ಕಾಡು ಬೆಳೆಸುವಿಕೆ, ಕಾಡು ನಿರ್ಮಾಣ",,,,,,,,,
,Agitation,"ಪ್ರಕ್ಷೋಭನೆ, ಕಲಕುವಿಕೆ",,,,,,,,,
,Agrarian,"ಭೂಮಿ ವ್ಯವಸಾಯ ಸಂಬಂಧಿ, ಕೃಷಿ ಸಂಬಂಧಿ",,,,,,,,,
,Agricultural clinic,ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ,,,,,,,,,
,Agricultural economist,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Agricultural engineer,ಕೃಷಿ ಇಂಜಿನಿಯರ್,,,,,,,,,
,Agricultural extensionist,ಕೃಷಿ ವಿಸ್ತರಣಾ ತಜ್ಞ,,,,,,,,,
,Agricultural labour,"ಕೃಷಿ ಶ್ರಮ, ಕೃಷಿ ಕಾರ್ಮಿಕ",,,,,,,,,
,Agricultural marketing,ಕೃಷಿ ಮಾರಾಟ,,,,,,,,,
,Agricultural scientist,ಕೃಷಿ ವಿಜ್ಞಾನಿ,,,,,,,,,
,Agricultural technology,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,,,,,,,,,
,Agriculture,"ಕೃಷಿ, ಬೇಸಾಯ",,,,,,,,,
,Agrisilviculture,ಕೃಷಿ ಅರಣ್ಯಗಾರಿಕೆ,,,,,,,,,
,Agro Climatic diversity,ಕೃಷಿ ಹವಾಗುಣ ವೈವಿಧ್ಯತೆ,,,,,,,,,
,Agro Processing,ಕೃಷಿ ಸಂಸ್ಕರಣೆ,,,,,,,,,
,Agrobiodiversity,ಕೃಷಿ ಜೈವಿಕ ವೈವಿಧ್ಯತೆ,,,,,,,,,
,Agrobiological defects,ಕೃಷಿ ಜೈವಿಕ ಲೋಪದೋಷಗಳು,,,,,,,,,
,Agrobiologist,ಕೃಷಿ ಜೀವ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Agrobiology,ಕೃಷಿ ಜೈವಿಕ ವಿಜ್ಞಾನ,,,,,,,,,
,Agroclimatic zoning,ಕೃಷಿ ಹವಾಗುಣ ವಲಯ ನಿರ್ಮಾಣ,,,,,,,,,
,Agroforestry,ಕೃಷಿ ಅರಣ್ಯಶಾಸ್ತ್ರ,,,,,,,,,
,Agrology,ಕೃಷಿ ಮಣ್ಣು ವಿಜ್ಞಾನ,,,,,,,,,
,Agronomist,ಬೇಸಾಯ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Agronomy,ಬೇಸಾಯ ಶಾಸ್ತ್ರ,,,,,,,,,
,Agropastoral,ಕೃಷಿ ಹುಲ್ಲುಗಾವಲಿನ,,,,,,,,,
,Agrophysicist,ಕೃಷಿ ಶರೀರಕ್ರಿಯಾ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Agrostoloty,ಮೇವು ಹುಲ್ಲಿನ ವಿಜ್ಞಾನ,,,,,,,,,
,Agrotype,ಕೃಷಿ ಸಸ್ಯ ಮಾದರಿ,,,,,,,,,
,Air plant,ಆಕಾಶೀಯ ಸಸ್ಯ,,,,,,,,,
,Akiochi soil,ಪ್ರವಾಹಿತ ಮಣ್ಣು,,,,,,,,,
,Albinism,ವರ್ಣಹೀನತೆ,,,,,,,,,
,Alfisols,"ಆಲ್ಫಿಸಾಲ್ ಮಣ್ಣು, ಬೂದುಗಂದು ಮೇಲ್ಮೈವಲಯ ಮಣ್ಣು",,,,,,,,,
,Algae,"ಶೈವಲ, ಪಾಚಿ",,,,,,,,,
,Algal disease,ಶೈವಲ / ಪಾಚಿ ರೋಗ,,,,,,,,,
,Alkali water,"ಕ್ಷಾರ ಜಲ, ಕ್ಷಾರ ನೀರು",,,,,,,,,
,Alkaline,ಕ್ಷಾರೀಯ,,,,,,,,,
,Allele,"ಯುಗ್ಮವಿಕಲ್ಪಿ, ಒಡರೂಪಿ",,,,,,,,,
,Allelochemicals,"ಒಡರೂಪಿ, ರಸಾಯನಿಕಗಳು",,,,,,,,,
,Allelomorph,"ಒಡರೂಪಿ, ಯುಗ್ಮ ವಿಕಲ್ಪಿತ",,,,,,,,,
,Allelopathy,ಒಂದು ಗಿಡ ಮತ್ತೊಂದು ಗಿಡಕ್ಕೆ ಮಾಡುವ ರಾಸಾಯನಿಕ ಹಾನಿ,,,,,,,,,
,Alley cropping,ಅನ್ಯೋನ್ಯ ಬೆಳೆ ಬೇಸಾಯ,,,,,,,,,
,Allocarpy,ಪರಪರಾಗಿತ ಫಲ,,,,,,,,,
,Allogamy,ಪರಪರಾಗಣ,,,,,,,,,
,Allometry,ಸಾಪೇಕ್ಷ ಮಿತಿ,,,,,,,,,
,Allopolyploid,ಅನ್ಯಬಹುಗುಣಿತ,,,,,,,,,
,Allosynapsis (allosyndesis),ಅನ್ಯಯುಗ್ಮನ,,,,,,,,,
,Almond,ಬಾದಾಮಿ,,,,,,,,,
,Aloe,ಲೋಳೆರಸ,,,,,,,,,
,Alternate bearing,ವರ್ಷ ಬಿಟ್ಟು ವರ್ಷ ಹಣ್ಣು ಬಿಡುವಿಕೆ,,,,,,,,,
,Alternate land use,ಪರ್ಯಾಯ ವರ್ಷ ಭೂಮಿ ಬಳಕೆ,,,,,,,,,
,Amaranthus,"ಅಮರಾಂತಸ್ ಸೊಪ್ಪು ತರಕಾರಿ, ಕಿರಗಸಾಲೆ",,,,,,,,,
,Ambient,"ಆವೃತ, ಸುತ್ತುವರಿದ, ಪರಿವೇಷ್ಟಿತ",,,,,,,,,
,Ameliorant,ಮಣ್ಣು - ಸಸ್ಯ ಸುಧಾರಕ,,,,,,,,,
,Amitosis,ಅಸಮಸೂತ್ರ ವಿಭಜನೆ,,,,,,,,,
,"Amla, Indian gooseberry",ಬೆಟ್ಟದ ನೆಲ್ಲಿ,,,,,,,,,
,Ammi,ಸೋಂಪು,,,,,,,,,
,Ammonification,ಅಮೋನೀಕರಣ,,,,,,,,,
,Ammonifier,ಅಮೋನಿಕಾರಕ,,,,,,,,,
,Amorph,"ಅರೊಪಿ, ರೂಪರಹಿತ",,,,,,,,,
,Amphimixis,ಉಭಯ ಬೀಜ ಸಂಯೋಗ,,,,,,,,,
,Amphoteric,ಉಭಯ ವಿಧ,,,,,,,,,
,Anabolism,ಚಯನ ಕ್ರಿಯೆ,,,,,,,,,
,Anaerobe,ಆಮ್ಲಜನಕ ನಿರಪೇಕ್ಷಿ ಜೀವಿ,,,,,,,,,
,Aneuploid,ಅಸಮಗುಣಿತ,,,,,,,,,
,Angle planting,ಕೋನೀಯ ಬಿತ್ತನೆ,,,,,,,,,
,Animal breeder,ಪ್ರಾಣಿ ತಳಿಗಾರ / ತಳಿ ಸಂವರ್ಧಕ,,,,,,,,,
,Animal husbandry,"ಪಶುಸಂಗೋಪನೆ, ಪಶುಪಾಲನೆ",,,,,,,,,
,Animal refuse,ಪ್ರಾಣಿಗಳು ತಿನ್ನದೆ ಬಿಟ್ಟ,,,,,,,,,
,Animate energy,ಸಜೀವಿ ಚೈತನ್ಯ,,,,,,,,,
,Anisoploid,ಅಸಮಗುಣಿತ,,,,,,,,,
,Anjan grass,ಅಂಜನ್ ಹುಲ್ಲು,,,,,,,,,
,Annual,ವಾರ್ಷಿಕ,,,,,,,,,
,Annual plant,ಏಕವಾರ್ಷಿಕ ಸಸ್ಯ,,,,,,,,,
,Annulus,ವಲಯಕಾರಕ,,,,,,,,,
,Anthesis,ಪರಾಗ ಅರಳುವಿಕೆ,,,,,,,,,
,Anthrax,"ನೆರಡಿ ರೋಗ, ನೆರಡಿ ಬೇನೆ",,,,,,,,,
,Anthropogenic factor,ಮಾನವಜನ್ಯ ರೋಗಕಾರಕ,,,,,,,,,
,Anthurium,ಆಂಥೊರಿಯಂ ಅಲಂಕಾರಿಕ ಗಿಡ,,,,,,,,,
,Antibiosis,ಪ್ರತಿಜೈವಿಕತೆ,,,,,,,,,
,Antibiotic,ಪ್ರತಿ ಜೈವಿಕ,,,,,,,,,
,Antidote,ವಿರುದ್ಧ ಪರಿಣಾಮಕಾರಕ,,,,,,,,,
,Antioxidant,ಪ್ರತಿ ಉತ್ಕರ್ಷಕ,,,,,,,,,
,Antitoxin,ಪ್ರತಿ ವಿಷವಸ್ತು,,,,,,,,,
,Ants,ಇರುವೆ,,,,,,,,,
,Aphid,"ಹಸುರು ಹೇನು, ಸಸ್ಯ ಹೇನು, ಏಫಿಡ್",,,,,,,,,
,Aphids,ಸಸ್ಯಹೇನು,,,,,,,,,
,Apical bud,ಶೀರ್ಷ ಮೊಗ್ಗು,,,,,,,,,
,Apical dominance,ಶೀರ್ಷ ಪ್ರಧಾನ್ಯತೆ,,,,,,,,,
,Apiculture (bee keeping),ಜೇನು ಹುಳು ಸಾಕಣೆ,,,,,,,,,
,Apomixis,"ಅಸಂಗಜನನ, ನಿರ್ಲಿಂಗಜನನ",,,,,,,,,
,Apopetalous,ಬಿಡಿದಳಯುಕ್ತ,,,,,,,,,
,Appendage,ಉಪಾಂಗ,,,,,,,,,
,Appendage,ಅನುಬಂಧ,,,,,,,,,
,Appetizer,ಹಸಿವುಕಾರಕ,,,,,,,,,
,Apple,ಸೇಬು,,,,,,,,,
,Applied,ಅನ್ವಯಿಕ,,,,,,,,,
,Apricot,"ಸಕ್ಕರೆ ಬಾದಾಮಿ, ಏಪ್ರಿಕಾಟ್ ಹಣ್ಣು",,,,,,,,,
,Aquatic weed,ಜಲೀಯ ಕಳೆ,,,,,,,,,
,Arbian jasmine,ಗುಂಡು ಮಲ್ಲಿಗೆ,,,,,,,,,
,Arboreal,"ವೃಕ್ಷೀಯ, ವೃಕ್ಷವಾಗಿ",,,,,,,,,
,Arborization,ವೃಕ್ಷದಂತೆ ಕಾಣುವ ದೃಶ್ಯ,,,,,,,,,
,Archaeo - botanical records,ಪ್ರಾಚೀನ ಸಸ್ಯ ಶಾಸ್ತ್ರೀಯ ದಾಖಲೆಗಳು,,,,,,,,,
,Area,"ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರಫಲ",,,,,,,,,
,Area statistics,ಕ್ಷೇತ್ರ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ,,,,,,,,,
,Areca nut,ಅಡಿಕೆ ಕಾಯಿ,,,,,,,,,
,Arid ecosystem,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Aril,"ಬೀಜ ಚೋಲ, ಬೀಜಗಳ ಮೇಲಿನ ರಸಭರಿತ ತಿರುಳು, ಬೀಜ ಪುಚ್ಛ",,,,,,,,,
,Arjun,"ತ್ವರೆಮತ್ತಿ, ಬಿಳಿಮತ್ತಿ ಮರ",,,,,,,,,
,Army worm,ಸೇನೆ ಹುಳು,,,,,,,,,
,Aroma,"ಸುಗಂಧ, ಸುವಾಸನೆ",,,,,,,,,
,Aromatic plant,ಸುಗಂಧಯುಕ್ತ ಸಸ್ಯ,,,,,,,,,
,Aromatic rice,ಸುಗಂಧಯುಕ್ತ ಭತ್ತ,,,,,,,,,
,Arrowing,ಬಾಣ ಪರಾಗಣ,,,,,,,,,
,Asafoetida,ಹಿಂಗು,,,,,,,,,
,Asepsis,"ಪೂತಿರಹಿತತೆ, ನಂಜುರಹಿತತೆ",,,,,,,,,
,Aseptic,"ಪೂತಿರಹಿತ, ನಂಜುರಹಿತ",,,,,,,,,
,Asexual propagation,ಅಲೈಂಗಿಕ ಪ್ರವರ್ಧನೆ,,,,,,,,,
,Ash gourd,ಬೂದುಗುಂಬಳ,,,,,,,,,
,Ashoka tree,ಅಶೋಕ ವೃಕ್ಷ,,,,,,,,,
,Asparagus,ಶತಮೂಲಿ,,,,,,,,,
,Assay,"ಗುಣಪರೀಕ್ಷೆ, ಶುದ್ಧತೆ ಪರೀಕ್ಷೆ",,,,,,,,,
,Assets,"ಆಸ್ತಿ ಪಾಸ್ತಿಗಳು, ಸಂಪತ್ತಿ",,,,,,,,,
,Assimilation,ದೇಹಗತವಾಗುವಿಕೆ,,,,,,,,,
,Association,1. ಸಹಚರ್ಯ 2. ಸಂಘ,,,,,,,,,
,Astringent,"ಒಗರು ರುಚಿಯ ಕಷಾಯ, ಮಲಗಟ್ಟಿಕ",,,,,,,,,
,Asynapsis,ಅಸೂತ್ರ ಯುಗ್ಮನ,,,,,,,,,
,Atavism,ಪೂರ್ವಜಗುಣ ಪುನರುತ್ಪಾದನೆ,,,,,,,,,
,Atomizer,ತುಂತುರು ಸಾಧನ,,,,,,,,,
,Atrophy,"ಕ್ಷೀಣತೆ, ಸವೆತ, ಬತ್ತುವಿಕೆ",,,,,,,,,
,Autogamy,ಸ್ವಯುಗ್ಮನ,,,,,,,,,
,Autolysis,ಸ್ವಲಯನ,,,,,,,,,
,Autooxidation,"ಸ್ವಯಂ ಉಪಚಯನ, ಸ್ವಯಂ ಉತ್ಕರ್ಷಣೆ",,,,,,,,,
,Autopolyploid,ಸ್ವಬಹುಗುಣಿತ,,,,,,,,,
,Auxin,"ಆಕ್ಸಿನ್ ಚೋದಕ, ಸಸ್ಯಾಭಿವರ್ಧನ ಚೋದಕ",,,,,,,,,
,Avocado,"ಅವೋಕಾಡೊ, ಬೆಣ್ಣೆಹಣ್ಣು, ಬಟರ್ ಫ್ರೂಟ್",,,,,,,,,
,Awn (bristle),"ಸುಂಕು, ಊಬು (ಬಿರುಸಾದ)",,,,,,,,,
,Babul acacia,"ಕರಿ ಬೇಲ, ಕರಿಜಾಲಿ",,,,,,,,,
,Baby corn,ಎಳೆ ಜೋಳ,,,,,,,,,
,Baccilovirus,"ದಂಡಾಕಾರದ ವಿಷಾಣು, ಬ್ಯಾಸಿಲ್ಲೋ ವಿಷಾಣು / ವೈರಸ್",,,,,,,,,
,Bacillus,"ದಂಡಾಣು, ಬ್ಯಾಸಿಲ್ಲಸ್",,,,,,,,,
,Bacteria,"ಬ್ಯಾಕ್ಟೀರಿಯ, ಬೀಜಾಣು",,,,,,,,,
,Bacteriologist,ಬ್ಯಾಕ್ಟೀರಿಯಾ ತಜ್ಞ,,,,,,,,,
,Bacteriotoxin,ಜೀವಾಣು ವಿಷಕಾರಕ,,,,,,,,,
,Bael,ಬಿಲ್ವಪತ್ರೆ ಮರ,,,,,,,,,
,Bagasse,ರಸತೆಗೆದ ಕಬ್ಬಿನ ಸಿಪ್ಪೆ,,,,,,,,,
,Baill,ಮುಟ್ಟಿದರೆ ಮುನಿ ಸಸ್ಯ,,,,,,,,,
,Balance sheet,ಆಯವ್ಯಯ ಪಟ್ಟಿ,,,,,,,,,
,Balanced fertilization,ಸಮತೋಲನ ರಸಗೊಬ್ಬರ ನೀಡಿಕೆ,,,,,,,,,
,Balsam,ಗುಲ್ ಮೆಹಂದಿ,,,,,,,,,
,Bamboo,"ಬೊಂಬು, ಬಿದಿರು",,,,,,,,,
,Banana,ಬಾಳೆ,,,,,,,,,
,Bandicoot,ಹೆಗ್ಗಣ,,,,,,,,,
,Banyan tree,"ಆಲ, ವಟವೃಕ್ಷ, ಗಿಲಕೆಮರ",,,,,,,,,
,Bar diagram,ದಂಡ ರೇಖಾಚಿತ್ರ,,,,,,,,,
,Bark,ತೊಗಟೆ,,,,,,,,,
,Barley,"ಜವೆ, ಯವೆ, ಬಾರ್ಲೀ",,,,,,,,,
,Barnyard millet,"ಊದಲು, ಹಟ್ಟಿ ಕಿರುಧಾನ್ಯ",,,,,,,,,
,Barometer,"ವಾಯುಭಾರ ಮಾಪಕ, ಬಾರೊಮೀಟರ್",,,,,,,,,
,Barren,"ಬರಡು, ಬಂಜರು",,,,,,,,,
,Base,"ಆಧಾರ, ಬುಡ",,,,,,,,,
,Basil,ತುಳಸಿ,,,,,,,,,
,Basin,ಬೋಗುಣಿ,,,,,,,,,
,Basin,ಸಸಿಮಡಿ,,,,,,,,,
,Basipetal,ಅಧೋವರ್ಧಿ,,,,,,,,,
,Basistemum,ಮೂಲಾಧಾರಕ,,,,,,,,,
,Bastard cedar,"ಭದ್ರಾಕ್ಷಿಮರ, ಜೈನಮರ",,,,,,,,,
,Bastard myrobalan,ಅಳಲೇಕಾಯಿ ಮರ,,,,,,,,,
,Bauhinia,"ಬಿಳಿ ಕಂಚುವಾಳ, ಬಿಳಿ ಮಂದಾರ",,,,,,,,,
,Bay berry,"ರಸಭರಿತ ಫಲ, ಬೇ ಬೆರ್ರಿಹಣ್ಣು",,,,,,,,,
,Bay monsoon,ಖಾರಿ ಮುಂಗಾರು ಮಳೆ,,,,,,,,,
,Bean,"ಚಪ್ಪರದವರೆ, ಅವರೆ, ಹುರುಳಿ ಬೀಜ",,,,,,,,,
,Bear,ಕರಡಿ,,,,,,,,,
,Bearing plant,ಹಣ್ಣು ಬಿಡುವ ಸಸ್ಯ,,,,,,,,,
,Bed,ಆಧಾರ ಹಲಗೆ,,,,,,,,,
,Bed,"ಮಡಿ, ಬೀಜಮಡಿ",,,,,,,,,
,Bedder,ಬೀಜಮಡಿ ಸಸಿ,,,,,,,,,
,Bedding,ಆಧಾರ ಹಲಗೆ ಸಿದ್ಧತೆ,,,,,,,,,
,Beet,ಬೀಟ್ ರೂಟ್,,,,,,,,,
,Beetle,"ಚಿಪ್ಪು ಕೀಟ, ಜೀರುಂಡೆ, ದುಂಬಿ",,,,,,,,,
,Belladonna,"ಬೆಲಡಾನ, ಒಂದು ವಿಷ ಸಸ್ಯ",,,,,,,,,
,Bellows,ತಿದಿ,,,,,,,,,
,Belt,"ಪಟ್ಟಿ, ವಲಯಪ್ರದೇಶ",,,,,,,,,
,Benefit - cost analysis,ಲಾಭ - ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Ber,"ಜುಜುಬೆ, ಬೋರೆ, ಎಲಚಿ",,,,,,,,,
,Berseem,ಒಂದು ಬಗೆಯ ಬೇರುಗಂಟು ದ್ವಿದಳ ಮೇವು,,,,,,,,,
,Best molasses,ಬೀಟ್ ಗೆಡ್ಡೆಯ ಸಕ್ಕರೆ,,,,,,,,,
,Betel,"ವೀಳೆಯದೆಲೆ, ವೀಳ್ಯೆದೆಲೆ",,,,,,,,,
,Biased (sampling),ಓರೆಯಾದ,,,,,,,,,
,Biennial,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯ,,,,,,,,,
,Bilimbi,ಬಿಲಿಂಬಿ ಹಣ್ಣು,,,,,,,,,
,Binomial,ದ್ವಿನಾಮ,,,,,,,,,
,Bio - reactor,ಜೈವಿಕ ಪ್ರತಿಕ್ರಿಯಾಶಾಸ್ತ್ರ,,,,,,,,,
,Bioagent,ಜೈವಿಕ ಕಾರಕ,,,,,,,,,
,Biochemist,ಜೀವ ರಸಾಯನ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Bioclimate,ಜೈವಿಕ ಹವಾಗುಣ,,,,,,,,,
,Bioenergy,ಜೈವಿಕ ಶಕ್ತಿ,,,,,,,,,
,Biologist,ಜೀವ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Bionomics,ಜೀವ ಪರಿಸ್ಥಿತಿ ಶಾಸ್ತ್ರ,,,,,,,,,
,Biosphere,ಜೈವಿಕ ಮಂಡಲ,,,,,,,,,
,Biotechnologist,ಜೈವಿಕ ತಂತ್ರಜ್ಞ,,,,,,,,,
,Biotic,ಜೀವಿಯ,,,,,,,,,
,Biotype,ಜೀವ ಮಾದರಿ ಬಗೆ,,,,,,,,,
,Bisexual,ದ್ವಿಲಿಂಗಿ,,,,,,,,,
,Bitter gourd (Balsam pear),ಹಾಗಲಕಾಯಿ,,,,,,,,,
,Black gram,"ಉದ್ದು, ಉದ್ದಿನಕಾಳು / ಬೇಳೆ",,,,,,,,,
,Black nightshade,"ಕರಿಕಾಚಿಗಿಡ, ಗಣಿಕೆಗಿಡ",,,,,,,,,
,Blanching,ಹರಿತ್ ಹೀನತೆಯಿಂದ ಬಿಳಿಚಿಕೆ,,,,,,,,,
,Blast,ಬೆಂಕಿರೋಗ,,,,,,,,,
,Blend,ಸಂಮಿಶ್ರಣ,,,,,,,,,
,Blight,ಅಂಗಮಾರಿ ರೋಗ,,,,,,,,,
,Blister,ಬೊಬ್ಬೆ,,,,,,,,,
,Blister beetle,"ಹುಚ್ಚು ಮಲ್ಲಿಗೆ ಹುಳು, ಬೊಬ್ಬೆದುಂಬಿ",,,,,,,,,
,Blue revolution,ನೀಲಿ ಕ್ರಾಂತಿ,,,,,,,,,
,Boll worm,ಕಾಯಿಕೊರಕ,,,,,,,,,
,Botanist,ಸಸ್ಯ ಶಾಸ್ತ್ರಜ್ಞ,,,,,,,,,
,Bottle brush,ಬಾಟಲ್ ಬ್ರಷ್ ಗಿಡ,,,,,,,,,
,Bottle gourd,"ಸೋರೆ, ಸೋರೆಕಾಯಿ, ಹಾಲುಗುಂಬಳ",,,,,,,,,
,Bottom heat chamber,ತಳ ಶಾಖ ಕೋಣೆ,,,,,,,,,
,Bottom heat technique,ತಳ ಶಾಖಗೊಳಿಸುವಿಕೆ ತಂತ್ರ,,,,,,,,,
