ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,A conglomeration of ideas,ಭಾವನೆಗಳ ಕಲಸುಮೇಲೋಗರ,,,,,,,,,
,A cry in the wilderness,ಅರಣ್ಯರೋದನ,,,,,,,,,
,A cut above,ಮೇಲಿನ ವರ್ಗದ ಯಾ ದರ್ಜೆಯ,,,,,,,,,
,A dog's life,ನಾಯಿಪಾಡು,,,,,,,,,
,A family trait,ವಂಶಲಕ್ಷಣ,,,,,,,,,
,A fortiori (L) with stronger reasons;,"ಬಲವತ್ತರವಾದ ಕಾರಣದಿಂದ, ಹೆಚ್ಚು ತೀರ್ಮಾನಕಾರಕವಾಗಿ",,,,,,,,,
,A furtive glance,ಕಳ್ಳತನದ ಕುಡಿನೋಟ,,,,,,,,,
,A good eye for,"ಸೂಕ್ಷ್ಮದೃಷ್ಟಿ, ಪರಿಣತ ದೃಷ್ಟಿ",,,,,,,,,
,A good samaritan,"ಮಹಾದಯಾಳು, ಪರಮೋಪಕಾರಿ",,,,,,,,,
,A good turn,"ನೆರವು, ಸಹಾಯ, ಉಪಕಾರ",,,,,,,,,
,A hand,ಕೊಂಚ ಸಹಾಯ,,,,,,,,,
,A heavy toll of life,ಭಾರಿ ಪ್ರಮಾಣದ ಪ್ರಾಣಹಾನಿ,,,,,,,,,
,A killing task,ಅತಿ ಪ್ರಯಾಸದ ಕೆಲಸ,,,,,,,,,
,A lump in the throat,"(ಭಾವಾವೇಶದಿಂದ) ಕೊರಳ ಬಿಗಿತ, ಗಂಟಲು ಬಿಗಿಯುವಿಕೆ",,,,,,,,,
,A made man,"ಭಾಗ್ಯಶಾಲಿ, ಅದೃಷ್ಟಶಾಲಿ",,,,,,,,,
,A man of substance,"1. ಧನಿಕ, ಸಿರಿವಂತ, ಐಶ್ವರ್ಯವಂತ, ಗಟ್ಟಿಕುಳ 2. ತೂಕವುಳ್ಳ ವ್ಯಕ್ತಿ 3. ವಿದ್ವಾಂಸ, ಪರಿಣತ",,,,,,,,,
,A marked difference,ಸ್ಪಷ್ಟವಾದ ವ್ಯತ್ಯಾಸ,,,,,,,,,
,A marked man,1. ಅಪಾಯಕ್ಕೆ ಯಾ ದ್ವೇಷಕ್ಕೆ ಒಳಗಾದ ವ್ಯಕ್ತಿ 2. ಭಾಗ್ಯಶಾಲಿ,,,,,,,,,
,A millstone round one's neck,ಕಷ್ಟಕ್ಕೆ ಯಾ ಚಿಂತೆಗೀಡು ಮಾಡುವ ವ್ಯಕ್ತಿ ಯಾ ವಸ್ತು,,,,,,,,,
,A mug's game,ಅರ್ಥಹೀನ ಯಾ ಅವಿವೇಕದ ಕೆಲಸ,,,,,,,,,
,A music festival,ಸಂಗೀತೋತ್ಸವ,,,,,,,,,
,A pair of compasses,"ಕೈವಾರ, ವೃತ್ತರೇಖಿ, ರೇಖೆ ರಚಿಸುವ ಎರಡು ಚೂಪುಗಾಲಿನ ಸಲಕರಣೆ",,,,,,,,,
,A pall of darkness,"ಕತ್ತಲೆಯ ಹೊದಿಕೆ, ತಮಂಧ",,,,,,,,,
,A pall of smoke,ಹೊಗೆಯ ಮುಸುಕು,,,,,,,,,
,A panoply of smoke,ಹೊಗೆಯ ಕವಚ,,,,,,,,,
,A pat on the back,ಉತ್ತೇಜನ,,,,,,,,,
,A peg to hang,"(ಚರ್ಚೆಗೆ ಉಚಿತವಾದ) ಸಂದರ್ಭ, ನೆಪ",,,,,,,,,
,A piece of one's mind,"ಒಬ್ಬನನ್ನು ಕುರಿತ ಛೀಮಾರಿ, ತೀವ್ರ ಖಂಡನೆ",,,,,,,,,
,A plum job,ಒಳ್ಳೆಯ ಸಂಬಳದ ಹುದ್ದೆ,,,,,,,,,
,A posteriori (L) inductively;,"ಪರಿಣಾಮದಿಂದ ಕಾರಣಕ್ಕೆ, ಅನುಭವಾತ್ಮಕವಾಗಿ, ಕಾರ್ಯದಿಂದ ಕಾರಣವನ್ನು ತರ್ಕಿಸುವಂತೆ",,,,,,,,,
,A pretty penny,ಸಾಕಷ್ಟು ಹಣ,,,,,,,,,
,"A priori (L) from behind, from cause to effec","ಹಿಂದಿನಿಂದ, ಕಾರಣದಿಂದ ಕಾರ್ಯ, ಕಾರಣಪೂರ್ವಕ (ತರ್ಕ)",,,,,,,,,
,A propos (F) to the point or purpose;,"ಸಂದರ್ಭಕ್ಕೆ ಸರಿಯಾಗಿ, ಸಕಾರಣವಾಗಿ",,,,,,,,,
,A race against time,ಕಾಲದೊಂದಿಗೆ ಪೈಪೋಟಿ,,,,,,,,,
,A rap on,"ಛೀಮಾರಿ, ತೀವ್ರನಿಂದೆ",,,,,,,,,
,A round peg in a square hole,"ಎಡವಟ್ಟಾದ, ಸನ್ನಿವೇಶಕ್ಕೆ ಹೊಂದದ",,,,,,,,,
,A sail,ವಿಹಾರಯಾನ,,,,,,,,,
,A sore struggle,ದಾರುಣವಾದ ಹೋರಾಟ,,,,,,,,,
,A sporting chance,"ಸದವಕಾಶ, ಸಂಭಾವಿತ ವರ್ತನೆಯ ಸುಸಂಧಿ, ಯುಕ್ತ ಅವಕಾಶ",,,,,,,,,
,A sporting man,ಕ್ರೀಡಾಭಿಮಾನಿ,,,,,,,,,
,A sporting offer,"ಸರಸದ ಸವಾಲು, ನೀಡಿಕೆ",,,,,,,,,
,A stab in the back,"ನಂಬಿಕೆ ದ್ರೋಹ, ವಿಶ್ವಾಸ ಘಾತಕತನ",,,,,,,,,
,A stone's throw,ಸ್ವಲ್ಪದೂರ,,,,,,,,,
,A storehouse of repartees,ಸರಸೋಕ್ತಿಗಳ ಭಂಡಾರ,,,,,,,,,
,A sure shot,"ಗುರಿಕಾರ, ಗುರಿದಾರ, ತಪ್ಪದ ಗುರಿಕಾರ",,,,,,,,,
,A thirst for,"ಬಲವಾದ ಹಂಬಲ, ಬಯಕೆ",,,,,,,,,
,A thousand pities,ಅತ್ಯಂತ ಶೋಚನೀಯ,,,,,,,,,
,Ab extra (L) from without;,"ಹೊರಗಿನಿಂದ, ಆಚೆಯಿಂದ, ಬಹಿರಂಗದಿಂದ",,,,,,,,,
,Ab initio ab avo (L) from the beginning;,"ಮೊದಲಿನಿಂದ, ಆದಿಯಿಂದ, ಪ್ರಾರಂಭದಿಂದ",,,,,,,,,
,Ab intra (L) from inside;,ಒಳಗಿನಿಂದ,,,,,,,,,
,Abacus,"ಮಣಿಚೌಕಟ್ಟು, ಮಕ್ಕಳಿಗೆ ಗಣಿತವನ್ನು ಕಲಿಸಲು ಉಪಯೋಗಿಸುವ ಸಾಧನ",,,,,,,,,
,Abandon,"ತ್ಯಜಿಸು, ವರ್ಜಿಸು, ಕೈಬಿಡು, ತ್ಯಾಗಮಾಡು",,,,,,,,,
,Abase,"ಅವಮಾನಪಡಿಸು, ತೆಗಳು, ನಿಂದಿಸು, ಹೀನೈಸು, ಹೀಯಾಳಿಸು",,,,,,,,,
,Abash,"ಮುಖಭಂಗಮಾಡು, ತೇಜೋವಧೆಮಾಡು, ಅವಮಾನಮಾಡು",,,,,,,,,
,Abate,"1. ಕುಗ್ಗು, ಕುಂದು, ಕಡಮೆಯಾಗು 2. ಕುಗ್ಗಿಸು, ಕಡಮೆಮಾಡು 3. ರದ್ದುಮಾಡು, ವಜಾಮಾಡು",,,,,,,,,
,Abattoir,"ಕಸಾಯಿಖಾನೆ, ಮಾಂಸದ ಮಾರಾಟಕ್ಕೆ ಪ್ರಾಣಿಗಳನ್ನು ಕೊಲ್ಲುವ ಸ್ಥಳ",,,,,,,,,
,Abbess,"ಕ್ರಿಸ್ತಮತದ ಸಂನ್ಯಾಸಿನಿ, ಮಠದ ಸಂನ್ಯಾಸಿನಿಯರ ಮುಖ್ಯಸ್ಥೆ",,,,,,,,,
,Abbey,"1. ಪಾದ್ರಿಗಳ ಮಠ 2. ಚರ್ಚು, ಕ್ರಿಸ್ತ ದೇವಾಲಯ",,,,,,,,,
,Abbot,ಕ್ರಿಸ್ತಮತದ ಮಠದ ಮುಖ್ಯಸ್ಥ,,,,,,,,,
,Abbreviate,"ಸಂಕ್ಷೇಪಿಸು, ಸಂಗ್ರಹಿಸು, ಕಿರಿದುಮಾಡು, ಮೊಟಕುಮಾಡು, ಹ್ರಸ್ವಗೊಳಿಸು",,,,,,,,,
,Abbreviation,"ಸಂಕ್ಷೇಪ, ಸಂಕ್ಷಿಪ್ತ, ಚಿಕ್ಕದು ಮಾಡುವುದು, ಕಿರಿದುಗೊಳಿಸುವುದು",,,,,,,,,
,Abdicate,"ಹಕ್ಕನ್ನು ತ್ಯಜಿಸು, ಅಧಿಕಾರವನ್ನು ಬಿಡು, ಪರಿತ್ಯಜಿಸು",,,,,,,,,
,Abdomen,"ಹೊಟ್ಟೆ, ಉದರ",,,,,,,,,
,Abduct,"ಅಪಹರಿಸು, ಎತ್ತಿಹಾಕು, ಹಾರಿಸು, ಎಗರಿಸು",,,,,,,,,
,Abet,"ಕೆಡುಕಿಗೆ ಕುಮ್ಮಕ್ಕು ನೀಡು, ಕೆಡುಕಿಗೆ ಉತ್ತೇಜನ ಕೊಡು, ಒತ್ತಾಸೆ ಕೊಡು",,,,,,,,,
,Abeyance,"ತಡೆಹಿಡಿಯುವುದು, ಅಡ್ಡಿ, ಹಿಂದಿಡುವಿಕೆ, ತಡೆಹಿಡಿದ ಸ್ಥಿತಿ",,,,,,,,,
,Abhor,"ತಿರಸ್ಕರಿಸು, ದೂರವಿಡು, ಹತ್ತಿರಕ್ಕೆ ಸೇರಿಸದಿರು, ಹೇಸು",,,,,,,,,
,Abhorrent,"ತಿರಸ್ಕೃತವಾದ, ಅಂಗೀಕಾರಗೊಳ್ಳದ, ಅಸಹ್ಯ, ಹೇಯವಾದ",,,,,,,,,
,Abide,"1. ಒಪ್ಪಿನಡೆ, ಅನುಸರಿಸು, ಪಾಲಿಸು, ಆಜ್ಞೆಯನ್ನು ನಡೆಸು, ಬದ್ಧವಾಗಿರು 2. ತಾಳು, ಸಹಿಸು",,,,,,,,,
,Ability,"1. ಸಾಮರ್ಥ್ಯ, ಅಳವು 2. ಜಾಣ್ಮೆ, ಅರಿವು 3. ಬಹುನೈಪುಣ್ಯ, ಕೌಶಲ",,,,,,,,,
,Abject,"ಕ್ಷುದ್ರ, ಹೀನ, ತುಚ್ಛ, ನಿಕೃಷ್ಟವಾದ, ದೈನ್ಯತೆಯ",,,,,,,,,
,Abject poverty,"ಅತಿದೀನಾವಸ್ಥೆಯ ಬಡತನ, ಕಡು ಬಡತನ, ಅತಿದಾರಿದ್ರ್ಯ",,,,,,,,,
,Ablaze,"ಉರಿಯುತ್ತಿರುವ, ಪ್ರಜ್ವಲಿಸುವ, ಹೊಳೆಯುವ",,,,,,,,,
,Ablaze,"ಉರಿಯುತ್ತ, ಪ್ರಜ್ವಲಿಸುತ್ತ, ಹೊಳೆಯುತ್ತ, ಮಿರುಗುತ್ತ",,,,,,,,,
,Able,"ಕುಶಲ, ದಕ್ಷ, ಚತುರ, ಸಾಮರ್ಥ್ಯವುಳ್ಳ",,,,,,,,,
,Abnormal,"1. ಅಸಹಜ, ಅಸ್ವಾಭಾವಿಕ, ವಿಕೃತ 2. ವಿಪರೀತ, ಅತ್ಯಧಿಕವಾದ",,,,,,,,,
,Aboard,"ಯಾವುದಾದರೂ ಪ್ರಯಾಣ ಸಾಧನದಲ್ಲಿದ್ದು; ವಿಮಾನ, ರೈಲು, ಕಾರು ಮುಂತಾದ ವಾಹನಗಳಲ್ಲಿದ್ದು",,,,,,,,,
,Abode,"ಮನೆ, ವಸತಿ, ಬೀಡು, ನೆಲೆ, ನಿವಾಸ",,,,,,,,,
,Abolish,"ರದ್ದುಪಡಿಸು, ಇಲ್ಲದಂತೆ ಮಾಡು, ಅಳಿಸು, ಕೊನೆಗಾಣಿಸು",,,,,,,,,
,Abominable,"ಅಸಹ್ಯಕರ, ಹೇಸಿಗೆಯ, ಹೇಯವಾದ, ದ್ವೇಷಿಸುವ, ಅಸಹನೀಯ",,,,,,,,,
,Aborigine,"ಆದಿವಾಸಿ, ಬುಡಕಟ್ಟು ಜನ",,,,,,,,,
,Abort,"1. ಮೈಯಿಳಿ, ಗರ್ಭಸ್ರಾವವಾಗು, ಗರ್ಭಪಾತವಾಗು 2. ಕೆಡು, ನಿಷ್ಫಲವಾಗು, ವಿಫಲವಾಗು",,,,,,,,,
,Abortion,"ಗರ್ಭಸ್ರಾವ, ಗರ್ಭಪಾತ, ಮೈಯಿಳಿದುದು",,,,,,,,,
,Abound,"1. ತುಂಬಿರು, ಸಮೃದ್ಧವಾಗಿರು, ಹೆಚ್ಚಾಗಿರು, ಪುಷ್ಕಲವಾಗು 2. ಕಿಕ್ಕಿರಿದಿರು, ನಿಬಿಡವಾಗಿರು, ಇಡಿಕಿರಿ",,,,,,,,,
,About,"1. ಸುಮಾರು, ಹತ್ತಿರ ಹತ್ತಿರ 2. ಸುತ್ತಮುತ್ತ 3. ಹೆಚ್ಚು ಕಡಮೆ",,,,,,,,,
,Above,"ಮೀರಿದ, ಉತ್ತಮವಾಗಿರುವ, ದೂರದ, ಎಲ್ಲಕ್ಕಿಂತ ಮಿಗಿಲಾದ",,,,,,,,,
,Above board,"ಸಂಶಯಾತೀತ, ನಿಂದಾತೀತ",,,,,,,,,
,Above par,ಮುಖಬೆಲೆಗಿಂತ ಅಧಿಕವಾದ,,,,,,,,,
,Above par value,ಹೆಚ್ಚು ಲಾಭಕ್ಕಾಗಿ,,,,,,,,,
,Above price (beyond price),"ಬೆಲೆಕಟ್ಟಲಾಗದ, ಅನರ್ಘ್ಯ",,,,,,,,,
,Above the mark,ಸಾಮಾನ್ಯತೆಗಿಂತ ಉನ್ನತವಾದ,,,,,,,,,
,Above-board,"ನಿಷ್ಕಲ್ಮಷವಾದ, ದೋಷರಹಿತವಾದ, ಅನುಮಾನಕ್ಕೆ ಸ್ಥಳವಿಲ್ಲದ, ಸಂಶಯಾಸ್ಪದವಲ್ಲದ",,,,,,,,,
,Abrasive,"ಒರಟುಗುಣದ, ಕಠಿನವಾದ, ನಯವಲ್ಲದ, ಘರ್ಷಕ",,,,,,,,,
,Abreast,"ಪಕ್ಕಪಕ್ಕದಲ್ಲಿ, ಜತೆಜತೆಯಾಗಿ, ಸರಿಸಮನಾಗಿ",,,,,,,,,
,Abridge,"ಸಂಗ್ರಹಿಸು, ಸಂಕ್ಷೇಪಿಸು, ಹ್ರಸ್ವಗೊಳಿಸು, ಕುಗ್ಗಿಸು, ಕಡಮೆಮಾಡು",,,,,,,,,
,Abroad,"1. ವಿದೇಶದಲ್ಲಿ, ಹೊರ ದೇಶದಲ್ಲಿ 2. ಎಲ್ಲ ಕಡೆಗೂ, ವಿಶಾಲವಾಗಿ, ವಿಸ್ತಾರವಾಗಿ 3. ಮನೆಯಿಂದಾಚೆಗೆ",,,,,,,,,
,Abrupt,"ಹಠಾತ್ತನೆ, ಇದ್ದಕ್ಕಿದ್ದಂತೆ, ದಿಢೀರನೆ",,,,,,,,,
,Abscess,"ಗಟ್ಟಿಯಾದ ಕುರು, ಬೊಬ್ಬೆ, ಶರೀರದಲ್ಲಿ ಕೀವು ನಿಂತು ಗಟ್ಟಿಯಾದ ಸ್ಥಳ",,,,,,,,,
,Abscond,"ತಪ್ಪಿಸಿಕೊಂಡು ಹೋಗು, ಪರಾರಿಯಾಗು, ಪತ್ತೆ ಇಲ್ಲದೆ ಇರು, ತಲೆ ಮರೆಸಿಕೊಂಡು ಹೋಗು",,,,,,,,,
,Absence,"ಗೈರುಹಾಜರಿ, ಅನುಪಸ್ಥಿತಿ",,,,,,,,,
,Absence of mind,ಅನ್ಯಮನಸ್ಕತೆ,,,,,,,,,
,Absent,"ಗೈರುಹಾಜರಿಯಾದ, ಹಾಜರಿಯಾಗದ",,,,,,,,,
,Absent-minded,"ಮರೆವಿನ ಸ್ವಭಾವದ, ಅನ್ಯ ಮನಸ್ಕನಾದ, ಗಮನ ಕೊಡಲಾರದ, ವ್ಯಸ್ತಮನಸ್ಸಿನ",,,,,,,,,
,Absentee,"ಗೈರುಹಾಜರಾದವನು; ಶಾಲಾ, ಕಾಲೇಜು, ಕಛೇರಿಗೆ ಹಾಜರಾಗದವನು",,,,,,,,,
,Absit omen (L) may there be no (ill) omen;,"ಎಣಿಸಿದಂತೆ (ಕೆಡುಕು) ಸಂಭವಿಸದಿರಲಿ, ಶಕುನ ತಿಳಿಸದೆ ಕೇಡು ಉಂಟಾಗದಿರಲಿ",,,,,,,,,
,Absolute,"ಸಂಪೂರ್ಣವಾದ, ಅಪರಿಮಿತವಾದ",,,,,,,,,
,Absolve,"ಅಪರಾಧಿಯಲ್ಲವೆನ್ನು, ನಿರಪರಾಧಿಯೆಂದು ತೀರ್ಮಾನಿಸು",,,,,,,,,
,Absorb,"ಹೀರಿಕೊಳ್ಳು, ಲೀನವಾಗು, ಮಗ್ನವಾಗು, ಒಳಗೊಳ್ಳು, ಆಸಕ್ತಿ ಹೊಂದಿರು",,,,,,,,,
,Absorbent,"1. ಸ್ವಾರಸ್ಯವಾಗಿರುವ 2. ಲೀನವಾದ, ಮಗ್ನವಾದ",,,,,,,,,
,Absorbing,"1. ಆಸಕ್ತವಾದ, ತಲ್ಲೀನವಾಗುವ 2. ಮಗ್ನಗೊಳಿಸುವ, ಆಸಕ್ತನನ್ನಾಗಿಸುವ",,,,,,,,,
,Abstain,"ದೂರವಿಡು, ಸೇರದಿರು, ನಿರಾಸಕ್ತನಾಗಿರು",,,,,,,,,
,Abstention,"ದೂರವಿರುವಿಕೆ, ಗೈರುಹಾಜರಿ",,,,,,,,,
,Abstinence,"ಉಪವಾಸ, ಲಂಘನ, ವರ್ಜನೆ",,,,,,,,,
,Abstract,"ಅಮೂರ್ತವಾದ, ರೂಪಿಲ್ಲದ",,,,,,,,,
,Abstract,"ಸಾರಾಂಶ, ತಾತ್ಪರ್ಯ, ತಿರುಳು",,,,,,,,,
,Abstruse,"ಅರ್ಥವಾಗದ, ಕ್ಲಿಷ್ಟವಾದ",,,,,,,,,
,Absurd,"ಅಸಂಗತ, ನಿರರ್ಥಕ, ವ್ಯರ್ಥ",,,,,,,,,
,Abundance,"ಸಮೃದ್ಧಿ, ಆಧಿಕ್ಯ, ಹೇರಳವಾಗಿರುವಿಕೆ",,,,,,,,,
,Abundant,"ಸಮೃದ್ಧವಾದ, ಅಧಿಕ, ಹೇರಳ",,,,,,,,,
,Abuse,"ಬಯ್ಯು, ನಿಂದಿಸು, ತೆಗಳು",,,,,,,,,
,Abuse,"ಬೈಗಳು, ನಿಂದೆ, ತೆಗಳಿಕೆ",,,,,,,,,
,Abysmal,"ಭಯಂಕರವಾದ, ಘೋರ, ರುದ್ರ",,,,,,,,,
,Abyss,"ಪ್ರಪಾತ, ಪಾತಾಳದಂಥ ಹಳ್ಳ",,,,,,,,,
,Academic,"ಪ್ರೌಢ ವಿದ್ಯೆಯ, ತಾತ್ವಿಕವಾದ, ಸೈದ್ಧಾಂತಿಕವಾದ, ಪಾಂಡಿತ್ಯಪೂರ್ಣವಾದ, ಶಿಕ್ಷಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದ",,,,,,,,,
,Academy,"ವಿದ್ಯಾಸಂಸ್ಥೆ, ಅಕಾಡೆಮಿ, ಕಲೆಗಳಿಗೂ ವಿದ್ವತ್ತಿಗೂ ಸಂಬಂಧಿಸಿದ ಸಂಸ್ಥೆ",,,,,,,,,
,Accede,"ಅಂಗೀಕರಿಸು, ಒಪ್ಪು, ಸಮ್ಮತಿಸು, ಒಪ್ಪಿಗೆನೀಡು",,,,,,,,,
,Accelerate,"ವೇಗವನ್ನು ಹೆಚ್ಚಿಸು, ತ್ವರೆಗೊಳಿಸು, ಚುರುಕುಗೊಳಿಸು",,,,,,,,,
,Accelerator,"ವೇಗವರ್ಧಕ, ಮೋಟಾರು ವಾಹನದ ಒಂದು ಸಾಧನ",,,,,,,,,
,Accent,"ಘಾತ, ಒತ್ತು",,,,,,,,,
,Accent,"ಒತ್ತಿಹೇಳು, ಉಚ್ಚಾರಣೆಯಲ್ಲಿ ಪ್ರಾಧಾನ್ಯವನ್ನು ಸೂಚಿಸು",,,,,,,,,
,Accentuate,"ವರ್ಧಿಸು, ಬೆಳಸು, ಅಧಿಕಗೊಳಿಸು",,,,,,,,,
,Accept,"ಸ್ವೀಕರಿಸು, ತೆಗೆದುಕೊಳ್ಳು, ಅಂಗೀಕರಿಸು, ಒಪ್ಪಿಕೊಳ್ಳು",,,,,,,,,
,Acceptance,"ಸ್ವೀಕರಿಸುವುದು, ಒಪ್ಪಿಕೊಳ್ಳುವುದು, ಸಮ್ಮತಿ",,,,,,,,,
,Access,1. ದಾರಿ 2. ಪ್ರವೇಶಾಧಿಕಾರ 3. ಪ್ರವೇಶದ್ವಾರ,,,,,,,,,
,Accessible,"ತಲುಪಲು ಸುಲಭವಾದ, ಸುಲಭ ಗಮ್ಯ, ಸರಳ",,,,,,,,,
,Accession,"ಸಿಂಹಾಸನಾರೋಹಣ, ಪಟ್ಟಾಭಿಷೇಕ, ಅಧಿಕಾರ ಸ್ವೀಕಾರ",,,,,,,,,
,Accessory,"ಯಂತ್ರಭಾಗ, ಬಿಡಿಭಾಗ",,,,,,,,,
,Accident,"ಅಪಘಾತ, ಆಕಸ್ಮಿಕ, ದುರ್ಘಟನೆ",,,,,,,,,
,Acclaim,"ಹೊಗಳು, ಶಿಫಾರಸು ಮಾಡು, ಮೆಚ್ಚು, ಶ್ಲಾಘಿಸು, ಗೌರವಿಸು",,,,,,,,,
,Acclaim,"ಹೊಗಳುವಿಕೆ, ಗೌರವ, ಶ್ಲಾಘನೆ",,,,,,,,,
,Acclimatize,ವಾತಾವರಣಕ್ಕೆ ಒಗ್ಗಿಕೊಳ್ಳು -ಹೊಂದಿಕೊಳ್ಳು,,,,,,,,,
,Accolade,"ಅಪಾರವಾದ ಮೆಚ್ಚುಗೆ, ಮನ್ನಣೆ, ಪ್ರಶಂಸೆ",,,,,,,,,
,Accommodate,"ಸ್ಥಳಮಾಡಿಕೊಡು, ತಂಗಲು ಜಾಗಕೊಡು, ಸಹಾಯ ಮಾಡು",,,,,,,,,
,Accompaniment,"1. ಪಕ್ಕವಾದ್ಯ 2. ವಾದನಕಾರರು, ಬಜಾವಣೆಯವರು",,,,,,,,,
,Accompanist,ಪಕ್ಕವಾದ್ಯವನ್ನು ನುಡಿಸುವವನು,,,,,,,,,
,Accompany,"ಜೊತೆಯಲ್ಲಿರು, ಸಂಗಡಿರು, ಜೊತೆಗೂಡು",,,,,,,,,
,Accomplice,"ಅಪರಾಧಕ್ಕೆ ಸಹಾಯ ನೀಡಿದವನು, ಅಪರಾಧಕ್ಕೆ ಷರೀಕಾದವನು",,,,,,,,,
,Accomplish,"ಸಾಧಿಸು, ಪೂರ್ಣಗೊಳಿಸು, ಮುಗಿಸು, ಪೂರೈಸು",,,,,,,,,
,Accord,"ಒಪ್ಪಿಗೆ ನೀಡು, ಸಮ್ಮತಿಸು, ಹೊಂದಾಣಿಕೆ ನೀಡು",,,,,,,,,
,According to one's own light,ಸ್ವಬುದ್ಧಿಗೆ ತೋರಿದಂತೆ,,,,,,,,,
,According to schedule,"ನಿಗದಿಯಾದಂತೆ, ಗೊತ್ತಾದ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಅನುಗುಣವಾಗಿ, ಅಂದುಕೊಂಡಂತೆ",,,,,,,,,
,Accost,"ಗುರುತಿಸಿ ಮಾತಾಡು, ಹತ್ತಿರಕ್ಕೆ ಕರೆ",,,,,,,,,
,Account,"ಲೆಕ್ಕ, ಖಾತೆ, ಸಾಲದ ಖಾತೆ, ಮೂಲಧನದ ಖಾತೆ, ಬಂಡವಾಳದ ಖಾತೆ",,,,,,,,,
,Account,"ಲೆಕ್ಕನೀಡು, ಖರ್ಚಿನ ವಿವರವನ್ನು ನೀಡು",,,,,,,,,
,Accountable,"ಜವಾಬ್ದಾರಿ ಹೊಂದಿರುವ, ಜವಾಬ್ದಾರನಾದ",,,,,,,,,
,Accountancy,"ಕರಣಿಕನ ವಿದ್ಯೆ, ಹಣಕಾಸಿನ ಲೆಕ್ಕ",,,,,,,,,
,Accountant,"ಲೆಕ್ಕಿಗ, ಕರಣಿಕ, ಹಣಕಾಸಿನ ತಜ್ಞ, ಲೇಖಪಾಲ",,,,,,,,,
,Accumulate,"ಒಟ್ಟಾಗು, ಮೊತ್ತವಾಗು, ಕೂಡಿ ಹಾಕು, ಶೇಖರಿಸು",,,,,,,,,
,Accuracy,"ಖಚಿತವಾದುದು, ನಿಷ್ಕೃಷ್ಟತೆ, ನಿರ್ದಿಷ್ಟವಾದುದು, ಖಚಿತತೆ",,,,,,,,,
,Accurate,"ಸರಿಯಾದ, ಖಚಿತವಾದ",,,,,,,,,
,Accusation,"ಆರೋಪ, ಅಪರಾಧದ ಹೊರೆ",,,,,,,,,
