ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Abode,"ನೆಲೆ, ವಾಸಸ್ಥಳ",,,,,,,,,
,Abomasum,"ನಿಜೊಡಲು, ಮೆಲುಕು ಪ್ರಾಣಿಗಳ ನೈಜಜಠರ, ನಾಲ್ಕನೆಯ ಜಠರ",,,,,,,,,
,Aboriginal,"ಆದಿವಾಸಿ, ಮೂಲವಾಸಿ",,,,,,,,,
,Abort,"1. ಗೊಡ್ಡಾಗು, ಕುರುಟುಬೀಳು 2. ಗರ್ಭಪಾತ, ಗರ್ಭಸ್ರಾವ, ಗರ್ಭಸ್ರಾವವಾಗು",,,,,,,,,
,Aborted cow,ಕಂದುಹಾಕಿದ/ಗರ್ಭಪಾತವಾದ ಹಸು,,,,,,,,,
,Aborted organ,ವೃದ್ಧಿರೋಧಿತ ಅಂಗ,,,,,,,,,
,Abortion,"1. ಕಂದುಹಾಕುವಿಕೆ, (ಸಸ್ಯಶಾಸ್ತ್ರದ ಪದ) 2. ಮೈಯಿಳಿತ, ಗರ್ಭಪಾತ (ಪ್ರಾಣಿಶಾಸ್ತ್ರದ ಪದ)",,,,,,,,,
,Abortive,"ಬಂಜೆ, ಅಪೂರ್ಣ ಬೆಳವಣೆಯ, ಗೊಡ್ಡಾದ",,,,,,,,,
,Above ground reservoir,ನೆಲಮಟ್ಟದ ಮೇಲಿನ ಜಲಾಶಯ,,,,,,,,,
,Abrade,ಉಜ್ಜಿಹಾಕು,,,,,,,,,
,Abrading tool,ಘರ್ಷಕ ಸಲಕರಣೆ,,,,,,,,,
,Abrasion,"1. ಉಜ್ಜುವಿಕೆ, ಘರ್ಷಕತೆ 2. ಉಜ್ಜು/ತರಚು ಗಾಯ",,,,,,,,,
,Abrasive,"ಘರ್ಷಕ ವಸ್ತು, ಘರ್ಷಕ",,,,,,,,,
,Abrasive property,ಉಜ್ಜಿಹಾಕುವ ಗುಣ,,,,,,,,,
,Abrasive soil,ಉಜ್ಜಿಹಾಕುವ ಗುಣವುಳ್ಳ ಮಣ್ಣು,,,,,,,,,
,Abreast parlour,ಹಾಲುಕರೆಯುವ ಸ್ಥಾವರ,,,,,,,,,
,Abruption,"ಕಳಚುವಿಕೆ, ಕಿತ್ತುತೆಗೆಯುವಿಕೆ",,,,,,,,,
,Abrus precatorius,ಗುಲಗಂಜಿ,,,,,,,,,
,Abscess,"ಕೀವುಗುಂಟು, ಕುರು, ಹುಣ್ಣು",,,,,,,,,
,Abscisic acid,ಛೇದನಾ ಆಮ್ಲ,,,,,,,,,
,Absciss,"ಕಳಚುವಿಕೆ, ಛೇದನ",,,,,,,,,
,Abscission,"ಕತ್ತರಿಕೆ, ಛೇದನ",,,,,,,,,
,Abscission layer,ಛೇದನ ಪದರ,,,,,,,,,
,Abscission of spikelet,ಕದಿರುಗೊಂಚಲು ಛೇದನ,,,,,,,,,
,Absolute,"ಅಪ್ಪಟ, ಪೂರ್ಣ, ಶುದ್ಧ, ನಿರಪೇಕ್ಷ, ಚೊಕ್ಕ",,,,,,,,,
,Absolute accuracy,ಪರಿಪೂರ್ಣ ನಿಷ್ಕೃಷ್ಟತೆ,,,,,,,,,
,Absolute block system,ಸಮಗ್ರ ತಡೆಗಟ್ಟು ಪದ್ಧತಿ,,,,,,,,,
,Absolute form quotient,ನಿರಪೇಕ್ಷ ಆಕೃತಿ ಭಾಗಲಬ್ಧ,,,,,,,,,
,Absolute growth rate,ನಿರಪೇಕ್ಷ ಬೆಳವಣಿಗೆ ವೇಗ,,,,,,,,,
,Absolute humidity,ನಿರಪೇಕ್ಷ ಆರ್ದ್ರತೆ,,,,,,,,,
,Absolute juice,"ನಿರಾವಲಂಬ ರಸ, ನಿರಪೇಕ್ಷ ರಸ",,,,,,,,,
,Absolute module,ಸಮಗ್ರ ಮಾನಕ,,,,,,,,,
,Absolute water requirement,ನಿರಪೇಕ್ಷ ನೀರು ಅಗತ್ಯತೆ,,,,,,,,,
,Absorb,"ಹೀರು, ಲೀನವಾಗು",,,,,,,,,
,Absorbability,ಹೀರಿಕೊಳ್ಳುವ ಗುಣ,,,,,,,,,
,Absorbance,ಹೀರುವ ಗುಣ,,,,,,,,,
,Absorbed water,ಹೀರಿಕೆಯಾದ ನೀರು,,,,,,,,,
,Absorbent,ಹೀರುಕ,,,,,,,,,
,Absorbing power,ಹೀರುಶಕ್ತಿ,,,,,,,,,
,Absorption,"ಹೀರುವಿಕೆ, ಅವಶೋಷಣ",,,,,,,,,
,Absorption coefficient,ಹೀರಿಕೆ ಗುಣಕ,,,,,,,,,
,Absorption gross,ಒಟ್ಟು ಹೀರಿಕೆ,,,,,,,,,
,Absorption initial,ಪ್ರಾರಂಭಿಕ ಹೀರಿಕೆ/ಅವಶೋಷಣ,,,,,,,,,
,Absorption loss,ಹೀರಿಕೆ ನಷ್ಟ,,,,,,,,,
,Absorption net,ನಿವ್ವಳ ಹೀರಿಕೆ/ಅವಶೋಷಣ,,,,,,,,,
,Absorption radiation,ಹೀರಿಕೆ ವಿಕಿರಣ,,,,,,,,,
,Absorptive dust,ಹೀರುಪುಡಿ,,,,,,,,,
,Absorptive soils,ಹೀರಿಕೊಳ್ಳುವ ಮಣ್ಣುಗಳು,,,,,,,,,
,Abstergent,ಶುಚಿಕಾರಕ,,,,,,,,,
,Abundance of insect,ಕೀಟಸಮೃದ್ಧತೆ,,,,,,,,,
,Abundant,ಹೇರಳ (ಪ್ರಚುರ),,,,,,,,,
,Abutilon,ಅಬ್ಯೂಟಿಲಾನ್ ಹೂವು,,,,,,,,,
,Abutment,ಊರೆ,,,,,,,,,
,Abutment pier,ಹಾಗೇ ಸೇರಿರುವ ಮರದ ಕಟ್ಟಡ,,,,,,,,,
,Acacia,ಜಾಲಿ ಪ್ರಭೇದ,,,,,,,,,
,Acacia catechu,ಕಗ್ಗಲಿ,,,,,,,,,
,Academic control,ಕ್ರಿಯಾತ್ಮಕವಲ್ಲದ ಹತೋಟಿ,,,,,,,,,
,Acantha,ಮುಳ್ಳು,,,,,,,,,
,Acanthesis,ಕಂಟಕ ಬೇನೆ,,,,,,,,,
,Acanthesis nigricens,ಕಂಟಕಬೇನೆ ಚಿಪ್ಪು,,,,,,,,,
,Acantholysis,ಮೇಲ್ಚರ್ಮ ಲಯನ,,,,,,,,,
,Acapnia,ರಕ್ತದಲ್ಲಿ ಇಂಗಾಲದ ಡೈಆಕ್ಸೈಡ್/ಇಂಗಾಲಾಮ್ಲದ ಕೊರತೆ,,,,,,,,,
,Acapsular,"ಅಸಂಪುಟಿಕ, ಹೊದಿಕೆಯಿಲ್ಲದ",,,,,,,,,
,Acardiac,"ರಕ್ತಕೋಶವಿಲ್ಲದ, ಹೃದಯಾಂಗವಿಲ್ಲದ, ಗುಂಡಿಗೆ ಹೊರಗಿನ",,,,,,,,,
,Acaricide,ನುಶಿನಾಶಕ,,,,,,,,,
,Acarid,"ಉಣ್ಣೆ, ನುಸಿ",,,,,,,,,
,Acarology,"ನುಶಿಗಳ ಅಧ್ಯಯನ, ನುಸಿಶಾಸ್ತ್ರ",,,,,,,,,
,Acarpellous,ಅಂಡಕರಹಿತ,,,,,,,,,
,Acarpous,"ಬಂಜೆ, ಫಲಕೊಡದ",,,,,,,,,
,Acaulescent,"ಅಸ್ಥಂಬಿ, ಕಾಂಡರಹಿತ",,,,,,,,,
,Accelerated erosion,"ವೇಗೋತ್ಕರ್ಷಿತ ಕೊಚ್ಚಣೆ, ತ್ವರಿತಗತಿಯ ಸವಕಳಿ",,,,,,,,,
,Accelerating force,ವೇಗವರ್ಧಕ ಬಲ,,,,,,,,,
,Acceleration,ವೇಗೋತ್ಕರ್ಷ,,,,,,,,,
,Acceleration of development,"ಗತಿವೃದ್ಧಿ, ಬೆಳವಣಿಗೆ",,,,,,,,,
,Acceleration phase,ವೇಗವರ್ಧನ ಹಂತ,,,,,,,,,
,Accelerator,"ವೇಗೋತ್ಕರ್ಷಕ, ವೇಗವರ್ಧಕ",,,,,,,,,
,Accentuation,"ವೃದ್ಧಿಗೊಳಿಸುವಿಕೆ, ತೀವ್ರಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Acceptability,"ಸ್ವೀಕಾರಾರ್ಹತೆ, ಸ್ವೀಕಾರತೆ",,,,,,,,,
,Acceptability of feed,ಪ್ರಾಣಿಗಳಿಗೆ ಮೇವು ಇಷ್ಟವಾಗುವಿಕೆ,,,,,,,,,
,Acceptor,ಆದಾತವಸ್ತು,,,,,,,,,
,Acceptor cell,"ಗ್ರಾಹಿಕೋಶ, ಸ್ವೀಕಾರ ಕೋಶ",,,,,,,,,
,Access,"ಪ್ರವೇಶ, ಮಾರ್ಗ, ಲಭ್ಯತೆ",,,,,,,,,
,Access road,"ಪ್ರವೇಶ, ಮಾರ್ಗ",,,,,,,,,
,"Access, bilateral",ದ್ವಿಪಾರ್ಶ್ವಿಕ/ಇಬ್ಬದಿ ಪ್ರವೇಶ,,,,,,,,,
,Accessibility,"ಪ್ರವೇಶ ಸಾಧ್ಯತೆ, ಸಿಗುವಿಕೆ, ಮಾರ್ಗವಿರುವಿಕೆ",,,,,,,,,
,Accessible,ಪ್ರವೇಶಸಾಧ್ಯ,,,,,,,,,
,Accessory,"ಸಾಧನ ಸಾಮಗ್ರ, ಸಹಾಯಕ (ಅತಿರಿಕ್ತ)",,,,,,,,,
,Accessory bud,"ಜೊತೆ ಮೊಗ್ಗು, ಅಧಿಕ ಮೊಗ್ಗು",,,,,,,,,
,Accessory cell,"ಸಹಾಯಕ ಜೀವಕೋಶ, ಆನುಷಂಗಿಕ ಜೀವಕೋಶ",,,,,,,,,
,Accessory coat,(ಕಣ್ಣುಗುಡ್ಡೆಯ) ಉಪಪಟಲ,,,,,,,,,
,Accessory genital gland,"ಉಪ ಜನನೇಂದ್ರಿಯ ಗ್ರಂಥಿ, ಆನುಷಂಗಿಕ ಗ್ರಂಥಿ, ಸಹಾಯಕ ಜನನೇಂದ್ರಿಯ ಗ್ರಂಥಿ",,,,,,,,,
,Accessory heart,ಆನುಷಂಗಿಕ ಹೃದಯ,,,,,,,,,
,Accessory ligament,ಹೆಚ್ಚಳಿಕೆ ತಂತುಗಟ್ಟು,,,,,,,,,
,Accessory lobes of brain,ಮೆದುಳಿನ ಸಹಾಯಕ ಕಿವಿಯ ಹಾಲೆ,,,,,,,,,
,Accessory nerves,ಆನುಷಂಗಿಕ/ಸಹಕಾರಿ ನರಗಳು,,,,,,,,,
,Accessory pigments,ಅಧಿಕ ವರ್ಣದ್ರವ್ಯಗಳು,,,,,,,,,
,Accessory respiratory organ,"ಆನುಷಂಗಿಕ ಶ್ವಾಸೇಂದ್ರಿಯ, ಸಹಾಯಕ ಶ್ವಾಸೇಂದ್ರಿಯ",,,,,,,,,
,Accessory species,"ಆನುಷಂಗಿಕ ಪ್ರಭೇದ, ಜೊತೆಗಿನ ಪ್ರಭೇದ",,,,,,,,,
,Accessory system,ಸಹಾಯಕ/ಆನುಷಂಗಿಕ ಪದ್ಧತಿ,,,,,,,,,
,Accidental error,ಆಕಸ್ಮಿಕ ದೋಷ,,,,,,,,,
,Accipitral,"ತೀಕ್ಷ್ಣದೃಷ್ಟಿಯುಳ್ಳ, ಗಿಡಗದೃಷ್ಟಿ",,,,,,,,,
,"Acclimation, Acclimatization","ಪರ್ಯಾನುಕೂಲನ ಹವಾಗುಣಕ್ಕೆ ಹೊಂದಿಕೆ, ಹವಾಮಾನಕ್ಕೆ ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ/ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ, ಹೊಸ ಪರಿಸರಕ್ಕೆ/ವಾತಾವರಣಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ, ಹವಾಗುಣಾನುಕೂಲಿಕ",,,,,,,,,
,Acclimatization value,ಹವಾಮಾನಕ್ಕೆ ಒಗ್ಗುವಿಕೆ ಮೌಲ್ಯ,,,,,,,,,
,Acclimatize,"ಹೊಂದಿಕೊಳ್ಳುವ, ಒಗ್ಗಿಕೊಳ್ಳುವ",,,,,,,,,
,Accrescent,"ಹೂಬಿಟ್ಟ ಮೇಲೆ ದೊಡ್ಡದಾಗಿ ಬೆಳೆಯುವ, ಬೆಳೆಯುತ್ತಲೇ ಹೋಗುವ, ಪುಷ್ಪಾನಂತರ ಬೃಹತ್ ವೃದ್ಧಿ",,,,,,,,,
,Accrete,"ಸಹವೃದ್ಧಿತ, ಸಹಬೆಳೆದ",,,,,,,,,
,Accretion,ಅಂಗವೃದ್ಧಿ,,,,,,,,,
,Accrose,"ಸೂಜಿಯಾಕಾರದ, ಚೂಪಾದ",,,,,,,,,
,Accumulate,"ಸಂಚಯಿಸು, ಸಂಗ್ರಹಿಸು",,,,,,,,,
,Accumulated infiltration,ಸಂಚಯಿತ ಬಸಿಯುವಿಕೆ,,,,,,,,,
,Accumulation,ಸಂಗ್ರಹಕೋಶ,,,,,,,,,
,Accumulation of body waste,ದೇಹ ವಿಸರ್ಜಕ ಸಂಚಯ,,,,,,,,,
,Accuracy,"ನಿಖರತೆ, ಯಥಾರ್ಥತೆ, ನಿಷ್ಕೃಷ್ಟತೆ, ಖಚಿತತೆ",,,,,,,,,
,Acentric,ಅಕೇಂದ್ರೀಯ,,,,,,,,,
,Acephala,"ಚಂಡುರಹಿತ, ಅಶೀರ್ಷ",,,,,,,,,
,Acerbate,"ಹುಳಿಹಿಡಿಸು, ಹುದುಗಿಸು",,,,,,,,,
,Acervate,"ಪುಂಜಿತ, ಸಮೂಹಿತ",,,,,,,,,
,Acervuloma,"ಮಿದುಳುಸುಬುಗಂತಿ, ಜೊಂಪೆಗಂತಿ",,,,,,,,,
,Acetone urea,ಆಮ್ಲೀಯ ಮೂತ್ರ,,,,,,,,,
,Acetonemia,ಆಮ್ಲ ರಕ್ತತೆ,,,,,,,,,
,Achene,"ಹಣ್ಣಿನಂತೆ ತೋರುವ ಬೀಜ, ಓಕ್ ಬೀಜವುಳ್ಳ ಸಿಡಿಯುವ ಕಾಯಿ, ನಗ್ನಫಲ",,,,,,,,,
,Achilles tendon,ಅಚಿಲ್ಸ್ ಬಾಗುಪಟ್ಟಿ ಕಂಡರ,,,,,,,,,
,"Achlamydeous, Achlamydeous","ಹೂದಳರಹಿತ, ಹೂದಳಹೀನ",,,,,,,,,
,Achlorophyllous,ಹರಿತ್ತುರಹಿತ,,,,,,,,,
,Acholia,ಪಿತ್ತರಸದ ಅಭಾವ,,,,,,,,,
,Achondroplasia,ಮೆಲ್ಲೆಲು ರೂಪಗೆಡಿಕೆ,,,,,,,,,
,Achras sapota,"ಚಿಕ್ಕು, ಸಪೋಟ",,,,,,,,,
,Achromat,ಅವರ್ಣಕ,,,,,,,,,
,Achromatic,ವರ್ಣರಹಿತ,,,,,,,,,
,Achromatic lens,ವರ್ಣರಹಿತ ಮಸೂರ,,,,,,,,,
,Achyranthes aspera,ಉತ್ತರಾಣಿ,,,,,,,,,
,Acicular,ಸೂಜಿಯಾಕಾರ,,,,,,,,,
,Acid,"ಆಮ್ಲ, ಹುಳಿ",,,,,,,,,
,Acid anhydride,ಆಮ್ಲ ಅನಾರ್ದ್ರವಸ್ತು,,,,,,,,,
,Acid base catalysis,ಆಮ್ಲ ಪ್ರತ್ಯಾಮ್ಲ ವೇಗವರ್ಧಕ ಕ್ರಿಯೆ,,,,,,,,,
,Acid base pair,ಆಮ್ಲ ಪ್ರತ್ಯಾಮ್ಲ ಜೋಡಿ,,,,,,,,,
,Acid base titration,ಆಮ್ಲಪ್ರತ್ಯಾಮ್ಲ ಪ್ರಮಾಣ ಮಾಪನ,,,,,,,,,
,Acid electrolyte,ಆಮ್ಲ ವಿದ್ಯುದ್ವಿಷ್ಲೇಷ್ಯ,,,,,,,,,
,Acid fermentation,ಆಮ್ಲ ಹುದುಗುವಿಕೆ,,,,,,,,,
,Acid forming fertilizer,ಆಮ್ಲೋತ್ಪಾದಕ ರಸಗೊಬ್ಬರ,,,,,,,,,
,Acid humus,ಆಮ್ಲಯುತ ಹ್ಯೂಮಸ್,,,,,,,,,
,Acid lime (sour lime),"ಹುಳಿ ನಿಂಬೆ, ಆಮ್ಲೀಯ ಹಣ್ಣು",,,,,,,,,
,Acid mine drainage,ಗಣಿಯಿಂದ ಆಮ್ಲ ಬಸಿಯುವಿಕೆ,,,,,,,,,
,Acid oil,ಆಮ್ಲ ತೈಲ,,,,,,,,,
,Acid plant,ಆಮ್ಲ ಸ್ಥಾವರ,,,,,,,,,
,Acid rosin,"ರೋಸಿನ್ ಆಮ್ಲ, ಗಂಧರಾಲ ಆಮ್ಲ, ಕರ್ಪೂರರಾಳ ಆಮ್ಲ",,,,,,,,,
,Acid scarification,"ಆಮ್ಲದಿಂದ ಕೆರೆಯುವಿಕೆ, ಆಮ್ಲದಿಂದ ಬೀಜದ ಮೇಲೆ ಗೀರುವಿಕೆ",,,,,,,,,
,Acid soil,"ಹುಳಿ ಮಣ್ಣು, ಆಮ್ಲೀಯ ಮಣ್ಣು",,,,,,,,,
,Acid treatment,ಆಮ್ಲೋಪಚಾರ,,,,,,,,,
,Acid-fast bacteria,ಆಮ್ಲಸ್ಥಾಯಿ ಬ್ಯಾಕ್ಟೀರಿಯಾ,,,,,,,,,
,Acidic,ಆಮ್ಲೀಯತೆ,,,,,,,,,
,Acidifier,ಆಮ್ಲಕಾರಕ,,,,,,,,,
,Acidify,ಆಮ್ಲೀಕರಿಸು,,,,,,,,,
,Acidifying,ಆಮ್ಲೀಕರಿಸುವ,,,,,,,,,
,Acidimeter,ಆಮ್ಲಮಾಪಕ,,,,,,,,,
,Acidimetry,ಆಮ್ಲಮಿತಿ,,,,,,,,,
,Acidity,"ಆಮ್ಲತ್ವ, ಆಮ್ಲತೆ",,,,,,,,,
,Acidity effect,ಆಮ್ಲತ್ವ ಪ್ರಭಾವ,,,,,,,,,
,"Acidity, potential",ಅಂತಸ್ಥ ಆಮ್ಲತೆ,,,,,,,,,
,Acidophiles,ಆಮ್ಲ ಮಣ್ಣಿನಲ್ಲಿ ಬೆಳೆಯುವ ಕಳೆಗಳು,,,,,,,,,
,Acidulated,"ಆಮ್ಲಬೆರೆತ, ಹುಳಿಮಿಶ್ರಿತ, ಆಮ್ಲಿತ",,,,,,,,,
,Aciduric,"ಅತಿ ಆಮ್ಲಸಹನೀಯ, ಅತ್ಯಾಮ್ಲ ಸಹಿಷ್ಣು",,,,,,,,,
,Aciform,ಸೂಜಿಯಾಕಾರ,,,,,,,,,
,Acin,"ಕೂಡು ಹಣ್ಣು, ಗೊಂಚಲು ಹಣ್ಣ",,,,,,,,,
,Acinacifolia,"ಗೊಂಚಲು ಎಲೆ, ಗುಂಪುಎಲೆ",,,,,,,,,
,Acinaciform,"ಸುತ್ತು ಎಲೆ, ಸುರುಳಿ ಎಲೆ",,,,,,,,,
,Acknowledgment of signal,ಸಂಕೇತದ ಸ್ವೀಕೃತಿ,,,,,,,,,
,Acne,"ಮೊಡಮೆ, ಮೊಡವೆ",,,,,,,,,
,Aconite,ವತ್ಸನಾಭಿ,,,,,,,,,
,Acorn,"1. ಒಂದು ಸಮುದ್ರಪ್ರಾಣಿ ವಿಶೇಷ 2. ಸಿಂಧೂರ (ಓಕ್) ವೃಕ್ಷಫಲ, ಬಾಂಜ ಫಲ, ಓಕ್ ಮರದ ಹಣ್ಣು ಅಥವಾ ಬೀಜ",,,,,,,,,
,Acorn moth,ಓಕ್ ಮರದ ಪತಂಗ,,,,,,,,,
,Acorus calamus,ಬಜೆ,,,,,,,,,
,Acotyledon,ಬೀಜದಳರಹಿತ,,,,,,,,,
,Acoustic,"ಆಲಿಕಾಶಾಸ್ತ್ರ, ಧ್ವನಿಗತಿಶಾಸ್ತ್ರ, ಧ್ವನಿಶಾಸ್ತ್ರ",,,,,,,,,
,Acquired character,ಆರ್ಜಿತ ಗುಣ,,,,,,,,,
,Acquired immunity,"ಆರ್ಜಿತ ನಿರೋಧಕತೆ, ಆರ್ಜಿತ ಪ್ರತಿರೋಧಕತೆ, ನಿರೋಧ ಶಕ್ತಿ",,,,,,,,,
,Acre,ಎಕರೆ,,,,,,,,,
,Acre inch,ಎಕರೆ-ಅಂಗುಲ,,,,,,,,,
,Acre inch of water,ಒಂದು ಎಕರೆ ಜಮೀನಿನಲ್ಲಿ ನಿಂತ ಒಂದು ಅಂಗುಲದಷ್ಟು ನೀರು,,,,,,,,,
,Acrid,"ಕಟು, ತೀಕ್ಷ್ಣ",,,,,,,,,
,Acrid taste,ಒಗರು,,,,,,,,,
,Acro megaly,"ತೋರವಯವಿ, ಅತಿಕಾಯ",,,,,,,,,
,Acrocarpous,ಅಕ್ಷಾಂತ ಫಲ,,,,,,,,,
,Acropetal,"ಅಗ್ರಾಭಿಸಾರಿ, ಊರ್ಧ್ವವರ್ಧಿ",,,,,,,,,
,Acropetal succession,"ಅಗ್ರಾಭಿಸಾರಿ, ಊರ್ಧ್ವವರ್ಧಿ ಅನುಕ್ರಮತೆ",,,,,,,,,
,Acrosome defect,ಅಗ್ರ ಪಿಂಡಕದೋಷ,,,,,,,,,
,Act,ಅಧಿನಿಯಮ,,,,,,,,,
,Act of mating,ಸಂತಾನೋತ್ಪಾದನೆಗೆ ಜೊತೆಗೂಡಿಸುವ ಕ್ರಿಯೆ,,,,,,,,,
,Act of parturition,ಹೆರಿಗೆ ಕ್ರಿಯೆ,,,,,,,,,
,Actino bacillosis,"ಮರನಾಲಗೆ (ದನ, ಹಂದಿಗಳ ರೋಗ)",,,,,,,,,
,Actinodermatitis,ಚರ್ಮದ ಉರಿತ,,,,,,,,,
,Actinomorphic,"ತ್ರಿಜ್ಯ ಸಮಮಿತ, ತ್ರಿಜ್ಯಸಮ ಅಳತೆಯ",,,,,,,,,
,Actinomorphic (radial symmetry),"ತ್ರಿಜ್ಯ ಸಮಮಿತಿ, ತ್ರಿಜ್ಯಸಮಭಾಗಿ, ತ್ರಿಜ್ಯಸಮಭಾಗೀಯ",,,,,,,,,
,Actinomorphy,ತ್ರಿಜ್ಯಸಮಭಾಗೀಯತೆ (ತ್ರಿಜ್ಯಾಸಮಮಿತಿ),,,,,,,,,
,Actinomycosis,ಗಲ್ಲಕಟ್ಟು (ಸಾಕುಪ್ರಾಣಿಗಳು ಗಂಟಲು)/ದವಡೆಗಳಲ್ಲಾಗುವ ಗಂತಿರಚನೆ),,,,,,,,,
,Actinostele,ನಕ್ಷತ್ರ ಕೇಂದ್ರವಲಯ,,,,,,,,,
,Action buffer,"ಕಾಪುತಡೆ ಕ್ರಿಯೆ, ಉಭಯ ಪ್ರತಿರೋಧಕ ಕ್ರಿಯೆ",,,,,,,,,
,Action current,"ಹರಿವ ವಿದ್ಯುತ್, ಕ್ರಿಯಾ ವಿದ್ಯುತ್",,,,,,,,,
,Action potential,ಕ್ರಿಯಾಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Action spectrum,ಕ್ರಿಯಾವರ್ಣಪಟಲ,,,,,,,,,
