ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Engraving,"ನಕಾಸೆ ಕೆತ್ತು, ರೇಖಿಸು, ಎಂಗ್ರೇವಿಂಗ್‌",,,,,,,,,YES
,Etching,"ಕೊರೆಯುವುದು, ಕೆತ್ತುವುದು, ಪ್ರತಿರೂಪ ತಯಾರಿಸು, ಎಚಿಂಗ್‌",,,,,,,,,YES
,Exposing,"ಎಕ್ಸ್ ಪೋಸಿಂಗ್‌; ಬೆಳಕಿಗೆ ಒಡ್ಡು, ಬಹಿರಂಗಪಡಿಸು",,,,,,,,,YES
,Finishing,"ಪೂರ್ಣಗೊಳಿಸು, ಓರಣಗೊಳಿಸು, ಫಿನಿಷಿಂಗ್‌",,,,,,,,,YES
,Fonts,"ಆಚ್ಚುಮೊಳೆ, ಫಾಂಟುಗಳು",,,,,,,,,YES
,Forms,ನಮೂನೆಗಳು,,,,,,,,,YES
,Foiling,"ಹಿ೦ಬಳಿತ ಬೆನ್ನುಲೇಪ, ತಗಡು ಹೊದಿಸು",,,,,,,,,YES
,Folding,ಮಡಚುವುದು,,,,,,,,,YES
,Fountaining,"ಮಸಿಕೊಳವೆ, ಬುಡ್ಡಿ ನೀರು ಬುಗ್ಗೆ, ಚಿಲುಮೆ, ಫೌಂಟೇನ್‌",,,,,,,,,YES
,Gray Scale,ಗ್ರೇಸ್ಕೇಲ್‌,,,,,,,,,YES
,Gravure,ಗ್ರವ್ಯುರ್‌,,,,,,,,,YES
,Hanging,"ತೂಗುಹಾಕುವುದು, ತಗಲುಹಾಕುವುದು, ಇಳಿಬಿದ್ದಿರುವುದು",,,,,,,,,YES
,Knoting,"ಗಂಟುಹಾಕುವುದು, ನಾಟಿಂಗ್‌",,,,,,,,,YES
,Impressions,ಮುದ್ರೆಗಳು,,,,,,,,,YES
,Image mixing,ಚಿತ್ರ / ದೃಶ್ಯಮಿಶ್ರಣ,,,,,,,,,YES
,image setter,ಇಮೇಜ್‌ ಸೆಟರ್‌,,,,,,,,,YES
,Images,"ಚಿತ್ರಗಳು, ಸಂಕೇತ, ಬಿಂಬ, ದೃಶ್ಯ",,,,,,,,,YES
,Imposing,ಪುಟವಿನ್ಯಾಸ,,,,,,,,,YES
,Ink duct,ಇಂಕ್‌ಡಕ್ಟ್,,,,,,,,,YES
,Ink,"ಶಾಯಿ, ಮಸಿ, ಇಂಕ್‌",,,,,,,,,YES
,Inching,ಇಂಚಿಂಗ್‌,,,,,,,,,YES
,Invitation,"ಆಹ್ವಾನ, ಕೋರಿಕೆ",,,,,,,,,YES
,Jogging,ಜಾಗಿಂಗ್‌,,,,,,,,,YES
,Labels,"ಗುರುತುಚೀಟಿ, ಲೇಬಲ್‌",,,,,,,,,YES
,Layout,"ವಿನ್ಯಾಸ, ಲೇಔಟ್‌",,,,,,,,,YES
,Lamination,"ಪದರ ರಚನೆ, ಪ್ಲಾಸ್ಟಿಕ್‌ ಹೊದಿಕೆ, ಲ್ಯಾಮಿನೇಷನ್",,,,,,,,,YES
,Letters,"ಅಚ್ಚುಮೊಳೆಗಳು, ಅಕ್ಷರಗಳು, ಪತ್ರಗಳು",,,,,,,,,YES
,Letter press,ಲೆಟರ್ ಪ್ರೆಸ್,,,,,,,,,YES
,Lifting,"ಎತ್ತುವುದು, ಮೇಲಕ್ಕೆತ್ತುವುದು",,,,,,,,,YES
,Lithography,ಶಿಲಾಮುದ್ರಣ,,,,,,,,,YES
,Margin,"ಅಂಚು, ಸೀಮೆ",,,,,,,,,YES
,Make ready,ಮೇಕ್ ರೆಡಿ,,,,,,,,,YES
,Measurement,"ಮಾನ, ಪರಿಮಾಣ, ಅಳತೆ",,,,,,,,,YES
,Medium,"ಮಾಧ್ಯಮ, ವಾಹಕ ಸಾಧನ",,,,,,,,,YES
,Mixing,"ಮಿಶ್ರಣ ಬೆರೆಸುವುದು, ಮಿಕ್ಸಿಂಗ್‌",,,,,,,,,YES
,Opaque,"ಮಬ್ಬಾದ, ಮಸುಕಾದ, ಅಪಾರದರ್ಶಕ",,,,,,,,,YES
,Offset,"ಆಫ್ಸೆಟ್‌, ಪ್ರತಿ, ಮುದ್ರಣ",,,,,,,,,YES
,Packing,"ಕಟ್ಟುವುದು, ಪ್ಯಾಕ್ ಮಾಡುವುದು",,,,,,,,,YES
,Paper,ಕಾಗದ,,,,,,,,,YES
,Pages,ಪುಟಗಳು,,,,,,,,,YES
,Paste-up,ಪೇಸ್ಟ್ ಅಪ್‌,,,,,,,,,YES
,Peeling,"ಸುಲಿಯುವುದು, ತೆಗೆದುಹಾಕುವುದು",,,,,,,,,YES
,Perfect,"ಗಟ್ಟಿ ಮಾಡಿದ, ಶುದ್ಧ, ಪರ್‌ಫೆಕ್ಟ್",,,,,,,,,YES
,Plates,"ಹಲಗೆಗಳು, ಫಲಕಗಳು, ಪ್ಲೇಟುಗಳು",,,,,,,,,YES
,Positives,ಪಾಸಿಟಿವ್ಸ್,,,,,,,,,YES
,Pre-printed,ಪೂರ್ವ ಮುದ್ರಣ / ಮೊದಲೇ ಮುದ್ರಿಸಿದ,,,,,,,,,YES
,Production,"ಉತ್ಪತ್ತಿ, ಉತ್ಪನ್ನ, ಪ್ರೊಡಕ್ಷನ್‌",,,,,,,,,YES
,Pressing,"ಪ್ರೆಸ್ಸಿಂಗ್‌, ಒತ್ತುವುದು, ಅಚ್ಚೊತ್ತುವುದು",,,,,,,,,YES
,Processing,ಪ್ರೊಸೆಸಿಂಗ್‌ / ಮಂಡಿಸುವುದು,,,,,,,,,YES
,Processor,ಪ್ರೊಸೆಸರ್‌ / ಮಂಡಿಸುವವ,,,,,,,,,YES
,Proofing,"ಕರಡಚ್ಚು, ಪ್ರೂಫಿಂಗ್‌",,,,,,,,,YES
,Purchase order,ಖರೀದಿ ಕೋರಿಕೆ,,,,,,,,,YES
,Punching,"ಪಂಚ್‌ ಮಾಡುವುದು, ರಂಧ್ರ ಮಾಡುವುದು",,,,,,,,,YES
,Raw materials,ಕಚ್ಚಾ ವಸ್ತುಗಳು / ಸಾಮಗ್ರಿಗಳು,,,,,,,,,YES
,Register mark,"ಅಚ್ಚಿನ ಹೊಂದಿಕೆ ಗುರುತು, ಹೊಂದಾವಣೆ ಗುರುತು, ರಿಜಿಸ್ಟರ್‌ ಮಾರ್ಕ್‌",,,,,,,,,YES
,Reduction,"ಇಳಿಕೆ, ಕಡಿತ",,,,,,,,,YES
,Re-printing,ಪುನರ್‌ ಮುದ್ರಣ,,,,,,,,,YES
,Rotating,"ತಿರುಗುವುದು, ಆವರ್ತ, ಸರದಿ, ರೊಟೇಟಿಂಗ್‌ ಪೀಲಿಂಗ್‌",,,,,,,,,YES
,Rotary,"ಉರುಳೆಯಂತ್ರ, ಆವರ್ತಕ, ರೋಟರಿ",,,,,,,,,YES
,Ruling,"ಗೆರೆಹಾಕುವುದು, ರೂಲಿಂಗ್‌",,,,,,,,,YES
,Screen,"ತೆರೆ, ಫಲಕ, ಪರದೆ, ಸ್ಕ್ರೀನ್",,,,,,,,,YES
,Screening,ಸ್ಕ್ರೀನಿಂಗ್‌,,,,,,,,,YES
,Scale,"ಅಳತೆ ಪಟ್ಟಿ, ಸ್ಕೇಲ್‌",,,,,,,,,YES
,Sensitive,"ಸೂಕ್ಷ್ಮ ಗ್ರಾಹಿ, ಸೂಕ್ಷ್ಮ",,,,,,,,,YES
,Sections,"ವಿಭಾಗ /ಖಂಡ, ಸೆಕ್ಷನ್ಸ್",,,,,,,,,YES
,Sharp,"ಚೂಪು, ಮೊನಚು",,,,,,,,,YES
,Sheets,"ಹಾಳೆಗಳು, ತಗಡು",,,,,,,,,YES
,Speed,"ವೇಗ, ರಭಸ, ಶೀಘ್ರತೆ",,,,,,,,,YES
,Step and repeat,ಸ್ಟೆಪ್‌ ಆಂಡ್‌ ರಿಪೀಟ್‌,,,,,,,,,YES
,Stationery,ಲೇಖನ ಸಾಮಗ್ರಿ,,,,,,,,,YES
,Stitching,ಹೊಲಿಯುವುದು,,,,,,,,,YES
,Super Imposing,ಸುಂದರ ಪುಟ ವಿನ್ಯಾಸ,,,,,,,,,YES
,Surface,"ಹೊರಭಾಗ, ಮೇಲ್ಮೈ, ಫಲಕ",,,,,,,,,YES
,Supply order,ಸರಬರಾಜು ಕೋರಿಕೆ,,,,,,,,,YES
,Target mask,ಟಾರ್ಗೆಟ್‌ ಮಾಸ್ಕ್‌,,,,,,,,,YES
,Tieing,"ಕಟ್ಟುವುದು, ಬಿಗಿಯುವುದು ಭದ್ರಪಡಿಸುವುದು, ಟೈಯಿಂಗ್‌",,,,,,,,,YES
,Trimming,ಟ್ರಿಮ್ಮಿಂಗ್‌,,,,,,,,,YES
,Types,"ಅಚ್ಚುಮೊಳೆ, ಟೈಪು",,,,,,,,,YES
,Work order,"ಕಾರ್ಯಾದೇಶ, ಕೆಲಸ ಮಾಡಲು",,,,,,,,,YES
,Web,"ಜಾಲ, ಬಲೆ, ಪೊರೆ, ವೆಬ್‌",,,,,,,,,YES
