ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Administration report,,ಆಡಳಿತ ವರದಿ,,,,,,,
,,Admission into prison,,ಕಾರಾಗೃಹಕ್ಕೆ ಸೇರಿಸಿಕೊಳ್ಳುವುದು,,,,,,,
,,Admonition,,ವಾಗ್ದಂಡನೆ,,,,,,,
,,Adult,,ವಯಸ್ಕ,,,,,,,
,,Advance register,,ಮುಂಗಡ ರೆಜಿಸ್ಟರು,,,,,,,
,,Adverse remarks,,ಪ್ರತಿಕೂಲ ಶರಾ,,,,,,,
,,Advertisement,,ಜಾಹೀರಾತು,,,,,,,
,,Advisory board register,,ಸಲಹಾ ಮಂಡಲಿ ರೆಜಿಸ್ಟರು,,,,,,,
,,Advocate,,ಆಡ್ಜೋಕೇಟ್‌ ವಕೀಲ ; ನ್ಯಾಯವಾದಿ,,,,,,,
,,Affidavit,,ಅಫಿಡವಿಟ್‌; ಶಪಥಪತ್ರ,,,,,,,
,,Affirm,,ದೃಢೀಕರಿಸು,,,,,,,
,,Affray,,ಬೀದಿ ಜಗಳ/ದೊಂಬಿ,,,,,,,
,,Agenda,,ಅಜೆಂಡಾ/ಕಾರ್ಯಸೂಚಿ,,,,,,,
,,Aggravate,,ಹೆಚ್ಚಿಸು ; ತೀವ್ರಗೊಳಿಸು ; ಉಲ್ಬಣಗೊಳಿಸು,,,,,,,
,,Agitate,,ಆಂದೋಲನ / ಚಳವಳಿ ಮಾಡು,,,,,,,
,,Agitation,,ಆಂದೋಲನ; ಚಳುವಳಿ,,,,,,,
,,Agreement,,ಒಪ್ಪಂದ; ಒಡಂಬಡಿಕೆ ; ಒಪ್ಪಿಗೆ ; ಕರಾರು,,,,,,,
,,Ailment,,ಕಾಯಿಲೆ; ಜಡ್ಡು ; ಛೀಮಾರಿ,,,,,,,
,,Alarm,,1. ಅಪಾಯ ಸೂಚಕ 2. (ಅಪಾಯದ) ಎಚ್ಚರಿಕೆ,,,,,,,
,,Allegation,,ಆಪಾದನೆ ; ಆರೋಪ,,,,,,,
,,Allege,,ಆಪಾದಿಸು ; ಆರೋಪಿಸು,,,,,,,
,,Allocation statement,,ಹಂಚಿಕೆ ವಿವರಣಾಪತ್ರ.,,,,,,,
,,Allotment of funds,,ಹಣದ ಹಂಚಿಕೆ,,,,,,,
,,Allowance,,1. ಭತ್ಯೆ 2.ರಿಯಾಯಿತಿ,,,,,,,
,,Alluminium vessel,,ಅಲ್ಯೂಮಿನಿಯಂ ಪಾತ್ರೆ,,,,,,,
,,Alter,,ಬದಲಾಯಿಸು; ಮಾರ್ಪಡಿಸು,,,,,,,
,,Alternate arrangements,,ಪರ್ಯಾಯ ವ್ಯವಸ್ಥೆ ಗಳು; ಬದಲಿ ಏರ್ಪಾಡುಗಳು,,,,,,,
,,Aluminium chloride,,ನವಸಾಗರ,,,,,,,
,,Ambulance,,ಆಂಬ್ಯುಲೆನ್ಸ್; ರೋಗಿವಾಹನ,,,,,,,
,,Ambush,,1. ಹೊಂಚುಹಾಕಿ ದಾಳಿಮಾಡು 2. ಹೊಂಚುದಾಳಿ,,,,,,,
,,Amendment,,ತಿದ್ದುಪಡಿ,,,,,,,
,,Ammunition,,1. ಮದ್ದುಗುಂಡು 2.ಯುದ್ಧಸಾಮಗ್ರಿ,,,,,,,
,,Ammunition register,,ಮದ್ದು ಗುಂಡಿನ ರೆಜಿಸ್ಟರು,,,,,,,
,,Amputate,,ಅಂಗಚ್ಛೇದ ಮಾಡು ; ಕೊಯ್ದುಹಾಕು ; ಕತ್ತರಿಸಿಹಾಕು,,,,,,,
,,Animosity,,ಬದ್ಧವೈರಿ / ದ್ವೇಷ,,,,,,,
,,Ankle,,ಕಾಲಿನ ಹರಡು,,,,,,,
,,Ankle ring,,ಕಾಲಿನ ಬಳೆ,,,,,,,
,,Annual administration report,,ವಾರ್ಷಿಕ ಆಡಳಿತ ವರದಿ,,,,,,,
,,Annual statistical return,,ವಾರ್ಷಿಕ ಅಂಕ ಅಂಶಗಳ ವಿವರ ಪಟ್ಟಿಕೆ,,,,,,,
,,Annual verification,,ವಾರ್ಷಿಕ ಪರಿಶೀಲನೆ,,,,,,,
,,Antagonism,,ವೈರಿ ; ವಿರೋಧ ; ವೈಷಮ್ಯ,,,,,,,
,,Antecedents,,ಪೂರ್ವಚರಿತ್ರೆ ; ಹಿಂದಿನ ನಡತೆ,,,,,,,
,,Appeal,,1. ಅಪೀಲು/ ಮೇಲ್ಮನವಿ ಮಾಡು 2. ಅಪೀಲು ; ಮೇಲ್ಮನವಿ,,,,,,,
,,Appeal petition convicts,,ನಿರ್ಣೀತಾಪರಾಧಿಗಳ ಅಪೀಲು ಅರ್ಜಿ,,,,,,,
,,Appeal registers form No. 132,,ಅಪೀಲು ರೆಜಿಸ್ಟರ್‌ ನಮೂನೆ ಸಂ. 132,,,,,,,
,,Appellant,,ಅಪೀಲುದಾರ,,,,,,,
,,Appellate court,,ಅಪೀಲು ನ್ಯಾಯಾಲಯ,,,,,,,
,,Apprehend,,1. ಬಂದಿಸು; ದಸ್ತಗಿರಿ ಮಾಡು 2. ಹೆದರು ; ಶಂಕಿಸು,,,,,,,
,,Apprehension,,1. ಬಂಧನ ; ದಸ್ತಗಿರಿ 2. ಹೆದರಿಕೆ ; ಶಂಕೆ ; ಗುಮಾನಿ,,,,,,,
,,Approver,,ಅಪ್ರೂವರ್‌ ; ಮಾಫೀ ಸಾಕ್ಷಿ(ದಾರ),,,,,,,
,,Apron,,ಏಪ್ರನ್‌; ಕೆಲಸ ಮಾಡುವಾಗ ಬಟ್ಟೆ ಕೊಳೆಯಾಗದಿರಲು ದೇಹದ ಮುಂದುಗಡೆ ಕಟ್ಟಿಕೊಳ್ಳುವ ಉಡಿಗೆ,,,,,,,
,,Arc welding,,ಚಾಪಬೆಸುಗೆ ; ವಿದ್ಯುತ್ತಿನಿಂದ ಮಾಡುವ ಒಂದು ವಿಧದ ಬೆಸುಗೆ,,,,,,,
,,Argue,,ವಾದಿಸು,,,,,,,
,,Argument,,ವಾದ,,,,,,,
,,Armed guards,,ಸಶಸ್ತ್ರ ಗಾರ್ಡುಗಳು,,,,,,,
,,Armed reserve,,ಸಶಸ್ತ್ರ ಮೀಸಲು ಪಡೆ,,,,,,,
,,Arms,,ಶಸ್ತ್ರಗಳು,,,,,,,
,,Arrest,,1. ಬಂಧಿಸು ; ದಸ್ತಗಿರಿ ಮಾಡು 2. ಬಂಧನ ; ದಸ್ತಗಿರಿ,,,,,,,
,,Armoury,,ಶಸ್ತ್ರಾಗಾರ,,,,,,,
,,Arson,,ಬೆಂಕಿ ಹಚ್ಚುವುದು,,,,,,,
,,Art,,ಕಲೆ ; ಕೌಶಲ ; ಚತುರತೆ,,,,,,,
,,Assassination,,ಹತ್ಯೆ ; ಕೊಲೆ,,,,,,,
,,Assault,,1. ಹಲ್ಲೆಮಾಡು ; ಆಕ್ರಮಣ ಮಾಡು; ಮೇಲೆ ಬೀಳು 2. ಹಲ್ಲೆ ; ಆಕ್ರಮಣ ಮೇಲೆ ಬೀಳುವಿಕೆ,,,,,,,
,,Assembly,,1. ಕೂಟ 2. ಸಭೆ 3. ವಿಧಾನ ಸಭೆ,,,,,,,
,,Assistant superintendent,,ಸಹಾಯಕ ಅಧೀಕ್ಷಕ,,,,,,,
,,Attach,,ಜಪ್ತಿಮಾಡು,,,,,,,
,,Attachment,,ಜಪ್ತಿ,,,,,,,
,,Attempt,,1. ಪ್ರಯತ್ನಿಸು 2. ಪ್ರಯತ್ನ,,,,,,,
,,Attempt to commit murder,,ಕೊಲೆ ಮಾಡಲು ಪ್ರಯತ್ನಿಸು,,,,,,,
,,Attempt to commit suicide,,ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನಿಸು,,,,,,,
,,Attempt to escape,,ಪರಾರಿಯಾಗಲು ಪ್ರಯತ್ನಿಸು,,,,,,,
,,Auction,,1. ಹರಾಜು ಹಾಕು; ಲಿಲಾವು ಮಾಡು 2. ಹರಾಜು ; ಲಿಲಾವು ; ಏಲಂ.,,,,,,,
,,Auction of unserviceable articles,,ಅನುಪಯುಕ್ತ ವಸ್ತುಗಳ ಹರಾಜು,,,,,,,
,,Autopsy,,ಶವಪರೀಕ್ಷೆ,,,,,,,
,,Avenge,,ಸೇಡು ತೀರಿಸು,,,,,,,
,,Avocation,,ವೃತ್ತಿ ; ಉಪವೃತ್ತಿ,,,,,,,
,,Award,,1. ಕೊಡು 2. ಐತೀರ್ಪು 3. ಪ್ರಶಸ್ತಿ,,,,,,,
,,Axe,,ಕೊಡಲಿ,,,,,,,
,,Background,,ಹಿನ್ನೆಲೆ,,,,,,,
,,Bad character,,1.ಕೆಟ್ಟನಡತೆ 2. ಕೆಟ್ಟವ್ಯಕ್ತಿ,,,,,,,
,,Badge,,ಬ್ಯಾಡ್ಜ್‌; ಬಿಲ್ಲೆ,,,,,,,
,,Badge of convict-officer,,ನಿರ್ಣೀತಾಪರಾಧಿ ಅಧಿಕಾರಿಯ ಬಿಲ್ಲೆ,,,,,,,
,,Bail,,ಜಾಮೀನು,,,,,,,
,,Bail bond,,ಜಾಮೀನುಪತ್ರ,,,,,,,
,,Bailiff,,ಬೇಲಿಫ್‌; ಅಮೀನ,,,,,,,
,,Bale,,ಬೇಲ್‌; ಗಂಟು; ಪಿಂಡಿ; ಅಂಡಿಗೆ,,,,,,,
,,Ball practice registers,,ಗೋಲಿಬಾರು ಅಭ್ಯಾಸದ ರೆಜಿಸ್ಟರು,,,,,,,
,,Ban,,1. ನಿಷೇಧಿಸು 2. ನಿಷೇಧ,,,,,,,
,,Bandage,,1. ಬ್ಯಾಂಡೇಜು/ ಪಟ್ಟಿಕಟ್ಟು 2. ಬ್ಯಾಂಡೇಜು; ಪಟ್ಟಿ,,,,,,,
,,Bandit,,ದಾರಿಗಳ್ಳ,,,,,,,
,,Band-saw blade,,ಪಟ್ಟಿ ಗರಗಸದ ಆಲಗು.,,,,,,,
,,Banish,,ಗಡೀಪಾರು ಮಾಡು,,,,,,,
,,Barrack,,ಬ್ಯಾರಕ್‌ ; ಬಂದಿಗಳು ವಾಸಿಸುವ ವಿಶಾಲವಾದ ಕೋಣೆ,,,,,,,
,,Baton,,ಬ್ಯಾಟನ್‌ ; (ಪೊಲೀಸ್‌ ಪೇದೆಯ) ಸೋಟ ; ಮೋಟುದೊಡ್ಣೆ,,,,,,,
,,Batta,,ಬ್ಯಾಟ ; ಸಾಕ್ಷಿ ಕೈದಿ ಮೊ.ವರಿಗೆ ಜೀವನೋಪಾಯಕ್ಕಾಗಿ ಕೊಡುವ ಭತ್ಯ,,,,,,,
,,Battalion,,ಬೆಟಾಲಿಯನ್‌ ; ಸೈನ್ಯತುಕಡಿ,,,,,,,
,,Bayonet,,ಬಯಾನೆಟ್; ಸನೀನು,,,,,,,
,,Beat,,1. ಹೊಡೆ‌ 2. ಗಸ್ತು,,,,,,,
,,Bedding,,"ಹಾಸಿಗೆ ಸಾಮಾನು ; ಹಾಸಿಗೆಗೆ ಬೇಕಾದ ಮತ್ತೆ, ದಿಂಬು, ಹೊದಿಕೆ ಮೊ.ವು",,,,,,,
,,Bed sheet,,ಬೆಡ್‌ ಶೀಟು ; ಮೇಲುಹಾಸು ; ಮಗ್ಗುಲು ಹಾಸಿಗೆ,,,,,,,
,,Bed side ticket,,ಹಾಸಿಗೆ ಟಿಕೆಟು,,,,,,,
,,Bees wax,,ಜೇನುಮೇಣ,,,,,,,
,,Behead,,ತಲೆಕಡಿ ; ಶಿರಶ್ಫೇದನ ಮಾಡು,,,,,,,
,,Belt,,ಬೆಲ್ಟ್; ನಡುಪಟ್ಟಿ,,,,,,,
,,Bigamy,,ದ್ವಿಪತ್ನೀತ್ವ ಯಾ ದ್ವಿಪತಿತ್ವ ; ಏಕಕಾಲದಲ್ಲಿ ಇಬ್ಬರು ಹೆಂಡತಿಯರು ಯಾ ಇಬ್ಬರು ಗಂಡಂದಿರು ಇರುವ ಸ್ಥಿತಿ,,,,,,,
,,Black mail,,"ಬ್ಲ್ಯಾಕ್‌ ಮೇಲ್‌ ; 
1. ಬೆದರಿಸಿ ಹಣ ಕಿತ್ತುಕೊ 
2. ಬೆದರಿಸಿ ಯಾವುದೇ ಕೆಲಸವನ್ನು ಮಾಡಲು ಬಲಾತ್ಕರಿಸು
3. ಬೆದರಿಸಿ ಹಣ ಕಿತ್ತುಕೊಳ್ಳುವುದು 
4, ಬೆದರಿಸಿ ಯಾವುದೇ ಕೆಲಸವನ್ನು ಮಾಡಲು ಬಲಾತ್ಕರಿಸುವುದು",,,,,,,
,,Blacksmith,,ಕಮ್ಮಾರ,,,,,,,
,,Blanket,,ಕಂಬಳಿ,,,,,,,
,,Blanket manufacturing,,ಕಂಬಳಿ ತಯಾರಿಕೆ,,,,,,,
,,Bleaching powder,,ಚೆಲುವೆ ಪುಡಿ,,,,,,,
,,Bobbin,,ಕಂಡಿಕೆ; ಉರುಳೆ,,,,,,,
,,Bomb,,1. ಬಾಂಬು ಹಾಕು 2. ಬಾಂಬು; ಸಿಡಿಗುಂಡು,,,,,,,
,,Book binding,,ಬುಕ್‌ ಬೈಂಡಿಗ್‌; ಪುಸ್ತಕಗಳಿಗೆ ರಟ್ಟು ಹಾಕಿ ಒಪ್ಪವಾಗಿ ಹೊಲಿಯುವುದು,,,,,,,
,,Booty,,ಕೊಳ್ಳೆ; ಲೂಟಿ; ಸೂರೆ,,,,,,,
,,Borstal lad,,ಬಾರ್ಸ್ಬಲ್‌ ಲ್ಯಾಡ್‌; ಬಾಲಾಪರಾಧಿ ಶಾಲೆಯ ಹುಡುಗ,,,,,,,
,,Borstal school,,ಬಾರ್ಸ್ವಲ್‌ ಸ್ಕೂಲ್‌; ಬಾಲಾಪರಾಧಿಗಳನ್ನು ತಕ್ಕ ಶಿಕ್ಷಣದಿಂದ ತಿದ್ದುವ ಶಾಲೆ,,,,,,,
,,Boycott,,1. ಬಹಿಷ್ಕರಿಸು 2. ಬಹಿಷ್ಕಾರ,,,,,,,
,,Brass vessel,,ಹಿತ್ತಾಳೆ ಪಾತ್ರೆ,,,,,,,
,,Breach of peace,,ಶಾಂತಿ ಭಂಗ,,,,,,,
,,Bread,,ಬ್ರೆಡ್ಡು; ರೊಟ್ಟಿ,,,,,,,
,,Break out of barracks,,ಬರಾಕುಗಳಿಂದ ಓಡಿಹೋಗು/ ತಪ್ಪಿಸಿಕೊಂಡು: ಹೋಗು,,,,,,,
,,Bribe,,1. ಲಂಚ ಕೊಡು 2. ಲಂಚ,,,,,,,
,,Bribery,,ಲಂಚಗುಳಿತನ,,,,,,,
,,Budget register (civil and factory),,ಆಯವ್ಯಯ ಪತ್ರದ ರೆಜೆಸ್ಟರ್‌ (ಸಿವಿಲ್‌ ಮತ್ತು ಫ್ಯಾಕ್ಟರಿ),,,,,,,
,,Bugle,,ಕಹಳೆ; ಕೊಂಬು,,,,,,,
,,Bullet,,ಗುಂಡು; ಗೋಲಿ,,,,,,,
,,Burden of proof,,ರುಜುವಾತಿನ ಭಾರ /ಹೊಣೆ,,,,,,,
,,Burglary,,ಕನ್ನಹಾಕುವುದು,,,,,,,
,,Burial ground,,ಸ್ಮಶಾನ ಸುಡುಗಾಡು,,,,,,,
,,Butt,,ಬಟ್‌; ಆಯುಧದ ದಪ್ಪತುದಿ,,,,,,,
,,Button,,ಬಟನ್‌; ಗುಂಡಿ,,,,,,,
,,Cancellation of remission,,ಮಾಫಿ ರದ್ಧತಿ,,,,,,,
,,Cane,,1. ಬೆತ್ತ 2. ಚಡಿ ; ಬೆತ್ತ,,,,,,,
,,Cane weaving,,ಬೆತ್ತದ ಹೆಣಿಗೆ,,,,,,,
,,Cane work,,ಬೆತ್ತದ ಕೆಲಸ,,,,,,,
,,Canteen,,ಕ್ಯಾಂಟೀನ್‌; ಉಪಹಾರಗೃಹ,,,,,,,
,,Capital offence,,ಮರಣದಂಡನಾರ್ಹ ಅಪರಾಧ,,,,,,,
,,Capital punishment,,ಮರಣದಂಡನೆ । ಫಾಸೀಶಿಕ್ಷೆ,,,,,,,
,,Captive,,ಬಂಧಿತ,,,,,,,
,,Capture,,ಬಂಧಿಸು; ಸೆರೆಹಿಡಿ,,,,,,,
,,Carpenter,,ಬಡಗಿ; ಮರಗೆಲಸಗಾರ,,,,,,,
,,Carpentry,,ಬಡಗಿ ಕೆಲಸ; ಮರಗೆಲಸ,,,,,,,
,,Carpet,,ಜಮಖಾನೆ,,,,,,,
,,Carpet dying,,ಜಮಖಾನೆಗೆ ಬಣ್ಣ ಹಾರುವುದು,,,,,,,
,,Carpet making,,ಜಮಖಾನೆ ತಯಾರಿಕೆ,,,,,,,
,,Carpet weaving,,ಜಮಖಾನೆ ನೇಯ್ಗೆ,,,,,,,
,,Cartridge,,ಕಾಡತೂಸು; ತೋಟಾ; ಕೋವಿಗುಂಡು,,,,,,,
,,Case diary,,ಕೇಸ್‌ ಡೈರಿ; ಪ್ರಕರಣ ದಿನಚರಿ,,,,,,,
,,Case file,,ಕೇಸ್‌ ಫೈಲ್‌; ಪ್ರಕರಣ ಕಡತ,,,,,,,
,,Case sheet,,ಕೇಸ್‌ಶೀಟ್‌ ; ಪ್ರಕರಣ ಪತ್ರ,,,,,,,
,,Castor oil,,ಹರಳೆಣ್ಣೆ ; ಔಡಲೆಣ್ಣೆ,,,,,,,
,,Casual leave register,,ಸಾಂದರ್ಭಿಕ ರಜೆ ರೆಜಿಸ್ಟರು,,,,,,,
,,Casualty,,ಅಪಘಾತ ; ದುರ್ಘಟನೆ,,,,,,,
,,Caustic soda,,"ಕಾಸ್ಟಿಕ್‌ ಸೋಡ ; ಸಾಬೂನು, ಚೆಲುವೆ ಮೊ.ವನ್ನು ಮಾಡಲು ಬಳಸುವ ಹರಳು ರೂಪದ ಒಂದು- ಬಿಳಿಯ ರಾಸಾಯನಿಕ ವಸ್ತು",,,,,,,
,,Cell,,ಸೆಲ್‌ ; ಸಣ್ಣಕೋಣೆ,,,,,,,
,,Cellar,,ನೆಲಮಾಳಿಗೆ,,,,,,,
,,Cells and sleeping wards,,ಸೆಲ್ಲುಗಳು ಮತ್ತು ಮಲಗುವ ವಾರ್ಡುಗಳು,,,,,,,
,,Cemetery,,ಸ್ಮಶಾನ,,,,,,,
,,Central prison,,ಕೇಂದ್ರ ಕಾರಾಗೃಹ,,,,,,,
,,Ceremonial parade,,ಸಾಂಪ್ರದಾಯಿಕ ಕವಾಯಿತು,,,,,,,
,,Certificate,,ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Certificate of fitness,,ಯೋಗ್ಯತಾ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Certified copy,,ಪ್ರಮಾಣೀಕೃತ ಪ್ರತಿ,,,,,,,
,,Chains,,"1. ಸಂಕೋಲೆ ; ಬೇಡಿ
2. ಸೆರೆ ; ಬಂಧನ",,,,,,,
,,Chappal,,ಚಪ್ಪಲಿ ; ಮಟ್ಟು,,,,,,,
,,Charcoal,,ಇದ್ದಲು,,,,,,,
,,Charge-sheet,,ಆರೋಪ ಪಟ್ಟಿ,,,,,,,
,,Cheating,,ವಂಚನೆ ; ವಂಚಿಸುವುದು,,,,,,,
,,Cheque encashment register,,ಚೆಕ್ ನಗದೀಕರಣ ರೆಜಿಸ್ಟರು,,,,,,,
,,Chief jailor,,ಚೀಪ್‌ ಜೈಲರು,,,,,,,
,,Chief warder,,ಚೀಪ್‌ ವಾರ್ಡರ್‌,,,,,,,
,,Chime,,ಗಂಟಿ ಹೊಡೆದು ಸಮಯ ಸೂಚಿಸು,,,,,,,
