ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Account,ಲೆಕ್ಕ,,,,,,,,,
,Account,ಲೆಕ್ಕಕ್ಕೆ ತೆಗೆದುಕೊ,,,,,,,,,
,Accountable for,ಹೊಣೆಗಾರನಾದ,,,,,,,,,
,Accumulator,ಸಂಚಯಕ,,,,,,,,,
,Accuracy,ನಿಖರತೆ,,,,,,,,,
,Accuracy class,ನಿಖರತಾ ವರ್ಗ,,,,,,,,,
,Accuracy of mean,ಮಾಧ್ಯ ನಿಖರತೆ,,,,,,,,,
,Accurate,ನಿಖರ,,,,,,,,,
,Acid,ಆಮ್ಲ,,,,,,,,,
,Acidic,ಆಮ್ಲೀಯ,,,,,,,,,
,Acknowledgement,ಸ್ವೀಕೃತಿ,,,,,,,,,
,ACSR (alluminium conductor steel reinforced) conductor,ಎ.ಸಿ.ಎಸ್.ಆರ್. (ಉಕ್ಕಿನಿಂದ ಪ್ರಬಲಿತ ಅಲ್ಯುಮಿನಿಯಂ ವಾಹಕ),,,,,,,,,
,Ac Tacho-generator,ಎ.ಸಿ. ವೇಗಾವಲಂಬಿ-ಜನಕ,,,,,,,,,
,Active,ಕ್ರಿಯಾಶೀಲ,,,,,,,,,
,Active part,ಕ್ರಿಯಾಶೀಲ ಭಾಗ,,,,,,,,,
,Active time,ಕ್ರಿಯಾಶೀಲ ಕಾಲ,,,,,,,,,
,Actual,ವಾಸ್ತವಿಕ,,,,,,,,,
,Actual dimension,ವಾಸ್ತವಿಕ ಆಯಾಮ,,,,,,,,,
,Actual size,ವಾಸ್ತವಿಕ ಗಾತ್ರ,,,,,,,,,
,Actual time,ವಾಸ್ತವಿಕ ಕಾಲ,,,,,,,,,
,Actual value,ವಾಸ್ತವಿಕ ಮೌಲ್ಯ,,,,,,,,,
,Actuate,ಚೋದಿಸು,,,,,,,,,
,Actuator,ಚೋದಕ,,,,,,,,,
,Adapt,"ಸಂಯೋಜಿಸು, ಅಳವಡಿಸು",,,,,,,,,
,Adaptation,ಸಂಯೋಜನೆ,,,,,,,,,
,Adapter,ಸಂಯೋಜಕ,,,,,,,,,
,Adder,ಸಂಕಲಕ,,,,,,,,,
,Addition,ಸಂಕಲನ,,,,,,,,,
,Addition law,ಸಂಕಲನ ನಿಯಮ,,,,,,,,,
,Additive,ಸಂಕಲನೀಯ,,,,,,,,,
,Addresses and stencil cutter,ವಿಳಾಸ ಮತ್ತು ಕೊರೆಯಚ್ಚುಕ,,,,,,,,,
,Adequate,ಸಾಕಷ್ಟು,,,,,,,,,
,Adequate data,ಸಾಕಷ್ಟು ಮಾಹಿತಿ,,,,,,,,,
,Adhesion,ಅಂಟುವಿಕೆ,,,,,,,,,
,Adhesive,ಅಂಟು,,,,,,,,,
,Ad-hoc,"ತದರ್ಥಕ, ತಾತ್ಕಾಲಿಕ",,,,,,,,,
,Adjust,ಹೊಂದಿಸು,,,,,,,,,
,Adjustment,ಹೊಂದಾವಣೆ,,,,,,,,,
,Adjuster,ಹೊಂದಾವಣಿಕ,,,,,,,,,
,Admittance,ಪ್ರವೇಶಾನುಕೂಲತ್ವ,,,,,,,,,
,Adopt,ಸ್ವೀಕರಿಸು,,,,,,,,,
,Aerator,ವಾಯುವಿರೇಚಕ,,,,,,,,,
,Aerobatics,ವಾಯು ಕಸರತ್ತು,,,,,,,,,
,Aerodynamics,ವಾಯು ಚಲನಶಾಸ್ತ್ರ,,,,,,,,,
,A.F.C. (automatic frequency control),ಸ್ವ.ಆ.ನಿ. (ಸ್ವಚಲಿ ಆವರ್ತನ ನಿಯಂತ್ರಣ),,,,,,,,,
,After cooler,ಉತ್ತರಶೀತಕ,,,,,,,,,
,A. G. C. (automatic gain control,ಸ್ವ.ವ.ನಿ. (ಸ್ವಚಲಿ ವರ್ಧಕ ನಿಯಂತ್ರಣ),,,,,,,,,
,Aggregate,ಮೊತ್ತ,,,,,,,,,
,Aggregate method,ಮೊತ್ತ ವಿಧಾನ,,,,,,,,,
,Aggregate value,ಮೊತ್ತ ಮೌಲ್ಯ,,,,,,,,,
,Agitator,ಕಲಸಿಗ,,,,,,,,,
,Aim,ಗುರಿ,,,,,,,,,
,Air,ವಾಯು,,,,,,,,,
,Air breather,ವಾಯುಶ್ವಾಸಕ,,,,,,,,,
,Air circuit breaker,ವಾಯು ಪರಿಪಥ ಛೇದಕ,,,,,,,,,
,Air circulator,ವಾಯು ಪರಿಸಂಚಾಲಕ,,,,,,,,,
,Air conditioning,ವಾಯು ನಿಯಂತ್ರಣ,,,,,,,,,
,Air core,ವಾಯು ಕ್ರೋಢ (ಕಾಂತ),,,,,,,,,
,Air filter,ವಾಯು ಸೋಸುಕ,,,,,,,,,
,Air frame,ವಾಯು ಕಟ್ಟು,,,,,,,,,
,Air gap,ವಾಯು ಸಂಧಿ,,,,,,,,,
,Air guide,ವಾಯು ಪಥದರ್ಶಕ,,,,,,,,,
,Air lubricator,ವಾಯು ನಯಕಾರಕ,,,,,,,,,
,Air release screw,ವಾಯು ವಿಮೋಚನ ಸ್ಕ್ರೂ,,,,,,,,,
,Air resistance,ವಾಯು ಪ್ರತಿರೋಧ,,,,,,,,,
,Airship,ವಾಯು ನೌಕೆ,,,,,,,,,
,Alarm,ಅಪಾಯ ಸೂಚಿ,,,,,,,,,
,Alarm circuit,ಅಪಾಯ ಸೂಚಿ ಪರಿಪಥ,,,,,,,,,
,Alarm contact,ಅಪಾಯ ಸೂಚಿ ಸ್ಪರ್ಶ,,,,,,,,,
,Alcohol,ಮದ್ಯಸಾರ,,,,,,,,,
,Algebraic sum,ಬೀಜಗಣಿತ ಮೊತ್ತ,,,,,,,,,
,Align,ಸರಿಹೊಂದಿಸು,,,,,,,,,
,Aligning bar,ಸರಿಹೊಂದಾಣಿಕೆ ಪಟ್ಟಿ,,,,,,,,,
,Alignment,ಸರಿಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Alkali,ಕ್ಷಾರ,,,,,,,,,
,Allowable deviation,ಗ್ರಾಹ್ಯವಿಚಲನ,,,,,,,,,
,Allowance,ರಿಯಾಯಿತಿ,,,,,,,,,
,Allowed time,ರಿಯಾಯಿತಿ ಕಾಲ,,,,,,,,,
,Alloy,ಮಿಶ್ರಧಾತು,,,,,,,,,
,Alloy additive,ಮಿಶ್ರಧಾತು ಸಂಕಲನೀಯ,,,,,,,,,
,Alphabetically,ಅಕಾರಾದಿಯಾಗಿ,,,,,,,,,
,Alteration,ಬದಲಾವಣೆ,,,,,,,,,
,Alteration index,ಬದಲಾವಣಾ ಸೂಚಿ,,,,,,,,,
,Alteration notice,ಬದಲಾವಣಾ ಸೂಚನೆ,,,,,,,,,
,Alteration request,ಬದಲಾವಣಾ ಕೋರಿಕೆ,,,,,,,,,
,Alternate hypothesis,ಪ್ರರ್ಯಾಯ ಆಧಾರಕಲ್ಪನೆ,,,,,,,,,
,Alternating current,ಪರ್ಯಾಯ ಪ್ರವಾಹ,,,,,,,,,
,Alternative,ಪರ್ಯಾಯ,,,,,,,,,
,Altitude,ಎತ್ತರ,,,,,,,,,
,Alum,ಪಟಿಕ,,,,,,,,,
,Amber,ಶಿಲಾರಾಳ,,,,,,,,,
,Ambient or room temperature,ಆವರಣ ಉಷ್ಣಾಂಶ,,,,,,,,,
,Amendment,ತಿದ್ದುಪಡಿ,,,,,,,,,
,Ammeter,ಆ‍್ಯಂ ಮಾಪಕ (ಆಂಮಾಪಕ),,,,,,,,,
,Ammonia,ಅಮೋನಿಯ,,,,,,,,,
,Ammonium chloride,ನವಸಾಗರ,,,,,,,,,
,Ampere,ಆಂಪಿಯರ್,,,,,,,,,
,Ampere turn,ಆಂಪಿಯರ್ ಸುತ್ತು,,,,,,,,,
,Amplidyne,ಅಂಪ್ಲಿಡೈನ್,,,,,,,,,
,Amplification,ವರ್ಧಿಸುವಿಕೆ,,,,,,,,,
,Amplification factor,ವರ್ಧಕಾಂಶ,,,,,,,,,
,Amplifier,ಪರಿವರ್ಧಕ,,,,,,,,,
,Amplitude,"ಹರವು, ಕಂಪನ ವಿಸ್ತಾರ",,,,,,,,,
,Amplitude modulation,ಹರವಿನ ಸಾಂದರ್ಭಿಕ ಮಾರ್ಪಾಡು,,,,,,,,,
,Analogue-digital convertor,ಸದೃಶ - ಅಂಕ ರೂಪಾಂತರಿ,,,,,,,,,
,Analogue signal,ಸದೃಶ ಸಂಜ್ಞೆ,,,,,,,,,
,Analogy,ಸಾದೃಶ್ಯ,,,,,,,,,
,Analysis,ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Anchor,ಲಂಗರು,,,,,,,,,
,Ancillary service,ಪೂರಕ ಸೇವೆ,,,,,,,,,
,Ancillary unit,ಪೂರಕ ಘಟಕ,,,,,,,,,
,Anemometer,ವಾಯುವೇಗಮಾಪಕ,,,,,,,,,
,Angle,ಕೋನ,,,,,,,,,
,Angle block,ಕೋನಘಟ್ಟಿ,,,,,,,,,
,Angle gauge,"ಕೋನ ಅಳೆಪಿಡಿ, (ಮಾಪಿ)",,,,,,,,,
,Angle of clearance,ತೆರಪು ಕೋನ,,,,,,,,,
,Angle of contact,ಸ್ಪರ್ಶಕೋನ,,,,,,,,,
,Angle ring,ಕೋನ ಬಳೆ,,,,,,,,,
,Angular,ಕೋನೀಯ,,,,,,,,,
,Angular dimension,ಕೋನೀಯ ಆಯಾಮ,,,,,,,,,
,Angular distance,ಕೋನೀಯ ದೂರ,,,,,,,,,
,Angularity,ಕೋನೀಯತೆ,,,,,,,,,
,Angular rotation,ಕೋನೀಯ ಆವರ್ತ,,,,,,,,,
,Angular tool holder,ಕೋನೀಯ ಸಾಧನದ ಹಿಡಿಕೆ,,,,,,,,,
,Angular velocity,ಕೋನೀಯ ವೇಗ,,,,,,,,,
,Anneal,ಹದಕೊಡು,,,,,,,,,
,Annealing,ಹದಕೊಡುವಿಕೆ,,,,,,,,,
,Annexure,ಅನುಬಂಧ,,,,,,,,,
,Anode,ಧನಧ್ರುವ,,,,,,,,,
,Anticlockwise,ಅಪ್ರದಕ್ಷಿಣವಾಗಿ,,,,,,,,,
,Antilogarithm,ವಿಲೋಮ ಪ್ರತಿಘಾತ,,,,,,,,,
,Antiparticle,ವಿರುದ್ಧ ಕಣ,,,,,,,,,
,Anvil,ಬಡಿಗಲ್ಲು,,,,,,,,,
,A posteriori,ಫಲತಃ,,,,,,,,,
,Apparatus,"ಸಲಕರಣೆ, ಉಪಕರಣ",,,,,,,,,
,Apparent reason,ವ್ಯತಿಕರಣ,,,,,,,,,
,Appendix,ಪರಿಶಿಷ್ಟ,,,,,,,,,
,Application,ಅನ್ವಯ,,,,,,,,,
,Applicator,ಲೇಪಕ,,,,,,,,,
,Appraisal,ವಿಮರ್ಶನ,,,,,,,,,
,Appraisal cost,ವಿಮರ್ಶನ ವೆಚ್ಚ,,,,,,,,,
,Appraise,ವಿಮರ್ಶಿಸು,,,,,,,,,
,Apprentice,ತರಬೇತಿಗ,,,,,,,,,
,Approach,ಸಂಪರ್ಕ,,,,,,,,,
,Approach,ಸಮೀಪಿಸು,,,,,,,,,
,Approval,ಅನುಮೋದನೆ,,,,,,,,,
,Approved draft,ಅನುಮೋದಿತ ಕರಡು,,,,,,,,,
,Approximate,"ಸರಿಸುಮಾರು, ಸುಮಾರು",,,,,,,,,
,A priori,ಕಾರಣತಃ,,,,,,,,,
,A priori probability,ಕಾರಣಸಂಭವತೆ,,,,,,,,,
,Apron,ಮುಂದುಡುಪು,,,,,,,,,
,Arbor,ತಿರುಗಚ್ಚು,,,,,,,,,
,Arbor support,ತಿರುಗಚ್ಚು ಆಧಾರ,,,,,,,,,
,Arc,ಚಾಪ,,,,,,,,,
,Arc chamber,"ಚಾಪಾವರಣ, ಚಾಪ - ಕೋಷ್ಠ",,,,,,,,,
,Arcing horns,ಚಾಪನ ಕೊಂಬುಗಳು,,,,,,,,,
,Area,ಕ್ಷೇತ್ರ,,,,,,,,,
,Area of cross section,ಅಡ್ಡಛೇದ ಕ್ಷೇತ್ರ,,,,,,,,,
,Arithmetic average,ಅಂಕಗಣಿತ ಸರಾಸರಿ,,,,,,,,,
,Arithmetic mean,ಅಂಕಗಣಿತ ಮಧ್ಯಮ,,,,,,,,,
,Arm,ಬಾಹು,,,,,,,,,
,Armature,ಆರ್ಮೆಚರ್,,,,,,,,,
,Armature core,ಆರ್ಮೇಚರ್ ಕ್ರೋಡ,,,,,,,,,
,Array,ವ್ಯೂಹ,,,,,,,,,
,Asbestos,ಕಲ್ನಾರು,,,,,,,,,
,Ascending order,ಆರೋಹಣ ಕ್ರಮ,,,,,,,,,
,Asphalt,ಕಲ್ಲರಗು,,,,,,,,,
,Assembler,ಜೋಡಣೆಗಾರ,,,,,,,,,
,Assembly,ಜೋಡಣೆ,,,,,,,,,
,Assembly details,ಜೋಡಣ ವಿವರಗಳು,,,,,,,,,
,Assembly of angle,ಕೋನ ಜೋಡಣೆ,,,,,,,,,
,Assembly of bends,ಬಾಗುಗಳ ಜೋಡಣೆ,,,,,,,,,
,Assembly of end cover,ಕೊನೆ ಮುಚ್ಚಳ ಜೋಡಣೆ,,,,,,,,,
,Assembly o fixture,ಬಂಧಿಕೆ ಜೋಡಣೆ,,,,,,,,,
,Assembly of flange details,ಚಾಚಂಚಿನ ವಿವರ ಜೋಡಣೆ,,,,,,,,,
,Assembly of moving contact,ಚಲನ ಸ್ಪರ್ಶಕ ಜೋಡಣೆ,,,,,,,,,
,Assembly of parts,ಭಾಗಗಳ ಜೋಡಣೆ,,,,,,,,,
,Assembly of racking switch,ನೂಕು ಕೀಲು ಗುಂಡಿ ಜೋಡಣೆ,,,,,,,,,
,Assembly of racking unit,ನೂಕು ಘಟಕ ಜೋಡಣೆ,,,,,,,,,
,Assembly of sheets,ಹಾಳೆ ಜೋಡಣೆ,,,,,,,,,
,Assembly shutters,ಕವಾಟ ಜೋಡಣೆ,,,,,,,,,
,Assembly welder,ಜೋಡಣಾ ಗಡುಬೆಸುಗೆಗಾರ,,,,,,,,,
,Assessed value,ನಿರ್ಧಾರಿತ ಮೌಲ್ಯ,,,,,,,,,
,Assign,ನಿಗದಿಸು,,,,,,,,,
,Assignable,ನಿಗದಿಸಬಹುದಾದ,,,,,,,,,
,Assignable cause,ನಿಗದಿಸುವಂತಹ ಕಾರಣ,,,,,,,,,
,Assignment,ನಿಗದಿತ ಕಾರ್ಯ,,,,,,,,,
,Assistant draughtsman,ಸಹಾಯಕ ನಕ್ಷೆಗಾರ,,,,,,,,,
,Association,ಸಂಘ,,,,,,,,,
,Assurance,ಭರವಸೆ,,,,,,,,,
,Astable circuit,ಅಸ್ಥಿರ ಪರಿಪಥ,,,,,,,,,
,Asymmetry,ಅಸಮತೆ,,,,,,,,,
,Atmospheric pressure,ವಾತಾವರಣ ಒತ್ತಡ,,,,,,,,,
,Atom,ಪರಮಾಣು,,,,,,,,,
,Atomic energy,ಪರಮಾಣು ಶಕ್ತಿ,,,,,,,,,
,Atomic number,ಪರಮಾಣು ಸಂಖ್ಯೆ,,,,,,,,,
,Atomic structure,ಪರಮಾಣು ರಚನೆ,,,,,,,,,
,Atomic weight,ಪರಮಾಣು ತೂಕ,,,,,,,,,
,Attachment,ಸಹಜೋಡಣೆ,,,,,,,,,
,Attention,ಗಮನ,,,,,,,,,
,Attenuation,ತೆಳು ಮಾಡುವಿಕೆ,,,,,,,,,
,Attenuation constant,ತೆಳು ಸ್ಥಿರಾಂಕ,,,,,,,,,
,Attenuator,ತೆಳುಕಾರಕ,,,,,,,,,
,Attestation,ದೃಢೀಕರಣ,,,,,,,,,
,Attraction,ಆಕರ್ಷಣೆ,,,,,,,,,
,Attribute,ಗುಣ ಕಾರಣ,,,,,,,,,
,Attribute,ಕಾರಣ ಸೂಚಿಸು,,,,,,,,,
,Attribute characteristic,ಲಕ್ಷಣ,,,,,,,,,
,Audit quality,ಪರಿಶೋಧನ ಗುಣ,,,,,,,,,
,Authority,"ಪ್ರಾಧಿಕಾರ, ಅಧಿಕಾರ",,,,,,,,,
,Authorized,ಅಧಿಕೃತ,,,,,,,,,
,Auto correlation,ಸ್ವಯಂ - ಸಹ ಸಂಬಂಧ,,,,,,,,,
,Automatic bias,ಸ್ವಚಲಿ ವಾಲುವಿಕೆ,,,,,,,,,
,Automatic control,ಸ್ವಚಲಿ ನಿಯಂತ್ರಣ,,,,,,,,,
,Automatic machine,ಸ್ವಚಲಿ ಯಂತ್ರ,,,,,,,,,
,Automatic oil testing equipment,ಸ್ವಚಲಿ ತೈಲ ಪರೀಕ್ಷಣೋಪಕರಣ,,,,,,,,,
,Automatic operation,ಸ್ವಚಲಿತ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,
,Automatic voltage regulator,ಸ್ವಚಲಿ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ,,,,,,,,,
,Automation,ಸ್ವಚಾಲನೆ,,,,,,,,,
,Auto - mechanic,ಸ್ವಚಲಿಗಳ ಯಂತ್ರಿಗ,,,,,,,,,
,Automatic sequence control,ಸ್ವಚಲಿ ಕ್ರಮಗತಿ ನಿಯಂತ್ರಣ,,,,,,,,,
,Auto - transformer,ಸ್ವಯಂ ಪರಿವರ್ತಕ,,,,,,,,,
,Auxiliary,ಸಹಾಯಕ,,,,,,,,,
,Auxiliary coil,ಸಹಾಯಕ ಸುರುಳಿ,,,,,,,,,
,Auxiliary combustion system,ಸಹಾಯಕ ದಹನ ಪದ್ಧತಿ,,,,,,,,,
,Auxiliary hoist,ಸಹಾಯಕ ಎತ್ತಿಗೆ,,,,,,,,,
,Avalanche breakdown,ಪ್ರಪಾತ ಭಂಗ,,,,,,,,,
,Avalanche effect,ಪ್ರಪಾತ ಪರಿಣಾಮ,,,,,,,,,
,A.V.C. (automatic voltage control),ಸ್ವಚಲಿ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,,,,,,,,,
,Average,ಸರಾಸರಿ,,,,,,,,,
,Average demerit unit,ಸರಾಸರಿ ಅವಗುಣ ಏಕಮಾನ,,,,,,,,,
,Average outgoing quality (A.O.Q),ಸರಾಸರಿ ನಿರ್ಗಮನ ಗುಣ (ಸ.ನಿ.ಗು.),,,,,,,,,
,Average outgoing quality limit (A.O.Q.L),ಸರಾಸರಿ ನಿರ್ಗಮನ ಗುಣ ಮಿತಿ (ಸ.ನಿ.ಗು.ಮಿ.),,,,,,,,,
,Average sample number (A.S.N),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ (ಸ.ಮಾ.ಸಂ),,,,,,,,,
,Average value,ಸರಾಸರಿ ಮೌಲ್ಯ,,,,,,,,,
,Avoidable delay,ನಿವಾರಣೀಯ ವಿಳಂಬ,,,,,,,,,
,Axial,ಅಕ್ಷೀಯ,,,,,,,,,
,Axial duct,ಅಕ್ಷನಾಳ,,,,,,,,,
,Axial flow fan,ಅಕ್ಷೀಯ ವಹನ ಪಂಖ,,,,,,,,,
,Axis,ಅಕ್ಷ,,,,,,,,,
,Axis of rotation,ಭ್ರಮಣ ಅಕ್ಷ,,,,,,,,,
,Axisymmetric flows,ಅಕ್ಷ ಸಮ್ಮಿತ ವಹನ,,,,,,,,,
,Axle,ಅಚ್ಚು,,,,,,,,,
,Axle height,ಅಚ್ಚೋನ್ನತಿ,,,,,,,,,
,Back E.M.F.,ಪ್ರತಿ ವಿದ್ಯುದ್ವಾಹಕ ಬಲ,,,,,,,,,
,Backlash,ಹಿಂಜರಿಕೆ,,,,,,,,,
,Back pressure,ಹಿಂದೊತ್ತಡ,,,,,,,,,
,Baffle,ಗತಿ ನಿಯಂತ್ರಕ,,,,,,,,,
,Baffle for water cooler,ಜಲಶೀತಕದ ಗತಿ ನಿಯಂತ್ರಕ,,,,,,,,,
,Bakelite moulding tool,ಬೇಕ್ಲೈಟ್ ಅಚ್ಚೊತ್ತುವ ಸಾಧನ,,,,,,,,,
,Balancer,ಸಮತೋಲಕ,,,,,,,,,
,Balancing,ಸಮತೋಲನ,,,,,,,,,
,Balancing disc,ಸಮತೋಲನ ಚಕ್ರ,,,,,,,,,
,Balancigh weight,ಸಮತೋಲನ ತೂಕ,,,,,,,,,
,Ball,ಗುಂಡು,,,,,,,,,
,Ballast resister,ನಿಲುಭಾರ ಪ್ರತಿರೋಧಕ,,,,,,,,,
,Ball grip,ಗುಂಡುಹಿಡಿ,,,,,,,,,
,Ball joint,ಗುಂಡುಕೂಡಿಕೆ,,,,,,,,,
,Balloon,ಬಲೂನು,,,,,,,,,
,Ball socket,ಗುಂಡುಕುಳಿ,,,,,,,,,
,Banana plug,ಬಾಳೆ ಬಿರಡೆ,,,,,,,,,
,Band,ಪಟ್ಟಿ,,,,,,,,,
,Band pass filter,ಪಟ್ಟಿ ಹಾಯಿಕೆ ಸೋಸುಕ,,,,,,,,,
,Band saw,ಪಟ್ಟಿ ಗರಗಸ,,,,,,,,,
,Bar,ಕಂಬಿ,,,,,,,,,
,Bar diagram,ಕಂಬಿ ರೇಖಾನಕ್ಷೆ,,,,,,,,,
,Bare conductor,ಬರೀ ವಾಹಕ,,,,,,,,,
,Bare diameter,ಬರೀ ವ್ಯಾಸ,,,,,,,,,
,Bar feed,ಕಂಬಿ ಊಡು,,,,,,,,,
,Barometer,ವಾಯುಭಾರ ಮಾಪಕ,,,,,,,,,
,Barrel,ಪೀಪಾಯಿ,,,,,,,,,
,Barrier,"ತಡೆ, ರೋಧಕ",,,,,,,,,
,Bar Type bushing,ಕಂಬಿ ಮಾದರಿ ಬುಷಿಂಗ್,,,,,,,,,
,Base,ಆಧಾರ,,,,,,,,,
,Base channel,ಆಧಾರ ಕಾಲುವೆ,,,,,,,,,
,Base period,ಆಧಾರ ಅವಧಿ,,,,,,,,,
,Base plate,ಆಧಾರ ಫಲಕ,,,,,,,,,
,Base plate Assembly,ಆಧಾರ ಫಲಕ ಜೋಡಣೆ,,,,,,,,,
,Base year,ಆಧಾರ ವರ್ಷ,,,,,,,,,
,Basic,ಮೂಲ,,,,,,,,,
,Basic principles,ಮೂಲತತ್ವಗಳು,,,,,,,,,
,Basket,ಬುಟ್ಟಿ,,,,,,,,,
,Batch,"ಗುಂಪು, ತಂಡ",,,,,,,,,
,Bath,ಮಜ್ಜನ,,,,,,,,,
,Battery,ವಿದ್ಯುತ್ಕೋಶ,,,,,,,,,
,"Beading, lipping",ಅಂಚುಕಟ್ಟು,,,,,,,,,
,Beam,ತೊಲೆ,,,,,,,,,
,Bearer,ಧಾರಕ,,,,,,,,,
,Bearing,ಧಾರಣ,,,,,,,,,
,Bearing plate,ಧಾರಣ ಫಲಕ,,,,,,,,,
,Bearings,ಧಾರಣಗಳು,,,,,,,,,
,Bearing system,ಧಾರಣ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,"Bearing system, complete",ಪೂರ್ಣ ಧಾರಣ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Beat frequency,ವಿಸ್ಪಂದಾವರ್ತನ,,,,,,,,,
,Bed,ಹಾಸು,,,,,,,,,
,Bellows,ತಿದಿ,,,,,,,,,
,Bell shaped,ಘಂಟಾಕಾರದ,,,,,,,,,
,Bell shaped curve,ಘಂಟಾಕಾರದ ವಕ್ರ,,,,,,,,,
,Belt,ಪಟ್ಟಿ,,,,,,,,,
,Bend,ಬಾಗು,,,,,,,,,
,Bending radius,ಬಾಗು ತ್ರಿಜ್ಯ,,,,,,,,,
,Bending tool,ಬಾಗು ಸಾಧನ,,,,,,,,,
,Bend tube,ಬಾಗು ಕೊಳವೆ,,,,,,,,,
,Bent tube,ಬಾಗಿಸಿದ ಕೊಳವೆ,,,,,,,,,
,Bevel gear,ಓರೆ ಗಿಯರು,,,,,,,,,
,Bias,ವಾಲು,,,,,,,,,
,"Bias, forward",ಮುಂದೆ ವಾಲು,,,,,,,,,
,"Bias, reverse",ಹಿಂದೆ ವಾಲು,,,,,,,,,
,Bilateral,ದ್ವಿಮುಖಿ,,,,,,,,,
,Bilateral symmetry,"ದ್ವಿಮುಖ ಸಮತೆ, (ಸಮ್ಮಿತತ್ವ)",,,,,,,,,
,Bimetal,ದ್ವಿಲೋಹ,,,,,,,,,
,Binary cycle,ದ್ವಯ ಆವೃತ್ತಿ,,,,,,,,,
