ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Current year,ಚಾಲ್ತಿ ವರ್ಷ,,,,,,,,,YES
,Customer Satisfaction,ಗ್ರಾಹಕನ ಸಮಾಧಾನ / ತೃಪ್ತಿ,,,,,,,,,YES
,Daily Earnings,ದೈನಿಕ ಗಳಿಕೆ/ ಸಂಪಾದನೆ,,,,,,,,,YES
,Day/Night fares,ಹಗಲು / ರಾತ್ರಿ ದರಗಳು,,,,,,,,,YES
,Dead Kilometers,ನಿಷ್ಕ್ರಿಯ ಕಿಲೋಮೀಟರ್‌,,,,,,,,,YES
,Delay,ವಿಳಂಬ,,,,,,,,,YES
,Deletion,ತೆಗೆದುಹಾಕುವುದು / ಬಿಟ್ಟುಬಿಡುವುದು,,,,,,,,,YES
,Departmental Vehicle,ಇಲಾಖಾ ವಾಹನ,,,,,,,,,YES
,Departure,ನಿರ್ಗಮನ,,,,,,,,,YES
,Depot,ಘಟಕ,,,,,,,,,YES
,Despatch,"ರವಾನಿಸು, ಸಾಗಹಾಕು, ಕಳುಹಿಸು",,,,,,,,,YES
,Destination,"ಗಮ್ಯಸ್ಥಾನ, ಗುರಿ, ತಲುಪಬೇಕಾದ ಸ್ಹಳ",,,,,,,,,YES
,Destination Wise Fare,ಗಮ್ಯಸ್ಥಳವಾರು ದರ,,,,,,,,,YES
,Division,ವಿಭಾಗ,,,,,,,,,YES
,Discount Coupon,ರಿಯಾಯಿತಿ ಬಿಲ್ಲೆ,,,,,,,,,YES
,Domestic Vehicle Driver,ಇಲಾಖಾ ವಾಹನ ಚಾಲಕ,,,,,,,,,YES
,Double Point Tax,ಎರಡು ಹಂತದ ತೆರಿಗೆ,,,,,,,,,YES
,Double Duty,ಹೆಚ್ಚುವರಿ ಕರ್ತವ್ಯ,,,,,,,,,YES
,Draft Supplemental agreement,ಕರಡು ಪೂರಕ ಒಪ್ಪಂದ,,,,,,,,,YES
,Driver-Cum-Conductor,ಚಾಲಕ -ಕಂ- ನಿರ್ವಾಹಕ,,,,,,,,,YES
,Driver,ಚಾಲಕ,,,,,,,,,YES
,Driving Track,ಚಾಲನಮಾರ್ಗ,,,,,,,,,YES
,Duties & Responsibilities,ಕರ್ತವ್ಯಗಳು ಮತ್ತು ಜವಾಬ್ದಾರಿಗಳು,,,,,,,,,YES
,Earning per km (EPKM),ಪ್ರತಿ ಕಿ.ಮೀ. ಗೆ ಗಳಿಕೆ / ಸಂಪಾದನೆ,,,,,,,,,YES
,Economic,"ಆರ್ಥಿಕ, ಹಣಕಾಸಿನ",,,,,,,,,YES
,Effective Kms,ಪರಿಣಾಮಕಾರಿ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Efficiency,"ದಕ್ಷತೆ, ಕಾರ್ಯಕ್ಷಮತೆ",,,,,,,,,YES
,"Efficient, Economical, Enclave","ಸಮರ್ಥ, ಮಿತವ್ಯಯ, ಪರ್ಯಾಪ್ತ ಮತ್ತು ಪರರಾಜ್ಯ ಸುತ್ತುಗಟ್ಟಿರುವ ದೇಶ",,,,,,,,,YES
,Enforcement,"ಜಾರಿ, ಒತ್ತಾಯ, ಪ್ರವರ್ತನೆ",,,,,,,,,YES
,Exclusion,"ಹೊರತುಪಡಿಸುವ, ಹೊರಹಾಕುವ",,,,,,,,,YES
,Excess/Shortage,"ಅಧಿಕ, ಹೆಚ್ಚಾದ, ಹೆಚ್ಚು / ಕೊರತೆ, ಕಡಿಮೆ",,,,,,,,,YES
,Extra Operation,ಹೆಚ್ಚುವರಿ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,YES
,Extra Trips,ಹೆಚ್ಚುವರಿ ಟ್ರಿಪ್‌ಗಳು / ಸುತ್ತುವಳಿ,,,,,,,,,YES
,Fare,ದರ,,,,,,,,,YES
,Fare Hike,ದರ ಏರಿಕೆ,,,,,,,,,YES
,Fare Structure,ದರ ರಚನೆ,,,,,,,,,YES
,Fatal Accident,ಮಾರಣಾಂತಿಕ ಅಪಘಾತ,,,,,,,,,YES
,Feasible,ಕಾರ್ಯ ಸಾಧ್ಯ,,,,,,,,,YES
,Financial,"ಆರ್ಥಿಕ, ಹಣಕಾಸಿನ",,,,,,,,,YES
,Fleet,"ಹಡಗುಪಡೆ, ನೌಕಾಬಲ,ಸಾರಿಗೆ ಸೇವೆಗಳು / ವಿಮಾನತಂಡ, ಫ್ಲೀಟ್‌, ಬಾಡಿಗೆ ವಾಹನಗಳ ತಂಡ",,,,,,,,,YES
,Flexible Fare,ಹೊಂದಿಸಲಾಗುವ ದರ,,,,,,,,,YES
,Fluctuating Fare,ಏರಿಳಿತ ದರ,,,,,,,,,YES
,Frequency,ಒಂದು ನಿರ್ದಿಷ್ಟ ಕಾಲದಲ್ಲಾಗುವ ಆವೃತ್ತಿ ಸಂಖ್ಯೆ,,,,,,,,,YES
,Fuel,ಇಂಧನ,,,,,,,,,YES
,Globalisation,ಜಾಗತೀಕರಣ,,,,,,,,,YES
,Gross Kms,ಒಟ್ಟಾರೆ ಕಿ.ಮೀ.,,,,,,,,,YES
,Heavy Passenger Motor,ಪ್ರಯಾಣಿಕರ ಭಾರಿ ಮೋಟಾರು ವಾಹನ,,,,,,,,,YES
,High Density Route,ಹೆಚ್ಚು ಸಂದಣಿ / ದಟ್ಟಣಿಯ ಮಾರ್ಗ,,,,,,,,,YES
,High Load Factor,ನಿಗದಿತ ಆಸನಗಳಿಗಿಂತ ಹೆಚ್ಚು ಪ್ರಯಾಣಿಕರು ಇರುವ ಪರಿಸ್ಥಿತಿ,,,,,,,,,YES
,Hilly Road,ಗುಡ್ಡಗಾಡು ರಸ್ತೆ,,,,,,,,,YES
,Hired Buses,ಬಾಡಿಗೆ ವಾಹನಗಳು,,,,,,,,,YES
,HSD Oil (Diesel),ಹೆಚ್‌.ಎಸ್‌.ಡಿ. ಆಯಿಲ್‌ (ಡೀಸಲ್‌),,,,,,,,,YES
,Imbalance,"ಅಸಮತೋಲನ, ಅಸಮತೆ, ಏರುಪೇರು, ವ್ಯತ್ಯಾಸ",,,,,,,,,YES
,Inter State,ಅಂತರ ರಾಜ್ಯ,,,,,,,,,YES
,Inter state Reciprocal Transport Agreement,ಅಂತರ ರಾಜ್ಯ ಪರಸ್ಪರ ಸಾರಿಗೆ ಒಪ್ಪಂದ,,,,,,,,,YES
,Joint Transport Commissioner,ಜಂಟಿ ಸಾರಿಗೆ ಆಯುಕ್ತರು / ಕಮಿಷನರು,,,,,,,,,YES
,Labourer,ಕಾರ್ಮಿಕ,,,,,,,,,YES
,Late Arival,ತಡವಾಗಿ ಸೇರು / ಬರು,,,,,,,,,YES
,Late departure,ತಡವಾಗಿ ಹೊರಡುವುದು,,,,,,,,,YES
,Layover Time,ಬಿಡುವು ಕಾಲ / ಸಮಯ,,,,,,,,,YES
,Liability,ಹೊಣೆಗಾರಿಕೆ,,,,,,,,,YES
,Liberalisation,ಉದಾರೀಕರಣ,,,,,,,,,YES
,Line Checking,ಮಾರ್ಗ ತಪಾಸಣೆ,,,,,,,,,YES
,Load Factor,ನಿಗದಿತ ಆಸನಗಳಷ್ಟೇ ಪ್ರಯಾಣಿಕರು ಇರುವ ಪರಿಸ್ಥಿತಿ,,,,,,,,,YES
,Low Load Factor,ನಿಗದಿತ ಅಸನಗಳಿಗಂತ ಕಡಿಮೆ ಪ್ರಯಾಣಿಕರು ಇರುವ ಪರಿಸ್ಥಿತಿ,,,,,,,,,YES
,Luggage,"ಲಗೇಜು, ಸಾಮಾನು, ಗಂಟುಮೂಟೆ",,,,,,,,,YES
,Major Accident,"ದೊಡ್ಡ ಅಪಘಾತ, ಭಾರಿ ಅಪಘಾತ",,,,,,,,,YES
,Man Power Productivity,ಮಾನವ / ಜನಶಕ್ತಿ ಉತ್ಪಾದನೆ,,,,,,,,,YES
,Margin,"ಅಂಚು, ಮಿತಿ, ಮಟ್ಟ",,,,,,,,,YES
,Maxi Cab,ಮ್ಯಾಕ್ಸಿಕ್ಯಾಬ್,,,,,,,,,YES
,Minor Accident,ಸಣ್ಣಪುಟ್ಟ ಅಪಘಾತ,,,,,,,,,YES
,Modification,ಮಾರ್ಪಾಟು,,,,,,,,,YES
,Monopoly,"ಏಕಾನುಭೋಗ, ಏಕಸ್ವಾಮ್ಯತೆ, ಪೂರ್ಣಾಧಿಕಾರ, ಏಕಸ್ವಾಮ್ಯಕ್ಕೆ ಒಳಗಾದ ವಸ್ತು",,,,,,,,,YES
,Motor Transport Worker,ಮೋಟಾರು ಸಾರಿಗೆ ಕೆಲಸಗಾರ,,,,,,,,,YES
,Motorable Road,ಮೋಟಾರು ವಾಹನಗಳು ಸಂಚರಿಸಬಹುದಾದ ರಸ್ತೆ,,,,,,,,,YES
,Nationalisation,ರಾಷ್ಟ್ರೀಕರಣ,,,,,,,,,YES
,Neighbouring States,ನೆರೆಹೊರೆ ರಾಜ್ಯಗಳು,,,,,,,,,YES
,Non Monopoly,ಏಕಸ್ವಾಮ್ಯತೆಯಲ್ಲದ,,,,,,,,,YES
,Normal Season,ಸಾಮಾನ್ಯಋತು,,,,,,,,,YES
,Notified Route,ಅಧಿಸೂಚಿತ ಮಾರ್ಗ,,,,,,,,,YES
,Order (CTEO),ಆದೇಶ,,,,,,,,,YES
,O.T. (Over time),"ಅಧಿಕ ಕಾರ್ಯಾವಧಿ, ಅಧಿಕ ಕಾಲಿಕ",,,,,,,,,YES
,Occupancy Ratio,ಸ್ವಾಮ್ಯ / ಸ್ವಾಧೀನ/ ಇರುವಿಕೆ / ನೆಲಸಿರುವಿಕೆ ಪ್ರಮಾಣ,,,,,,,,,YES
,Omni Bus,ಅಮ್ನಿಬಸ್‌,,,,,,,,,YES
,Operation,ಕಾರ್ಯಾಚರಣೆ / ಪ್ರವರ್ತನೆ,,,,,,,,,YES
,Operational Results,ಕಾರ್ಯಾಚರಣೆ / ಕಾರ್ಯಕಾರಿ ಫಲಿತಾಂಶ,,,,,,,,,YES
,Optimise,"ಆಶಾವಾದಿಯಾಗಿರು, ಅತ್ಯುತ್ತಮವಾಗಿಸು, ಅತ್ಯಂತ ಲಾಭ ಪಡೆದುದು",,,,,,,,,YES
,Ordinary–Express,ಸಾಮಾನ್ಯ-ವೇಗದೂತ,,,,,,,,,YES
,Overload,"ಅತಿಯಾದ ಹೊರೆಯನ್ನು ಹೇರು, ಮಿತಿಮೀರಿ ಜನರನ್ನು ತುಂಬು",,,,,,,,,YES
,Overlapping,"ಅತಿವ್ಯಾಪಿಸು, ಅತಿಕ್ರಮಿಸು, ಪರಸ್ಪರ, ವ್ಯಾಪ್ತವಾಗಿರುವ",,,,,,,,,YES
,Parallel Operation,ಸದೃಶೆ / ಸಮಾಂತರ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,YES
,Parameters,ಕಾರ್ಯ ನಿರ್ವಹಣಾ ಕ್ಷೇತ್ರ,,,,,,,,,YES
,Parity,ಸಮತೆ,,,,,,,,,YES
,Passenger Amenities,ಪ್ರಯಾಣಿಕರ ಸೌಕರ್ಯಗಳು / ಸವಲತ್ತುಗಳು,,,,,,,,,YES
,Passenger Kilometres,ಪ್ರಯಾಣಿಕನ ಕಿಲೋಮೀಟರ್‌ಗಳು,,,,,,,,,YES
,Passengers,ಪ್ರಯಾಣಿಕರು,,,,,,,,,YES
,Patronised,"ಪ್ರೋತ್ಸಾಹಿಸಿದ, ಪೋಷಿಸಿದ",,,,,,,,,YES
,Peak Season,ಸಂಚಾರ ದಟ್ಟಣೆಯ ಅವಧಿ,,,,,,,,,YES
,Penalty,ದಂಡ,,,,,,,,,YES
,Permit,"ಪರ್ಮಿಟ್ಟು, ರಹದಾರಿ, ಅನುಮತಿ, ಅನುಮತಿಸು",,,,,,,,,YES
,Pilferage,"ಚಿಲ್ಲರೆ ವಸ್ತುಗಳನ್ನು ಕದಿಯುವುದು, ಹಣ ಕಸಿಯುವಿಕೆ",,,,,,,,,YES
,Planning,"ಯೋಜನೆ, ಯೋಜಿಸುವುದು",,,,,,,,,YES
,Potential Year,ಸಂಭಾವ್ಯ ವರ್ಷ,,,,,,,,,YES
,Premium Services,ಪ್ರೀಮಿಯಂ ಸೇವೆಗಳು,,,,,,,,,YES
,Previous Year,ಹಿಂದಿನ ವರ್ಷ,,,,,,,,,YES
,Private Operator,ಖಾಸಗಿ ವಾಹನ ಪ್ರವರ್ತಕ,,,,,,,,,YES
,Private Service Vehicle,ಖಾಸಗಿ ಸೇವಾ ವಾಹನ,,,,,,,,,YES
,Privatisation,ಖಾಸಗೀಕರಣ,,,,,,,,,YES
,Proactive,ಪೂರ್ವ ನಿಯಾಮಕ ನಿಯಂತ್ರಕ,,,,,,,,,YES
,Procedure,"ಪ್ರಕ್ರಿಯೆ, ಕಾರ್ಯವಿಧಾನ",,,,,,,,,YES
,Productivity,"ಉತ್ಪಾದನಾ ದರ, ಮೊತ್ತ, ಉತ್ಪಾದಕತೆ, ಉತ್ಪಾದನಾ ಸಾಮರ್ಥ್ಯ",,,,,,,,,YES
,Progressive Kilometres,ಪ್ರಗತಿಪರ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Provisions,"ಪೂರ್ವಸಿದ್ಧತೆ, ವಿಧಿ, ಕಟ್ಟಳೆ, ನಿಬಂಧನೆ, ಅವಕಾಶ",,,,,,,,,YES
,Proviso,"ಷರತ್ತು, ನಿಬಂಧನೆ, ಕಟ್ಟಳೆ",,,,,,,,,YES
,Public Complaint,ಸಾರ್ವಜನಿಕ ದೂರು,,,,,,,,,YES
,Public place,ಸಾರ್ವಜನಿಕ ಸ್ಥಳ,,,,,,,,,YES
,Public service vehicle,ಸಾರ್ವಜನಿಕ ಸೇವಾ ವಾಹನ,,,,,,,,,YES
,Punctuality,"ಕಾರ್ಯನಿಷ್ಠೆ, ಸಕಾಲಿಕತೆ",,,,,,,,,YES
,Quality,ಗುಣಮಟ್ಟ,,,,,,,,,YES
,Rationalisation,"ಸಮನ್ವಯಿಸುವುದು, ಹೊಂದಿಸಿ ತಿದ್ದುವುದು",,,,,,,,,YES
,Ratification,ಅನುಸಮರ್ಥನೆ / ಸ್ಥೀರೀಕರಣೆ,,,,,,,,,YES
,Rate of Accident,ಅಪಘಾತಗಳ ಪ್ರಮಾಣ,,,,,,,,,YES
,Rate of Breakdown,ಅವಘಡ ಪ್ರಮಾಣ,,,,,,,,,YES
,Rectification,"ಸರಿಪಡಿಸುವಿಕೆ, ಸುಧಾರಣೆ, ನಿವಾರಣೆ, ಪರಿಹರಣ",,,,,,,,,YES
,Refreshment Room,ಉಪಹಾರ ಗೃಹ / ಭೋಜನ ಶಾಲೆ,,,,,,,,,YES
,Regional Transport Authority (RTA),ಪ್ರಾದೇಶಿಕ ಸಾರಿಗೆ ಅಧಿಕಾರಿ /ಪ್ರಾಧಿಕಾರ,,,,,,,,,YES
,Regularity of Operation,ಕಾರ್ಯಾಚರಣೆಯ ಕ್ರಮಬದ್ಧತೆ,,,,,,,,,YES
,Regulations,ಕಟ್ಟಳೆಗಳು / ನಿಯಮಾವಳಿಗಳು,,,,,,,,,YES
,Remunerative,"ಪ್ರತಿಫಲ ತರುವ / ಕೊಡುವ, ಸಂಭಾವನೆ ತರುವ, ಪ್ರೋತ್ಸಾಹದಾಯಕ",,,,,,,,,YES
,Repeal,"ನಿರಸನ, ತೆಗೆದುಹಾಕುವುದು",,,,,,,,,YES
,Revenue,"ರಾಜಸ್ವ ಕಂದಾಯ, ಆದಾಯ",,,,,,,,,YES
,Revenue Mobilisation,ಆದಾಯ ಚಲಾವಣೆಗೊಳಿಸುವಿಕೆ / ಸಂಗ್ರಹಣೆ,,,,,,,,,YES
,Revenue Monitoring,ಆದಾಯದ ಮೇಲ್ವಿಚಾರಣೆ ನೋಡಿಕೊಳ್ಳುವುದು,,,,,,,,,YES
,Revenue Realisation,ಆದಾಯ ಸಂಗ್ರಹಣೆ/ಗಳಿಕೆ,,,,,,,,,YES
,Road,ರಸ್ತೆ,,,,,,,,,YES
,Round Trips,ರೌಂಡ್‌ ಟ್ರಿಪ್‌ಗಳು,,,,,,,,,YES
,Route,ಮಾರ್ಗ,,,,,,,,,YES
,Route Kilometres,ಮಾರ್ಗ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Route Matters,ಮಾರ್ಗ ವಿಷಯಗಳು,,,,,,,,,YES
,Running time,ಸಂಚರಿಸುವ ಕಾಲ,,,,,,,,,YES
,Sale figure,ಮಾರಾಟವಾಗಿರುವ ಸಂಖ್ಯೆ,,,,,,,,,YES
,Same Month Previous Year,ಹಿಂದಿನ ವರ್ಷದ ಇದೇ ತಿಂಗಳು,,,,,,,,,YES
,Scheduled Kms,ಅನುಸೂಚಿ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Schedules,ಅನುಸೂಚಿಗಳು,,,,,,,,,YES
,Scheme,ಯೋಜನೆ,,,,,,,,,YES
,Seasonal Fares,ಕಾಲಿಕ ದರಗಳು,,,,,,,,,YES
,Seat Kilometres,ಸೀಟ್‌ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Seating Capacity,ಆಸನ ಸಾಮರ್ಥ್ಯ,,,,,,,,,YES
,Secretary,ಕಾರ್ಯದರ್ಶಿ,,,,,,,,,YES
,Section,"ಶಾಖೆ, ಪ್ರಕರಣ, ವಿಭಾಗ",,,,,,,,,YES
,Service km,ಸರ್ವೀಸ್‌ ಕಿ.ಮೀ.ಗಳು,,,,,,,,,YES
,Single Point Tax,ಏಕಹಂತದ ತೆರಿಗೆ,,,,,,,,,YES
,Single Track Road,ಏಕಮಾರ್ಗ ರಸ್ತೆ,,,,,,,,,YES
,Single Trip,ಒಂದೆ ಟ್ರಿಪ್‌,,,,,,,,,YES
,Sign-on/off-,ಕರ್ತವ್ಯ ಪ್ರಾರಂಭ ವೇಳೆ -ಮುಗಿಯುವ ವೇಳೆ-ಕರ್ತವ್ಯ,,,,,,,,,YES
,Slack Season,ಪ್ರಯಾಣ ದಟ್ಟಣೆ ಕಡಿಮೆ ಅವಧಿ,,,,,,,,,YES
,Spread Hour,ನಿರ್ವಹಿಸಿದ ವೇಳೆ,,,,,,,,,YES
,Spare,"ಹೆಚ್ಚುವರಿ, ಬಿಡಿ",,,,,,,,,YES
,Spare Buses,ಹೆಚ್ಚುವರಿ ಬಸ್‌ಗಳು,,,,,,,,,YES
,Spare Fleet,ಹೆಚ್ಚುವರಿ ವಾಹನಗಳ ತಂಡ,,,,,,,,,YES
,Speed Control Device,ವೇಗ ನಿಯಂತ್ರಕ ಸಾಧನ,,,,,,,,,YES
,Staff Ratio,ಸಿಬ್ಬಂದಿ ಪ್ರಮಾಣ,,,,,,,,,YES
,Stage/Sub-stage,ಹಂತ / ಉಪಹಂತ,,,,,,,,,YES
,Stage Carriage,ಮಜಲು ವಾಹನ,,,,,,,,,YES
,State Transport Authority (STA),ರಾಜ್ಯ ಸಾರಿಗೆ ಪ್ರಾಧಿಕಾರ,,,,,,,,,YES
,State Transport Undertaking,ರಾಜ್ಯ ಸಾರಿಗೆ ಉದ್ಯಮ,,,,,,,,,YES
,Statement,"ವಿವರಣಾ ಪಟ್ಟಿ, ಹೇಳಿಕೆ",,,,,,,,,YES
,Steering duly hours,ಚಾಲನಾ ಯುಕ್ತ ಗಂಟೆಗಳು,,,,,,,,,YES
,Sudden Dip,"ಹಠಾತ್ತಾಗಿ ಮುಳುಗು, ಹಠಾತ್ತಾಗಿ ತಗ್ಗಿಸು",,,,,,,,,YES
,Survey,"ಸಮೀಕ್ಷೆ, ಪರಿಶೀಲನೆ",,,,,,,,,YES
,Terms & Conditions,ನಿಬಂಧನೆಗಳು ಮತ್ತು ಷರತ್ತುಗಳು,,,,,,,,,YES
,Tickets,ಟಿಕೆಟ್‌ಗಳು,,,,,,,,,YES
,Ticket Issuing Machine,ಸ್ವಯಂಚಾಲಿತ ಚೀಟಿ ವಿತರಿಸುವ ಯಂತ್ರ,,,,,,,,,YES
,Time Table,ವೇಳಾಪಟ್ಟಿ,,,,,,,,,YES
,Total Vehicle On Road,ರಸ್ತೆಯ ಮೇಲೆ ಓಡಾಡುತ್ತಿರುವ ಒಟ್ಟು ವಾಹನ,,,,,,,,,YES
,Transparency,ಪಾರದರ್ಶಕತೆ,,,,,,,,,YES
,Transport,ಸಾರಿಗೆ,,,,,,,,,YES
,Transport Vehicle,ಸಾರಿಗೆ ವಾಹನ,,,,,,,,,YES
,Unremunerative,"ಸಂಭಾವನೆ ಕೊಡದ, ಪ್ರತಿಫಲಕೊಡದ / ತರದ",,,,,,,,,YES
,Value Addition,ಮೌಲ್ಯದ ಸೇರ್ಪಡೆ,,,,,,,,,YES
,Vehicle Utilisation,ವಾಹನ ಬಳಕೆ,,,,,,,,,YES
,Viability,ಸಾಮರ್ಥ್ಯ,,,,,,,,,YES
,Way bill entries,ಕ್ರಯಸಂಖ್ಯೆ-ಮಾರ್ಗ ಪತ್ರ ನಮೂದನೆ,,,,,,,,,YES
,Way Bill,ಮಾರ್ಗಪತ್ರ,,,,,,,,,YES
