ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Absorbed water,ಹೀರಿದ ನೀರು,,,,,,,,,
,Absorbent,ಹೀರುಕ ಹೀರಿಕೊಳ್ಳುವ ವಸ್ತು,,,,,,,,,
,Absorbing power,ಹೀರುಶಕ್ತಿ,,,,,,,,,
,Absorption,ಹೀರುವಿಕೆ/ಲೀನತೆ,,,,,,,,,
,Absorption coefficient,ಹೀರುವಿಕೆ ಗುಣಕ,,,,,,,,,
,Absorption loss,ಹೀರುವಿಕೆ ನಷ್ಟ,,,,,,,,,
,Absorption radiation,ಹೀರುವಿಕೆ ವಿಕಿರಣ,,,,,,,,,
,"Absorption, gross",ಒಟ್ಟು ಹೀರುವಿಕೆ,,,,,,,,,
,"Absorption, initial",ಪ್ರಾರಂಭಿಕ ಹೀರುವಿಕೆ/ಅವಶೋಷಣ,,,,,,,,,
,"Absorption, net",ನಿವ್ವಳ ಹೀರುವಿಕೆ/ಅವಶೋಷಣ,,,,,,,,,
,Absorptive dust,ಹೀರುಪುಡಿ,,,,,,,,,
,Absorptive soils,ಹೀರಿಕೊಳ್ಳುವ ಮಣ್ಣುಗಳು,,,,,,,,,
,Abstergent,ಶುಚಿಕಾರಕ,,,,,,,,,
,Abundance of insect,ಕೀಟಸಮೃದ್ಧತೆ,,,,,,,,,
,Abutilon,ಅಬ್ಯೂಟಿಲಾನ್ ಹೂವು,,,,,,,,,
,Abutment,"ಊರೆ, ಆಧಾರ",,,,,,,,,
,Abuttes,ಪಕ್ಕದ ಜಮೀನಿನವನು,,,,,,,,,
,AC soil,ಎಸಿ-ಸ್ತರದ ಮಣ್ಣು (ಬಿ-ಸ್ತರರಹಿತ),,,,,,,,,
,Acacia catechu,ಕಗ್ಗಲಿ,,,,,,,,,
,Acacia species,ಜಾಲಿ ಪ್ರಭೇದಗಳು,,,,,,,,,
,Acantha,ಮುಳ್ಳು,,,,,,,,,
,Acanthesis,ಕಂಟಕ ಬೇನೆ,,,,,,,,,
,Acanthesis migricens,ಕಂಟಕ ಬೇನೆ ಚಿಪ್ಪು,,,,,,,,,
,Acapnia,ರಕ್ತದಲ್ಲಿ ಇಂಗಾಲದ ಡೈ ಆಕ್ಸೈಡ್/ಇಂಗಾಲಾಮ್ಲ ಕೊರತೆ,,,,,,,,,
,Acapsular,"ಅಸಂಪುಟಿಕ, ಹೊದಿಕೆಯಿಲ್ಲದ",,,,,,,,,
,Acardiac,"ಹೃದಯಾಂಗವಿಲ್ಲದ, ಗುಂಡಿಗೆ ಹೊರಗಿನ, ರಕ್ತಕೋಶವಿಲ್ಲದ",,,,,,,,,
,Acaricide,ನುಶಿನಾಶಕ,,,,,,,,,
,Acarid,"ಉಣ್ಣಿ, ನುಸಿ, ಜೇಡರ ಜಾತಿಯ ಹುಳು",,,,,,,,,
,Acarology,"ನುಶಿವಿಜ್ಞಾನ, ನುಶಿಶಾಸ್ತ್ರ",,,,,,,,,
,Acarpellous,ಅಂಡಕರಹಿತ,,,,,,,,,
,Acarpous,"ಬಂಜೆ, ಫಲಕೊಡದ",,,,,,,,,
,Acaulescent,"ಅಸ್ಥಂಬಿ, ಕಾಂಡರಹಿತ",,,,,,,,,
,Accelerated,"ವೇಗೊತ್ಕರ್ಷಿತ ಕೊಚ್ಚಣೆ/ಸವಕಳಿ, ತ್ವರಿತಗತಿಯ ಸವಕಳಿ",,,,,,,,,
,Accelerating force,ವೇಗವರ್ಧಕ ಬಲ,,,,,,,,,
,Acceleration,"ವೇಗೊತ್ಕರ್ಷಣೆ, ವೇಗವರ್ಧನೆ",,,,,,,,,
,Acceleration of development,ಬೆಳವಣಿಗೆಯ ವೇಗೊತ್ಕರ್ಷಣೆ,,,,,,,,,
,Acceleration phase,ವೇಗವರ್ಧನ ಹಂತ,,,,,,,,,
,Accelerator,"ವೇಗೋತ್ಕರ್ಷಕ, ವೇಗವರ್ಧಕ",,,,,,,,,
,Accentuation,"ವೃದ್ಧಿಗೊಳಿಸುವಿಕೆ, ತೀವ್ರಗೊಳಿಸುವಿಗೆ",,,,,,,,,
,Acceptability of feed,ಪ್ರಾಣಿಗಳಿಗೆ ಮೇವು ಇಷ್ಟವಾಗುವಿಕೆ/ಸ್ವೀಕಾರವಾಗುವಿಕೆ,,,,,,,,,
,Acceptor,"ಆದಾತವಸ್ತು, ಸ್ವೀಕರಿಸುವ ವಸ್ತು",,,,,,,,,
,Acceptor cell,"ಗ್ರಾಹಿಕೋಶ, ಸ್ವೀಕಾರ ಕೋಶ",,,,,,,,,
,Access,ಪ್ರವೇಶ ಮಾರ್ಗ ಲಭ್ಯತೆ,,,,,,,,,
,Access road,ಪ್ರವೇಶ ಮಾರ್ಗ,,,,,,,,,
,"Access, bilateral",ದ್ವಿಪಾರ್ಶ್ವಿಕ/ಇಬ್ಬದಿಪ್ರವೇಶ,,,,,,,,,
,Accessibility,"ಪ್ರವೇಶ ಸಾಧ್ಯತೆ, ಸಿಗುವಿಕೆ, ಮಾರ್ಗವಿರುವಿಕೆ",,,,,,,,,
,Accessible,ಪ್ರವೇಶಸಾಧ್ಯ,,,,,,,,,
,Accessory,"ಸಾಧನ ಸಾಮಗ್ರಿ, ಸಹಾಯಕ",,,,,,,,,
,Accessory bud,"ಜೊತೆ ಮೊಗ್ಗು, ಅಧಿಕ ಮೊಗ್ಗು",,,,,,,,,
,Accessory cell,"ಸಹಾಯಕ ಜೀವಕೋಶ, ಆನುಷಂಗಿಕ ಜೀವಕೋಶ",,,,,,,,,
,Accessory coat,ಉಪಪಟಲ (ಕಣ್ಣುಗುಡ್ಡೆಯ ಭಾಗ),,,,,,,,,
,Accessory genital gland,"ಉಪ ಜನನೇಂದ್ರಿಯ ಗ್ರಂಥಿ, ಆನುಷಂಗಿಕ ಗ್ರಂಥಿ, ಸಹಾಯಕ ಜನನೇಂದ್ರಿಯ ಗ್ರಂಥಿ",,,,,,,,,
,Accessory heart,ಆನುಷಂಗಿಕ ಹೃದಯ,,,,,,,,,
,Accessory ligament,"ಹೆಚ್ಚಳಿಕೆ ತಂತುಗಟ್ಟು, ಹೆಚ್ಚುವರಿ/ಆನುಷಂಗಿಕ ತಂತುಗಟ್ಟು",,,,,,,,,
,Accessory nerves,ಆನುಷಂಗಿಕ/ಸಹಕಾರಿ ನರಗಳು,,,,,,,,,
,Accessory pigments,ಆನುಷಂಗಿಕ ವರ್ಣದ್ರವ್ಯಗಳು,,,,,,,,,
,Accessory respiratory organ,"ಆನುಷಂಗಿಕ ಶ್ವಾಸೇಂದ್ರಿಯ, ಸಹಾಯಕ ಶ್ವಾಸೇಂದ್ರಿಯ",,,,,,,,,
,Accessory species,ಆನುಷಂಗಿಕ/ಜೊತೆ ಪ್ರಭೇದಗಳು,,,,,,,,,
,Accessory system,ಸಹಾಯಕ/ಆನುಷಂಗಿಕ ಪದ್ಧತಿ/ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Accidental error,ಆಕಸ್ಮಿಕ ದೋಷ,,,,,,,,,
,Accipitral,"ತೀಕ್ಷ್ಣ ದೃಷ್ಟಿಯುಳ್ಳ, ಗಿಡುಗದೃಷ್ಟಿಯ",,,,,,,,,
,"Acclimation, Acclimatization","ಹವಾಗುಣಕ್ಕೆ ಹೊಂದಿಕೆ, ಹವಾಮಾನಕ್ಕೆ ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ/ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ, ಹೊಸ ಪರಿಸರಕ್ಕೆ/ವಾತಾವರಣಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ",,,,,,,,,
,Acclimatization value,ಹವಾಮಾನಕ್ಕೆ ಒಗ್ಗುವಿಕೆ ಮೌಲ್ಯ,,,,,,,,,
,Acclimatize,"ಹೊಂದಿಸು, ಒಗ್ಗಿಸು/ಒಗ್ಗು",,,,,,,,,
,Accrescent,"ಹೂಬಿಟ್ಟಮೇಲೆ ದೊಡ್ಡದಾಗಿ ಬೆಳೆಯುವ/ಬೆಳೆಯುತ್ತಲೇ ಹೊಗುವ, ಪುಷ್ಪಾನಂತರ ಬೃಹತ್ ವೃದ್ಧಿ",,,,,,,,,
,Accrete,"ಸಹವೃದ್ಧಿತ, ಸಹಬೆಳೆದ",,,,,,,,,
,Accretion,ಅಂಗವೃದ್ಧಿ,,,,,,,,,
,Accrose,"ಸೂಜಿಯಾಕಾರದ, ಚೂಪಾದ",,,,,,,,,
,Accumulate,"ಸಂಚಯಿಸು, ಸಂಗ್ರಹಿಸು",,,,,,,,,
,Accumulated infiltration,ಸಂಚಯಿತ ಬಸಿಯುವಿಕೆ,,,,,,,,,
,Accumulation of body waste,ದೇಹದಿಂದ ವಿಸರ್ಜಕಗಳ ಸಂಚಯನ,,,,,,,,,
,Accumulator,"ಸಂಗ್ರಹಕೋಶ, ಸಂಗ್ರಾಹಕ",,,,,,,,,
,Accuracy,"ನಿಖರತೆ, ಯಥಾರ್ಥತೆ, ಖಚಿತತೆ",,,,,,,,,
,Acentric,ಅಕೇಂದ್ರೀಯ,,,,,,,,,
,Acephala,ಚಂಡುರಹಿತ,,,,,,,,,
,Acerbate,"ಹುಳಿಬರಿಸು, ಹುದುಗುಬರಿಸು",,,,,,,,,
,Acervate,ಗೊಂಚಲಾಗಿ ಬೆಳೆಯುವ,,,,,,,,,
,Acervuloma,"ಮಿದುಳಿನ ಉಸುಬುಗಂತಿ, ಜೊಂಪೆಗಂತಿ",,,,,,,,,
,Acetonaemia,ಆಮ್ಲರಕ್ತತೆ,,,,,,,,,
,Acetone urea,ಆಮ್ಲಿಯ ಮೂತ್ರ,,,,,,,,,
,Achene,"ಹಣ್ಣಿನಂತೆ ತೋರುವ ಬೀಜ, ನಗ್ನಫಲ",,,,,,,,,
,Achilles tendon,ಅಖಿಲೆಸ್ ಬಾಗುಪಟ್ಟಿ ಕಂಡರ,,,,,,,,,
,"Achlamydeous, Achlamydy","ಹೂದಳರಹಿತ, ಹೂದಳವಿಹೀನ",,,,,,,,,
,Achlorophyllous,ಹರಿತ್ತುರಹಿತ,,,,,,,,,
,Acholia,ಪಿತ್ತರಸದ ಅಭಾವ,,,,,,,,,
,Achondroplasia,ಮೆಲ್ಲೆಲು ರೂಪಗೆಡಿಕೆ,,,,,,,,,
,Achras sapota,"ಚಿಕ್ಕು, ಸಪೋಟ",,,,,,,,,
,Achromat,ಅವರ್ಣಕ,,,,,,,,,
,Achromatic,ವರ್ಣರಹಿತ,,,,,,,,,
,Achromatic lens,ವರ್ಣರಹಿತ ಮಸೂರ,,,,,,,,,
,Achyranthes aspera,ಉತ್ತರಾಣಿ,,,,,,,,,
,Acicular,ಸೂಜಿಯಾಕಾರ,,,,,,,,,
,Acid,"ಆಮ್ಲ, ಹುಳಿ",,,,,,,,,
,Acid anhydride,ಅನಾರ್ದ್ರರೂಪದ ಆಮ್ಲ,,,,,,,,,
,Acid base catalysis,ಆಮ್ಲ ಪ್ರತ್ಯಾಮ್ಲ ವೇಗವರ್ಧಕ ಕ್ರಿಯೆ,,,,,,,,,
,Acid base pair,ಆಮ್ಲ ಪ್ರತ್ಯಾಮ್ಲ ಜೋಡಿ/ಯುಗ್ಮ,,,,,,,,,
,Acid base titration,ಆಮ್ಲ ಪ್ರತ್ಯಾಮ್ಲ ಪ್ರಮಾಣ ಮಾಪನ,,,,,,,,,
,Acid electrolyte,ಆಮ್ಲ ವಿದ್ಯುದ್ವಿಶ್ಲೇಷ್ಯ,,,,,,,,,
,Acid fast bacteria,ಆಮ್ಲಸ್ಥಾಯಿ ಬ್ಯಾಕ್ಟೀರಿಯಾ,,,,,,,,,
,Acid fermentation,ಆಮ್ಲ ಹುದುಗುವಿಕೆ,,,,,,,,,
,Acid forming fertilizer,ಆಮ್ಲೋತ್ಪಾದಕ ರಸಗೊಬ್ಬರ,,,,,,,,,
,Acid humus,ಆಮ್ಲಯುತ ಹ್ಯೂಮಸ್,,,,,,,,,
,Acid lime (Sour lime),"ಹುಳಿ ನಿಂಬೆ, ಆಮ್ಲೀಯ ಹಣ್ಣು",,,,,,,,,
,Acid mine drainage,ಗಣಿಯಿಂದ ಆಮ್ಲ ಬಸಿಯುವಿಕೆ,,,,,,,,,
,Acid oil,ಆಮ್ಲ ತೈಲ,,,,,,,,,
,Acid plant,ಆಮ್ಲ ಸ್ಥಾವರ,,,,,,,,,
,Acid scarification,"ಆಮ್ಲದಿಂದ ಕೆರೆಯುವಿಕೆ, ಆಮ್ಲದಿಂದ ಬೀಜದ ಮೇಲೆ ಗೀರುವಿಕೆ",,,,,,,,,
,Acid soil,"ಹುಳಿ ಮಣ್ಣು, ಆಮ್ಲೀಯ ಮಣ್ಣು, ಆಮ್ಲ ಮಣ್ಣು",,,,,,,,,
,Acid treatment,ಆಮ್ಲೋಪಚಾರ,,,,,,,,,
,"Acid, rosin","ರೋಸಿನ್ ಆಮ್ಲ, ಕರ್ಪೂರರಾಳ ಆಮ್ಲ",,,,,,,,,
,Acidic,"ಆಮ್ಲೀಯ, ಆಮ್ಲಯುತ",,,,,,,,,
,Acidifier,ಅಮ್ಲಕಾರಕ,,,,,,,,,
,Acidify,ಅಮ್ಲೀಕರಿಸು,,,,,,,,,
,Acidifying,ಆಮ್ಲೀಕರಿಸುವ,,,,,,,,,
,Acidimeter,ಆಮ್ಲಮಾಪಕ,,,,,,,,,
,Acidimetry,ಆಮ್ಲಮಾಪನ,,,,,,,,,
,Acidity,"ಆಮ್ಲತ್ವ, ಆಮ್ಲತೆ",,,,,,,,,
,Acidity effect,ಆಮ್ಲತ್ವ ಪ್ರಭಾವ,,,,,,,,,
,"Acidity, potential",ಅಂತಸ್ಥ ಆಮ್ಲತೆ,,,,,,,,,
,Acidophiles,ಆಮ್ಲ ಮಣ್ಣಿನಲ್ಲಿ ಬೆಳೆಯುವ ಬೆಳೆಗಳು/ಜೀವಾಣುಗಳು,,,,,,,,,
,Acidulated,"ಆಮ್ಲಬೆರೆತ, ಹುಳಿಮಿಶ್ರಿತ, ಆಮ್ಲಿತ",,,,,,,,,
,Aciduric,"ಅಮ್ಲಸಹನೀಯ, ಆಮ್ಲ ಸಹಿಷ್ಣು",,,,,,,,,
,Aciform,ಸೂಜಿಯಾಕಾರ,,,,,,,,,
,Acin,"ಕೂಡು ಹಣ್ಣು, ಗೊಂಚಲು ಹಣ್ಣು",,,,,,,,,
,Acinacifolia,"ಗೊಂಚಲು ಎಲೆಯುಳ್ಳ, ಗುಂಪುಎಲೆಯುಳ್ಳ",,,,,,,,,
,Acinaciform,"ಸುತ್ತು ಎಲೆ, ಸುರುಳಿ ಎಲೆ",,,,,,,,,
,Acinus,ಸಂಯುಕ್ತ ಫಲದಲ್ಲಿನ ಒಂದು ತೊಳೆ (ಹಲಸಿನ ತೊಳೆ),,,,,,,,,
,Acknowledgement of signal,ಸಂಕೇತದ ಸ್ವೀಕೃತಿ,,,,,,,,,
,Acne,"ಮೊಡಮೆ, ಮೊಡವೆ",,,,,,,,,
,Aconitum chasmanthum,"ವಿಷನಾಭಿ, ವತ್ಸನಾಭಿ",,,,,,,,,
,Acorn,"1. ಒಂದು ವಿಶೇಷ ಸಮುದ್ರಪ್ರಾಣಿ 2. ಸಿಂಧೂರ (ಓಕ್) ವೃಕ್ಷಫಲ, ಬಾಂಜ ಫಲ, ಓಕ್ ಮರದ ಹಣ್ಣು ಅಥವಾ ಬೀಜ",,,,,,,,,
,Acorn moth,ಓಕ್ ಮರದ ಪತಂಗ,,,,,,,,,
,Acorus calamus,ಬಜೆ,,,,,,,,,
,Acotyledon,ಬೀಜದಳರಹಿತ,,,,,,,,,
,Acoustics,"ಧ್ವನಿವಿಜ್ಞಾನದ ಉಪಶಾಖೆ, ಶ್ರವಣ ವಿಜ್ಞಾನ",,,,,,,,,
,Acquired,ಅರ್ಜಿತ,,,,,,,,,
,Acquired character,ಅರ್ಜಿತ ಗುಣ,,,,,,,,,
,Acquired immunity,"ಅರ್ಜಿತ ನಿರೋಧಕತೆ, ಅರ್ಜಿತ ಪ್ರತಿರೋಧಕತೆ, ನಿರೋಧ ಶಕ್ತಿ",,,,,,,,,
,Acre,ಎಕರೆ,,,,,,,,,
,Acre inch,ಎಕರೆ-ಅಂಗುಲ,,,,,,,,,
,Acre inch of water,ಒಂದು ಎಕರೆ ಜಮೀನಿನಲ್ಲಿ ನಿಂತ ಒಂದು ಅಂಗುಲದಷ್ಟು ನೀರು,,,,,,,,,
,Acrid,"ಕಟು, ತೀಕ್ಷ್ಣ",,,,,,,,,
,Acrid taste,ಅತಿಖಾರದ/ಕ್ಷಾರದ ರುಚಿ,,,,,,,,,
,Acrocarpous,ಅಕ್ಷಾಂತ ಫಲ,,,,,,,,,
,Acromegaly,"ತೊರವಯವಿ, ಅತಿಕಾಯ",,,,,,,,,
,Acropetal,"ಅಗ್ರಾಭಿಸಾರಿ, ಊರ್ಧ್ವವರ್ಧಿ",,,,,,,,,
,Acropetal succession,ಅಗ್ರಾಭಿಸಾರಿ/ಊರ್ಧ್ವವರ್ಧಿ ಅನುಕ್ರಮತೆ,,,,,,,,,
,Acrosomic defect,ಅಗ್ರ ಪಿಂಡಕದೋಷ,,,,,,,,,
,Act,ಅಧಿನಿಯಮ,,,,,,,,,
,Act of mating,ಸಂತಾನೋತ್ಪಾದನೆಗೆ ಜೊತೆಗೂಡುವ ಕ್ರಿಯೆ,,,,,,,,,
,Act of parturition,ಹೆರಿಗೆ ಕ್ರಿಯೆ,,,,,,,,,
,Actinobacillosis,"ಮರನಾಲಗೆ (ದನ, ಹಂದಿಗಳ ರೋಗ)",,,,,,,,,
,Actinodermatitis,ಚರ್ಮದ ಉರಿಯೂತ,,,,,,,,,
,Actinomorphic (radial symmetry),"ತ್ರಿಜ್ಯ ಸಮಮಿತಿ, ತ್ರಿಜ್ಯಸಮಭಾಗಿ, ತ್ರಿಜ್ಯಸಮಭಾಗೀಯ, ತ್ರಿಜ್ಯ ಸಮಅಳತೆಯ",,,,,,,,,
,Actinomorphy,ತ್ರಿಜ್ಯ ಸಮಭಾಗೀಯತೆ (ತ್ರಿಜ್ಯಾಸಮಮಿತಿ),,,,,,,,,
,Actinomycosis,ಗಲ್ಲಕಟ್ಟು (ಸಾಕುಪ್ರಾಣಿಗಳ ಗಂಟಲು/ದವಡೆಗಳಲ್ಲಾಗುವ ಗಂತಿ ರಚನೆ,,,,,,,,,
,Actinostele,ನಕ್ಷತ್ರ ಕೇಂದ್ರವಲಯ,,,,,,,,,
,Action,ಕ್ರಿಯೆ,,,,,,,,,
,Action current,"ಹರಿಯುವ ವಿದ್ಯುತ್, ಕ್ರಿಯಾಶೀಲ ವಿದ್ಯುತ್",,,,,,,,,
