ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Appellate function,,ಅಪೀಲು ವಿಚಾರಣಾ ಕಾರ್ಯ,,,,,,,
,,Appellate powers,,ಅಪೀಲು ಸಂಬಂಧವಾದ ಅಧಿಕಾರಿಗಳು,,,,,,,
,,Appellate Tribunal,,ಅಪೀಲು ವಿಚಾರಣಾ ನ್ಯಾಯಮಂಡಳಿ,,,,,,,
,,Apportionment,,ಪಾಲು ಮಾಡುವಿಕೆ,,,,,,,
,,Appropriate,,ಸೂಕ್ತ ; ವಿನಿಯೋಗಿಸು,,,,,,,
,,Appropriate action,,ಸೂಕ್ತ ಕ್ರಮ,,,,,,,
,,Appropriate assessing authority,,ಸೂಕ್ಷ್ಮ ನಿರ್ಧಾರಣಾಧಿಕಾರ / ರಿ,,,,,,,
,,Appropriate notice,,ಸೂಕ್ತ ನೋಟಿಸು / ತಿಳಿವಳಿಕೆ,,,,,,,
,,Appropriate rate,,ಯೋಗ್ಯ ಬೆಲೆ,,,,,,,
,,Areca,,ಅಡಕೆ,,,,,,,
,,Argument,,ವಾದ,,,,,,,
,,Arrears of land revenue,,ಭೂ ಕಂದಾಯದ ಬಾಕಿ,,,,,,,
,,Article,,"ವಸ್ತು, ಸರಕು ಲೇಖನ ; ಅನುಚ್ಛೇದ",,,,,,,
,,Articles returned,,ವಾಪಸು ಕೊಟ್ಟ ವಸ್ತುಗಳು,,,,,,,
,,Artificial silk,,ಕೃತಕ ರೇಷ್ಮೆ,,,,,,,
,,Artisan,,"ಕುಶಲ ಕರ್ಮಿ, ಕಸಬುದಾರ",,,,,,,
,,Assent,,"ಅನುಮೋದನೆ, ಒಪ್ಪಿಗೆ",,,,,,,
,,Assent of the Governor,,ರಾಜ್ಯಪಾಲರ ಅನುಮೋದನೆ,,,,,,,
,,Assessable,,ನಿರ್ಧಾರಣಾ ಸಾಧ್ಯ,,,,,,,
,,Assessed land Revenue,,ನಿರ್ಧಾರಿತ ಭೂ ಕಂದಾಯ,,,,,,,
,,Assessed value,,ನಿರ್ಧಾರಿತ ಮೌಲ್ಯ,,,,,,,
,,Assessee,,ತೆರಿಗೆದಾರ,,,,,,,
,,"Assessee, concerned",,ಸಂಬಂಧಪಟ್ಟ ತೆರಿಗೆದಾರ,,,,,,,
,,Assessing authority,,ನಿರ್ಧಾರಣಾಧಿಕಾರ / ರಿ,,,,,,,
,,Assessment,,ನಿರ್ಧಾರಣೆ ; ತೆರಿಗೆ ನಿರ್ಧಾರಣೆ,,,,,,,
,,Assessment of Agricultural income,,ಕೃಷಿ ವರಮಾನ ನಿರ್ಧಾರಣೆ,,,,,,,
,,Assessment year,,ತೆರಿಗೆ ನಿರ್ಧಾರಣ ವರ್ಷ,,,,,,,
,,Assets of the company,,ಕಂಪನಿಯ ಆಸ್ತಿ,,,,,,,
,,Association,,"ಸಂಸ್ಥೆ, ಸಂಘ",,,,,,,
,,Atta,,"ಆಟ, ಹಿಟ್ಟು",,,,,,,
,,Attach and Sell,,ಜಪ್ತಿಮಾಡಿ ಮಾರಾಟ ಮಾಡು,,,,,,,
,,Attempt to evade,,ತಪ್ಪಿಸಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನಿಸು ; ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಪ್ರಯತ್ನ,,,,,,,
,,Attributable,,ಆರೋಪಿಸಬಹುದಾದ,,,,,,,
,,Auction,,"ಹರಾಜು, ಲಿಲಾವು, ಏಲಂ",,,,,,,
,,Auctioneer,,ಹರಾಜುಗಾರ,,,,,,,
,,Audit,,"ಶ್ರೋತೃಗಳು, ಸಭಿಕರು",,,,,,,
,,Auditor's Certificate,,ಲೆಕ್ಕ ಪರಿಶೋಧನೆ,,,,,,,
,,Auditor's report,,ಲೆಕ್ಕ ಪರಿಶೋಧಕನ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,Audit report,,ಲೆಕ್ಕ ಪರಿಶೋಧಕನ ವರದಿ,,,,,,,
,,Authenticated copy,,ಅಧಿಪ್ರಮಾಣಿತ ಪ್ರತಿ,,,,,,,
,,Authorised,,ಅಧಿಕೃತ,,,,,,,
,,"Authority, subordinate",,ಅಧೀನ ಅಧಿಕಾರಿ,,,,,,,
,,Award costs,,ಖರ್ಚು ಕೊಡಿಸು,,,,,,,
,,Bailee,,ಸರಕು ರಕ್ಷಕ,,,,,,,
,,Bajra,,"ಬಾಜ್ರಾ, ಸೆಜ್ಜೆ",,,,,,,
,,Balance Sheet,,ಜಮಾ ಖರ್ಚು ಪಟ್ಟಿ,,,,,,,
,,Bank guarantee,,ಬ್ಯಾಂಕ್ ಖಾತರಿ,,,,,,,
,,Bankrupt,,ದಿವಾಳಿ,,,,,,,
,,Bankruptcy,,ದಿವಾಳಿತನ,,,,,,,
,,Bardan,,"ತಟ್ಟು, ತಾಟು",,,,,,,
,,Battery,,"ಬ್ಯಾಟರಿ, ವಿದ್ಯುತ್ ಕೋಶ",,,,,,,
,,Beaten rice,,ಅವಲಕ್ಕಿ,,,,,,,
,,Bee-keeping,,ಜೇನು ಸಾಕಣೆ,,,,,,,
,,Beneficiary,,ಫಲಾನುಭವಿ,,,,,,,
,,Best Judgement assessment,,ಅತ್ಯುತ್ತಮ ವಿವೇಚನಪೂರ್ಣ ನಿರ್ಧಾರ,,,,,,,
,,Best of one's judgement,,ಅತ್ಯುತ್ತಮ ವಿವೇಚನಾನುಸಾರ,,,,,,,
,,Bill,,"ಬಿಲ್ಲು, ಬೆಲೆಪಟ್ಟಿ ; ವಿಧೇಯಕ",,,,,,,
,,Bill Collector,,ತೆರಿಗೆ ವಸೂಲಿಗಾರ,,,,,,,
,,Bill of sale,,ಮಾರಾಟ ಪತ್ರ,,,,,,,
,,Blacksmith,,ಕಮ್ಮಾರ,,,,,,,
,,Bonafide mistake,,ಪ್ರಾಮಾಣಿಕ ತಪ್ಪು,,,,,,,
,,Bonus,,"ಬೋನಸ್ಸು, ಲಾಭಾಂಶ ; ಉಚಿತಾರ್ಥ",,,,,,,
,,Book profit system,,ಪುಸ್ತಕ ಲಾಭ ಪದ್ಧತಿ,,,,,,,
,,Book of Accounts,,ಲೆಕ್ಕ ಪುಸ್ತಕಗಳು,,,,,,,
,,Books of the assessee,,ತೆರಿಗೆದಾರರ ಲೆಕ್ಕ ಪುಸ್ತಕಗಳು,,,,,,,
,,Bread,,"ಬ್ರೆಡ್ಡು, ಹುದುಗುರೊಟ್ಟಿ",,,,,,,
,,Break open,,ಒಡೆದು ತೆಗೆ,,,,,,,
,,Broker,,"ಬ್ರೋಕರು, ದಳ್ಳಾಳಿ",,,,,,,
,,Brokerage,,"ದಳ್ಳಾಳಿ, ದಳ್ಳಾಳಿ ಶುಲ್ಕ",,,,,,,
,,Building,,ಕಟ್ಟಡ,,,,,,,
,,Burden of proof,,ರುಜುವಾತಿನ ಭಾರ,,,,,,,
,,Business,,"ವ್ಯವಹಾರ, ವ್ಯಾಪಾರ",,,,,,,
,,Buying commission agent,,ಖರೀದಿ ದಳ್ಳಾಳಿ,,,,,,,
,,Bye-law,,"ಬೈಲಾ, ಉಪವಿಧಿ",,,,,,,
,,Call-notice,,ಕರೆ ನೋಟೀಸು,,,,,,,
,,Cantonment board,,ಕಂಟೋನ್ ಮೆಂಟ್ ಮಂಡಳಿ,,,,,,,
,,Capacity,,ಸಾಮರ್ಥ್ಯ ; ವ್ಯಾಪ್ತಿ,,,,,,,
,,Capital assets,,ಬಂಡವಾಳ ಸೊತ್ತು,,,,,,,
,,Capital expenditure,,ಬಂಡವಾಳ ವೆಚ್ಚ,,,,,,,
,,Capitalisation,,ಬಂಡವಾಳೀಕರಣ,,,,,,,
,,Capitalise,,ಬಂಡವಾಳೀಕರಿಸು,,,,,,,
,,Capital profit,,ಬಂಡವಾಳ ಲಾಭ,,,,,,,
,,Cardamom,,ಏಲಕ್ಕಿ,,,,,,,
,,Carpenter,,ಬಡಗಿ,,,,,,,
,,Carpentry,,"ಮರಗೆಲಸ, ಬಡಗಿ ವೃತ್ತಿ",,,,,,,
,,Carrier,,ವಾಹಕ; ವಾಹನ,,,,,,,
,,Carry forward,,ಮುಂದಕ್ಕೆ ಒಯ್ಯು,,,,,,,
,,Case,,"ಪ್ರಕರಣ, ಮೊಕದ್ದಮೆ; ವಿಷಯ ಸಂದರ್ಭ",,,,,,,
,,Cash Consideration,,ನಗದು ಪ್ರತಿಫಲ,,,,,,,
,,Cashewnut,,"ಗೋಡಂಬಿ, ಗೇರು ಬೀಜ",,,,,,,
,,Cash memo,,ನಗದು ರಸೀತಿ,,,,,,,
,,Castor,,"ಹರಳು, ಔಡಲ",,,,,,,
,,Casual trader,,ಸಾಂದರ್ಭಿಕ ವ್ಯಾಪಾರಿ,,,,,,,
,,Census,,ಜನಗಣತಿ; ಗಣತಿ,,,,,,,
,,Central sales tax,,ಕೇಂದ್ರ ಮಾರಾಟ ತೆರಿಗೆ,,,,,,,
,,Certificate,,ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,Certificate of Recognition,,ಮನ್ನಣೆ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,Cessation,,"ನಿಲುಗಡೆ, ವಿರಾಮ",,,,,,,
,,Chamber of Commerce,,ವಾಣಿಜ್ಯ ಮಂಡಳಿ,,,,,,,
,,Charaka Sild,,ಚರಕ ರೇಷ್ಮೆ,,,,,,,
,,Charge on the property,,ಸ್ವತ್ತಿನ ಮೇಲಿನ ಋಣಭಾರ,,,,,,,
,,Charitable,,ಧರ್ಮಾರ್ಥ,,,,,,,
,,Charity,,"ದಾನ, ಧರ್ಮ",,,,,,,
,,Check post,,"ಚೆಕ್ ಪೋಸ್ಟ್, ತನಿಖಾಠಾಣೆ",,,,,,,
,,Chilli,,ಒಣಮೆಣಸಿನಕಾಯಿ,,,,,,,
,,Cinematograph show,,ಚಲನಚಿತ್ರ ಪ್ರದರ್ಶನ,,,,,,,
,,City Municipal Council,,ನಗರ ಪೌರಸಭಾ ಪರಿಷತ್ತು,,,,,,,
,,Civil Court,,ಸಿವಿಲ್ ನ್ಯಾಯಾಲಯ,,,,,,,
,,Claim,,"ಕ್ಲೇಮು, ಕೋರಿಕೆ ; ಹಕ್ಕು, ಹಕ್ಕು ಸಾಧನೆ ; ಹಕ್ಕು ಸಾಧಿಸು",,,,,,,
,,Classification of lands,,ಭೂ ವರ್ಗೀಕರಣ,,,,,,,
,,Clause,,ಖಂಡ,,,,,,,
,,Clearing house,,ಸರಕುತೀರುವೆ ಮನೆ,,,,,,,
,,"Clearly marked ""Free""",,""" ಉಚಿತ "" ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ಗುರುತಿಸಿದ",,,,,,,
,,Club,,ಕ್ಲಬ್ಬು ; ಕೂಟ,,,,,,,
,,Coconut,,ತೆಂಗು,,,,,,,
,,Code of Civil Procedure,,ಸಿವಿಲ್ ಪ್ರಕ್ರಿಯಾ ಸಂಹಿತೆ,,,,,,,
,,Coffee Board,,ಕಾಫಿ ಮಂಡಳಿ,,,,,,,
,,Cognizable and Bailable,,"ಸಂಜ್ಞೇಯ ಮತ್ತು ಜಾಮೀನಿಯಾ, ಗುರುತಿಸಬಹುದಾದ ಮತ್ತು ಜಾಮೀನಿನ ಮೇಲೆ ಬಿಡಬಹುದಾದ",,,,,,,
,,Cognizance of Offence,,ಅಪರಾಧದ ಸಂಜ್ಞಾನ,,,,,,,
,,Coir,,ತೆಂಗಿನನಾರು,,,,,,,
,,Collection,,"ಸಂಗ್ರಹ, ಸಂಗ್ರಹಣೆ",,,,,,,
,,Collection of tax,,ತೆರಿಗೆ ಸಂಗ್ರಹಣೆ / ವಸೂಲಿ,,,,,,,
,,Commencement,,ಪ್ರಾರಂಭ,,,,,,,
,,Commerce,,ವಾಣಿಜ್ಯ,,,,,,,
,,Commercial body,,ವಾಣಿಜ್ಯ ಸಂಸ್ಥೆ,,,,,,,
,,Commercial crop,,ವಾಣಿಜ್ಯ ಬೆಳೆ,,,,,,,
,,Commission,,"ಕಮಿಷನ್ನು, ರಂಸುಮಂ, ದಲ್ಲಾಳಿ",,,,,,,
,,Commission Agent,,"ಕಮಿಷನ್ ಏಜೆಂಟ್, ದಳ್ಳಾಳಿ",,,,,,,
,,Commission of the Offence,,ಅಪರಾಧ ಮಾಡುವುದು,,,,,,,
,,Commissioner,,"ಕಮಿಷನರು, ಆಯುಕ್ತ",,,,,,,
,,Commission sale,,ದಳ್ಳಾಳಿ ಮಾರಾಟ,,,,,,,
,,Commodity,,ವ್ಯಾಪಾರ ವಸ್ತು / ಸರಕು,,,,,,,
,,Company,,"ಕಂಪೆನಿ, ಸಂಸ್ಥೆ",,,,,,,
,,Comparative data,,ತುಲನಾತ್ಮಕ ಮಾಹಿತಿ,,,,,,,
,,Compel,,"ಬಲಾತ್ಕರಿಸು, ಒತ್ತಾಯಿಸು",,,,,,,
,,Compensation,,ಪರಿಹಾರ,,,,,,,
,,Competent,,ಸಕ್ಷಮ,,,,,,,
,,Competent authority,,ಸಕ್ಷಮ ಅಧಿಕಾರಿ / ರ,,,,,,,
,,Complimentary ticket,,ಗೌರವ ಸೂಚಕ ಟಿಕೆಟ್,,,,,,,
,,Component part,,ಅಂಗಭಾಗ,,,,,,,
,,Composition of Agricultural income Tax,,ಕೃಷಿ ವರಮಾನ ತೆರಿಗೆಯ ರಾಜಿ,,,,,,,
,,Composition of Offence,,ಅಪರಾಧದ ಬಗೆಗಿನ ರಾಜಿ,,,,,,,
,,Compounded rate,,ರಾಜಿ ದರ,,,,,,,
,,Compounding of offence,,ಅಪರಾಧದ ಬಗೆಗಿನ ರಾಜಿ,,,,,,,
,,Compounding of Agricultural Income tax,,ಕೃಷಿ ವರಮಾನ ತೆರಿಗೆಯ ಗಣನೆ,,,,,,,
,,Compute,,"ಗಣನೆ ಮಾಡು, ಲೆಕ್ಕ ಮಾಡು",,,,,,,
,,Conceal,,ಬಚ್ಚಿಡು,,,,,,,
,,Concealed income,,ಬಚ್ಚಿಟ್ಟ ವರಮಾನ,,,,,,,
,,Concern,,ಸಂಬಂಧ ; ವ್ಯಾಪಾರ ಸಂಸ್ಥೆ,,,,,,,
,,Concessional rate of tax,,ರಿಯಾಯಿತಿ ತೆರಿಗೆ ದರ,,,,,,,
,,Conclusion,,ನಿರ್ಣಯ; ತೀರ್ಮಾನ; ಮುಕ್ತಾಯ,,,,,,,
,,Conclusion of Assessment,,ತೆರಿಗೆ ನಿರ್ಣಯ,,,,,,,
,,Condition,,ಷರತ್ತು; ಸ್ಥಿತಿ,,,,,,,
,,Conditions for remission of penalty,,ದಂಡ ಮಾಫಿಯ ಷರತ್ತುಗಳು,,,,,,,
,,Condonation of delay,,ವಿಳಂಬ ಮಾಫಿ,,,,,,,
,,Confidential,,ಗೌಪ್ಯ,,,,,,,
,,Confidential record,,ಗೌಪ್ಯ ದಾಖಲೆ,,,,,,,
,,Confirm,,"ಖಚಿತಗೊಳಿಸು, ಸ್ಥಿರಪಡಿಸು ; ಖಾಯಂಮಾಡು",,,,,,,
,,Conform,,ಅನುಸರಿಸು ; ಅನುಗುಣವಾಗು,,,,,,,
,,Connivance,,ಪರೋಕ್ಷ ಸಮ್ಮತಿ,,,,,,,
,,Consent,,"ಒಪ್ಪಿಗೆ, ಅನುಮತಿ",,,,,,,
,,Consign,,"ಕಳಿಸು, ರವಾನಿಸು",,,,,,,
,,Consignee,,"ಗ್ರಾಹಕ, ಸರಕು ಪಡೆಯುವವ",,,,,,,
,,Consigner,,"ರವಾನೆದಾರ, ಸರಕು ಕಳಿಸುವವ",,,,,,,
,,Consignment,,"ಸರಕು, ರವಾನೆ ಸರಕು",,,,,,,
,,Consistent,,ಸುಸಂಗತ,,,,,,,
,,Consolidate,,"ಕ್ರೋಡೀಕರಿಸು, ಸಂಚಯಿಸು",,,,,,,
,,Consolidated fund,,ಸಂಚಿತ ನಿಧಿ,,,,,,,
,,Conspicuous,,"ಎದ್ದುಕಾಣುವ, ಗಮನ ಸೆಳೆಯುವ",,,,,,,
,,Container,,ಧಾರಕ,,,,,,,
,,Context,,ಸಂದರ್ಭ,,,,,,,
,,Continuing default,,ನಿರಂತರ ತಪ್ಪು,,,,,,,
,,Contract of purchase,,ಖರೀದಿ ಕರಾರು,,,,,,,
,,Contract of sale,,ಮಾರಾಟದ ಒಪ್ಪಂದ,,,,,,,
,,Contravene,,ಉಲ್ಲಂಘಿಸು,,,,,,,
,,Contravention,,ಉಲ್ಲಂಘನೆ,,,,,,,
,,Contribution,,ಕೊಡುಗೆ,,,,,,,
,,Control and revision,,ನಿಯಂತ್ರಣ ಮತ್ತು ಪರಿಷ್ಕರಣ,,,,,,,
,,Conviction,,"ಅಪರಾಧ ನಿರ್ಣಯ, ನಿರ್ಣೀತಾಭಿಪ್ರಾಯ",,,,,,,
,,Coriander,,"ಕೊತ್ತಂಬರಿ, ಧನಿಯ",,,,,,,
,,Corporation,,ನಿಗಮ,,,,,,,
,,Correctness and completeness,,ಯಥಾರ್ಥತೆ ಮತ್ತು ಸಮಗ್ರತೆ,,,,,,,
,,Corresponding entry,,ಸಂವಾದಿ ನಮೂದು,,,,,,,
,,Corrigenda,,ಒಪ್ಪೋಲೆ,,,,,,,
,,Cost,,ಬೆಲೆ ವೆಚ್ಚ,,,,,,,
,,Cost price,,ಅಸಲು ಬೆಲೆ,,,,,,,
,,Cottage industry,,"ಗುಡಿ ಕೈಗಾರಿಕೆ, ಗೃಹಕೈಗಾರಿಕೆ",,,,,,,
,,Cotton,,"ಹತ್ತಿ, ಅರಳೆ",,,,,,,
,,Counterfoil,,ಪಕ್ಕ ಪ್ರತಿ,,,,,,,
,,Crop share,,ಬೆಳೆಪಾಲು,,,,,,,
,,Crossed cheque,,ಕ್ರಾಸುಮಾಡಿದ ಚೆಕ್ಕು,,,,,,,
,,Cultivate personally,,ಸ್ವಂತ ಸಾಗುವಳಿ ಮಾಡು,,,,,,,
,,Cultivator,,ಸಾಗುವಳಿದಾರ,,,,,,,
,,Cultural,,ಸಾಂಸ್ಕೃತಿಕ ; ವ್ಯಾವಸಾಯಿಕ,,,,,,,
,,Cumulative fund,,ಸಂಚಿತನಿಧಿ,,,,,,,
,,Current Account,,ಚಾಲ್ತಿ ಲೆಕ್ಕ,,,,,,,
,,Current year,,ಚಾಲ್ತಿ ವರ್ಷ,,,,,,,
,,Customary Annuity,,ಸಾಂಪ್ರದಾಯಿಕ ವರ್ಷಾಶನ,,,,,,,
,,Customer,,"ಗಿರಾಕಿ, ಗ್ರಾಹಕ",,,,,,,
,,Customs frontier,,ಸೀಮಾ ಶುಲ್ಕ ಗಡಿ,,,,,,,
,,Daily allowance,,ದಿನಭತ್ಯ,,,,,,,
,,Daily Collection register,,ದೈನಿಕ ವಸೂಲಿ ವಹಿ / ರಿಜಿಸ್ಟರು,,,,,,,
,,Damage of crops,,"ಬೆಳೆ ಹಾನಿ, ಫಸಲು ನಷ್ಟ",,,,,,,
,,Date of show,,ಪ್ರದರ್ಶನದ ದಿನಾಂಕ,,,,,,,
,,Dealer,,ವ್ಯಾಪಾರಿ,,,,,,,
,,Dealer liable to tax,,ತೆರಿಗೆಗೆ ಹೊಣೆಯಾಗುವ ವ್ಯಾಪಾರಿ,,,,,,,
,,Debenture,,ಡಿಬೆಂಚರ್ ಸಾಲಪತ್ರ,,,,,,,
,,Debenture stock,,ಡಿಬೆಂಚರ್ ದಾಸ್ತಾನು,,,,,,,
,,Deceased appellant,,ಮೃತ ಅಪೀಲುದಾರ,,,,,,,
,,Deceased applicant,,ಮೃತ ಅರ್ಜಿದಾರ,,,,,,,
,,Decide respondent,,ಮೃತ ಪ್ರತಿವಾದಿ,,,,,,,
,,Decide erroneously,,ತಪ್ಪಾಗಿ ತೀರ್ಮಾನಿಸು,,,,,,,
,,Deciaration,,ಘೋಷಣೆ,,,,,,,
,,Declaration form,,ಘೋಷಣ ನಮೂನೆ,,,,,,,
,,Declare,,ಘೋಷಿಸು,,,,,,,
,,Declared goods,,ಘೋಷಿತ ಸರಕು,,,,,,,
