ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
ಅಂಗಿ,,ನನ್ನ ಅಂಗಿಗೆ ಕೊಳೆ ಹತ್ತಿತು.,,,(nn),,angi,,,,
ಅಂಗೀಕರಿಸು,,ಯಾರೊಬ್ಬರ ಅಹಂಭಾವವನ್ನು ಅಂಗೀಕರಿಸಲು ನಮಗೆ ಸಾಧ್ಯವಿಲ್ಲ.,,,(vt),,angiikarisu,,,,
ಅಂಗುಳು,,ಅಂಗುಳು ಭಾಗದಲ್ಲಿ ಊತುಕೊಂಡಿದೆ,,,(nn),,anguLu,,,,
ಅಂಗೈ,,ಅಂಗೈಯಲ್ಲಿ ಕತ್ತರಿಸಿದ ಗಾಯವಾಗಿದೆ.,,,"(nn,comp)",,angai,,,,
ಅಂಗೈ,,ಅವನ ಅಂಗೈ ದಡ್ಡು ಗಟ್ಟಿತು.,,,"(nn,comp)",,angai,,,,
ಅಂಚು,,ಬ್ಲೇಡಿನ ಅಂಚು ಹರಿತವಾಗಿಲ್ಲ.,,,(nn),,ancu,,,,
ಅಂಚು,,ಮೇಜಿನ ಅಂಚಿನಲ್ಲಿ ಒಂದು ಗೆರೆ ಬಿದ್ದಿತು.,,,(nn),,ancu,,,,
ಅಂಚೆ,,ಅಂಚೆಯವನು ಅಂಚೆ ತೆಗೆದುಕೊಳ್ಳಲು ಬಂದ.,,,(nn),,ance,,,,
ಅಂಚೆ,,ಇಂದು ಅಂಚೆ ಇರಲಿಲ್ಲ.,,,(nn),,ance,,,,
ಅಂಚೆ ಕಚೇರಿ,,ಅವನು ಅಂಚೆ ಕಛೇರಿಗೆ ಹೋಗಿ ಕಾಗದವನ್ನು ತಂದನು.,,,(nn),,ance kaceeri,,,,
ಅಂಚೆಚೀಟಿ,,ನಮ್ಮ ರಾಷ್ಟ್ರದ ಪಿತಾಮಹನ ಹೆಸರಿನಲ್ಲಿ ಅಂಚೆಚೀಟಿ ಬಿಡುಗಡೆ ಮಾಡಿದರು.,,,(nn),,anceciiTi,,,,
ಅಂಚೆಯವನು,,ನಿರಂತರವಾಗಿ ಬರುತ್ತಿದ್ದ ಅಂಚೆಯವನು ವರ್ಗವಾದನು.,,,(nn),,anceyavanu,,,,
ಅಂಚೆಯವನು,,ಅಂಚೆಯವನು ಅಂಚೆ ತಂದನು.,,,"(nn,comp)",,anceyavanu,,,,
ಅಂಜನ ನೋಡುವುದು,,ಅವನು ಅಂಜನ ನೋಡಿದ.,,,"(nn,comp)",,anjana nooDuvudu,,,,
ಅಂಟಿನ ಮರ,,ಮನೆ ಸುತ್ತಮುತ್ತ ಅಂಟಿನ ಮರಗಳು ಇವೆ.,,,(nn),,anTina mara,,,,
ಅಂಟಿಸು,,ಮಕ್ಕಳು ಭಿತ್ತಿಪತ್ರವನ್ನು ಅಂಟಿಸುತ್ತಿದ್ದಾರೆ.,,,(vt),,anTisu,,,,
ಅಂಟಿಸು,,ಅಲ್ಲಿ ಗೋಡೆಯ ಮೇಲೆ ಒಂದು ಚಿತ್ರ ಅಂಟಿಸುತ್ತಾ ಇದ್ದಾರೆ.,,,(vt),,anTisu,,,,
ಅಂಟು,,ಎರಡು ಕಾಗದಗಳು ಅಂಟಿಕೊಂಡಿವೆ.,,,(vi),,anTu,,,,
ಅಂಟುರೋಗ,,ಅಂಟುರೋಗ ನಿವಾರಣೆಗೆ ಲಸಿಕೆ ಹಾಕಿದರು.,,,"(nn, compn)",,anTurooga,,,,
ಅಂತಃಪುರ,,ಅರಮನೆಗೆ ಸೇರಿದಂತೆ ಅಂತಃಪುರಗಳು ಇವೆ.,,,(nn),,antahpura,,,,
ಅಂತಃಸತ್ವ,,ಕಥೆಯ ಅಂತಃಸತ್ವ ಏನು ?,,,(nn),,antahsatva,,,,
ಅಂತರ,,ಅವನಿಗೂ ನನಗೂ ಬಹಳ ಅಂತರ ಇದೆ.,,,(nn),,antara,,,,
ಅಂತರರಾಷ್ಟ್ರೀಯ,,ಕೆಲವು ಅಂತರರಾಷ್ಟ್ರೀಯ ವಿಷಯಗಳನ್ನು ಚರ್ಚಿಸಿದೆವು.,,,(adj),,antararaa$Triiya,,,,
ಅಂತರ್ ದೃಷ್ಠಿ,,ಮುನಿಗಳು ಎಲ್ಲವನ್ನು ತಮ್ಮ ಅಂತರ್ ದೃಷ್ಠಿಯಿಂದ ತಿಳಿದುಕೊಳ್ಳುತ್ತಾರೆ.,,,"(nn,comp)",,antar dRu$Ti,,,,
ಅಂತರ್ಜ್ಞಾನ,,ಆ ಕುರುಡ ಎಲ್ಲವನ್ನು ತನ್ನ ಅಂತರ್ಜ್ಞಾನದಿಂದ ತಿಳಿದುಕೊಂಡನು.,,,(comp nn),,antarjnaana,,,,
ಅಂತರ್ಧಾನ,,ದೇವತೆ ತಕ್ಷಣ ಅಂತರ್ಧಾನರಾದರು.,,,(nn),,antardhaana,,,,
ಅಂತರ್ಭಾವ,,ಆ ಕಥೆಯ ಅಂತರ್ಭಾವ ಏನು ?,,,(nn),,antarbhaava,,,,
ಅಂತರ್ಮುಖಿಯಾದ,,ಅವನದು ಅಂತರ್ಮುಖಿಯಾದ ವ್ಯಕ್ತಿತ್ವ ಆಗಿತ್ತು.,,,(adj),,antarmukhayaada,,,,
ಅಂತಿಮ,,ನಿನ್ನೆ ಅವರದು ಅಂತಿಮ ದಿನವಾಗಿತ್ತು.,,,(nn),,antima,,,,
ಅಂತಿಮ ಭೋಜನ,,ಯೇಸು ಅಂತಿಮ ಭೋಜನದ ಬಳಿಕ ಪ್ರಾರ್ಥನೆಗೆ ಹೋದನು.,,,(nn),,antima bhojana,,,,
ಅಂತಿಮವಾಗಿ,,ನ್ಯಾಯಾಲಯ ಅಂತಿಮವಾಗಿ ಅವರಿಗೆ ಗಲ್ಲು ಶಿಕ್ಷೆ ಕೊಟ್ಟಿತು.,,,(adv),,antimavaagi,,,,
ಅಂತೆ,,ಮಕ್ಕಳನ್ನು ದನಗಳಂತೆ ಹೊಡೆಯುತ್ತಿದ್ದಾನೆ.,,,(in),,ante,,,,
ಅಂತ್ಯ,,ಅವನು ಯುದ್ಧಕ್ಕೆ ಅಂತ್ಯ ಹಾಡಿದ.,,,(nn),,antya,,,,
ಅಂತ್ಯ ಶ್ವಾಸಬಿಡು,,ರೋಗಿ ಅಂತ್ಯ ಶ್ವಾಸಬಿಡುತ್ತಿದ್ದಾನೆ.,,,(comp vb),,antya SvaasabiDu,,,,
ಅಂತ್ಯಾಕ್ಷರಿ,,ಅಂತ್ಯಾಕ್ಷರಿ ಸ್ಫರ್ಧೆಯಲ್ಲಿ ಅವಳು ಜಯಸಾಧಿಸಿದಳು.,,,"(nn,comp)",,antyaak$ari,,,,
ಅಂದಗೊಳಿಸು,,ಮಗು ಮುಖವನ್ನು ಅಂದಗೊಳಿಸಿತು.,,,(vb),,andagoLisu,,,,
ಅಂದರೆ,,ಸಾಮಾನ್ಯ ಜನರ ಜೀವನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಹಾಡುಗಳು ಅಂದರೆ ಜನಪದ ಗೀತೆಗಳು.,,,(in),,andare,,,,
ಅಂದವಾದ,,ಹೂಗಳನ್ನೆಲ್ಲ ಅಂದವಾದ ರೀತಿಯಲ್ಲಿ ಕೊಯ್ದರು.,,,(adj),,andavaada,,,,
ಅಂದಾಜು,,ಅಂದಾಜು ಹತ್ತು ಸಾವಿರ ಜನ ಮುಷ್ಕರದಲ್ಲಿ ಭಾಗವಹಿಸಿದರು.,,,(in),,andaaju,,,,
ಅಂದು,,ಅಂದು ಅಲ್ಲಿ ಯಾರೂ ಇರಲಿಲ್ಲ.,,,(adv),,andu,,,,
ಅಂಧಕಾರ,,ನಮ್ಮನ್ನು ವಿದ್ಯೆ ಅಂಧಕಾರದಿಂದ ಬೆಳಕಿನೆಡೆಗೆ ಒಯ್ಯುತ್ತದೆ.,,,(nn),,andhakaara,,,,
ಅಂಬಾರಿ,,ಅವರು ಆನೆ ಮತ್ತು ಅಂಬಾರಿ ಇಲ್ಲದೆ ಸ್ವಾಗತ ಮಾಡಿದರು.,,,(nn),,ambaari,,,,
ಅಂಬಿಗ,,ಅಂಬಿಗ ಹುಟ್ಟು ಹಾಕುತ್ತಾ ದೋಣಿ ನಡೆಸುತ್ತಾ ಇದ್ದಾನೆ.,,,"(nn,comp)",,ambiga,,,,
ಅಂಬಿಗ,,ಅಂಬಿಗನು ತೀರದಲ್ಲಿ ಪ್ರಯಾಣಿಕರಿಗಾಗಿ ಕಾದನು.,,,"(nn,comp)",,ambiga,,,,
ಅಂಬಿಗ,,ಅಂಬಿಗ ದೋಣಿ ನಡೆಸಿದನು.,,,"(nn,comp)",,ambiga,,,,
ಅಕಾರಾದಿ,,ಅಕಾರಾದಿಯಿಂದ ಅಕ್ಷರಗಳನ್ನು ಕ್ರಮಗೊಳಿಸಲಾಗಿದೆ.,,,(nn),,akaaraadi,,,,
ಅಕಾಲ,,ಅವನು ಅಕಾಲ ಮರಣ ಹೊಂದಿದನು.,,,(nn),,akaala,,,,
ಅಕಾಲ,,ಅವರು ಅಕಾಲದಲ್ಲಿ ಬಂದರು.,,,(nn),,akaala,,,,
ಅಕ್ಕ,,ರಾಜನ ಅಕ್ಕ ಅವನನ್ನು ಬೈದಳು.,,,"(nn,ks)",,akka,,,,
ಅಕ್ಕ,,ಅವರ ಅಕ್ಕ ನನ್ನನ್ನು ಕೇಳಿದರು.,,,"(nn,ks)",,akka,,,,
ಅಕ್ಕಿ,,ಕೇರಳದವರ ಪ್ರಮುಖ ಆಹಾರ ಅಕ್ಕಿ.,,,(nn),,akki,,,,
ಅಕ್ಕಿ,,ಅಕ್ಕಿ ತೆಗೆದುಕೊಂಡು ಅಮ್ಮ ಗಂಜಿ ಮಾಡಿದಳು.,,,(nn),,akki,,,,
ಅಕ್ಕಿ ಪಾಯಸ,,ನನಗೆ ಅಕ್ಕಿ ಪಾಯಸ ಇಷ್ಟ.,,,"(nn,comp)",,akki paayasa,,,,
ಅಕ್ಕಿ ರೊಟ್ಟಿ,,ಮನೆಯಲ್ಲಿ ಅಕ್ಕಿರೊಟ್ಟಿ ಮಾಡಿದರು.,,,(nn),,akki roTTi,,,,
ಅಕ್ಟೋಪಸ್ (ಅಷ್ಟಪಾದಿ),,ಅಕ್ಟೋಪಸ್ ಹಿಡಿದಂತೆ ಇದೆ(ಎಂಟು ಕಾಲುಗಳುಳ್ಳ ಸಮುದ್ರ ಜಂತು) ಈ ಸನ್ನಿವೇಶ.,,,(nn),,aktoopas,,,,
ಅಕ್ಟೋಬರ್,,ಅವರು ಅಕ್ಟೋಬರ್ ತಿಂಗಳಲ್ಲಿ ಕೆಲಸದಲ್ಲಿ ತೊಡಗಿರುತ್ತಾರೆ.,,,(nn),,akToobar,,,,
ಅಕ್ರಮ,,ಅಕ್ರಮವನ್ನು ನಿಲ್ಲಿಸಲು ಮುಖಂಡನು ಹೇಳಿದನು.,,,(nn),,akrama,,,,
ಅಕ್ರಮಪ್ರವೇಶ,,ಅವನು ಆ ಕಛೇರಿ ಒಳಗೆ ಅಕ್ರಮ ಪ್ರವೇಶಿಸಿದನು.,,,(vi),,akramapravesha,,,,
ಅಕ್ರಮವಾಗಿ,,ಭಾರತದಲ್ಲಿರುವ ಅಕ್ರಮಗಳನ್ನು ಜನ ಸಹಿಸುವುದಿಲ್ಲ.,,,(nn),,akramavaagi,,,,
ಅಕ್ರಮವಾಗಿ ಪ್ರವೇಶಿಸು,,ಈ ಗೋಡೆಯನ್ನು ಅಕ್ರಮವಾಗಿ ಪ್ರವೇಶಿಸಬಾರದು.,,,(vt),,akramavaagi praveeSisu,,,,
ಅಕ್ಷತೆ,,ಯಾಗಕ್ಕೆ ಅಕ್ಷತೆ ಸಿದ್ಧವಾಗಿದೆ.,,,(nn),,ak$ate,,,,
ಅಕ್ಷಯ ಪಾತ್ರೆ,,ಪಾಂಚಾಲಿಯ ಹತ್ತಿರ ಅಕ್ಷಯ ಪಾತ್ರೆ ಇತ್ತು.,,,(nn),,ak$aya paatre,,,,
ಅಕ್ಷರ,,ಅಕ್ಷರ ಒಂದು ಅಸ್ತ್ರ.,,,(nn),,ak$ara,,,,
ಅಕ್ಷರ,,ಅ' ಕಾರ ಮೊದಲನೆಯ ಅಕ್ಷರ.,,,(nn),,ak$ara,,,,
ಅಕ್ಷರಶಃ,,ಅಕ್ಷರಶಃ ಅವನು ಹೇಳಿದ ಪ್ರಕಾರ ಅವನು ಮಾಡಿದ.,,,(nn),,ak$araSaha,,,,
ಅಖಾಡ,,ಅವನು ಅಖಾಡದಲ್ಲಿ ಕಲಿಯುತ್ತಿದ್ದಾನೆ.,,,(nn),,akhaaDa,,,,
ಅಖಾಡ,,ಅಖಾಡದಲ್ಲಿ ದ್ವಂದ್ವ ಯುದ್ಧ ನಡೆಯಿತು.,,,(nn),,akhaaDa,,,,
ಅಖಿಲ,,ಅಖಿಲವೆಲ್ಲವೂ ಈಶ್ವರನ ಸೃಷ್ಠಿ ಅಂದರು.,,,(nn),,akhila,,,,
ಅಖಿಲ,,ಅಖಿಲವನ್ನೂ ಆಳುವ ಜಗನಿಯಂತ್ರಕನು ಜಯ ಸಾಧಿಸಿದನು.,,,(adv),,akhila,,,,
ಅಗತ್ಯ,,ಮನುಷ್ಯನು ಭೂಮಿಯ ಮೇಲೆ ಜೀವಿಸಲು ವಸ್ತುಗಳು ಅಗತ್ಯ.,,,(nn),,agatya,,,,
ಅಗರ,,ಅವಳು ಪ್ರೀತಿಯ ಅಗರ ಆಗಿದ್ದಳು.,,,(nn),,agara,,,,
ಅಗಲ,,ಎರಡು ಕಡೆಯ ಅಗಲ ಸಮನಾಗಿರಬೇಕು,,,(nn),,agala,,,,
ಅಗಲ,,ನನಗೆ ಅಗಲವಾದ ಕೊಠಡಿ ಬೇಕಾಗಿದೆ.,,,(nn),,agala,,,,
ಅಗಸ,,ಮಧು ಅಗಸನ ಬಳಿ ಬಟ್ಟೆ ಪಡೆಯಲು ಹೋದನು.,,,(nn),,agasa,,,,
ಅಗಸ,,ಅಗಸ ಬಟ್ಟೆ ಒಗೆಯುತ್ತಾ ಇದ್ದಾನೆ.,,,(nn),,agasa,,,,
ಅಗಸ,,ಅವನು ಒಬ್ಬ ಅಗಸ.,,,(nn),,agasa,,,,
ಅಗಸ,,ಅವನೊಬ್ಬ ಅಗಸ.,,,(nn),,agasa,,,,
ಅಗಸರ ತೊಟ್ಟಿ,,ಅಗಸ ಅಗಸರ ತೊಟ್ಟಿಯನ್ನು ಶುಚಿಗೊಳಿಸಿದನು.,,,"(nn,comp)",,agasara toTTi,,,,
ಅಗಿ,,ಅವನು ಅಲ್ಲಿ ಎಲ್ಲಾ ಅಗಿಯುತ್ತಾ ಇದ್ದಾನೆ.,,,(vt),,agi,,,,
ಅಗುಳಿ,,ಬಾಗಿಲಿನ ಅಗುಳಿಯನ್ನು ಯಾರೋ ತೆಗೆದರು.,,,(nn),,aguLi,,,,
ಅಗುಳು,,ಕೋಳಿ ಅಗುಳನ್ನು ಕುಕ್ಕಿ ತಿನ್ನುತ್ತದೆ.,,,(nn),,aguLu,,,,
ಅಗೆ,,ರೈತ ಮಣ್ಣನ್ನು ಅಗೆಯುತ್ತಾನೆ.,,,(vt),,age,,,,
ಅಗೆತ,,ಅವರ ಅಗೆತ ಸರಿಯಲ್ಲ.,,,(nn),,ageta,,,,
ಅಗೆಯುವುದು,,ಗುಂಡಿ ಅಗೆಯುವುದನ್ನು ನಿಲ್ಲಿಸಬೇಕು.,,,(nn),,ageyuvudu,,,,
ಅಗೋಚರವಾದ,,ಅದೊಂದು ಅಗೋಚರವಾದ ಅನುಭವ.,,,(adj),,agoocaravaada,,,,
ಅಗೌರವ,,ಅದು ಅತಿಯಾದ ಅಗೌರವ ತರಿಸುವಂತಹ ಸಂಗತಿ.,,,(adj),,agourava,,,,
ಅಗ್ಗವಾದ,,ಆ ಮನೆಯನ್ನು ಅಗ್ಗವಾದ ಬೆಲೆಯ ಸಾಮಾಗ್ರಿಗಳನ್ನು ಉಪಯೋಗಿಸಿ ಕಟ್ಟಿದ್ದಾರೆ.,,,(adj),,aggavaada,,,,
ಅಗ್ಗವಾದ,,ರವಿ ಅಗ್ಗವಾದ ಬೆಲೆಯ ಬಟ್ಟೆಗಳನ್ನು ಕೊಂಡನು.,,,(adj),,aggavaada,,,,
ಅಗ್ಗಿಷ್ಟಿಕೆ,,ಚಳಿಗಾಲದಲ್ಲಿ ಅಗ್ಗಿಷ್ಟಿಕೆ ಉಪಯೋಗಿಸುತ್ತಾರೆ.,,,(nn),,aggi$Tike,,,,
ಅಗ್ನಿ,,ಅಗ್ನಿ ಸಾಕ್ಷಿಯಾಗಿ ಕೈಹಿಡಿದ ಪತ್ನಿಯನ್ನು ಪ್ರೀತಿಸಬೇಕು.,,,(nn),,agni,,,,
ಅಗ್ರಹಾರ,,ಅವನನ್ನು ಅಗ್ರಹಾರದಿಂದ ಹೊರಗೆ ಹಾಕಿದರು..,,,(nn),,agrahaara,,,,
ಅಚಾತುರ್ಯ,,ನನಗೆ ಒಂದು ಅಚಾತುರ್ಯ ಆಯಿತು.,,,"(nn,comp)",,acaaturya,,,,
ಅಚಾತುರ್ಯ,,ಅವನೊಬ್ಬ ಅಚಾತುರ್ಯ ವೈದ್ಯ,,,(adj),,acaaturya,,,,
ಅಚ್ಚಪ್ಪಂ,,ಅಮ್ಮ ಅಚ್ಚಪ್ಪಂ ಮಾಡಿದರು.,,,(nn),,accappam,,,,
ಅಚ್ಚರಿ,,ಡಿಸ್ನಿಲ್ಯಾಂಡ ಅನ್ನು ಕಂಡು ಮಕ್ಕಳು ಅಚ್ಚರಿ ಹೊಂದಿದರು.,,,(nn),,accari,,,,
ಅಚ್ಚು,,ಮುದ್ರಣಾಲಯದಲ್ಲಿ ಅಚ್ಚುಗಳನ್ನು ಜೋಡಿಸುತ್ತಿದ್ದರು.,,,(nn),,accu,,,,
ಅಚ್ಚು,,ಅವನು ಅಚ್ಚಿನಿಂದ ಮಾಡಿ ತೆಗೆದನು.,,,(nn),,accu,,,,
ಅಚ್ಚು,,ಅವಳು ಅಚ್ಚಿನಲ್ಲಿ ಹಾಕಿದ ಹಾಗೆ ಇದ್ದಳು.,,,(nn),,accu,,,,
ಅಜ,,ಅಜ ಗಜಾಂತರ,,,(nn),,aja,,,,
ಅಜನ್ಮಪುಣ್ಯ,,ರಾಜನು ಅಜನ್ಮ ಪುಣ್ಯ ಪಡೆದವನಾಗಿದ್ದಾನೆ ಅಂದರು.,,,"(nn,comp)",,ajanma puNya,,,,
ಅಜಾಗರೂಕತೆ,,ಅಜಾಗರೂಕತೆಯಿಂದ ರೋಗಿ ಮರಣ ಹೊಂದಿದ.,,,(nn),,ajaagaruukate,,,,
ಅಜೀರ್ಣ,,ಅವನು ಅಜೀರ್ಣತೆಗೆ ಹಾಸಿಗೆ ಹಿಡಿದನು.,,,(nn),,ajiirNa,,,,
ಅಜೀರ್ಣ,,ಮಗುವಿಗೆ ಅಜೀರ್ಣ ಆಗಿದೆ.,,,(nn),,ajiirNa,,,,
ಅಜೀರ್ಣ,,ರವಿಗೆ ಅಜೀರ್ಣ ಆಗಿಲ್ಲ.,,,"(nn,comp)",,ajiirNa,,,,
ಅಜ್ಜ,,ಟಾಮ್ ನ ಅಜ್ಜ ನಿನ್ನೆ ಬಂದರು.,,,"(nn,ks)",,ajja,,,,
ಅಜ್ಜ,,ಅಜ್ಜ ಅಜ್ಜಿಯ ಜೊತೆ ಮಾತನಾಡುತ್ತಾರೆ.,,,(nn),,ajja,,,,
ಅಜ್ಜ,,ಅಜ್ಜ ಸೌಖ್ಯವಿಲ್ಲದೆ ಮಲಗಿದ್ದಾರೆ.,,,"(nn,ks)",,ajja,,,,
ಅಜ್ಜಿ,,ಅಜ್ಜಿ ಕತೆ ಹೇಳಿದಳು.,,,(nn),,ajji,,,,
ಅಜ್ಞಾತವಾದ,,ಅಜ್ಞಾತವಾದ ವಿಷಯಗಳು ಬೆಳಕಿಗೆ ಬಂದವು.,,,(adj),,ajnaatavaada,,,,
ಅಜ್ಞಾನ,,ಅಜ್ಞಾನ ಕತ್ತಲು ಇದ್ದಂತೆ.,,,(nn),,ajnaana,,,,
ಅಜ್ಞಾನಿ,,ಅವನು ಒಬ್ಬ ಅಜ್ಞಾನಿ.,,,(nn),,ajnaani,,,,
ಅಟ್ಟ,,ಅಟ್ಟದ ಮೇಲೆ ಒಂದು ಇಲಿ ಸತ್ತಿದೆ.,,,"(nn,comp)",,aTTa,,,,
ಅಟ್ಟ,,ಸೌದೆಯನ್ನು ಅಟ್ಟದ ಮೇಲೆ ಹಾಕಲಾಗಿದೆ.,,,(nn),,aTTa,,,,
ಅಟ್ಟ,,ಅವರು ಏಣೆಯ ಮೂಲಕ ಅಟ್ಟವನ್ನು ಏರಿದರು.,,,(nn),,aTTa,,,,
ಅಟ್ಟಹಾಸ,,ಅವನ ಅಟ್ಟಹಾಸ ಅಲ್ಲೆಲ್ಲ ಮೊಳಗಿತು.,,,(comp n),,aTTahaasa,,,,
ಅಟ್ಟಿ,,ಆ ಅಟ್ಟಿಯಲ್ಲಿ ಅನೇಕ ಪುಸ್ತಕಗಳಿವೆ.,,,(nn),,aTTi,,,,
ಅಟ್ಟು,,ಮಗು ದನವನ್ನು ಅಟ್ಟಿತು.,,,(vt),,aTTu,,,,
ಅಡಗಿಸು,,ಕಳ್ಳನು ಕದ್ದ ವಸ್ತುಗಳನ್ನು ಅಡಗಿಸಿದನು.,,,(vi),,aDagisu,,,,
ಅಡಚಣೆ,,ಯಾವುದೇ ಕೆಲಸದ ಆರಂಭದಲ್ಲಿ ಅಡಚಣೆ ಇದ್ದದ್ದೇ.,,,(nn),,aDacaNe,,,,
ಅಡಮಾನ,,ಮಾವ ಮನೆ ಹಿತ್ತಲನ್ನು ಅಡಮಾನ ಮಾಡಿದರು.,,,"(nn,comp)",,aDamaana,,,,
ಅಡವು,,ಅವನು ಚಿನ್ನದ ಆಭರಣಗಳನ್ನು ಅಡವು ಮಾಡಿದ.,,,(nn),,aDavu,,,,
ಅಡವು ಪತ್ರ,,ಅಪ್ಪ ಅಡವು ಪತ್ರಕ್ಕೆ ಸಹಿ ಮಾಡಿದರು.,,,(nn),,aDavu patra,,,,
ಅಡಿಕೆ,,ಅಡಿಕೆಯನ್ನು ಎಲೆಯ ಜೊತೆ ಅಗಿಯುತ್ತಾರೆ.,,,(nn),,aDike,,,,
ಅಡಿಕೆ,,ನಾನು ಎಳೆಯ ಒಣಗಿದ ಅಡಿಕೆಯನ್ನು ಎರಡು ಭಾಗಗಳಾಗಿ ಕತ್ತರಿಸಿದೆ.,,,"(nn,comp)",,aDike,,,,
ಅಡಿಕೆ ಬಾಳೆ,,ಅವಳು ಅಡಿಕೆ ಬಾಳೆ ಎಲೆ ಕಿತ್ತಳು.,,,(nn),,aDike baaLe,,,,
ಅಡಿಕೆಮರ,,ಒಬ್ಬ ಅಡಿಕೆ ಕೊಯ್ಯಲು ಅಡಿಕೆಮರ ಹತ್ತುತ್ತಾ ಇದ್ದಾನೆ.,,,(nn),,aDikemara,,,,
ಅಡಿಗೆ,,ಅಮ್ಮನ ಅಡಿಗೆ ತುಂಬ ಚೆನ್ನಾಗಿರುತ್ತೆ.,,,(nn),,aDige,,,,
ಅಡಿಗೆ,,ನನಗೆ ತೀರ ಅಡಿಗೆ ಮಾಡಲು ಬರಲ್ಲ.,,,(nn),,aDige,,,,
ಅಡಿಗೆ ಮಾಡು,,ಆಹಾರವನ್ನು ಅಡುಗೆ ಮಾಡಿಕೊಂಡು ತಿನ್ನುವ ಜೀವಿ ಮನುಷ್ಯ.,,,(vt),,aDige maaDu,,,,
ಅಡಿಗೆಯವನು,,ಅವನು ಅಡಿಗೆಯವನು.,,,(comp n),,aDigeyavanu,,,,
