ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,acting,"ಹಂಗಾಮಿಯಾದ, ತಾತ್ಕಾಲಿಕವಾದ",,,,,,,,,
,action as at ‘a’ above,‘ಎ’ ನಲ್ಲಿ ನಮೂದಿಸಿರುವ ಹಾಗೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಿ,,,,,,,,,
,action is at 'a' above,ಮೇಲಿನ 'ಎ' ಅನ್ವಯ ಕ್ರಮಕ್ಕಾಗಿ,,,,,,,,,
,action is under way,ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುತ್ತಿದೆ,,,,,,,,,
,action may be taken as proposed,ಸಲಹೆಯಂತೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಬಹುದು,,,,,,,,,
,action team,ಕ್ರಿಯಾಶೀಲ ತಂಡ,,,,,,,,,
,activate,"ಚುರುಕುಗೊಳಿಸು, ಕ್ರಿಯಾಶೀಲಗೊಳಿಸು",,,,,,,,,
,active,"ಕ್ರಿಯಾಶೀಲ, ಕಾರ್ಯನಿರತ(ಗಣಕ ಕ್ಷೇತ್ರ)",,,,,,,,,
,activity,ಚಟುವಟಿಕೆ,,,,,,,,,
,actuator,ಚೋದಕ(ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,acute,ತೀವ್ರ,,,,,,,,,
,ad valorem,"ಬೆಲೆಗೆ ತಕ್ಕಂತೆ, ಕ್ರಯಾನುಸಾರ",,,,,,,,,
,adapt,"ಹೊಂದಿಸು, ಅಳವಡಿಸು, ಜೋಡಿಸು",,,,,,,,,
,adaptability,"ಹೊಂದಿಸುವಿಕೆ, ಅಳವಡಿಸುವಿಕೆ, ಜೋಡಣೆ",,,,,,,,,
,adaptor,ಸಂಯೋಜಕ(ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,addict,"ವ್ಯಸನಿ, ದುರ್ವ್ಯಸನಿ",,,,,,,,,
,addition,"ಸೇರ್ಪಡೆ, ಹೆಚ್ಚಳ",,,,,,,,,
,additional,"ಪೂರಕ, ಹೆಚ್ಚುವರಿಯ",,,,,,,,,
,address,"ವಿಳಾಸ, ಪತ್ತೆ, ಭಾಷಣ, ಭಾಷಣ ಮಾಡು, ಸಂಬೋಧಿಸು",,,,,,,,,
,address all concerned,ಸಂಬಂಧಿಸಿದವರಿಗೆಲ್ಲ ತಿಳಿಸಿ,,,,,,,,,
,adequacy,"ಸಮರ್ಪಕತೆ, ಸಾಕಷ್ಟಿರುವುದು",,,,,,,,,
,adequate,ಸಾಕಷ್ಟು,,,,,,,,,
,adhere,ಅಂಟಿಕೊಳ್ಳು,,,,,,,,,
,adhoc,"ತಾತ್ಕಾಲಿಕ, ತಾತ್ಪೂರ್ತಿಕ",,,,,,,,,
,adjourn,"ಮುಂದೂಡು, ಮುಂದಕ್ಕೆ ಹಾಕು",,,,,,,,,
,adjudge,"ನ್ಯಾಯನಿರ್ಣಯ, ತೀರ್ಪು",,,,,,,,,
,adjustment,ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,administration,"ಆಡಳಿತ, ಕಾರ್ಯಭಾರ, ನಿರ್ವಹಣೆ",,,,,,,,,
,administrative,"ಆಡಳಿತಾತ್ಮಕ, ನಿರ್ವಹಣಾತ್ಮಕ",,,,,,,,,
,administrative control,ಆಡಳಿತಾತ್ಮಕ ನಿಯಂತ್ರಣ,,,,,,,,,
,admit,"ಸೇರಿಸು, ಅಂಗೀಕರಿಸು",,,,,,,,,
,adolescent,"ಹದಿವಯಸ್ಸಿನ ವ್ಯಕ್ತಿ, ಅಪಕ್ವ ವ್ಯಕ್ತಿ",,,,,,,,,
,adopt,"ಸ್ವೀಕಾರ, ಅಂಗೀಕಾರ, ದತ್ತು",,,,,,,,,
,adopted,"ಸ್ವೀಕೃತ, ಅಂಗೀಕೃತ, ದತ್ತು",,,,,,,,,
,adulterate,"ಕಲಬೆರಕೆ, ಕಲಬೆರಕೆ ಮಾಡು",,,,,,,,,
,advance,"ಮುಂಗಡ, ಪ್ರಗತಿ, ಮುಂದುವರಿ",,,,,,,,,
,advance annual leave,ಮುಂಗಡ ವಾರ್ಷಿಕ ರಜೆ,,,,,,,,,
,advance MODEM,ಸುಧಾರಿತ ಮೋಡೆಮ್‌,,,,,,,,,
,advanced,ಅಭಿವೃದ್ಧಿತ,,,,,,,,,
,Advanced Land Navigation System,ಅಭಿವೃದ್ಧಿತ ಭೂಸಂಚಾರಿ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,advantage,"ಅನುಕೂಲ, ಪ್ರಯೊಜನ",,,,,,,,,
,adverse,"ವ್ಯತಿರಿಕ್ತ, ವಿರುದ್ಧ, ಪ್ರತಿಕೂಲ",,,,,,,,,
,advertisement,"ಜಾಹೀರಾತು, ಪ್ರಕಟಣೆ",,,,,,,,,
,advise accordingly,ತದನುಸಾರ ಸಲಹೆ ನೀಡಿರಿ,,,,,,,,,
,advise further development,ಮುಂದಿನ ಬೆಳವಣಿಗೆ ಕುರಿತು ಸಲಹೆನೀಡಿರಿ,,,,,,,,,
,advise the action taken,ಕ್ರಮ ಕೈಗೊಂಡ ಬಗ್ಗೆ ತಿಳಿಸಿರಿ,,,,,,,,,
,adviser,ಸಲಹೆಗಾರ,,,,,,,,,
,advisory,ಸಲಹೆ ನೀಡುವ,,,,,,,,,
,advisory board,ಸಲಹಾ ಮಂಡಳಿ,,,,,,,,,
,aerated lagoon,ವಾಯು ವಿರೇಚಕ ಕೊಳ,,,,,,,,,
,aerator,ವಾಯು ವಿರೇಚಕ,,,,,,,,,
,affiliate,"ಅಂಗವಾಗು, ಸೇರಿಕೊಳ್ಳು, ಅಂಗಸಂಸ್ಥೆಯಾಗಿರು",,,,,,,,,
,after consultation with,...ರವರೊಡನೆ ಚರ್ಚಿಸಿದ ನಂತರ,,,,,,,,,
,after sales,"ವ್ಯಾಪಾರೋತ್ತರ, ಮಾರಾಟಾನಂತರದ ಸೇವೆಗಳು",,,,,,,,,
,ageing,ವಯೋಗತಿ,,,,,,,,,
,agency,"ಮಧ್ಯವರ್ತಿಸಂಸ್ಥೆ, ದಳ್ಳಾಳಿತನ",,,,,,,,,
,agenda,"ಕಾರ್ಯಸೂಚಿ, ಕಾರ್ಯಕಲಾಪ ಪಟ್ಟಿ",,,,,,,,,
,agenda is sent herewith,ಇದರೊಡನೆ ಕಾರ್ಯಸೂಚಿಯನ್ನು ಕಳುಹಿಸಲಾಗಿದೆ,,,,,,,,,
,agenda will follow,ಕಾರ್ಯಕ್ರಮ ಸೂಚಿಯನ್ನು ನಂತರ ಕಳುಹಿಸಲಾಗುವುದು,,,,,,,,,
,aggregate,ಒಟ್ಟಾರೆ,,,,,,,,,
,aggressive,ಆಕ್ರಮಣಕಾರಿ,,,,,,,,,
,aggrieve,"ಹಿಂಸೆಗೊಳಗಾಗು, ತೊಂದರೆಗೊಳಗಾಗು, ಬಾಧೆಗೊಳಗಾಗು, ಹಿಂಸೆಪಡಿಸು, ತೊಂದರೆಪಡಿಸು, ಬಾಧೆಪಡಿಸು",,,,,,,,,
,agitation,"ಪ್ರತಿರೋಧ, ಚಳುವಳಿ",,,,,,,,,
,agitational,ಪ್ರತಿರೋಧಕ,,,,,,,,,
,agitational activities,ಪ್ರತಿರೋಧಕ ಚಟುವಟಿಕೆಗಳು,,,,,,,,,
,ailment,"ಅನಾರೋಗ್ಯ, ಅಸ್ವಸ್ಥತೆ",,,,,,,,,
,AIR (All India Radio),ಆಕಾಶವಾಣಿ,,,,,,,,,
,air cargo,ವಿಮಾನ ಸರಕು,,,,,,,,,
,Air Cargo Office,ವಿಮಾನ ಸರಕು ಕಛೇರಿ,,,,,,,,,
,air compressor,ವಾಯು ಸಂಕೋಚಕ,,,,,,,,,
,air craft,ವಿಮಾನ,,,,,,,,,
,Air Defence Artillery Gun System,ವಾಯು ಮತ್ತು ಭೂ ರಕ್ಷಣಾ ಫಿರಂಗಿ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Air Defence Weapon,ವಾಯು ರಕ್ಷಣಾಸ್ತ್ರ,,,,,,,,,
,Air Defence Weapon Control System,ವಾಯು ರಕ್ಷಣಾಸ್ತ್ರ ನಿಯಂತ್ರಣಾ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Air Force,ವಾಯುಪಡೆ,,,,,,,,,
,Air Force Liaison Cell,ವಾಯುಪಡೆ ಸಂಪರ್ಕ ಶಾಖೆ,,,,,,,,,
,air pollution,ವಾಯು ಮಾಲಿನ್ಯ,,,,,,,,,
,air separation plant,ವಾಯು ವಿಭಜಕ ಸ್ಥಾವರ,,,,,,,,,
,Air/Ground Defence Radar Systems,ವಾಯು/ಭೂ ರಕ್ಷಣಾ ರಡಾರ್ ವ್ಯವಸ್ಥೆಗಳು,,,,,,,,,
,airborne,"ಹಾರುವ, ಗಾಳಿಯಲ್ಲಿ ತೇಲುವ",,,,,,,,,
,Airport Surveillance Radar,ವಿಮಾನ ನಿಲ್ದಾಣ ನಿಗಾವಣಾ ರಡಾರ್‌,,,,,,,,,
,airway bill,ವಾಯು ಮಾರ್ಗದ ಬಿಲ್ಲು,,,,,,,,,
,Alarm System for Railway Unmanned Level Crossings,ರೈಲುಹಳಿಗಳ ದಾಟಲು ಮಾನವರಹಿತ ಎಚ್ಚರಿಕೆ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,alert,"ಎಚ್ಚರಿಕೆ, ಜಾಗರೂಕ",,,,,,,,,
,algorithm,"ಗಣನ ಪದ್ಧತಿ, ಕ್ರಮಾವಳಿ (ಗಣಕ ಕ್ಷೇತ್ರ)",,,,,,,,,
,alias,"ಉಪನಾಮ, ಉರುಫ್‌, ಅಡ್ಡ ಹೆಸರು",,,,,,,,,
,alienation,"ಪರಾಧೀನ, ಹಸ್ತಾಂತರ",,,,,,,,,
,alignment,"ಪಠ್ಯ ಹೊಂದಿಕೆ (ಗಣಕ ಕ್ಷೇತ್ರ), ಜೋಡಣೆ, ಹೊಂದಾಣಿಕೆ",,,,,,,,,
,alkali,ಕ್ಷಾರ,,,,,,,,,
,all concerned to note,ಸಂಬಂಧಪಟ್ಟವರೆಲ್ಲರೂ ಗುರುತು ಮಾಡಿಕೊಳ್ಳಲು,,,,,,,,,
,All India Radio,ಆಕಾಶವಾಣಿ,,,,,,,,,
,allegation,"ಆಪಾದನೆ, ಆರೋಪ",,,,,,,,,
,allergy,ಒಗ್ಗದಿರುವಿಕೆ,,,,,,,,,
,allied services,ಸಂಬಂಧಿತ ಸೇವೆಗಳು,,,,,,,,,
,allocate,"ಗೊತ್ತುಪಡಿಸು, ನಿಗದಿಪಡಿಸು",,,,,,,,,
,allocation,"ಗೊತ್ತುಪಡಿಸುವಿಕೆ, ನಿಗದಿಪಡಿಸುವಿಕೆ, ಮೊತ್ತ ಹಂಚಿಕೆ",,,,,,,,,
,allot,ವಿತರಿಸು,,,,,,,,,
,allowance,ಭತ್ಯೆ,,,,,,,,,
,alpha,ಪ್ರಾರಂಭಿಕ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,alphanumeric,"ಅಕ್ಷರಾಂಕ, ಅಕ್ಷರ ಸಂಖ್ಯೆ (ಗಣಕ ಕ್ಷೇತ್ರ)",,,,,,,,,
,alteration,"ಮಾರ್ಪಾಡು, ಬದಲಾವಣೆ",,,,,,,,,
,altercation,"ವ್ಯಾಜ್ಯ, ಜಗಳ",,,,,,,,,
,alternate track,ಪರ್ಯಾಯ ಜಾಲ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,alternative,"ಪರ್ಯಾಯ, ಬದಲಿ",,,,,,,,,
,amalgamation,ಸಂಯೋಗ,,,,,,,,,
,ambassador,"ರಾಯಭಾರಿ, ದೂತ",,,,,,,,,
,ambient,"ಸುತ್ತಮುತ್ತಲಿನ, ವ್ಯಾಪಿತ",,,,,,,,,
,ambiguity,"ದ್ವಂದ್ವಾರ್ಥತೆ, ಸಂದಿಗ್ಧತೆ, ಅಸ್ಪಷ್ಟತೆ",,,,,,,,,
,ambulance,ತುರ್ತು ಚಿಕಿತ್ಸಾ ವಾಹನ,,,,,,,,,
,amenability,"ಒಗ್ಗುವಿಕೆ, ನಮ್ಯತೆ",,,,,,,,,
,amendment,ತಿದ್ದುಪಡಿ,,,,,,,,,
,amicable,"ಸೌಹಾರ್ದಯುತ, ಅನ್ಯೋನ್ಯ, ಹೊಂದಾಣಿಕೆಯಾದ",,,,,,,,,
,ammunition,ಯುದ್ಧ ಸಾಮಗ್ರಿ,,,,,,,,,
,amortization,ಪಾಲುವಾರು ಹಂಚಿಕೆ,,,,,,,,,
,amplifier,"ವರ್ಧಕ, ಪ್ರವರ್ಧಕ (ಗಣಕ ಕ್ಷೇತ್ರ), ಪರಿವರ್ಧಕ",,,,,,,,,
,analog,ಸಾದೃಶ್ಯತೆ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,analog computer,ಸಾದೃಶ್ಯಕ ಗಣಕ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,analysis,ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,analytical graphic,ವಿಶ್ಲೇಷಣಾ ಚಿತ್ರಾತ್ಮಕತೆ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,ancillary,"ಪೂರಕ, ಅಧೀನ",,,,,,,,,
,angiography,ಧಮನಿಲೇಖ,,,,,,,,,
,animation,"ಚಿತ್ರ ಸಂಚಲನೆ (ಗಣಕ ಕ್ಷೇತ್ರ), ಉಜ್ಜೀವನ",,,,,,,,,
,anneal,"ಹದಗೊಳಿಸುವಿಕೆ, ಹದಮಾಡು",,,,,,,,,
,annex,"ಸೇರಿಸು, ಅನುಬಂಧಿಸು",,,,,,,,,
,annexure,"ಅನುಬಂಧ, ಸಹಬಂಧ",,,,,,,,,
,anniversary,ವಾರ್ಷಿಕೋತ್ಸವ,,,,,,,,,
,annotation,ಟಿಪ್ಪಣಿ,,,,,,,,,
,announce,"ಘೋಷಿಸು, ಪ್ರಕಟಿಸು",,,,,,,,,
,announcer,ಉದ್ಘೋಷಕ,,,,,,,,,
,annoy,"ಕಿರುಕುಳ ಕೊಡು, ರೇಗಿಸು",,,,,,,,,
,annoyance,"ತೊಂದರೆ, ಕಿರುಕುಳ",,,,,,,,,
,annual leave,ವಾರ್ಷಿಕ ರಜೆ,,,,,,,,,
,annual maintenance contract,ವಾರ್ಷಿಕ ನಿರ್ವಹಣಾ ಗುತ್ತಿಗೆ,,,,,,,,,
,annual out flow,ವಾರ್ಷಿಕ ಹೊರಹರಿವು,,,,,,,,,
,annual report,ವಾರ್ಷಿಕ ವರದಿ,,,,,,,,,
,anode,ಧನವಿದ್ಯುತ್‌ ಧೃವ,,,,,,,,,
,anomaly,"ಅಸಮಂಜಸತೆ, ಸಮಂಜಸವಲ್ಲದ, ವೈಪರೀತ್ಯ",,,,,,,,,
,anonymous,ಅನಾಮಧೇಯ,,,,,,,,,
,antagonism,"ವೈಷಮ್ಯ, ದ್ವೇಷ",,,,,,,,,
,antecedent,"ಪೂರ್ವೇತಿಹಾಸ, ಪೂರ್ವಚರಿತ್ರೆ, ಹಿಂದಿನ ಪೂರ್ವ ನಿದರ್ಶನ, ಪೂರ್ವಪದ, ಮೊದಲಿನ",,,,,,,,,
,antenna,"ಸ್ಪರ್ಶಿಕೆ, ಪರಿಗ್ರಾಹಕ ತಂತು",,,,,,,,,
,Antenna Filters & Passives,ಸ್ಪರ್ಶಿಕೆ ಶೋಧಕ ಮತ್ತು ನಿಷ್ಕ್ರಿಯಕಗಳು,,,,,,,,,
,anti clockwise,ಅಪ್ರದಕ್ಷಿಣೆಯ,,,,,,,,,
,anticipated benefits,ನಿರೀಕ್ಷಿತ ಲಾಭಗಳು,,,,,,,,,
,antidote,"ವಿಷಹಾರಿ, ಪ್ರತಿವಿಷ, ಪ್ರತ್ಯುಪಾಯ",,,,,,,,,
,antiglare,ಪ್ರತಿಫಲನ ನಿರೋಧಕ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,antisocial,"ಸಮಾಜಘಾತುಕ, ಸಮಾಜ ವಿರೋಧಿ",,,,,,,,,
,antivirus,ವೈರಾಣು ನಾಶಕ (ಗಣಕ ಕ್ಷೇತ್ರ),,,,,,,,,
,apex,"ಶೃಂಗ, ಅತ್ಯುನ್ನತ ಸ್ಥಿತಿ",,,,,,,,,
,apology,"ಕ್ಷಮಾಯಾಚನೆ, ಕ್ಷಮಾಪಣೆ",,,,,,,,,
,apparatus,"ಸಲಕರಣೆ, ಪರಿಕರ",,,,,,,,,
,apparent savings,"ಪಾರದರ್ಶಕ ಉಳಿತಾಯ, ಸುವ್ಯಕ್ತ ಉಳಿತಾಯ",,,,,,,,,
,appeal procedure,ಮನವಿ ವಿಧಾನ,,,,,,,,,
,appeal rules,ಮನವಿ ನಿಯಮಗಳು,,,,,,,,,
,appear,"ಹಾಜರಾಗು, ಗೋಚರವಾಗು",,,,,,,,,
,appear for interview,ಸಂದರ್ಶನಕ್ಕೆ ಹಾಜರಾಗಿ,,,,,,,,,
,appellate,"ಮೇಲ್ದರ್ಜೆಯ, ಅಪೀಲು ವಿಚಾರಣೆಯ, ಮೇಲರ್ಜಿ ಸ್ವೀಕರಿಸುವ",,,,,,,,,
,appellate authority,ಮೇಲ್ಮನವಿ ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,appendix,"ಸಹಬಂಧ, ಅನುಬಂಧ",,,,,,,,,
,applause,"ಕರತಾಡನ, ಚಪ್ಪಾಳೆ, ಪ್ರಶಂಸೆ, ಹೊಗಳಿಕೆ",,,,,,,,,
,appliance,ಯಂತ್ರೋಪಸಾಧನ,,,,,,,,,
,applicability,ಅನ್ವಯವಾಗುವಿಕೆ,,,,,,,,,
,application,"ಲೇಪನ, ಅನ್ವಯಿಸುವಿಕೆ, ಅರ್ಜಿ, ಮನವಿಪತ್ರ, ಕೋರಿಕೆಪತ್ರ",,,,,,,,,
,application lab,ಅನ್ವಯಿಕ ಪ್ರಯೋಗ ಶಾಲೆ,,,,,,,,,
,application rejected,ಅರ್ಜಿ ತಿರಸ್ಕೃತವಾಗಿದೆ,,,,,,,,,
,appointee,ಮಂಡಳಿ ಮಟ್ಟದಲ್ಲಿ ನೇಮಕಗೊಂಡವ,,,,,,,,,
,appointment,ನೇಮಕಾತಿ,,,,,,,,,
,apportion,"ಪಾಲುಮಾಡು, ಭಾಗಮಾಡು, ಹಂಚು",,,,,,,,,
,appraise,"ಅಂದಾಜು ಮಾಡು, ಬೆಲೆ ಕಟ್ಟು",,,,,,,,,
