ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Aliferous,,ರೆಕ್ಕೆಯಿರುವ,,,,,,,
,,Allele; Allelomorph,,ಯುಗ್ಮವಿಕಲ್ಪಿ,,,,,,,
,,Allogamous; Allogamy,,ಫರಫಲೀಕರಣ,,,,,,,
,,Allogenic,,ಅನ್ಯಜಾತ; ಪರಜ್ಯ,,,,,,,
,,Alloploid,,ಅನ್ಯಗುಣಿತ,,,,,,,
,,Allopolyploid,,ಅನ್ಯಬಹುಗುಣಿತ,,,,,,,
,,Allosome,,ಲೈಂಗಿಕ ವರ್ಣತಂತು,,,,,,,
,,Alternate Arrangement,,ಪರ್ಯಾಯ ಜೋಡಣೆ,,,,,,,
,,Alternation,,ಪ್ರತ್ಯಾವರ್ತ; ಪರ್ಯಾಯ,,,,,,,
,,Alveolation,,ಜೇನುಗೂಡಿನಂತಿರುವ ಸ್ಥಿತಿ,,,,,,,
,,Amathicolous,,ಮರಳು ಮೈದಾನದಲ್ಲಿ ಬೆಳೆಯುವ,,,,,,,
,,Ameiosis,,ಅನರ್ಧಸೂತ್ರಣ,,,,,,,
,,Amitosis,,ಅಸಮಸೂತ್ರಣ,,,,,,,
,,Amphigenesis,,ಉಭಯಜನಿತ,,,,,,,
,,Amphimixis,,ಉಭಯ ಜೀವ ಸಂಯೋಗ,,,,,,,
,,Amphiploid,,ದ್ವಿಸೂತ್ರಗುಣಿತ,,,,,,,
,,Anabolic,,ಚಯ,,,,,,,
,,Anaerobic,,ವಾಯುರಹಿತ; ಅವಾಯು,,,,,,,
,,Analogy,,ಸಾದೃಶ್ಯ; ಅನುರೂಪತೆ,,,,,,,
,,Anaphase,,ಪಶ್ಚಾವಸ್ಥೆ,,,,,,,
,,Anatropous,,ಪ್ರಕಾಶೋನ್ಮುಖ ಅಂಡಕ,,,,,,,
,,Androecium,,ಪುಂಕೇಸರ,,,,,,,
,,Androgenesis,,ಪುಂಜನಕೀಯ,,,,,,,
,,Androgonial cell,,ಪುಂಜನಕೋಶಿಕೆ,,,,,,,
,,Androgyny,,ಪುಂಶಲಾಖೇಯ,,,,,,,
,,Androphore,,ಪುಂಕೇಸರಧರ,,,,,,,
,,Androsome,,ಪುಂಸೂತ್ರ,,,,,,,
,,Androsporangium,,ಪುಂಬಾಜಕಣಾಶಯ,,,,,,,
,,Androspore,,ಪುಂಬೀಜಾಣು,,,,,,,
,,Anemogamous,,ವಾಯುಪರಾಗಾರ್ಪಿತ,,,,,,,
,,Anemophory,,ವಾಯುವಿಸರಣ,,,,,,,
,,Anemophory,,ವಾಯುಪರಾಗತ,,,,,,,
,,Aneuploid,,ಅಸಮಗುಣಿತ,,,,,,,
,,Angiocarp,,ಆವೃತಫಲ,,,,,,,
,,Angiocarpian,,ಆವೃತಬೀಜ ಸಸ್ಯ,,,,,,,
,,Angiomonospermous,,ಆವೃತ ಒಂಟಿ; ಬೀಜ ಬಿಡುವ,,,,,,,
,,Angiospermae,,ಆವೃತಬೀಜಗಳ ಗುಂಪು,,,,,,,
,,Animate; Animaculate,,ಸಜೀವ; ಚೇತನ,,,,,,,
,,Anisogamy,,ಅಸಮಯುಗ್ಮನ; ಅಸಮಯುಗ್ಮಕತೆ,,,,,,,
,,Anisospore,,ಅಸಮಬೀಜಾಣು,,,,,,,
,,Annellophore,,ವಲಯಧರ,,,,,,,
,,Annulus,,ವೃತ್ತ,,,,,,,
,,Anomalous,,ಅಸ್ವಾಭಾವಿಕ,,,,,,,
,,Antagonistic symbiosis,,ವಿರೋಧಿ ಸಹಜೀವನ,,,,,,,
,,Anther,,ಪರಾಗಕೋಶ; ಪರಾಗಾಶಯ,,,,,,,
,,Anther lobe,,ಪರಾಗಕೋಶ ಹಾಲೆ; ಪರಾಗಾಶಯ ಹಾಲೆ,,,,,,,
,,Anther sac,,ಪರಾಗಕೋಶ ಚೀಲ; ಪರಾಗಾಶಯ ಚೀಲ,,,,,,,
,,Antheridial cell,,ಪುಂಸಾಣುದಾನಿ ಕೋಶಿಕೆ,,,,,,,
,,Antheridial chamber,,ಪುಂಸಾಣುಜನಕ ಕೋಣೆ,,,,,,,
,,Antheridium,,ಪುಂಸಾಣುದಾನಿ,,,,,,,
,,Antheriferous,,ಪರಾಗಧಾರಿ ಕೋಶಿಧರ,,,,,,,
,,Antherozoid,,ಪುಂಲಿಂಗಾಣು,,,,,,,
,,Anthesis,,ಅರಳುವಕಾಲ,,,,,,,
,,Anthocephalous,,ಶೀರ್ಷಸಮೂಹಪುಷ್ಟಿ,,,,,,,
,,Anthophyte,,ಹೂಬಿಡುವ ಸಸ್ಯ,,,,,,,
,,Antibiosis,,ಪ್ರತಿಜೈವಿಕ,,,,,,,
,,Antibody,,ರೋಧವಸ್ತು,,,,,,,
,,Antigen,,ರೋಧವಸ್ತು ಜನಕ,,,,,,,
,,Antigenicity,,ಪ್ರತಿವಿಷಜನತ್ವ,,,,,,,
,,Antimetabolite,,ಪ್ರತಿಜೀವ ಕ್ರಿಯಾಜನ್ಯ,,,,,,,
,,Antipodal,,ಪ್ರತಿಧ್ರುವ,,,,,,,
,,Antipodalcell,,ಪ್ರತಿಧ್ರುವಕೋಶಿಕೆ,,,,,,,
,,Antiserum,,ಪ್ರತಿರಕ್ತದ್ರವ,,,,,,,
,,Antitoxin,,ಪ್ರತಿಜೀವಿವಿಷ,,,,,,,
,,Antivirotic,,ಪ್ರತಿನಂಜಿನ,,,,,,,
,,Apetalous,,ದಳವಿಲ್ಲದ; ದಳರಹಿತ,,,,,,,
,,Aphyllous,,ಪತ್ರರಹಿತ; ಎಲೆಯಿಲ್ಲದ,,,,,,,
,,Apical meristem,,ತುದಿ ವಿಭಚ್ಛೋತಕ,,,,,,,
,,Aplanosporangium,,ಅಚಲಬೀಜಾಣು ದಾನಿ,,,,,,,
,,Aplanospore,,ಅಚಲಬೀಜಾಣು,,,,,,,
,,Apocarpous,,ಬಿಡಿ ಅಂಡಕ,,,,,,,
,,Apocarpous ovary,,ಬಿಡಿ ಅಂಡಕ; ಅಂಡಾಶಯ,,,,,,,
,,Apochlorotic,,ಅಹರಿತ್ತು,,,,,,,
,,Apoenzyme,,ಮೇಲುಕಿಣ್ವ,,,,,,,
,,Apogamy,,ಲಿಂಗಾಣುರಾಹಿತ್ಯ,,,,,,,
,,Apogeotropic root,,ಭೂಮೇಲ್ಮುಖ ಬೇರು,,,,,,,
,,Apomeiosis,,ಸಂಖ್ಯಾಕ್ಷೀಣ ವಿಭಜನೆರಹಿತತೆ,,,,,,,
,,Apomixis,,ಅಸಂಗಜನನ,,,,,,,
,,Apopetalous,,ಬಿಡಿದಳಯುಕ್ತ,,,,,,,
,,Aposepalous,,ಬಿಡಿಪುಷ್ಪಪಾತ್ರದಳವುಳ್ಳ,,,,,,,
,,Aposporous; Aposporic,,ಅಬೀಜಾಣು,,,,,,,
,,Apospory,,ಬೀಜಾಣುರಾಹಿತ್ಯ,,,,,,,
,,Appendiculate,,ಉಪಾಂಗಯುಕ್ತ,,,,,,,
,,Applanate,,ಚಪ್ಪಟೆಯಾದ,,,,,,,
,,Apposition,,ಸಮಾನಾಧಿಕರಣ; ಏಕಾನ್ವಯ,,,,,,,
,,Appresorium,,ಅಸಂಗಾಂಗ,,,,,,,
,,Appressed,,ಲಗ್ನ; ಕೂಡಿದ,,,,,,,
,,Apyrene,,ಬೀಜರಹಿತ ಹಣ್ಣು,,,,,,,
,,Aquatic; Aqueous,,ಜಲೀಯ,,,,,,,
,,Araneose,,ಜೇಡನ ಬಲೆಯಂತಿರುವ,,,,,,,
,,Arboreal,,ವೃಕ್ಷೀಯ,,,,,,,
,,Arborescent,,ಮರದಂತಹ,,,,,,,
,,Archicarp,,ಅದ್ಯಫಲಿಕಾ,,,,,,,
,,Archigoniophore,,ಸ್ತ್ರೀಬೀಜಾಶಯಧರ; ಅಂಡಾಣುದಾನಿಹಿಡಿಕೆ,,,,,,,
,,Archigonium,,ಅಂಡಾಣುದಾನಿ,,,,,,,
,,Ariculatus,,ಕೂಡಿದ,,,,,,,
,,Aristate,,ಸುಂಕುಧಾರಿ,,,,,,,
,,Arit,,ಪುಚ್ಛಬೀಜ,,,,,,,
,,Aromatic,,ಸುವಾಸನೆಯುಳ್ಳ,,,,,,,
,,Arriculation,,ಗೆಣ್ಣುಸಂಧಿ,,,,,,,
,,Arthrospore,,ಖಂಡದ ಬೀಜಾಣು,,,,,,,
,,Asepalous,,ಪುಷ್ಪಪಾತ್ರಪತ್ರರಹಿತ,,,,,,,
,,Asepsis,,ಪೂತಿರಹಿತ; ನಂಜುರಹಿತ,,,,,,,
,,Asexual,,ನಿರ್ಲಿಂಗ,,,,,,,
,,Aspermy,,ನಿರ್ಬೀಜ; ಬೀಜರಹಿತ,,,,,,,
,,Association,,ಸಹವಾಸ; ಸಹಚರ್ಯ; ಸಹಜೀವನ,,,,,,,
,,Assurgent,,ವಕ್ರಾರೋಹಿ,,,,,,,
,,Astigmatic,,ಶಲಾಕಾಗ್ರರಹಿತ,,,,,,,
,,Asymbiotic,,ಅಸಹಜೀವನ,,,,,,,
,,Auricle,,ಪಾಲೀ; ಉಪಭಾಗ,,,,,,,
,,Autoallopolyploid,,ಸ್ವಯಂಪರ; ಬಹುಗುಣಿತ,,,,,,,
,,Autoecious,,ಸ್ವಯಮೇಕಾಶ್ರಯಿ,,,,,,,
,,Autogamous,,ಸ್ವಕೀಯ ಗರ್ಭಾಂಕುರ,,,,,,,
,,Autogamy,,ಸ್ವಕೀಯ ಪರಾಗಾರ್ಪಣೆಯಿಂದ ಗರ್ಭಾಂಕುರ,,,,,,,
,,Autolysis,,ಸ್ವಲಯನ,,,,,,,
,,Automixis,,ಸ್ವಜನನ; ಸ್ವತೋಜನನ,,,,,,,
,,Automorphism,,ಸ್ವಸಮಾಕೃತಿಕ,,,,,,,
,,Autophagous,,ಸ್ವಭೋಜಿತ,,,,,,,
,,Autopolyploid,,ಸ್ವಬಹುಗುಣಿತ,,,,,,,
,,Autosome,,ನಿರ್ಲಿಂಗ ವರ್ಣತಂತು,,,,,,,
,,Autotropic,,ಸ್ವಪೋಷಿತ,,,,,,,
,,Auxiliary,,ಸಹಾಯಕ,,,,,,,
,,Awn,,ಸುಂಕು (ಸುಂಕ),,,,,,,
,,Axillary,,ಕಂಕುಳದಲ್ಲಿರುವ; ಚರ್ಮದಲ್ಲಿರುವ,,,,,,,
,,Axis,,ಅಕ್ಷ,,,,,,,
,,Azoosporic,,ಅಚಲ ಬೀಜಾಣು,,,,,,,
,,Azygospore,,ಅಯುಗ್ಮಾಣು,,,,,,,
,,Azygous,,ಅಯುಗ್ಮ,,,,,,,
,,Back crossing,,ಹಿಂಸಂಕರಣೆ,,,,,,,
,,Bacteriophage,,ದಂಡಾಣುವೈರಿ,,,,,,,
,,Bark,,ತೊಗಟೆ,,,,,,,
,,Base,,ಮೂಲ,,,,,,,
,,Basified,,ಆಧಾರಬಂಧ,,,,,,,
,,Basipetal,,ಅಭೋವರ್ಧಿ,,,,,,,
,,Beccate,,ಚೆರ್ರಿ ಹಣ್ಣು,,,,,,,
,,Belophyllus,,ಬರ್ಜಿಯಾಕಾರದ ಎಲೆಯುಕ್ತ,,,,,,,
,,Berry,,ರಸಫಲ,,,,,,,
,,Bifarius,,ಒಂದು ವರ್ಷದಲ್ಲಿ ಎರಡು ಬೆಳೆದಿರುವ,,,,,,,
,,Bifid,,ದ್ವಿಶಾಖಿತ; ಇಬ್ಬಾಗಿದ,,,,,,,
,,Bifoliate,,ದ್ವಿಪತ್ರಕ,,,,,,,
,,Biforatus,,ಎರಡು ರಂಧ್ರಗಳಿರುವ; ದ್ವಿರಂಧ್ರಿತ,,,,,,,
,,Bifrons,,ಎರಡು ಭಿನ್ನರೂಪ ಎಲೆಗಳಿರುವ; ದ್ವಿಭಿನ್ನಪತ್ರಿತ,,,,,,,
,,Bilateral symmetry,,ದ್ವಿಪಾರ್ಶ್ವ ಸಮರೂಪತೆ,,,,,,,
,,Binary fission,,ಯುಗಳ ವಿಭಜನೆ,,,,,,,
,,Biniflorus,,ದ್ವಿಜೋಡಿ ಹೂಗಳಿರುವ,,,,,,,
,,Binomial,,ದ್ವಿಪದ; ದ್ವಿನಾಮ,,,,,,,
,,Bioluminiscence,,ಬೆಳಕುಸೂಸುವಿಕೆ; ಜೈವಿಕ,,,,,,,
,,Bipunctate,,ದ್ವಿಬಿಂದುಕ,,,,,,,
,,Biseriate,,ಎರಡು ವೃತ್ತಗಳಿರುವ,,,,,,,
,,Bisexual,,ದ್ವಿಲಿಂಗ,,,,,,,
,,Bivalent,,ಯುಗಲಿ; ಜೋಡಿ ಸೂತ್ರ,,,,,,,
,,Bladder,,ಕೋಶ; ಚೀಲ,,,,,,,
,,Blade,,ಅಲಗು; ಫಲಕ,,,,,,,
,,Blastophaga,,ಕಣಜ,,,,,,,
,,Blight,,ಕೊಳೆರೋಗ,,,,,,,
,,Bloom,,ಪರಾಗಪ್ರಪುಲ್ಲ,,,,,,,
,,Blossom,,ಪುಷ್ಪಪುಂಜ,,,,,,,
,,Botanical nomenclature,,ವನಸ್ಪತಿ ನಾಮಪದ್ಧತಿ; ಸಸ್ಯಶಾಸ್ತ್ರೀಯ ನಾಮಪದ್ಧತಿ,,,,,,,
,,Botanist,,ವನಸ್ಪತಜ್ಞ; ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ; ಸಸ್ಯವಿಜ್ಞಾನಿ,,,,,,,
,,Botany,,ವನಸ್ಪತಿ ವಿಜ್ಞಾನ; ಸಸ್ಯಶಾಸ್ತ್ರ,,,,,,,
,,Bract,,ಪುಷ್ಪಪತ್ರ,,,,,,,
,,Bractient,,ಪುಷ್ಪಪತ್ರಕ,,,,,,,
,,Branch,,ಶಾಖೆ; ಕವಲು,,,,,,,
,,Breed,,ತಳಿ,,,,,,,
,,Breeder,,ತಳಿಸಂವರ್ಧಕ,,,,,,,
,,Breeding,,ತಳಿಸಂವರ್ಧನೆ,,,,,,,
,,Breeding true,,ತದ್ರೂಪ ಪ್ರಜನನ,,,,,,,
,,Bristle,,ಬಿರುರೋಮ; ಒರಟಾದ ರೋಮ,,,,,,,
,,Bud,,ಮೊಗ್ಗು,,,,,,,
,,Bud scale,,ಅಂಕುರ ಶಲ್ಕಗಳು,,,,,,,
,,Bud wood,,ಅಂಕುರ ಮೊಗ್ಗು,,,,,,,
,,Bulb,,ಶಲ್ಕಕಂದ; ಅಶುನ,,,,,,,
,,Bulbel; Bulbill; Bulblet,,ಪ್ರಕಲಿಕ; ಕಂದಿಕ,,,,,,,
,,Bulk method,,ಸ್ಥೂಲ ವಿಧಾನ; ರಾಶಿ ವಿಧಾನ,,,,,,,
,,Bunch,,ಗುಚ್ಛ; ಗೊನೆ; ಗೊಂಚಲು,,,,,,,
,,Bush,,ಪೊದೆ,,,,,,,
,,Cadophore,,ಮುಕುಲಧರ,,,,,,,
,,Caducous,,ಶೀಘ್ರಪತನ,,,,,,,
,,Callus,,ಮರಗಟ್ಟಿದ ಉಬ್ಬು,,,,,,,
,,Calyculatus,,ಬಾಹ್ಯದಳ ಪುಂಜಯುಕ್ತ,,,,,,,
,,Calyx,,ಪುಷ್ಪ ಪಾತ್ರೆ,,,,,,,
,,Cambium,,ಪುಷ್ಪ ಪಾತ್ರೆ ನಳಿಗೆ; ಕಾಂಡಜೀವಕ,,,,,,,
,,Campanulate,,ಘಂಟಾಕಾರ,,,,,,,
,,Campylotropous,,ವಕ್ರಅಂಡಕ,,,,,,,
,,Canaliculate,,ನಾಲಾರೂಪ; ನಾಲಾಗೆರೆಯಂತಿರುವ,,,,,,,
,,Canescent,,ಜೀರ್ಣಪರ್ಣಿ,,,,,,,
,,Cannibalism,,ಸ್ವಜಾತಿಭಕ್ಷಣ,,,,,,,
,,Cantharophilous,,ದುಂಬಿ ಪರಾಗಾರ್ಪಿತ,,,,,,,
,,Capillary tube,,ರೋಮನಾಳ; ಲೋಮನಾಳ,,,,,,,
,,Capitulum,,ಅಕ್ಷಶೃಂಗ ಪುಷ್ಪಮಂಜರಿ,,,,,,,
,,Capsule,,ಬೀಜಾಣುಚೀಲ,,,,,,,
,,Caratropous,,ಬೆಳಕು ದೂರ,,,,,,,
,,Carinatus,,ರೆಕ್ಕೆಯುಳ್ಳ,,,,,,,
,,Carnose; Carnuous,,ಮಾಂಸಲ,,,,,,,
,,Carp,,ಕಠಿಣ ತೊಗಟೆ ಫಲ,,,,,,,
,,Carpel,,ಅಂಡಕೋಶ,,,,,,,
,,Carpogonium,,ಕಾರ್ಪೊದಾನಿ,,,,,,,
,,Carpography,,ಹಣ್ಣುಗಳ ವಿವರಣೆ,,,,,,,
,,Carpology,,ಫಲಶಾಸ್ತ್ರ ಫಲರಚನಾ ವಿಜ್ಞಾನ,,,,,,,
,,Carpophore,,ಫಲಧರ,,,,,,,
,,Caruncle,,ಬೀಜಮುಕುಟ,,,,,,,
,,Caryogamy (Karyogamy),,ಕೋಶ ಕೇಂದ್ರಕಲಯನ,,,,,,,
,,Catabolism,,ಅಪಚಯ,,,,,,,
,,Caudate,,ಬಾಲವಿರುವ,,,,,,,
,,Caulescent,,ದೃಶ್ಯಸ್ತಂಭೀ; ಕಾಂಡವುಳ್ಳ,,,,,,,
,,Cedrous,,ದೇವದಾರು,,,,,,,
,,Cell,,ಕೋಶ,,,,,,,
,,Cell division,,ಕೋಶ ವಿಭಜನೆ,,,,,,,
,,Cell republic,,ಕೋಶಗಣ,,,,,,,
,,Cellular,,ಕೋಶಕೀಯ,,,,,,,
,,Cellular organisation,,ಕೋಶಸಂಘಟನೆ,,,,,,,
,,Centrifugal,,ಕೇಂದ್ರಾಪಗಾಮಿ,,,,,,,
,,Centriole,,ತಾರಕಕೇಂದ್ರ,,,,,,,
,,Centripetal,,ಕೇಂದ್ರಾಭಿಗಾಮಿ,,,,,,,
,,Centromere,,ಗುಣಸೂತ್ರ ಬಿಂದು,,,,,,,
,,Centrosome,,ತಾರಕಕಾಯ,,,,,,,
,,Centrosphere,,ತಾರಕ ಪರಿಕೇಂದ್ರ,,,,,,,
,,Cephalous,,ಚಂಡುಯುಕ್ತ,,,,,,,
,,Ceraceous,,ಮೇಣಮಯ,,,,,,,
,,Cereal,,ಧಾನ್ಯ,,,,,,,
,,Cernuous,,ಅವನತ,,,,,,,
,,Cerus,,ಕೊಂಬಿರುವ,,,,,,,
,,Chaft,,ಸಿಪ್ಪೆಪೊರೆ,,,,,,,
,,Chalaza,,ಬೀಜಾಂಡಕೋಶ,,,,,,,
,,Character,,ಲಕ್ಷಣ,,,,,,,
,,Chasmogamy,,ಅನಾವೃತಪರಾಗಣ,,,,,,,
,,Chemoautotrophic,,ರಸಾಯನ ಸ್ವಪೋಷಿತ,,,,,,,
,,Chemosynthesis,,ರಸಾಯನ ಸಂಶ್ಲೇಷಣೆ,,,,,,,
,,Chemotropic,,ರಸಾಯನ ಅನುವರ್ತಿ,,,,,,,
,,Chimaera,,ವಿಚಿತ್ರೋತಕ,,,,,,,
