ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
YES,,Detrimental,,"ಹಾನಿಕರ, ಅಹಿತಕರ, ಬಾಧಕ",,,,,,,
YES,,Disability,,"ಅಸಮರ್ಥತೆ, ಅಶಕ್ತತೆ",,,,,,,
YES,,Discrimination,,"ತಾರತಮ್ಯ, ಭೇದಭಾವ, ವಿವೇಕ",,,,,,,
YES,,Efficacious,,ಫಲಪ್ರದವಾದ,,,,,,,
YES,,Emphasising,,"ಒತ್ತಿ ಹೇಳುವುದು, ಪ್ರಾಧಾನ್ಯತೆ / ಮಹತ್ವ ನೀಡುವುದು",,,,,,,
YES,,Endorsement,,ಹಿಂಬರಹ,,,,,,,
YES,,Entrustment,,ವಹಿಸಿಕೊಡುವಿಕೆ,,,,,,,
YES,,Erroneous,,"ತಪ್ಪಾದ, ಪ್ರಮಾದಾತ್ಮಕ",,,,,,,
YES,,Etymologically,,"ಉತ್ಪತ್ತಿಯ ಪ್ರಕಾರ, ಉತ್ಪತ್ತಿಯ ದೃಷ್ಟಿಯಿಂದ",,,,,,,
YES,,Evidences,,ಸಾಕ್ಷ್ಯಗಳು,,,,,,,
YES,,Exhausting,,"ಸಂಪೂರ್ಣವಾಗಿ ಉಪಯೋಗಿಸುವುದು, ನಿಶ್ಷೇಷಗೊಳಿಸುವುದು, ದಣಿಸುವುದು",,,,,,,
YES,,Execution,,"ಬರೆದುಕೊಡುವುದು, ಕಾರ್ಯಗತ ಗೊಳಿಸುವುದು, ಕಾರ್ಯನಿರ್ವಹಣೆ, ಅಮಲ್ಜಾರಿ",,,,,,,
YES,,Expedient,,"ಸಮಯೋಚಿತ, ವಿಹಿತ, ಯುಕ್ತ",,,,,,,
YES,,Exorbitantly,,"ಮಿತಿಮೀರಿ, ಅತಿಯಾಗಿ, ಅಳತೆಮೀರಿ, ಎಲ್ಲೆಯಿಲ್ಲದೆ",,,,,,,
YES,,Expert-Judgment,,ತಜ್ಞ ತೀರ್ಪು,,,,,,,
YES,,Extent,,"ವ್ಯಾಪ್ತಿ, ವಿಸ್ತೀರ್ಣ",,,,,,,
YES,,Exposition,,"ವಿವರಣೆ, ಸ್ಪಷ್ಟೀಕರಣ, ವ್ಯಾಖ್ಯಾನ",,,,,,,
YES,,Expansive wide,,ವಿಸ್ತಾರವಾಗಬಲ್ಲ / ವಿಕಸನಶೀಲ,,,,,,,
YES,,Grievances,,ಕುಂದುಕೊರತೆಗಳು,,,,,,,
YES,,Honorarium,,ಗೌರವಧನ,,,,,,,
YES,,Hostile,,"ಪ್ರತಿಕೂಲ, ಶತ್ರುತ್ವದ ತಿರುಗಿಬೀಳು",,,,,,,
YES,,Hon'ble Tribunal,,ಮಾನ್ಯ ನ್ಯಾಯಾಧೀಕರಣ,,,,,,,
YES,,Hurricane,,"ಬಿರುಗಾಳಿ, ಚಂಡಮಾರುತ",,,,,,,
YES,,Impaired,,"ಹಾಳು ಮಾಡಿದ, ಕೆಡಿಸಿದ, ದುರ್ಬಲಗೊಳಿಸಿದ",,,,,,,
YES,,Impugned,,ಪ್ರಶ್ನಿತ / ಆಕ್ಷೇಪಿತ,,,,,,,
YES,,Industrial Disputes,,ಔದ್ಯಮಿಕ/ ಕೈಗಾರಿಕಾ ವಿವಾದಗಳು,,,,,,,
YES,,Infructuous,,"ವಿಫಲ, ನಿರರ್ಥಕ, ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು",,,,,,,
YES,,Inflicted,,"ವಿಧಿಸಿದ, ಹೇರಿದ, ಹೊಡೆದ",,,,,,,
YES,,Industrial Tribunal,,ಔದ್ಯಮಿಕ / ಕೈಗಾರಿಕಾ / ನ್ಯಾಯಾದೀಕರಣ,,,,,,,
YES,,Infirmity,,"ದುರ್ಬಲತೆ, ಅಶಕ್ತತೆ",,,,,,,
YES,,Jurisdiction,,ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,
YES,,Latches,,"ಎತ್ತುಗುಳಿ, ತಾಳ, ಹೊರಬಾಗಿಲಿನ ಸ್ಪ್ರಿಂಗ್‌ ಬೀಗ",,,,,,,
YES,,Legislation,,"ಶಾಸನ, ಕಾನೂನು ರಚನೆ",,,,,,,
YES,,Litigation,,ವ್ಯಾಜ್ಯ ಕಾನೂನು ವ್ಯವಹರಣೆ,,,,,,,
YES,,Manifest,,"ಸುಸ್ಪಷ್ಟವಾಗಿ ತೋರಿಸು ವ್ಯಕ್ತವಾಗು, ಹಡಗು ಸರಕುಪಟ್ಟಿ",,,,,,,
YES,,Manipulative tactics,,ದುರುಪಯೋಗಪಡಿಸಿಕೊಳ್ಳುವ ಸ್ವಾರ್ಥಕ್ಕಾಗಿ ಬಳಸಿಕೊಳ್ಳುವ ತಂತ್ರ / ಕೌಶಲ್ಯ,,,,,,,
YES,,Mandatory,,ಆಜ್ಞಾಪಕ / ಕಡ್ಡಾಯ ಆಡಳಿತ,,,,,,,
YES,,Non-existent,,"ಇಲ್ಲದಿರುವುದು, ಅಸ್ತಿತ್ವವಿಲ್ಲದಿರುವುದು",,,,,,,
YES,,Objection,,ಆಕ್ಷೇಪಣೆ,,,,,,,
YES,,Perused,,"ಎಚ್ಚರಿಕೆಯಿಂದ ಓದಲಾದ, ಸೂಕ್ಷ್ಮವಾಗಿ ಪರೀಕ್ಷಿಸಲಾದ/ ಅವಲೋಕಿಸಲಾದ",,,,,,,
YES,,Pecuniary,,"ಆರ್ಥಿಕ, ಹಣಕಾಸಿನ, ಮೌಲ್ಯಾಧಾರಿತ",,,,,,,
YES,,Petitioner,,"ಅರ್ಜಿದಾರ, ಮನವಿದಾರ",,,,,,,
YES,,Pivotal,,"ಅಚ್ಚುಗೂಟದ, ತಿರುಗುಗೂಟದ / ಕೇಂದ್ರಿಯ",,,,,,,
YES,,Proviso,,"ಪರಂತುಕ, ಷರತ್ತು, ನಿಬಂಧನೆ, ಕಟ್ಟಳೆ",,,,,,,
YES,,Precipitate,,"ರಭಸದಿಂದ ಕೆಡವಿಬಿಡು, ತಳ್ಳಿಬಿಡು, ತ್ವರಿತಗೊಳಿಸು, ವೇಗಗೊಳಿಸು",,,,,,,
YES,,Punitive,,ದಂಡನಾತ್ಮಕ,,,,,,,
YES,,Quantified,,"ಪರಿಮಾಣಿಸು, ಪರಿಮಾಣವನ್ನು / ಮೊತ್ತವನ್ನು ನಿರ್ಧರಿಸು",,,,,,,
YES,,Quashing,,ರದ್ದುಗೊಳಿಸು /ಹೊಡೆದುಹಾಕು,,,,,,,
YES,,Reckoned,,"ಪರಿಗಣಿಸಲಾದ, ಲೆಕ್ಕಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳಲಾದ",,,,,,,
YES,,Recompense,,"ಪ್ರತಿಫಲ, ಪುರಸ್ಕಾರ",,,,,,,
YES,,Respondent,,ಪ್ರತಿವಾದಿ,,,,,,,
YES,,Reluctantly,,ಅರೆಮನಸ್ಸಿನ,,,,,,,
YES,,Retrospective,,ಪೂರ್ವಾನ್ವಯ,,,,,,,
YES,,Solely,,"ಏಕೈಕ, ಏಕಮಾತ್ರ",,,,,,,
YES,,Spontaneous,,"ಸ್ವಯಂ ಪೂರ್ತ, ತನ್ನಷ್ಟಕ್ಕೆ ತಾನೇ",,,,,,,
YES,,Statutory,,ಶಾಸನಬದ್ಧ,,,,,,,
YES,,Suo-moto,,"ತಾನಾಗಿಯೇ, ಸ್ವಯಂ ಚಾಲಿತ",,,,,,,
YES,,Suppression,,"ಹತ್ತಿಕ್ಕುವುದು, ಅಡಗಿಸುವುದು, ದಮನಮಾಡುವುದು, ಮುಚ್ಚಿಡುವುದು, ಗುಟ್ಟಾಗಿಡುವುದು",,,,,,,
YES,,Terminal,,ಕೊನೆಯ,,,,,,,
YES,,Tribunal,,ನ್ಯಾಯಾಧೀಕರಣ,,,,,,,
YES,,Travesty,,"ಹಾಸ್ಯಾಸ್ಪದ ಮಾಡು, ವೈಪರೀತ್ಯಕ್ಕೆ ತಿರುಗಿಸು, ಹಾಸ್ಯಾನುಕರಣ, ವಿಕಟಾನುಕರಣ",,,,,,,
YES,,Unsustainable,,ಅಸಮರ್ಥನೀಯ,,,,,,,
YES,,Uninterrupted,,"ಅವಿಚ್ಛಿನ್ನ / ನಿರ್ವಿಘ್ನ, ತಡೆಯಿಲ್ಲದ",,,,,,,
YES,,Vexed,,"ರೇಗಿಸಿದ, ಪೀಡಿಸಿದ, ಕಾಟಕೊಟ್ಟ",,,,,,,
YES,,Vehemently,,"ಆವೇಶಪೂರಿತವಾಗಿ, ಉತ್ಕಟವಾಗಿ",,,,,,,
YES,,Workman,,ಕೆಲಸಗಾರ / ಕಾರ್ಮಿಕ,,,,,,,
