ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Adiabatic,ಸ್ಥಿರೋಷ್ಣ,,,,,,,,,
,Adiantum candatus,ಗಜಕರ್ಣ,,,,,,,,,
,Adnate,ಅಂಟಿಕೊಂಡು ಬೆಳೆಯುವ,,,,,,,,,
,Adopt,ಅನುಸರಿಸು,,,,,,,,,
,Adoption behaviour,ಅನುಸರಣ ವರ್ತನೆ,,,,,,,,,
,Adsali sugarcane,18 ತಿಂಗಳಲ್ಲಿ ಕಟಾವಿಗೆ ಬರುವ ಕಬ್ಬು,,,,,,,,,
,Adsorption,ಮೇಲ್ಮೈ ಮಂದಗಟ್ಟುವಿಕೆ,,,,,,,,,
,Adult,"ಪ್ರೌಢ, ವಯಸ್ಕ",,,,,,,,,
,Adulticide,ಪ್ರೌಢ ಜೀವಿನಾಶಕ,,,,,,,,,
,Advance curve (irrigation),ನೀರು ಹರಿವು ವಕ್ರರೇಖೆ (ನೀರಾವರಿ),,,,,,,,,
,Adventitious root,"ಆಗುಂತುಕ, ಬೇರು, ಆಕಸ್ಮಿಕ ಬೇರು",,,,,,,,,
,Adverse condition,ವ್ಯತಿರಿಕ್ತ ಸ್ಥಿತಿ,,,,,,,,,
,Aegle marmelos,ಬಿಲ್ವಪತ್ರೆ,,,,,,,,,
,Aeolian or loess (wind) deposit,ಬೀಸುಗಾಳಿ ಶೇಖರಿಸಿದ ಮಣ್ಣು,,,,,,,,,
,Aerate,ಗಾಳಿಯಾಡು,,,,,,,,,
,Aeration,ಮಣ್ಣಿನಲ್ಲಿ ಹವೆಯಾಡುವಿಕೆ,,,,,,,,,
,Aeration porosity,ಮಣ್ಣಿನಲ್ಲಿ ಹವೆ ತುಂಬಿದ ಕುಹರಗಳು,,,,,,,,,
,Aeration (storage),ದಾಸ್ತಾನಿನಲ್ಲಿ ಕಾಳುಗಳಲ್ಲಿರುವ ಹವೆ ವಿನಿಮಯ,,,,,,,,,
,Aerial root,ಭೂಮಟ್ಟದ ಮೇಲೆ ಕಾಣಿಸಿಕೊಳ್ಳುವ ಆಕಾಶಿಬೇರು,,,,,,,,,
,Aerial spraying,ಗಾಳಿಮೂಲಕ ಸಿಂಪಡಿಸುವಿಕೆ,,,,,,,,,
,Aerobic,ಆಮ್ಲ ಜನಕಾಪೇಕ್ಷಿ,,,,,,,,,
,Aerobiosis,ಆಮ್ಲ ಜನಕೀಯ ಜೀವನ,,,,,,,,,
,Aerosol,ಆವಿ ಕೀಟನಾಶಕ,,,,,,,,,
,Aestivation,ಪುಷ್ಪದಳ ಜೋಡಣೆ,,,,,,,,,
,Affinity,"ಆಕರ್ಷಣೆ, ಸೆಳೆತ",,,,,,,,,
,Afforestation,ಕಾಡು ಬೆಳೆಸುವಿಕೆ,,,,,,,,,
,After cultivation,ಮೊಳಕೆ ಬಂದ ನಂತರದ ಕಾರ್ಯಾಚರಣೆ (ಕುಂಟೆ ಉಳುಮೆ ಮತ್ತಿತರ ಸಾಗುವಳಿ ಕಾರ್ಯಾಚರಣೆಗಳು),,,,,,,,,
,Aftermath,ದ್ವಿತೀಯ ಹುಲ್ಲುಗಾವಲು ಸಸ್ಯ,,,,,,,,,
,After ripening,ಮಾಗಿದನಂತರ,,,,,,,,,
,Agamy,ಅಯುಗ್ಮತೆ,,,,,,,,,
,Agaricus campestris,ಅಣಬೆ,,,,,,,,,
,Agave americana,"ರಕ್ಕಸದಾಳಿ, ಆನೆಕತ್ತಾಳೆ, ಭೂತಾಳಿ",,,,,,,,,
,Agent,ನಿಯೋಗಿ,,,,,,,,,
,Agglomerate soil,ಮುದ್ದೆಗಟ್ಟಿದ ಮಣ್ಣು,,,,,,,,,
,Aggregate,ಮಣ್ಣು ಸಮಷ್ಟಿ,,,,,,,,,
,Agitator,ಮಣ್ಣು ಸಮಷ್ಟಿ ಕಲಕುಸಾಧನ,,,,,,,,,
,Agrarian,ಭೂವ್ಯವಸಾಯ ಸಂಬಂಧಿತ,,,,,,,,,
,Agricultural drought,ಕೃಷಿ ಬರ,,,,,,,,,
,Agricultural produce,ಕೃಷಿ ಉತ್ಪನ್ನ,,,,,,,,,
,Agriculture,"ಕೃಷಿ, ಬೇಸಾಯ, ವ್ಯವಸಾಯ",,,,,,,,,
,Agrobiology,ಕೃಷಿ - ಜೀವಕೋಶ,,,,,,,,,
,Agroecology,ಕೃಷಿ - ಪರಿಸರಶಾಸ್ತ್ರ,,,,,,,,,
,Agroclimatic regions,ಕೃಷಿ ಹವಾಮಾನ ವಲಯಗಳು,,,,,,,,,
,Agroclimatology,ಕೃಷಿ ಹವಾಮಾನಶಾಸ್ತ್ರ,,,,,,,,,
,Agro-industry,ಕೃಷಿ - ಉದ್ಯಮ,,,,,,,,,
,Agrology,ಕೃಷಿ ಶಾಸ್ತ್ರ,,,,,,,,,
,Agrometstation,ಕೃಷಿ ಹವಾಮಾನಸೂಚಿ ಕೇಂದ್ರ,,,,,,,,,
,Agronomy,ಬೇಸಾಯಶಾಸ್ತ್ರ,,,,,,,,,
,Agromyzid fly,ಅಗ್ರೊಮೈಜಿಡ್ ನೊಣ,,,,,,,,,
,Agro-silvi-pastoral system,ಕೃಷಿ ಅರಣ್ಯ ಹುಲ್ಲುಗಾವಲು ಪದ್ಧತಿ,,,,,,,,,
,Agrotechnical,"ಕೃಷಿ ತಾಂತ್ರಿಕ, ಬೇಸಾಯ ತಾಂತ್ರಿಕ",,,,,,,,,
,A-horizon,ಎ - ವಲಯ,,,,,,,,,
,Airborne disease,ಗಾಳಿಸಾಗಿತ ರೋಗ,,,,,,,,,
,Air capacity of soil,ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯದಲ್ಲಿ ಮಣ್ಣಿನಲ್ಲಿರುವ ಹವೆಯ ಪ್ರಮಾಣ,,,,,,,,,
,Air channel,ಗಾಳಿ ಕೊಳವೆ,,,,,,,,,
,Air-curing,ಗಾಳಿ / ವಾಯು ಸಂಸ್ಕರಣೆ,,,,,,,,,
,Air current,ಗಾಳಿ / ಹರಿವು / ಸೆಳೆತ,,,,,,,,,
,Air meter,ವಾಯುಮಾಪಕ,,,,,,,,,
,Air picnometer,ಗಾಳಿತುಂಬಿದ ಮಣ್ಣಿನ ಗಾತ್ರಮಾಪಕ,,,,,,,,,
,Air plants,ವಾಯುವೀಯ ಸಸ್ಯಗಳು,,,,,,,,,
,Air space,ವಾಯುಪ್ರದೇಶ,,,,,,,,,
,Akhiochi soils,ಅಖಿಯೋಕೈ ಮಣ್ಣುಗಳು (ಪ್ರವಾಹಿತ ಮಣ್ಣುಗಳು),,,,,,,,,
,Albuminous,ಲೋಳೆಯುಕ್ತ,,,,,,,,,
,Alcohol,ಮದ್ಯಸಾರ,,,,,,,,,
,Alder fly,ಆಲ್ಡರ್ ನೊಣ,,,,,,,,,
,Aleurodis,ಬಿಳಿ ನೊಣ,,,,,,,,,
,Aleurone layer,ಆಲ್ಯೂರೋನ್ ಪ್ರೋಟಿನ್ ಪದರ,,,,,,,,,
,Alfalfa,"ಕುದುರೆಮಸಾಲೆ ಸೊಪ್ಪು, ಕುದುರೆಮೆಂತೆ",,,,,,,,,
,Alfalfa weevil,ಕುದುರೆಮಸಾಲೆ ಮೂತಿಹುಳು,,,,,,,,,
,Alfisols,ಬೂದುಗಂದು ಮೇಲ್ಮೈವಲಯ ಮಣ್ಣುಗಳು,,,,,,,,,
,Algae,ಶೈವಲ,,,,,,,,,
,Algicide,ಪಾಚಿನಾಶಕ,,,,,,,,,
,Alkaline,ಕ್ಷಾರೀಯ,,,,,,,,,
,Alkaline soil,ಕ್ಷಾರಮಣ್ಣು (7.0 ಗಿಂತ ಅಧಿಕ pH (ಕ್ಷಾರ) ಮಣ್ಣು),,,,,,,,,
,Alkaloidal reagent,ಸಸ್ಯಕ್ಷಾರ ಪ್ರತಿಕ್ರಿಯಾಕಾರಕ,,,,,,,,,
,Alleviation,"ಉಪಶಮನ, ಕಡಿಮೆ ಮಾಡುವಿಕೆ",,,,,,,,,
,Alley farming,ಅನ್ಯೋನ್ಯ ಬೇಸಾಯ,,,,,,,,,
,Allium cepa,ಈರುಳ್ಳಿ,,,,,,,,,
,Allium satiyum (Garlic),ಬೆಳ್ಳುಳ್ಳಿ,,,,,,,,,
,Alluvial plain,ಮೆಕ್ಕಲು ಮೈದಾನ,,,,,,,,,
,Alluvial soil,ಮೆಕ್ಕಲು ಮಣ್ಣು,,,,,,,,,
,Almond moth,ಬಾದಾಮಿ ಪತಂಗ,,,,,,,,,
,Alstonia scholaris,"ಹಾಲೆ ಮರ, ಎಳೆಬಾಳೆ",,,,,,,,,
,Alternate drying & wetting,ಪರ್ಯಾಯ ಒಣಗಿಸುವಿಕೆ ಮತ್ತು ನೀರುಣಿಸುವಿಕೆ,,,,,,,,,
,Alternate grazing,ಪರ್ಯಾಯ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Alternate host,"ಪರ್ಯಾಯ ಆಸರೆ, ಪರ್ಯಾಯ ಅತಿಥೇಯ",,,,,,,,,
,Alternate leaf primordia,ಪರ್ಯಾಯ ಎಲೆ ಮೊಳಕೆ / ಅಂಕುರ,,,,,,,,,
,Alternate phyllotaxy,ಪರ್ಯಾಯ ಎಲೆ ಜೋಡಣೆ,,,,,,,,,
,Alternation of generation,"ಪರ್ಯಾಯ ಪೀಳಿಗೆ, ಪರ್ಯಾಯ ಸಂತತಿ ಕ್ರಮ",,,,,,,,,
,Altitude,ಎತ್ತರ,,,,,,,,,
,Aluminium toxicity,ಅಲ್ಯೂಮಿನಿಯಂ ವಿಷಮತೆ,,,,,,,,,
,Aman rice,ಅಮಾನ್ ಬತ್ರ,,,,,,,,,
,Amaranthus blitum,ಕಿರಗಸಾಲೆ,,,,,,,,,
,Ambrosia beetle,"ಅಂಬ್ರೊಷಿಯ ದುಂಬಿ, ಅಮೃತಕೀಟ",,,,,,,,,
,Ameliorants,ಮಣ್ಣು - ಸಸ್ಯ ಸುಧಾರಕಗಳು,,,,,,,,,
,Ameliorate,ಉತ್ತಮಗೊಳಿಸು,,,,,,,,,
,Amelioration,ಕೃಷಿ ಭೂ ಮೌಲ್ಯ ಉನ್ನತೀಕರಣ,,,,,,,,,
,Amendments,ಮಣ್ಣು ಭೂಗುಣ ಸುಧಾರಕಗಳು (ಭೌತಿಕ - ರಾಸಾಯನಿಕ),,,,,,,,,
,Ametabola,ರೂಪಾಂತರವಿಲ್ಲದ ಕೀಟಗಳು,,,,,,,,,
,Ammonium fixation,ಅಮೋನಿಯಂ ಸ್ಥಿರೀಕರಣ (ಮಣ್ಣಿನಲ್ಲಿ),,,,,,,,,
,Amorphophallus campanulatus,ಸುವರ್ಣಗೆಡ್ಡೆ,,,,,,,,,
,Ampeloeissus tomentosa,ಕಾಡು ದ್ರಾಕ್ಷಿ,,,,,,,,,
,Amsactor albistriga,ಕೆಂಪುತಲೆ ಕಂಬಳಿ ಹುಳು,,,,,,,,,
,Anaerobic organism,ಆಮ್ಲಜನಕ ನಿರಪೇಕ್ಷಿಜೀವಿ,,,,,,,,,
,Analgesic,"ನೋವಳಿಕ, ನೋವು ಪರಿಹಾರಕ",,,,,,,,,
,Analogous,ಸದೃಶ,,,,,,,,,
,Analysis,ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Anamorphous,ಅಸಾಧಾರಣ ರೂಪಾಂತರ,,,,,,,,,
,Anamirta cocculus,"ಕಾಕಮಾರಿ, ಕಾಕಿಸೊಪ್ಪು ಗೆಡ್ಡೆ",,,,,,,,,
,Anaphase,ಪಶ್ಚಾವಸ್ಥೆ,,,,,,,,,
,Anatomy,"ಅಂಗರಚನಾಶಾಸ್ತ್ರ, ದೇಹರಚನಾಶಾಸ್ತ್ರ",,,,,,,,,
,Androecium,ಪುಂಕೇಸರ,,,,,,,,,
,Angiosperm,ಆವೃತಬೀಜ,,,,,,,,,
,Angoumois grain moth,ಭತ್ತದ ಊಜಿನೊಣ,,,,,,,,,
,Angular,ಕೋನಾಕಾರದ,,,,,,,,,
,Animal production,ಪ್ರಾಣಿ ಉತ್ಪನ್ನ,,,,,,,,,
,Animal refuse,ಪ್ರಾಣಿವರ್ಜಿತ,,,,,,,,,
,Animal stock,ಜಾನುವಾರು ಮುಂದೆ,,,,,,,,,
,Animal unit,ಪ್ರಾಣಿ ಘಟಕ,,,,,,,,,
,Anion,"ಋಣಅಯಾನ್, ಋಣವಿದ್ಯುತ್ವಾಹೀಕಣ",,,,,,,,,
,Anise,ಕಾಡು ಓಮ,,,,,,,,,
,Anisogamete,ಅಸಮಯುಗ್ಮಕ,,,,,,,,,
,Annona squamosa,ಸೀತಾಫಲ,,,,,,,,,
,Annual,ವಾರ್ಷಿಕ,,,,,,,,,
,Annulated root,ಉಂಗುರದಂತಹ ಉಬ್ಬುಗಳುಳ್ಳ ಬೇರು,,,,,,,,,
,Anomis flava,ಕೊಂಡಲಿ ಹುಳು,,,,,,,,,
,Antagonism,"ಪ್ರತಿಷೇಧಕತೆ, ವಿರೋಧಕತೆ",,,,,,,,,
,Antenna,ಕುಡಿಮಿಸೆ,,,,,,,,,
,Anther,ಪರಾಗಕೋಶ,,,,,,,,,
,Antherea assama,ಮೂಗ ರೇಷ್ಮೆ ಹುಳು,,,,,,,,,
,Antherea palpsa,ಟಿಸಾರ್ ರೇಷ್ಮೆಹುಳು,,,,,,,,,
,Anthesis,"ಪರಾಗ ಬಿರಿಯುವ ಸಮಯ, ಅರಳುವ ಕಾಲ, ಹೂವರಳಿ ಕಾಯಾಗುವ ಹಂತ",,,,,,,,,
,Anthocephalus cadamba,"ಕಡಹದ ಮರ, ಕಡವಾಳ",,,,,,,,,
,"Anthrax, Anthracnose",ನೆರಡಿರೋಗ,,,,,,,,,
,Antibiosis,"ಪ್ರತಿಜೈವಿಕತೆ, ಪ್ರತಿಜೀವಿ ಉತ್ಪಾದಕತೆ",,,,,,,,,
,Antibiotic,ಪ್ರತಿಜೈವಿಕ,,,,,,,,,
,Anticoagulant,ಪ್ರತಿ ಹೆಪ್ಪುಕಾರಕ,,,,,,,,,
,Anti-friction,ಪ್ರತಿ ಘರ್ಷಕ,,,,,,,,,
,Antitranspiration,ಪ್ರತಿ ಬಾಷ್ಪ ವಿಸರ್ಜನೆ,,,,,,,,,
,"Aphid, Aphis",ಹೇನು,,,,,,,,,
,Aphis craccivora,ಅವರೆ ಹೇನು,,,,,,,,,
,Apical dominance,ಶೀರ್ಷ ಪ್ರಧಾನ,,,,,,,,,
,Apocarpous pistil,ವಿಭಜಿತ ಸ್ತ್ರೀಕೇಸರಾಂಗ,,,,,,,,,
,Appendage,ಅನುಬಂಧ,,,,,,,,,
,Apple hawk moth,ಸೇಬಿನ ಹಾಕ್ ಪತಂಗ,,,,,,,,,
,Apple leaf roller,ಸೇಬು ಎಲೆ ಸುರುಳಿಕಾರಕ,,,,,,,,,
,Application,1. ಅನ್ವಯ 2. ಹಾಕುವಿಕೆ,,,,,,,,,
,Applied botany,ಅನ್ವಯಿಕ ಸಸ್ಯಶಾಸ್ತ್ರ,,,,,,,,,
,Applied control,ಅನ್ವಯಿತ ಹತೋಟಿ,,,,,,,,,
,Appropriate technology,ಸೂಕ್ತ ತಾಂತ್ರಿಕತೆ,,,,,,,,,
,Aquaculture,ಜಲ ಕೃಷಿ,,,,,,,,,
,Aquatic insect,ಜಲಚರಕೀಟ,,,,,,,,,
,Aquatic plant,ಜಲೀಯ ಸಸ್ಯ,,,,,,,,,
,Aquatic root,ಜಲ ಬೇರು,,,,,,,,,
,Aquatic weed,ಜಲೀಯ ಕಳೆ,,,,,,,,,
,Aqueous,ಜಲಮಯ,,,,,,,,,
,Aquifer,"ಭೂಅಂತರ್ಗತ ಜಲಶೇಖರಾಗಾರ, ಜಲಾವೃತ",,,,,,,,,
,Aquiferous,ಜಲದಾಯಕ,,,,,,,,,
,Arable crop,ವ್ಯವಸಾಯ ಯೋಗ್ಯ ಬೆಳೆ,,,,,,,,,
,Arable farming,ಸಾಗುವಳಿ ಭೂಮಿ,,,,,,,,,
,Arable land,"ವ್ಯವಸಾಯ ಯೋಗ್ಯ ಭೂಮಿ, ಸಾಗುವಳಿ ಯೋಗ್ಯಭೂಮಿ",,,,,,,,,
,Arachis hypogea,"ಸೇಂಗ, ನೆಲಗಡಲೆ",,,,,,,,,
,Arboriculture,ವೃಕ್ಷಕೃಷಿ,,,,,,,,,
,Arc,ಕಂಸ,,,,,,,,,
,Areca catechu,ಅಡಿಕೆ,,,,,,,,,
,Areole,ನೆರೆದಿಂಡುಗಳ ನಡುವಣ ಪ್ರದೇಶ,,,,,,,,,
,Argemone mexicana (Dattura),ದತ್ತೂರ,,,,,,,,,
,Arid,"ಕಡಿಮೆ ಮಳೆ ಪ್ರಮಾಣದ, ಶುಷ್ಕ",,,,,,,,,
,Arid climate,ಶುಷ್ಕ ಹವಾಮಾನ,,,,,,,,,
,Aridity,ಶುಷ್ಕತೆ,,,,,,,,,
,Arid land,ಶುಷ್ಕ ಜಮೀನು,,,,,,,,,
,Arid region,ಒಣ ಪ್ರದೇಶ,,,,,,,,,
,Arisfate,ಊಬುರೂಪ,,,,,,,,,
,Aristolochia indica,"ಈಶ್ವರಿ ಗಿಡ, ಈಶ್ವರಿ ಬೇರು",,,,,,,,,
,Army worm,ಸೇನೆಹುಳು,,,,,,,,,
,Aroma,"ಪರಿಮಳ, ಸುಗಂಧ",,,,,,,,,
,Aromatic plants,ಸುಗಂಧದ್ರವ್ಯ ಸಸ್ಯಗಳು,,,,,,,,,
,Arsenical,ಶಂಖಪಾಷಾಣ,,,,,,,,,
,Artificial fertilizer,ಕೃತಕ ರಸಗೊಬ್ಬರ,,,,,,,,,
,Artocarpus heterophyllus,ಹಲಸು,,,,,,,,,
,Arviculture,ಬೆಳೆ ವಿಜ್ಞಾನ ಶಾಸ್ತ್ರ,,,,,,,,,
,Asexual,ಅಲೈಂಗಿಕ,,,,,,,,,
,Ash,ಬೂದಿ,,,,,,,,,
,Ash gourd,ಬೂದುಗುಂಬಳ,,,,,,,,,
,Asparagus,ಅಸ್ಟರಾಗಸ್ ತರಕಾರಿ,,,,,,,,,
,Asparagus racemosus,ಶತಮೂಲಿ,,,,,,,,,
,Aspermous,"ಬೀಜರಹಿತತೆ, ಬೀಜಶೂನ್ಯತೆ",,,,,,,,,
