ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Acquaintance roll,ವೇತನ ಪಾವತಿ ಪಟ್ಟಿ,,,,,,,,,YES
,Acquire,"ಗಳಿಸು, ಪಡೆ, ಸ್ವಾಧೀನಪಡಿಸುಕೋ",,,,,,,,,YES
,Acquit,"ಬಿಡುಗಡೆ, ಖುಲಾಸೆ",,,,,,,,,YES
,Act,"ಅಧಿನಿಯಮ, ಕೃತ್ಯ, ಕೆಲಸ, ಕಾಯಿದೆ, ನಿಬಂಧನೆ",,,,,,,,,YES
,Act of law,ಕಾನೂನು ಕ್ರಿಯೆ,,,,,,,,,YES
,Act of misconduct,ದುರ್ನಡತೆ / ದುರ್ವರ್ತನೆ ಕ್ರಿಯೆ,,,,,,,,,YES
,Action plan,ಕಾರ್ಯ ಯೋಜನೆ,,,,,,,,,YES
,Active consideration,ಸಕ್ರಿಯ ಪರಿಗಣನೆ,,,,,,,,,YES
,Actual consumption,ವಾಸ್ತವಿಕ ಬಳಕೆ,,,,,,,,,YES
,Actual cost,ವಾಸ್ತವಿಕ ಬೆಲೆ,,,,,,,,,YES
,Actual expenditure,ವಾಸ್ತವಿಕ ವೆಚ್ಚ,,,,,,,,,YES
,Actuarial valuation,"ವಾಸ್ತವಿಕ ಮೌಲ್ಯಮಾಪನ, ವಿಮಾಗಣನೆ ಮೌಲ್ಯಮಾಪನ",,,,,,,,,YES
,Acute shortage,"ತೀವ್ರ ಕೊರತೆ, ತೀವ್ರ ಅಭಾವ",,,,,,,,,YES
,Ad interim,"ಮಧ್ಯಕಾಲದ, ಏತನ್ಮಧ್ಯೆ, ತಾತ್ಕಾಲಿಕ",,,,,,,,,YES
,Ad lib,"ಪೂರ್ವ ಸಿದ್ಧತೆ ಇಲ್ಲದೆ ಮಾಡಿದ, ಇಚ್ಛಾನುಸಾರ",,,,,,,,,YES
,Ad verbum,"ಪದಶಃ, ಮೂಲ ಮಾತಿನಂತೆ",,,,,,,,,YES
,Addendum,"ಜೋಡಿಕೆ, ಸೇರ್ಪಡೆ, ಅನುಬಂಧ",,,,,,,,,YES
,Additional benefit,"ಹೆಚ್ಚುವರಿ ಸೌಲಭ್ಯ, ಅಧಿಕ ಸೌಲಭ್ಯ",,,,,,,,,YES
,Additional charge,"ಅಧಿಕ ಕಾರ್ಯಭಾರ, ಹೆಚ್ಚುವರಿ ಹೊಣೆ",,,,,,,,,YES
,Additional deposit,ಹೆಚ್ಚುವರಿ ಠೇವಣಿ,,,,,,,,,YES
,Additional earthing,ಹೆಚ್ಚುವರಿ ಭೂ ಸಂಪರ್ಕ,,,,,,,,,YES
,Additional inclusion,ಹೆಚ್ಚುವರಿ ಸೇರ್ಪಡೆ,,,,,,,,,YES
,Additional load,"ಹೆಚ್ಚುವರಿ ಹೊರೆ, ಅಧಿಕ ಹೊರೆ",,,,,,,,,YES
,Additionalk remuneration,ಹೆಚ್ಚುವರಿ ಸಂಭಾವನೆ,,,,,,,,,YES
,Additional security deposit,ಹೆಚ್ಚುವರಿ ಭದ್ರತಾ ಠೇವಣಿ,,,,,,,,,YES
,Addressee,ವಿಳಾಸದಾರ,,,,,,,,,YES
,Adequate information,"ಸಾಕಷ್ಟು ಮಾಹಿತಿ, ಯಥೋಚಿತ ಮಾಹಿತಿ",,,,,,,,,YES
,Adhere,"ಅನುಸರಿಸು, ಪಾಲಿಸು",,,,,,,,,YES
,Adhesive tape,ಅಂಟು ಟೇಪು,,,,,,,,,YES
,Adhoc committee,"ತದರ್ಥ ಸಮಿತಿ, ಹಂಗಾಮಿ ಸಮಿತಿ, ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ, ಉದ್ದೇಶಿತ ಸಮಿತಿ, ತತ್ಪೂರ್ತ ಸಮಿತಿ",,,,,,,,,YES
,Adhoc payment,"ಹಂಗಾಮಿ ಪಾವತಿ, ತಾತ್ಕಾಲಿಕ ಪಾವತಿ",,,,,,,,,YES
,Adjourn,"ಮುಂದೂಡು, ಮುಂದಕ್ಕೆ ಹಾಕು",,,,,,,,,YES
,Adjudication,"ನ್ಯಾಯ ನಿರ್ಣಯ, ತೀರ್ಪು ನೀಡಿಕೆ",,,,,,,,,YES
,Adjusting entry,ಹೊಂದಿಕೆ ನಮೂದು,,,,,,,,,YES
,Administration,ಆಡಳಿತ,,,,,,,,,YES
,Administrative approval,ಆಡಳಿತಾತ್ಮಕ ಅನುಮೋದನೆ,,,,,,,,,YES
,Administrative set up,ಆಡಳಿತ ವ್ಯವಸ್ಥೆ,,,,,,,,,YES
,Administrator,ಆಡಳಿತಗಾರ,,,,,,,,,YES
,Admonition,ವಾಗ್ದಂಡನೆ,,,,,,,,,YES
,Adopt,"ಅನ್ವಯಿಸು, ಅಳವಡಿಸು, ದತ್ತು ತೆಗೆದುಕೊ",,,,,,,,,YES
,Adopted,ದತ್ತು ಪಡೆದ,,,,,,,,,YES
,Adopted children,ದತ್ತು ಮಕ್ಕಳು,,,,,,,,,YES
,Adopter,ಸಂಯೋಜಕ,,,,,,,,,YES
,Adulteration,ಕಲಬೆರಕೆ,,,,,,,,,YES
,Adumbration,"ಹೆಗ್ಗುರುತು, ಸ್ಥೂಲ ನಿರ್ದೇಶನ",,,,,,,,,YES
,Ad - valorem,"ಮೌಲ್ಯಾನುಸಾರ, ಬೆಲೆಗೆ ತಕ್ಕಂತೆ",,,,,,,,,YES
,Advance booking,"ಮುಂಗಡ ಕಾಯ್ದಿರಿಸುವಿಕೆ, ಮುಂಗಡ ಕೋರಿಕೆ",,,,,,,,,YES
,Advance copy,ಮುಂಗಡ ಪ್ರತಿ,,,,,,,,,YES
,Advance increment,ಮುಂಗಡ ವೇತನ ಬಡ್ತಿ,,,,,,,,,YES
,Advance payment,ಮುಂಗಡ ಪಾವತಿ,,,,,,,,,YES
,Advance reservation,ಮುಂಗಡ ಕಾಯ್ದಿರಿಸುವಿಕೆ,,,,,,,,,YES
,Advance study,ಉನ್ನತ ವ್ಯಾಸಂಗ,,,,,,,,,YES
,Advance travelling allowance,ಮುಂಗಡ ಪ್ರಯಾಣ ಭತ್ಯೆ,,,,,,,,,YES
,Adverse condition,ಪ್ರತಿಕೂಲ ಪರಿಸ್ಥಿತಿ,,,,,,,,,YES
,Adverse remark,ಪ್ರತಿಕೂಲ ಷರಾ,,,,,,,,,YES
,Adverse report,ಪ್ರತಿಕೂಲ ವರದಿ,,,,,,,,,YES
,Adverse witness,ಪ್ರತಿಕೂಲ ಸಾಕ್ಷಿ,,,,,,,,,YES
,Advertisement,ಜಾಹೀರಾತು,,,,,,,,,YES
,Advertising campaign,ಜಾಹೀರಾತು ಆಂದೋಲನ,,,,,,,,,YES
,Advice note,"ಸಲಹಾ ಟಿಪ್ಪಣಿ, ಸಂದಾಯ ಸೂಚನೆ",,,,,,,,,YES
,Advice of transfer,ವರ್ಗಾವಣೆ ಆದೇಶ,,,,,,,,,YES
,Advisory board,ಸಲಹಾ ಮಂಡಳಿ,,,,,,,,,YES
,Advisory committee,ಸಲಹಾ ಸಮಿತಿ,,,,,,,,,YES
,Advisory council,ಸಲಹಾ ಪರಿಷತ್ತು,,,,,,,,,YES
,Aerial fuse,ಕಂಬದ ಮೇಲಿನ ಫ್ಯೂಸು,,,,,,,,,YES
,Aerial survey,"ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ, ಅಂತರಿಕ್ಷ ಸಮೀಕ್ಷೆ",,,,,,,,,YES
,Affair,"ವ್ಯವಹಾರ, ವಿಚಾರ",,,,,,,,,YES
,Affected period,"ಪ್ರಭಾವಿತ ಅವಧಿ, ಬಾಧೆಗೊಳಗಾದ ಅವಧಿ",,,,,,,,,YES
,Affidavit,"ಪ್ರಮಾಣ ಪತ್ರ, ಶಪಥ ಪತ್ರ",,,,,,,,,YES
,Affiliate,"ಮಾನ್ಯ ಮಾಡು, ಸಂಯೋಜಿಸು",,,,,,,,,YES
,Affiliated body,ಅಂಗ ಸಂಸ್ಥೆ,,,,,,,,,YES
,Affirm,"ಖಚಿತಪಡಿಸು, ದೃಢೀಕರಿಸು, ಸ್ಥಿರಪಡಿಸು",,,,,,,,,YES
,Affix,"ಅನುಬಂಧಿಸು, ಸೇರಿಸಿ ಭದ್ರಪಡಿಸು",,,,,,,,,YES
,Afford,"ಒದಗಿಸು, ಸಮರ್ಥನಾಗು",,,,,,,,,YES
,Aforesaid,"ಹಿಂದೆ ಹೇಳಿದ, ಪೂರ್ವೋಕ್ತ",,,,,,,,,YES
,Afterthought,"ಮರುಚಿಂತನೆ, ಪುನರಾಲೋಚನೆ",,,,,,,,,YES
,Age limit,ವಯೋಮಿತಿ,,,,,,,,,YES
,Age next birthday,ಮುಂದಿನ ಜನ್ಮ ದಿನಾಂಕದಂದು ವಯಸ್ಸು,,,,,,,,,YES
,Agency,ಕಾರ್ಯಬಾರಿ,,,,,,,,,YES
,Agency charge,ಕಾರ್ಯಭಾರಿ ಶುಲ್ಕ,,,,,,,,,YES
,Agenda,"ಕಾರ್ಯಸೂಚಿ, ಆಲೋಚ್ಯ ವಿಷಯಗಳು",,,,,,,,,YES
,Agglomeration area,"ಏಕೀಕೃತ ಪ್ರದೇಶ, ಸೇರ್ಪಡೆ ಪ್ರದೇಶ",,,,,,,,,YES
,Aggravate,"ತೀವ್ರಗೊಳ್ಳು, ಉಲ್ಬಣಗೊಳ್ಳು",,,,,,,,,YES
,Aggregate capaciy,ಒಟ್ಟಾರೆ ಸಾಮರ್ಥ್ಯ,,,,,,,,,YES
,Agreement,ಒಪ್ಪಂದ,,,,,,,,,YES
,Agreement period,ಒಪ್ಪಂದದ ಅವಧಿ,,,,,,,,,YES
,Agriculture,ಕೃಷಿ,,,,,,,,,YES
,Aided institution,ಅನುಧಾನಿತ ಸಂಸ್ಥೆ ಸಹಾಯ ಪಡೆದ ಸಂಸ್ಥೆ,,,,,,,,,YES
,Ailment,"ರೋಗ, ಕಾಯಿಲೆ, ವ್ಯಾಧಿ",,,,,,,,,YES
,Aim,"ಗುರಿ, ದೃಷ್ಟಿ ಹಾಯಿಸು",,,,,,,,,YES
,Aims and objects,ದ್ಯೇಯೋದ್ದೇಶಗಳು,,,,,,,,,YES
,Air circuit breaker,ವಾಯುಪರಿಪಥ ಛೇದಕ,,,,,,,,,YES
,Air conditioned car,"ಹವಾ ನಿಯಂತ್ರಿತ ಸುಖಾಸೀನ ವ್ಯವಸ್ಥೆ, ಆರಾಮ ಆಸನ ವ್ಯವಸ್ಥೆ, ಹವಾ ನಿಯಂತ್ರಿತ ಕಾರು",,,,,,,,,YES
,Air conditioned chair car,ಹವಾನಿಯಂತ್ರಿತ ಆಸನ ವ್ಯವಸ್ಥೆಯುಳ್ಳ ಕಾರು,,,,,,,,,YES
,Air force,ವಾಯು ಪಡೆ,,,,,,,,,YES
,Air gap insulator,ವಾಯು ಸಂಧಿ ವಿದ್ಯುತ್ ನಿರೋಧಕ,,,,,,,,,YES
,Air lubricator,ವಾಯು ನಯಕಾರಕ,,,,,,,,,YES
,Air resistance,ವಾಯು ಪ್ರತಿರೋಧ,,,,,,,,,YES
,Air tripping,ವಾಯು ಮೋಚಕ,,,,,,,,,YES
,Alarming proportion,"ಅಪಾಯಸೂಚಕ ಪ್ರಮಾಣ, ಎಚ್ಚರಸೂಚಕ ಪ್ರಮಾಣ",,,,,,,,,YES
,Algorithm,ಆದೇಶಗಳ ಸಮೂಹ,,,,,,,,,YES
,Alias,"ಉಪನಾಮ, ಉರುಫ್, ಆಲಿಯಾಸ್",,,,,,,,,YES
,Alien,"ವಿದೇಶಿ, ಪರಕೀಯ, ಹೊರಗಿನ, ಅನ್ಯ",,,,,,,,,YES
,Alienate,"ಪರಭಾರೆ ಮಾಡ, ಹಸ್ತಾಂತರಿಸು",,,,,,,,,YES
,Alienation certificate,"ಪರಭಾರೆ ಪ್ರಮಾಣ ಪತ್ರ, ಹಸ್ತಾಂತರ ಪತ್ರ",,,,,,,,,YES
,Align,"ಒಂದುಗೂಡಿಸಿ, ಜೋಡಿಸು",,,,,,,,,YES
,Alimony,ಜೀವನಾಂಶ,,,,,,,,,YES
,All electric home,ಸರ್ವ ವಿದ್ಯುತ್ ಗೃಹ,,,,,,,,,YES
,Allegation,"ಅಪಾದನೆ, ದೂರು, ಆರೋಪ",,,,,,,,,YES
,Alleged,"ಅಪಾದಿತ, ದೂರು, ಆರೋಪ",,,,,,,,,YES
,Alleviate,ಶಮನಗೊಳಿಸು,,,,,,,,,YES
,Alliance,ಸಂಬಂಧ,,,,,,,,,YES
,Allied allowance,ಸಂಬಂಧಿತ ಭತ್ಯೆ,,,,,,,,,YES
,Allied issues,ಸಂಬಂಧಿತ ವಿಷಯಗಳು,,,,,,,,,YES
,Allocate,"ಹಂಚು, ನಿಗದಿಪಡಿಸು, ವಿಂಗಡಿಸು",,,,,,,,,YES
,Allotment,"ಹಂಚಿಕೆ, ಗೊತ್ತುಪಡಿಸುವುದು",,,,,,,,,YES
,Alteration index,"ಪರ್ಯಾಯ ಸೂಚಿ, ಬದಲಾವಣಾ ಸೂಚಿ",,,,,,,,,YES
,Alternate arrangement,ಪರ್ಯಾಯ ವ್ಯವಸ್ಥೆ ಬದಲಿ ವ್ಯವಸ್ಥೆ,,,,,,,,,YES
,Alternate current,"ಪರ್ಯಾಯ ವಿದ್ಯುತ್, ಪರ್ಯಾಯ ಪ್ರವಾಹ",,,,,,,,,YES
,Alternate date,"ಪರ್ಯಾಯ ದಿನಾಂಕ, ಬದಲಿ ದಿನಾಂಕ",,,,,,,,,YES
,Alternate nominee,ಪರ್ಯಾಯ ನಾಮನಿರ್ದೇಶನ,,,,,,,,,YES
,Alternate switch,ಪರ್ಯಾಯ ಸ್ವಿಚ್ಚು,,,,,,,,,YES
,Alternative route,"ಪರ್ಯಾಯ ಮಾರ್ಗ, ಬದಲಿ ಮಾರ್ಗ",,,,,,,,,YES
,Amalgamated,"ಸಂಯೋಜಿತ, ಸೇರಿದ, ಮಿಶ್ರಗೊಳಿಸಿದ",,,,,,,,,YES
,Ambient temperature,ಪರಿಸರ ತಾಪಮಾನ,,,,,,,,,YES
,Amendment,ತಿದ್ದುಪಡಿ,,,,,,,,,YES
,Amenities,ಸೌಲಭ್ಯಗಳು,,,,,,,,,YES
,Amicable,"ಪರಸ್ಪರ ಸಮ್ಮತಿಯ, ಸ್ನೇಹಪೂರ್ಣ",,,,,,,,,YES
,Amidst,"ಮಧ್ಯೆ, ಸಂದರ್ಭದಲ್ಲಿ ನಡುವೆ",,,,,,,,,YES
,Amortization,"ಸಾಲದಿಂದ ಬಿಡುಗಡೆ, ಋಣಮುಕ್ತತೆ",,,,,,,,,YES
,Ample scope,ಸಾಕಷ್ಟು ಅವಕಾಶ,,,,,,,,,YES
,Amplifier,ಧ್ವನಿವರ್ಧಕ,,,,,,,,,YES
,Amputation,"ಅಂಗಚ್ಛೇಧನ, ಅಂಗವನ್ನು ಕತ್ತರಿಸುವುದು",,,,,,,,,YES
,Amusement,ಮನರಂಜನೆ,,,,,,,,,YES
,Analog digital converter,ಸದೃಶ ಅಂಕ ರೂಪಾಂತರಿ,,,,,,,,,YES
,Ancestral,"ಪಿತ್ರಾರ್ಜಿತ, ಪೂರ್ವಿಕ, ವಂಶಪರಂಪರಾಗತ",,,,,,,,,YES
,Anchor point,"ನಿಲುಗಡೆ ಸ್ಥಳ, ಬಂದರು",,,,,,,,,YES
,Ancillary building,ಅನುಗತ ಕಟ್ಟಡ,,,,,,,,,YES
,Ancillary direction,ಅನುಗತ ನಿರ್ದೇಶನ,,,,,,,,,YES
,Ancillary service,ಪೂರಕ ಸೇವೆ,,,,,,,,,YES
,Ancillary units,ಅಧೀನ ಘಟಕಗಳು,,,,,,,,,YES
,Anemometer,ವಾಯುಗತಿ ಮಾಪಕ,,,,,,,,,YES
,Angle position,"ಮೂಲೆ, ಕೋನ ಸ್ಥಳ",,,,,,,,,YES
,Annexure,ಅನುಬಂಧ,,,,,,,,,YES
,Annotate,ಟಿಪ್ಪಣಿ ಬರೆ,,,,,,,,,YES
,Annual allowance,ವಾರ್ಷಿಕ ಭತ್ಯೆ,,,,,,,,,YES
,Annual grant,"ವಾರ್ಷಿಕ ಅನುದಾನ, ವಾರ್ಷಿಕ ಸಹಾಯಧನ",,,,,,,,,YES
,Annual increment,ವಾರ್ಷಿಕ ವೇತನ ಬಡತಿ,,,,,,,,,YES
,Annual limit,ವಾರ್ಷಿಕ ಮಿತಿ,,,,,,,,,YES
,Annual maintenance contract,ವಾರ್ಷಿಕ ನಿರ್ವಹಣಾ ಗುತ್ತಿಗೆ,,,,,,,,,YES
