ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Academicians,ವಿದ್ವಾಂಸರು,,,,,,,,,
,Academic qualifications,ವಿದ್ಯಾರ್ಹತೆಗಳು,,,,,,,,,
,Academic staff college,ಶೈಕ್ಷಣಿಕ ಸಿಬ್ಬಂದಿ ಕಾಲೇಜು,,,,,,,,,
,Academic standards,"ಶೈಕ್ಷಣಿಕ ಗುಣಮಟ್ಟ, ಶೈಕ್ಷಣಿಕ ಮಾನಕ",,,,,,,,,
,Academic year,ಶೈಕ್ಷಣಿಕ ವರ್ಷ,,,,,,,,,
,Academy,"ಅಕಾಡೆಮಿ, ವಿದ್ವನ್ಮಂಡಲಿ",,,,,,,,,
,Accede,"ಅಧಿಕಾರ ವಹಿಸಿಕೊಳ್ಳು, ಸಮ್ಮತಿಸು",,,,,,,,,
,Accelerate,"ತೀವ್ರಗೊಳಿಸು, ತ್ವರೆಗೊಳಿಸು, ವೇಗವರ್ಧಿಸು",,,,,,,,,
,Acceleration,"ವೇಗವರ್ಧನೆ, ತ್ವರೆಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Accelerator,ವೇಗವರ್ಧಕ,,,,,,,,,
,Accept,"ಸ್ವೀಕರಿಸು, ಅಂಗೀಕರಿಸು, ಒಪ್ಪಿಕೊಳ್ಳು",,,,,,,,,
,Acceptable,"ಸ್ವೀಕಾರಾರ್ಹ, ಅಂಗೀಕಾರಾರ್ಹ, ಒಪ್ಪಿಗೆಗೆ ಯೋಗ್ಯವಾದ",,,,,,,,,
,Acceptance,"ಅಂಗೀಕಾರ, ಸ್ವೀಕಾರ, ಒಪ್ಪಿಗೆ",,,,,,,,,
,Acceptance letter,ಒಪ್ಪಿಗೆ ಪತ್ರ,,,,,,,,,
,Access,"ಪ್ರವೇಶ, ಪ್ರವೇಶಾವಕಾಶ",,,,,,,,,
,Accession number,ಗ್ರಂಥ (ಸೇರ್ಪಡೆ) ಸಂಖ್ಯೆ,,,,,,,,,
,Accessory,"ಉಪಸಾಧನ, ಸಹಾಯಕ ಉಪಕರಣ",,,,,,,,,
,Accidence,ಆಕಸ್ಮಿಕ,,,,,,,,,
,Accident,"ಅಪಘಾತ, ದುರ್ಘಟನೆ, ಆಕಸ್ಮಿಕ",,,,,,,,,
,Accident insurance,"ಅಪಘಾತ, ವಿಮೆ",,,,,,,,,
,Account authority,ಅಚ್ಚುಕಟ್ಟು ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Acclimatization,"ವಾತಾವರಣಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ, ಸನ್ನಿವೇಶಕ್ಕೆ ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ",,,,,,,,,
,Accommodate,"ಸ್ಥಳಾವಕಾಶ ಮಾಡಿಕೊಡು, ಅವಕಾಶ ಮಾಡಿಕೊಡು, ಅನುಕೂಲ ಮಾಡಿಕೊಡು, ಹೊಂದಾಣಿಕೆ ಮಾಡಿಕೊ",,,,,,,,,
,Accommodation,"ವಸತಿ, ಅವಕಾಶ",,,,,,,,,
,Accompany,ಜೊತೆಗಿರು,,,,,,,,,
,Accomplice,"ಸಹಾಪರಾಧಿ, ಶಾಮೀಲುದಾರ",,,,,,,,,
,Accomplish,"ಸಾಧಿಸು, ಈಡೇರಿಸು, ಪೂರ್ತಿಮಾಡು",,,,,,,,,
,Accomplished,"ಸಾಧಿಸಿದ, ಈಡೇರಿಸಿದ, ಪೂರ್ತಿಮಾಡಿದ, ಪಾರಂಗತ, ಪ್ರಾಜ್ಞ",,,,,,,,,
,Accord,"ಒಪ್ಪಂದ, ನೀಡು",,,,,,,,,
,Accordingly,"ಅಂತೆಯೇ, ತದನುಸಾರ",,,,,,,,,
,According to,"...ಪ್ರಕಾರ, ...ಮೇರೆಗೆ, ...ಅನುಸಾರವಾಗಿ",,,,,,,,,
,Account,"ಲೆಕ್ಕ, ಖಾತೆ, ನಿರೂಪಣೆ, ಲೆಕ್ಕಕೊಡು, ಜವಾಬ್ದಾರನಾಗಿರು",,,,,,,,,
,Accountable,"ಜವಾಬ್ದಾರ, ಹೊಣೆಗಾರ, ಉತ್ತರದಾಯಿ",,,,,,,,,
,Accountability,"ಜವಾಬ್ದಾರಿಕೆ, ಹೊಣೆಗಾರಿಕೆ, ಉತ್ತರದಾಯಿತ್ವ",,,,,,,,,
,Accountant general,ಮಹಾಲೇಖಾಪಾಲ,,,,,,,,,
,Accounting procedure,ಲೆಕ್ಕಪತ್ರ ವಿಧಾನ,,,,,,,,,
,Account payee,ಖಾತೆದಾರನ ಲೆಕ್ಕಕ್ಕೆ,,,,,,,,,
,Accounts test (lower),ಲೆಕ್ಕ ಪರೀಕ್ಷೆ (ಕಿರಿಯ),,,,,,,,,
,Accounts test (higher),ಲೆಕ್ಕ ಪರೀಕ್ಷೆ (ಉನ್ನತ),,,,,,,,,
,Accredited,"ಅಂಗೀಕೃತ, ಅರ್ಹತೆ ಪಡೆದ",,,,,,,,,
,Accreditation,"ಮಾನ್ಯತೆ, ಯೋಗ್ಯತಾ ಪತ್ರಗಳನ್ನು ಒದಗಿಸುವುದು, ಯೋಗ್ಯತಾ ಪತ್ರಗಳೊಡನೆ (ರಾಜಾಸ್ಥಾನಕ್ಕು ಗೌರವ ಸ್ಥಾನಗಳಿಗೂ ಕಳುಹಿಸಿಕೊಡುವುದು) ತಕ್ಕ ಅಧಿಕಾರ ಸ್ಥಾನದಿಂದ ಅಂಗೀಕರಿಸಲ್ಪಡುವುದು, ಶಾಸ್ತ್ರಾನುಸಾರವಾದ, ಸಂಪ್ರದಾಯಾನುಸಾರವಾದ",,,,,,,,,
,Accrue,"ಕೂಡಿಬರು, ಪ್ರಾಪ್ತವಾಗು",,,,,,,,,
,Accruing,ಪ್ರಾಪ್ತವಾಗುವುದು,,,,,,,,,
,Accumulate,"ಶೇಖರಿಸು, ಒಟ್ಟುಗೂಡಿಸು, ಸಂಚಯಿಸು",,,,,,,,,
,Accuracy,"ಖಚಿತತೆ, ನಿಖರತೆ",,,,,,,,,
,Accurate,"ಖಚಿತವಾದ, ನಿಖರವಾದ, ಕರಾರುವಾಕ್ಕಾದ, ಸರಿಯಾದ",,,,,,,,,
,Accuse,"ದೋಷಾರೋಪಣೆ ಮಾಡು, ಅಪಾದಿಸು, ತಪ್ಪುಹೊರಿಸು",,,,,,,,,
,Accused,ಆಪಾದಿತ,,,,,,,,,
,Accuser,"ಆಪಾದಕ, ಆಪಾದನೆ ಹೊರಿಸುವವನು",,,,,,,,,
,Accustomed,"ಒಗ್ಗಿದ, ರೂಢಿಯಾದ",,,,,,,,,
,Achieve,ಸಾಧಿಸು,,,,,,,,,
,Acknowledge,"ಪಾವತಿ ಬರೆ, ತಲುಪಿದ ಬಗ್ಗೆ, ತಿಳಿಸು, ಕೃತಜ್ಞತೆ ಹೇಳು",,,,,,,,,
,Acknowledged authority,"ಮಾನ್ಯಮಾಡಲಾದ ವಿದ್ವಾಂಸ, ಅಧಿಕಾರಿಕ ವಿದ್ವಾಂಸ, ಪ್ರಮಾಣಭೂತ ವಿದ್ವಾಂಸ",,,,,,,,,
,Acknowledgement,"ಪಾವತಿ ಬರೆಯುವುದು, ಸ್ವೀಕೃತಿ, ತಲುಪೊಪ್ಪಿಗೆ",,,,,,,,,
,Achievement,"ಸಾಧನೆ, ನಿರ್ವಹಣ, ಕಾರ್ಯಸಿದ್ಧಿ, ಮಹಾಕಾರ್ಯ, ಶೈಕ್ಷಣಿಕ, ಆರ್ಥಿಕ, ಆಡಳಿತಾತ್ಮಕ, ಬೌದ್ಧಿಕ ಮುಂತಾದ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಪಡೆದುಕೊಳ್ಳುವ ಪರಿಣತಿಯ ಮಹತ್ಸಾಧನೆ",,,,,,,,,
,Acquaintance,"ಪರಿಚಯ, ಪ್ರವೇಶ, ಪರಿಚಿತ ವ್ಯಕ್ತಿ",,,,,,,,,
,Acquaint,"ಪರಿಚಯ ಮಾಡಿಕೊ, ಪ್ರವೇಶ ಪಡೆದುಕೊ",,,,,,,,,
,Acquainted,"ಪರಿಚಿತ, ಗುರುತುಳ್ಳ",,,,,,,,,
,Acquiescence,ಮೌನ ಸಮ್ಮತಿ,,,,,,,,,
,Acquire,"ಆರ್ಜಿಸು, ಗಳಿಸು, ಪಡೆದುಕೊ",,,,,,,,,
,Acquisition,"ಆರ್ಜನೆ, ಗಳಿಕೆ, ಸ್ವಾಧೀನತೆ",,,,,,,,,
,Acquiescent,"ವಿನಯಸ್ಥ, ಒಪ್ಪಿಕೊಳ್ಳುವ",,,,,,,,,
,Auicqsition/possession certificate,ಸ್ವಾಧೀನ ಪತ್ರ,,,,,,,,,
,Acquit,"ಖುಲಾಸೆ ಮಾಡು, ದೋಷವಿಮುಕ್ತಿ ಮಾಡು, ಬಿಡುಗಡೆ ಮಾಡು",,,,,,,,,
,Acquittance,"ಬಿಡುಗಡೆ, ಹಣಪಾವತಿ, ವೇತನಪಾವತಿ, ಬಟವಾಡೆ",,,,,,,,,
,Acquittance register,"ವೇತನ ಪಾವತಿ ರಿಜಿಸ್ಟರ್‌, ಹಣ ಪಾವತಿ ರಿಜಿಸ್ಟರ್‌",,,,,,,,,
,Acquittance roll,"ಹಣಪಾವತಿ ಪಟ್ಟಿ, ವೇತನ ಪಟ್ಟಿ",,,,,,,,,
,Act,"ಕಾರ್ಯ, ಕ್ರಿಯೆ, ಕಾಯ್ದೆ, ಕೃತ್ಯ, ಅಧಿನಿಯಮ, ವರ್ತಿಸು, ಕೆಲಸ",,,,,,,,,
,"Advocates, Acts",ವಕೀಲರುಗಳ ಕಾನೂನು,,,,,,,,,
,Easements act,ಅನುಭೋಗದ ಹಕ್ಕು,,,,,,,,,
,Indian succession act,ಭಾರತೀಯ ಉತ್ತರಾಧಿಕಾರ,,,,,,,,,
,Acting,"ಹಂಗಾಮಿ, ನಿರ್ವಾಹಿ, ಬದಲಿ ನಿರ್ವಾಹ, ಅಭಿನಯ",,,,,,,,,
,Acting allowance,ಬದಲಿ ನಿರ್ವಹಣೆ ಭತ್ಯೆ,,,,,,,,,
,Acting in good faith,ಸದುದ್ದೇಶದಿಂದ ವರ್ತಿಸು,,,,,,,,,
,Acting in official capacity,ಅಧಿಕಾರ ಸ್ಥಾನ ಬಲದಿಂದ ಕಾರ್ಯನಿರ್ವಹಿಸು,,,,,,,,,
,Action,"ಕ್ರಮ, ಕ್ರಿಯೆ, ಕಾನೂನು ರೀತ್ಯಾ ಕ್ರಮ",,,,,,,,,
,Action plan,ಕ್ರಿಯಾ ಯೋಜನೆ,,,,,,,,,
,Active,"ಸಕ್ರಿಯ, ತೀವ್ರ, ಕ್ರಿಯಾಶೀಲ, ಉದ್ದೇಶಪೂರ್ವಕ",,,,,,,,,
,Active consideration,"ಸಕ್ರಿಯ ಪರಿಗಣನೆ, ಕ್ರಿಯಾಶೀಲ ಪರಿಶೀಲನೆ",,,,,,,,,
,Active services,ಸಕ್ರಿಯ ಸೇವೆ,,,,,,,,,
,Activity,ಚಟುವಟಿಕೆ,,,,,,,,,
,Act of commission and omission,ತಪ್ಪು-ಒಪ್ಪುಗಳ ಕ್ರಿಯೆ,,,,,,,,,
,Act of misconduct,ದುರ್ವರ್ತನೆ ಕ್ರಿಯೆ,,,,,,,,,
,Action song,"ಕ್ರಿಯಾತ್ಮಕ ಗೀತೆ, ಅಭಿನಯಾತ್ಮಕ ಗೀತೆ",,,,,,,,,
,Actual,"ವಾಸ್ತವಿಕ, ಯಥಾರ್ಥ",,,,,,,,,
,Actual cost,"ನಿಜವಾದ ಬೆಲೆ, ವಾಸ್ತವಿಕ ವೆಚ್ಚ",,,,,,,,,
,Actuals and targets,ವಾಸ್ತವಿಕಗಳು ಮತ್ತು ಗುರಿಗಳು,,,,,,,,,
,Act upon,"ಕ್ರಮಕೈಗೊಳ್ಳು, ಜಾರಿಗೊಳಿಸು",,,,,,,,,
,Actuate,"ಚಾಲನೆ ನೀಡು, ಕೆರಳಿಸು",,,,,,,,,
,Acumen,ತೀಕ್ಷ್ಣಬುದ್ಧಿ,,,,,,,,,
,Acute,"ತೀವ್ರ, ತೀಕ್ಷ್ಣ",,,,,,,,,
,Anno Domini (A.D.),ಕ್ರಿಸ್ತಶಕ,,,,,,,,,
,Adamant,"ಮೊಂಡು, ಕಠಿಣ, ಅಭೇದ್ಯ",,,,,,,,,
,Adapt,"ಅಳವಡಿಸಿಕೊಳ್ಳು, ಹೊಂದಿಸು",,,,,,,,,
,Adaptation,"ಅಳವಡಿಕೆ, ರೂಪಾಂತರ",,,,,,,,,
,Add,"ಸೇರಿಸು, ಕೂಡಿಸು, ಕೂಡು",,,,,,,,,
,Addendum,"ಜೋಡಿಕೆ, ಸೇರ್ಪಡಿಕೆ, ಸೇರ್ಪಡೆ",,,,,,,,,
,Addict,"ವ್ಯಸನಿ, ಚಟ ಉಳ್ಳವನು",,,,,,,,,
,Addition,"ಕೂಡುವುದು, ಸಂಕಲನ, ಸೇರ್ಪಡೆ",,,,,,,,,
,Additional,"ಅಧಿಕ, ಹೆಚ್ಚುವರಿ",,,,,,,,,
,Additional pay,ಹೆಚ್ಚುವರಿ ವೇತನ,,,,,,,,,
,Additional and alterations,ಸೇರ್ಪಡೆಗಳು ಮತ್ತು ಮಾರ್ಪಾಡುಗಳು,,,,,,,,,
,Addressee,ವಿಳಾಸದಾರ,,,,,,,,,
,Adduce,"ಒದಗಿಸು, ಉದಾಹರಿಸು, ಮಂಡಿಸು",,,,,,,,,
,Adept,"ಸಮರ್ಥ, ನಿಪುಣ",,,,,,,,,
,Adequate,"ಸಾಕಷ್ಟು, ಬಹಳಷ್ಟು",,,,,,,,,
,Adequate precaution,ಸಾಕಷ್ಟು/ತಕ್ಕ ಮುನ್ನೆಚ್ಚರಿಕೆ,,,,,,,,,
,Adhere,ಅಂಟಿಕೊ,,,,,,,,,
,Adhesive,"ಅಂಟು, ಗೋಂದು",,,,,,,,,
,Ad hoc,"ತದುದ್ದೇಶಿತ, ತತ್‌ಪೂರ್ತಿ, ವಿಶಿಷ್ಟ ಉದ್ದೇಶದ",,,,,,,,,
,Adjacent,"ಪಕ್ಕದ, ಮಗ್ಗುಲಿನ",,,,,,,,,
,Adjoining,"ನೆರೆಯ, ಪಕ್ಕದ, ನೆರೆಹೊರೆಯ",,,,,,,,,
,Adjourn,ಮುಂದೂಡು,,,,,,,,,
,Adjourned meeting,ಮುಂದೂಡಿದ ಸಭೆ,,,,,,,,,
,Adjournment,"ಮುಂದೂಡಿಕೆ, ನಿಲುವಳಿ",,,,,,,,,
,Adjournment motion,ನಿಲುವಳಿ ಸೂಚನೆ,,,,,,,,,
,Adjunct,"ಅಪ್ರಧಾನ, ಗೌಣ",,,,,,,,,
,Adjudge,"ನ್ಯಾಯ ನಿರ್ಣಯಿಸು, ತೀರ್ಪುಕೊಡು",,,,,,,,,
,Adjudication,"ನ್ಯಾಯನಿರ್ಣಯ, ತೀರ್ಪುನೀಡಿಕೆ",,,,,,,,,
,Adjust,ಹೊಂದಾಕೊಳ್ಳು,,,,,,,,,
,Adjustment,ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Adjustment of account,ಲೆಕ್ಕಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Adjutant,ಸಹಾಯಕ,,,,,,,,,
,Administer,"ಆಡಳಿತ ನಡೆಸು, ಪ್ರಮಾಣ ಮಾಡಿಸು, ನ್ಯಾಯ ನೀಡು",,,,,,,,,
,Administrator,ಆಡಳಿತಾಧಿಕಾರಿ,,,,,,,,,
,Administration,ಆಡಳಿತ,,,,,,,,,
,Administrative,"ಆಡಳಿತ, ಆಡಳಿತಾತ್ಮಕ",,,,,,,,,
,Administrative approval,ಆಡಳಿತಾತ್ಮಕ ಅನುಮೋದನೆ,,,,,,,,,
,Administrative assistant,ಆಡಳಿತ ಸಹಾಯಕ,,,,,,,,,
,Administrative charge,"ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಭಾರ, ಅಡಳಿತಾತ್ಮಕ ಪ್ರಭಾರ",,,,,,,,,
,Administrative clearance,"ಆಡಳಿತಾತ್ಮಕ ವಿಲೇವಾರಿ, ಆಡಳಿತಾತ್ಮಕ ವಿಮೋಚನೆ",,,,,,,,,
,Administrative expenses,ಆಡಳಿತ ವೆಚ್ಚಗಳು,,,,,,,,,
,Administrative machinery,ಆಡಳಿತ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Administrative office,ಆಡಳಿತ ಕಚೇರಿ,,,,,,,,,
,Administrative officer,ಆಡಳಿತಾಧಿಕಾರಿ,,,,,,,,,
,Administrative reform,ಆಡಳಿತ ಸುಧಾರಣೆ,,,,,,,,,
,Administrative standards,ಆಡಳಿತಾತ್ಮಕ ಮಾನಕಗಳು,,,,,,,,,
,Administrative training,ಆಡಳಿತ ತರಬೇತಿ,,,,,,,,,
,Admirable,"ಶ್ಲಾಘನೀಯ, ಪ್ರಶಂಸನೀಯ, ಮೆಚ್ಚತಕ್ಕ",,,,,,,,,
,Admissible,"ಅಂಗೀಕಾರಾರ್ಹ, ಸ್ವೀಕಾರಾರ್ಹ",,,,,,,,,
,Admissibility,ಅಂಗೀಕಾರಾರ್ಹತೆ,,,,,,,,,
,Admission,"ಪ್ರವೇಶ, ಸ್ವೀಕಾರ, ಅಂಗೀಕಾರ, ಒಪ್ಪಿಗೆ",,,,,,,,,
,Admission ticket,ಪ್ರವೇಶಪತ್ರ,,,,,,,,,
,Admit,"ಸೇರಿಸಿಕೊ, ಪ್ರವೇಶಕೊಡು, ಅಂಗೀಕರಿಸು",,,,,,,,,
,Admonish,ವಾಗ್ದಂಡನೆ ವಿಧಿಸು,,,,,,,,,
,Admit ones mistake,ತಪ್ಪೊಪ್ಪಿಕೊ,,,,,,,,,
,Admonition,ವಾಗ್ದಂಡನೆ ವಿಧಿಸು,,,,,,,,,
,Adopt,"ಸ್ವೀಕಾರಮಾಡು, ಅಂಗೀಕರಿಸು, ದತ್ತುತೆಗೆದುಕೊ",,,,,,,,,
,Adoption,"ಅಂಗೀಕಾರ, ಸ್ವೀಕಾರ, ದತ್ತುಸ್ವೀಕಾರ, ದತ್ತಕ",,,,,,,,,
