ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Brain,,ಮೆದುಳು,,,,,,,
,,Branding,,ಬರೆಹಾಕುವುದು,,,,,,,
,,Breeding,,ತಳಿವರ್ಧನೆ,,,,,,,
,,Breeding farm,,ತಳಿವರ್ಧನ ಕ್ಷೇತ್ರ,,,,,,,
,,Broil,,ಸುಟ್ಟ ಮಾಂಸ,,,,,,,
,,Broiler,,ಮಾಂಸದ ಕೋಳಿ,,,,,,,
,,Broken Egg,,ಒಡೆದ ಮೊಟ್ಟೆ,,,,,,,
,,Bronchitis,,"ಬ್ರಾಂಕೈಟಿಸ್, ಶ್ವಾಸನಾಳದ ಊತ",,,,,,,
,,Brood,,"ಪ್ರಾಣಿಗಳ ಗುಂಪು, ಹಿಂಡು",,,,,,,
,,Brooding,,ಕಾವು ಕೂರುವುದು,,,,,,,
,,Browse,,ಮೇಯುವುದು,,,,,,,
,,Brucellosis,,"ಬ್ರಸೆಲೋಸಿಸ್, ಕಂದುಹಾಕುವ ರೋಗ",,,,,,,
,,Buckwheat,,ಕುದುರೆ ಧಾನ್ಯ,,,,,,,
,,Buff,,ದಪ್ಪ ತೊಗಲು,,,,,,,
,,Buffalo,,"ಎಮ್ಮೆ, ಕೋಣ",,,,,,,
,,Buffalo Bull,,ಬೀಜದ ಕೋಣ,,,,,,,
,,Buffer Solution,,ಕಾಪು ದ್ರಾವಣ,,,,,,,
,,Bull,,"ಬೀಜದ ಹೋರಿ, ಗೂಳಿ",,,,,,,
,,Bull Calf,,ಹೋರಿಗರು,,,,,,,
,,Bullock,,ಎತ್ತು,,,,,,,
,,Bully,,ತುಂಬಿಟ್ಟ ದನದ ಮಾಂಸ,,,,,,,
,,Bumblefoot,,(ಕೋಳಿಯ ) ಅಂಗಾಲು ಹುಣ್ಣು,,,,,,,
,,Bunch,,"ಗುಂಪು, ಮಂದೆ, ಹಿಂಡು",,,,,,,
,,Butcher,,ಕಟುಕ,,,,,,,
,,Butcher's meat,,ಆಹಾರ ಮಾಂಸ,,,,,,,
,,Butchery,,ಕಸಾಯಿಖಾನೆ,,,,,,,
,,Butt,,ದನದ ದಪ್ಪತೊಗಲು,,,,,,,
,,Butter,,ಬೆಣ್ಣೆ,,,,,,,
,,Byre,,ದನದ ಕೊಟ್ಟಿಗೆ,,,,,,,
,,Calf,,ಕರು,,,,,,,
,,Calf Box,,ಕ್ರೋಮ್ ಹದಮಾಡಿದ ಕರುವಿನ ತೊಗಲು,,,,,,,
,,Calf Diphtheria,,ಕರುಗಂಟಲಮಾರಿ,,,,,,,
,,Calf leather,,ಕರು ತೊಗಲು,,,,,,,
,,Calf Rally,,ಕರು ಪ್ರದರ್ಶನ,,,,,,,
,,Calf Skin,,ಕರು ತೊಗಲು,,,,,,,
,,Calf Subsidy,,ಕರುಸಾಕಣೆ ಸಹಾಯಧನ,,,,,,,
,,Calving,,ಕರುಹಾಕುವುದು,,,,,,,
,,Canine Distemper,,ನಾಯಿ ಕಾಯಿಲೆ,,,,,,,
,,Capon,,ಬೀಜ ತೆಗೆದು ಬಲಿಸಿದ ಹುಂಜ,,,,,,,
,,Caponisation,,ಹುಂಜವನ್ನು ಕಸಿ ಮಾಡುವುದು,,,,,,,
,,Carbohydrates,,ಪಿಷ್ಟ ಪದಾರ್ಥಗಳು,,,,,,,
,,Carcass,,ಹೆಣ,,,,,,,
,,Casein,,ಹಾಲಿನ ಸಸಾರಜನಕ ವಸ್ತು,,,,,,,
,,Casting Rope,,ದನ ಕೆಡವುವ ಹಗ್ಗ,,,,,,,
,,Casting Shed,,ದನ ಕೆಡವುವ ಕೊಟ್ಟಿಗೆ,,,,,,,
,,Castor Oil,,ಹರಳೆಣ್ಣೆ,,,,,,,
,,Castration,,ಬೀಜ ಒಡೆಯುವುದು,,,,,,,
,,Castrator,,ಹಿಡಗೋಲು,,,,,,,
,,Cattle,,ಜಾನುವಾರು,,,,,,,
,,Cattle Breeding,,ಪಶುಸಂವರ್ಧನೆ,,,,,,,
,,Cattle Byre,,ದನದ ಕೊಟ್ಟಿಗೆ,,,,,,,
,,Cattle Development,,ಜಾನುವಾರು ಅಭಿವೃದ್ಧಿ,,,,,,,
,,Cattle Dung,,ಸಗಣಿ,,,,,,,
,,Cattle -feeder,,ದನಗಳ ಆಹಾರ ಪ್ರಮಾಣ ಯಂತ್ರ,,,,,,,
,,Cattle -leader,,ಮೂಗುದಾರ,,,,,,,
,,Cattle pen,,ದನದ ರೊಪ್ಪ,,,,,,,
,,Cattle Plague,,ದನಗಳ ದೊಡ್ಡ ರೋಗ,,,,,,,
,,Cattle Pound,,ದನದ ದೊಡ್ಡಿ,,,,,,,
,,Census,,ಗಣತಿ,,,,,,,
,,Cesspit,,"ಗೊಬ್ಬರದ ಗುಂಡಿ, ತಿಪ್ಪೆ",,,,,,,
,,Chaff,,"ಹೊಟ್ಟು, ಚೂರು ಹುಲ್ಲು",,,,,,,
,,Chaff cutter,,ಮೇವು ಕತ್ತರಿಸುವ ಯಂತ್ರ,,,,,,,
,,Check,,"ಪರೀಕ್ಷಿಸು, ತನಿಖೆ ಮಾಡು, ಅಡ್ಡಿ, ತಡೆ",,,,,,,
,,Cheese,,ಒಣಗಿಣ್ಣು,,,,,,,
,,Cheesemonger,,ಬೆಣ್ಣೆ ವ್ಯಾಪಾರಿ,,,,,,,
,,Chick,,ಕೋಳಿಮರಿ,,,,,,,
,,Chicken,,ಕೋಳಿಮಾಂಸ,,,,,,,
,,Chicken Feeders,,ಕೋಳಿಮರಿ ತಿಂಡಿ ಪಾತ್ರೆ,,,,,,,
,,Chicken meat,,ಕೋಳಿ ಮಾಂಸ,,,,,,,
,,Chicken pox,,ಸೀತಾಳೆ ಸಿಡುಬು,,,,,,,
,,Chick Mash,,ಕೋಳಿಮರಿ ಮೇವು,,,,,,,
,,Choking,,ಶ್ವಾಸ / ಉಸಿರುಕಟ್ಟುವುದು,,,,,,,
,,Chronic Respiratory Disease,,ಹಳೆಯ ದಮ್ಮುರೋಗ,,,,,,,
,,Clipping of Sheep,,ಉಣ್ಣೆ ಸವರಿಕೆ,,,,,,,
,,Cluster,,ಮಂದೆ,,,,,,,
,,Cock,,ಹುಂಜ,,,,,,,
,,(Coeliac) Pain,,ಹೊಟ್ಟೆ ನೋವು,,,,,,,
,,Colestrim,,ಗಿಣ್ಣು ಹಾಲು,,,,,,,
,,Collapse,,ಕುಸಿತ,,,,,,,
,,Commonage,,ಗೋಮಾಳದ ಹಕ್ಕು,,,,,,,
,,Compost pit,,"ಕಂಪೋಸ್ಟ್ ಗುಂಡಿ, ಕೃತಕ ಗೊಬ್ಬರದ ಗುಂಡಿ",,,,,,,
,,Conception,,"ಗರ್ಭಧಾರಣೆ, ಫಲಕಟ್ಟುವುದು",,,,,,,
,,Contact,,ಸೋಂಕು ವಾಹಕ,,,,,,,
,,Contagious Abortion,,ಸಾಂಕ್ರಾಮಿಕ ಗರ್ಭಪಾತ,,,,,,,
,,Contagious Disease,,"ಸಾಂಕ್ರಾಮಿಕ ರೋಗ, ಅಂಟು ಜಾಡ್ಯ",,,,,,,
,,Contagium,,ಸೋಂಕುವಾಹಕ ವಸ್ತು,,,,,,,
,,Control of Epidemics,,ಸಾಂಕ್ರಮಿಕ ರೋಗ ನಿಯಂತ್ರಣ,,,,,,,
,,Coop,,ಕೋಳಿಹಂಜರ,,,,,,,
,,Coryza,,ನೆಗಡಿ,,,,,,,
,,Cover,,ಗಂಡು ಕುದುರೆ ಹಾರಿಸು,,,,,,,
,,Cow,,ಹಸು,,,,,,,
,,Cowboy - Cowherd,,"ದನಗಾಹಿ, ಗೋವಳಿಗ",,,,,,,
,,Cow - calf,,"ಹೆಣ್ಣುಕರು, ಹೆಂಗರು",,,,,,,
,,Cow - hide,,ದನದ ಚರ್ಮ,,,,,,,
,,Cow - pea,,ಹಲಸಂದೆ,,,,,,,
,,Cowpox,,ದನದ ಸಿಡುಬು,,,,,,,
,,Cowpuncher,,ದನದ ಮಂದೆಯನ್ನುಹೊಡೆದುಕೊಂಡು ಹೋಗುವವನು; ಮಂದೆಗಾಹಿ,,,,,,,
,,Cram,,ಮೇವು ತುರುಕು,,,,,,,
,,Cratch,,ಗೊದಣ,,,,,,,
,,Cream,,ಕೆನೆ,,,,,,,
,,Creamery,,ಹೈನಿನಂಗಡಿ,,,,,,,
,,Cross,,ತಳಿಗಳ ಮಿಶ್ರಣ,,,,,,,
,,Cross Breed,,"ಮಿಶ್ರತಳಿ, ಅಡ್ಡತಳಿ",,,,,,,
,,Cross Breed Cow,,ಮಿಶ್ರತಳಿ ಹಸು,,,,,,,
,,Cross Breeding,,ಮಿಶ್ರತಳಿ ವರ್ಧನೆ,,,,,,,
,,Cull,,"ತೆಗೆ, ಆರಿಸು, ಮಂದೆಯಿಂದ ಬೇರ್ಪಡಿಸಿದ ದನ",,,,,,,
,,Culver,,"ಪಾರಿವಾಳ, ಕಪೋತ",,,,,,,
,,Curd,,ಮೊಸರು,,,,,,,
,,Dag,,ಉಣ್ಣೆಯ ಬೊಂತೆ,,,,,,,
,,Dairy,,"ಡೈರಿ, ಹೈನುಗಾರಿಕೆ, ಕ್ಷೀರಾಗಾರ",,,,,,,
,,Dairy Cow,,ಕರಾವು,,,,,,,
,,Dairy Extension,,ಹೈನುಗಾರಿಕೆ ವಿಸ್ತರಣ,,,,,,,
,,Dairy Farmer,,ಹೈನುಗಾರ,,,,,,,
,,Dairy Maid,,ಹಾಲು ಮಾರುವವಳು,,,,,,,
,,Dairyman,,ಹಾಲು ಮಾರುವವನು,,,,,,,
,,Dairy product,,ಹೈನು ಉತ್ಪನ್ನ,,,,,,,
,,Dairy project,,ಹೈನು ಯೋಜನೆ,,,,,,,
,,Dairy van,,ಹಾಲಿನ ವ್ಯಾನು,,,,,,,
,,Debeaking,,ಕೊಕ್ಕು ಕತ್ತರಿಸುವುದು,,,,,,,
,,Debility,,"ನಿತ್ರಾಣ, ಬಲಹೀನತೆ",,,,,,,
,,Deccani sheep,,ದಖನ್ ಕುರಿ,,,,,,,
,,Deep Litter,,ಕಸದ ಹಾಸಿಗೆ,,,,,,,
,,Defecation,,"ಸಗಣಿ ಹಾಕುವುದು, ಸಗಣಿ ತೆಗೆಯುವುದು",,,,,,,
,,Deficiency Disease,,ಕೊರತೆ ರೋಗ,,,,,,,
,,Deformity,,ಊನತೆ,,,,,,,
,,Defreezing,,ಮಂಜು ಕರಗಿಸುವುದು,,,,,,,
,,Dehorning,,ಕೊಂಬು ಬೆಳೆಯದಂತೆ ತಡೆ,,,,,,,
,,Dehydration,,ನಿರ್ಜಲೀಕರಣ,,,,,,,
,,Delivery,,"ಹೆರಿಗೆ, ಕರು ಹಾಕುವುದು, ಮರಿ ಹಾಕುವುದು",,,,,,,
,,Deodorant,,ದುರ್ಗಂಧನಾಶಕ,,,,,,,
,,Depasturage,,ಮೇಯಿಸುವ ಹಕ್ಕು,,,,,,,
,,Depasture,,ಹುಲ್ಲುಗಾವಲಿನಲ್ಲಿ ಮೇಯಿಸು,,,,,,,
,,Dewlap,,ಗಂಗೆದೊವಲು,,,,,,,
,,Deworming,,ಜಂತು ಹುಳು ತೆಗೆಯುವುದು,,,,,,,
,,Diagnosis,,ರೋಗನಿಧಾನ,,,,,,,
,,Diarrhoea,,"ಅತಿಸಾರ, ಭೇದಿ",,,,,,,
,,Diet,,"ಆಹಾರ ಕ್ರಮ, ಪಥ್ಯ",,,,,,,
,,Digestion,,"ಪಚನ, ಜೀರ್ಣಕಾರ್ಯ",,,,,,,
,,Dip,,"ಅದ್ದು, ಕುರಿತೊಳೆವ ಔಷಧ ದ್ರವ",,,,,,,
,,Dipping,,ಅದ್ದುವುದು,,,,,,,
,,Disease,,ರೋಗ ಕಾಯಿಲೆ,,,,,,,
,,Disinfectant,,ಸೋಂಕು ನಿವಾರಕ,,,,,,,
,,Disinfection,,ಸೋಂಕು ನಿವಾರಣೆ,,,,,,,
,,Dispensary,,ಔಷಧಾಲಯ,,,,,,,
,,Docking,,ಬಾಲ ಕತ್ತರಿಸುವುದು,,,,,,,
,,Docktailed,,ಮೊಂಡು ಬಾಲದ,,,,,,,
,,Dorset Horn Sheep,,ಡಾರ್ಸೆಟ್ ಕೊಂಬಿನ ಕುರಿ,,,,,,,
,,Dove,,ಪಾರಿವಾಳ,,,,,,,
,,Down,,ಹಕ್ಕಿಯ ತುಪ್ಪುಳು,,,,,,,
,,Drake,,ಗಂಡುಬಾತು,,,,,,,
,,Draught Animal,,"ಭಾರ ಎಳೆಯುವ ಪ್ರಾಣಿ, ಉಳುಮೆ ದನ",,,,,,,
,,Drench,,ಗೊಟ್ಟ,,,,,,,
,,Droppings,,"ಸಗಣಿ, ಹಿಕ್ಕೆ",,,,,,,
,,Duck,,ಬಾತು,,,,,,,
,,Dung,,ಸಗಣಿ,,,,,,,
,,Dung cake,,ಬೆರಣಿ,,,,,,,
,,Dung Cart,,ಗೊಬ್ಬರದ ಬಂಡಿ,,,,,,,
,,Dunghill,,ತಿಪ್ಪೆ,,,,,,,
,,Dunghill Cock,,ಮನೆಕೋಳಿ,,,,,,,
,,Eczema,,"ಇಸುಬು, ಗಜಕರ್ಣಿ",,,,,,,
,,Egg,,"ಮೊಟ್ಟೆ, ತತ್ತಿ",,,,,,,
,,Egg grader,,ಮೊಟ್ಟೆ ವಿಂಗಡಿಸು,,,,,,,
,,Egg Marketing,,ಮೊಟ್ಟೆ ಮಾರುಕಟ್ಟೆ,,,,,,,
,,Egg Shell,,ಮೊಟ್ಟೆಯ ಚಿಪ್ಪು,,,,,,,
,,Egg Yolk,,ಮೊಟ್ಟೆ ಬಂಡಾರ,,,,,,,
,,Embryo,,ಭ್ರೂಣ,,,,,,,
,,Embryotomy,,ಭ್ರೂಣನಾಶ,,,,,,,
,,Embryogenesis,,ಭ್ರೂಣೋತ್ಪತ್ತಿ,,,,,,,
,,Energy,,"ಶಕ್ತಿ, ಬಲ",,,,,,,
,,Ensilage,,ಹಸಿರು ಮೇವು,,,,,,,
,,Enumerator,,"ಗಣಕ, ಎಣಿಕೆಗಾರ",,,,,,,
,,Enzootic,,(ಒಂದು) ಪಶುವ್ಯಾಧಿ,,,,,,,
,,Epidemic,,ಸಾಂಕ್ರಮಿಕ ರೋಗ,,,,,,,
,,Epidermis,,ಹೊರಚರ್ಮ,,,,,,,
,,Equines,,ಅಶ್ವಜಾತಿ,,,,,,,
,,Eversion of Uterus,,ಗರ್ಭಕೋಶ ಹೊರವೇಗುಚ್ಚು,,,,,,,
,,Ewe,,ಹೆಣ್ಣು ಕುರಿ,,,,,,,
,,Extra,,ಅತಿ,,,,,,,
,,Farm,,"ಹೊಲ, ಕ್ಷೇತ್ರ",,,,,,,
,,Farm Cooler,,ಶೀತಕ ಯಂತ್ರ,,,,,,,
,,Farm yard,,ಹೊಲದ ಅಂಗಳ,,,,,,,
,,Farm yard Manure,,"ಹಟ್ಟಿಗೊಬ್ಬರ, ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ",,,,,,,
,,Farrier,,ಅಶ್ವವೈದ್ಯ,,,,,,,
,,Farriery,,ಅಶ್ವವೈದ್ಯ,,,,,,,
,,Fat,,"ಕೊಬ್ಬು, ಜಿಡ್ಡು",,,,,,,
,,Fatting,,ಕೊಬ್ಬಿಸಿದ ಮರಿ,,,,,,,
,,Feed,,"ಆಹಾರ , ಮೇವು, ಮೇವು ಹಾಕು",,,,,,,
,,Feeder,,ಮೇವಿನ ಪಾತ್ರೆ,,,,,,,
,,Feed Formula,,ಆಹಾರ ಸೂತ್ರ,,,,,,,
,,Feeding Habit,,ಆಹಾರ ಪದ್ಧತಿ,,,,,,,
,,Feed Supplement,,ಆಹಾರ ಪೂರಕ,,,,,,,
,,Feed up,,ಕೊಬ್ಬಿಸು,,,,,,,
,,Felteric,,ಕುದುರೆ (ಒಂದು) ರೋಗ,,,,,,,
,,Fertilization,,ಗರ್ಭದಾನ,,,,,,,
,,Field,,"ಹೊಲ, ಕ್ಷೇತ್ರ",,,,,,,
,,Fillet,,ಕರುಕಾಲು ಮಾಂಸ,,,,,,,
,,Fish - meal,,ಮೀನುಪುಡಿ,,,,,,,
,,Fivaccino,,ಕೊಕ್ಕರೆ ರೋಗಲಸಿಕೆ,,,,,,,
,,Fleece,,ತುಪ್ಪಟ,,,,,,,
,,Flesher,,ಕಸಾಯಿ,,,,,,,
,,Flock,,"ಹಿಂಡು, ಮಂದೆ",,,,,,,
,,Flock master,,ಕುರುಬ,,,,,,,
,,Flocks and herds,,"ಹಿಂಡು, ಮಂದೆದನಕರುಗಳು",,,,,,,
,,Fodder,,"ಮೇವು, ಒಣಹುಲ್ಲು",,,,,,,
,,Fodder development,,ಮೇವಿನ ಅಭಿವೃದ್ಧಿ,,,,,,,
,,Foot Bath,,ಕಾಲು ತೊಳೆ ದ್ರಾವಣ,,,,,,,
,,Foot and mouth disease,,ಕಾಲು ಮತ್ತು ಬಾಯಿ ರೋಗ,,,,,,,
,,Foot and mouth disease vaccine,,ಕಾಲು ಮತ್ತು ಬಾಯಿ ರೋಗ ಲಸಿಕೆ,,,,,,,
,,Forage,,ಮೇವು,,,,,,,
,,Foundation Stock,,ಮೂಲಗುಂಪು,,,,,,,
,,Fowl Cholera,,ಕೋಳಿಕಾಲರ,,,,,,,
,,Fowl pox,,ಕೋಳಿ ಸಿಡುಬು,,,,,,,
,,Fowls,,ಕೋಳಿಗಳು,,,,,,,
,,Freemartin,,ಪಶುಜಾತಿ ದ್ವಿಲಿಂಗಿ,,,,,,,
,,Furrowing,,ಹಂದಿ ಮರಿಹಾಕುವುದು,,,,,,,
,,Galeeny,,ಬಾತುಕೋಳಿ,,,,,,,
,,Gallinacean,,ಕೋಳಿಜಾತಿ ಪಕ್ಷಿ,,,,,,,
,,Gammon,,ಉಪ್ಪುಹಾಕಿ ಒಣಗಿಸಿದ ಹಂದಿಯ ತೊಡೆಯ ಮಾಂಸ,,,,,,,
,,Gander,,ಗಂಡು ಬಾತು,,,,,,,
,,Garget,,ಗಂಟಲ ಊತ; ಕೆಚ್ಚಲ ಊತ,,,,,,,
,,Gastritis,,ಜಠರದ ಉರಿತ,,,,,,,
,,Geneties,,ತಳಿವಿಜ್ಞಾನ,,,,,,,
,,Gestation,,"ಗಬ್ಬದ ಕಾಲ, ಗರ್ಭಾವಸ್ಥೆ",,,,,,,
,,Ghee,,ತುಪ್ಪ,,,,,,,
,,Gilt,,ಹೆಣ್ಣು ಹಂದಿಮರಿ,,,,,,,
,,Gir cow,,ಗಿರ್ಹಸು,,,,,,,
,,Glanders,,ಕುದುರೆ ಸಿಂಬಳ ರೋಗ,,,,,,,
,,Goat,,"ಮೇಕೆ, ಆಡು",,,,,,,
,,Goatherd,,ಆಡುಗಾಹಿ,,,,,,,
,,Goatling,,ಆಡಿನ ಮರಿ,,,,,,,
,,Goat skin,,ಆಡಿನ ಚರ್ಮ,,,,,,,
,,Goggle,,ತತ್ತರಿಕೆ ರೋಗ,,,,,,,
,,Gosadan,,ಗೋಶಾಲೆ,,,,,,,
,,Grama (mma),,ಗಿಡ್ಡಹುಲ್ಲು,,,,,,,
,,Grass,,ಹುಲ್ಲು,,,,,,,
,,Grazing,,"ಮೇಯುವಿಕೆ, ಹುಲ್ಲುಗಾವಲು",,,,,,,
,,Green,,ಹಸಿರು ಹುಲ್ಲು ಸೊಪ್ಪು,,,,,,,
,,Grazing crop,,ಹಸಿರು ಪೈರು,,,,,,,
,,Groom,,"ಕಾಸ್ತಾರ, ಕುದುರೆಯ ಆಳು",,,,,,,
,,Grooming,,ಕುದುರೆಗೆ ಮಾಲೀಸು ಮಾಡುವುದು,,,,,,,
,,Grouse,,ತುಪ್ಪಳಗಾಲಿನ ಕೋಳಿ,,,,,,,
