ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Aboard,"ವಿಮಾನದಲ್ಲಿ, ಕಾರಿನಲ್ಲಿ, ರೈಲಿನಲ್ಲಿ, ಯಾವುದಾದರೂ ಪ್ರಯಾಣ ಸಾಧನದಲ್ಲಿ",,,adjective,,,,,,
,Abolish,"ರದ್ದುಪಡಿಸು, ನಿರ‍್ಮೂಲಮಾಡು",,,verb,,,,,,
,Abolition,"ನಿರ‍್ಮೂಲನ, ರದ್ದತಿ",,,noun,,,,,,
,Abominable,"ಅಸಹ್ಯಕರ, ಹೇಸಿಗೆಯ",,,adjective,,,,,,
,Aboriginal,"ಆದಿವಾಸಿ, ಬುಡಕಟ್ಟು ಜನ",,,noun,,,,,,
,Aborigines,ಆದಿವಾಸಿ ಜನಗಳು,,,noun,,,,,,
,Abort,"1. ಮೈಯಿಳಿ, ಗರ್ಭಪಾತವಾಗು 2. ವಿಫಲಗೊಳಿಸು",,,verb,,,,,,
,Abortion,"ಗರ್ಭಸ್ರಾವ, ಗರ್ಭಪಾತ",,,noun,,,,,,
,Abortive,"ವಿಫಲವಾದ, ವ್ಯರ್ಥ, ಕೈಗೂಡದ",,,adjective,,,,,,
,Abound,"ತುಂಬಿರು, ಸಮೃದ್ಧವಾಗಿರು",,,verb,,,,,,
,Above board,"ಸಂಶಯಾತೀತ, ನಿಂದಾತೀತ",,,verb,,,,,,
,Above par,"1. ಪೇಟೆಧಾರಣೆಗೆ ಮೀರಿದ 2. ಸಾಮಾನ್ಯರಿಗಿಂತ ಅಧಿಕವಾದ, ಸಾಮಾನ್ಯರಿಗಿಂತ ಉನ್ನತವಾದ",,,verb,,,,,,
,Above par value,ಹೆಚ್ಚು ಲಾಭಕ್ಕಾಗಿ,,,verb,,,,,,
,Above said,"ಮೇಲೆ ಹೇಳಿದ ಮೇಲೆ ತಿಳಿಸಿದ, ಸದರಿ",,,verb,,,,,,
,Above the mark,ಸಾಮಾನ್ಯತೆಗಿಂತ ಉನ್ನತವಾದ,,,verb,,,,,,
,Abrasion,"ಉಜ್ಜಿ ಆದ ಗಾಯ, ತಿಕ್ಕಿ ಉಂಟಾದ ಗಾಯ",,,noun,,,,,,
,Abridge,"ಸಂಕ್ಷೇಪಿಸು, ಕಿರಿದುಮಾಡು",,,verb,,,,,,
,Abridgement,"ಸಂಕ್ಷೇಪ, ಸಂಗ್ರಹ",,,noun,,,,,,
,Abroad,"ದೇಶಾಂತರದಲ್ಲಿ, ವಿದೇಶದಲ್ಲಿ",,,adverb,,,,,,
,Abrogate,"ರದ್ದುಗೊಳಿಸು, ಕಿತ್ತುಹಾಕು",,,verb,,,,,,
,Abrogation,"ರದ್ದು, ರದ್ದತಿ",,,noun,,,,,,
,Abrupt,"ಹಠಾತ್ತನೆ, ಇದ್ದಕ್ಕಿದ್ದಂತೆ, ದಿಢೀರನೆ",,,adjective,,,,,,
,Abruptly,ಹಠಾತ್ತಾಗಿ,,,adverb,,,,,,
,Abscess,"ಒಳಕುರು, ದದ್ದು, ಕೀವುನಿಂತು ಗಟ್ಟಿಯಾದುದು",,,noun,,,,,,
,Abscond,"ತಪ್ಪಿಸಿಕೊಂಡು ಹೋಗು, ಪರಾರಿಯಾಗು, ಪತ್ತೆಯಿಲ್ಲದಿರು, ತಲೆಮರೆಸಿ ಹೋಗು",,,verb,,,,,,
,Absconsion,"ಪರಾರಿಯಾಗಿರುವುದು, ತಲೆತಪ್ಪಿಸಿಕೊಂಡು ಹೋಗಿರುವಿಕೆ",,,noun,,,,,,
,Absence,"ಗೈರುಹಾಜರಿ, ಅನುಪಸ್ಥಿತಿ",,,noun,,,,,,
,Absence of mind,ಅನ್ಯಮನಸ್ಕತೆ,,,,,,,,,
,Absentee,ಗೈರುಹಾಜರಾದ ವ್ಯಕ್ತಿ,,,noun,,,,,,
,Absentee capitalism,ಪರೋಕ್ಷ ಬಂಡವಾಳಷಾಹಿ,,,noun,,,,,,
,Absentee landlord,"ಗೈರುಹಾಜರಿ ಜಮೀನುದಾರ, ಪರೋಕ್ಷ ಭೂಮಾಲೀಕ",,,noun,,,,,,
,Absent-minded,"ಗಮನವಿಡದಿರುವ, ಪರಿವೆ ಇಲ್ಲದೆ, ಏಕಾಗ್ರತೆಯಿಲ್ಲದ, ಪರವಶವಾದ, ಅನ್ಯಮನಸ್ಕನಾದ",,,adjective,,,,,,
,Absolute,ಸಂಪೂರ್ಣ,,,adjective,,,,,,
,Absolute majority,"ಸಂಪೂರ್ಣ ಬಹುಮತ, ಸ್ಪಷ್ಟಬಹುಮತ, ನಿರ್ಧಾರವಾದ ಬಹುಮತ",,,noun,,,,,,
,Absolute monopoly,ಸಂಪೂರ್ಣ ಸ್ವಾಮ್ಯ,,,noun,,,,,,
,Absolute zero,ಬ್ರಹ್ಮಶೂನ್ಯ -273. 15° ಸೆ. ಉಷ್ಣ,,,adverb,,,,,,
,Absolutely,"ಸಂಪೂರ್ಣವಾಗಿ, ಸ್ಪಷ್ಟವಾಗಿ",,,adverb,,,,,,
,Absolve,"ನಿರಪರಾಧಿ ಎಂದೆನಿಸು, ಅಪರಾಧಿ ಅಲ್ಲವೆಂದು ತೀರ್ಮಾನಿಸು",,,verb,,,,,,
,Absorb,"ಹೀರಿಕೊಳ್ಳು, ಲೀನವಾಗು, ಮಗ್ನವಾಗು",,,verb,,,,,,
,Absorption,"ತಲ್ಲೀನತೆ, ತನ್ಮಯವಾಗಿರುವುದು, ಹೀರಿಕೊಳ್ಳುವುದು",,,noun,,,,,,
,Abstention,"ಸೇರದಿರುವಿಕೆ, ದೂರವಿರುವಿಕೆ, ಗೈರುಹಾಜರಿ",,,noun,,,,,,
,Abstinence,"1. ಉಪವಾಸ, ಲಂಘನ 2. ವರ್ಜನೆ",,,noun,,,,,,
,Abstract,"ಅಮೂರ್ತವಾದ, ರೂಪಿಲ್ಲದ",,,adjective,,,,,,
,Abstract,"ಸಾರಾಂಶ, ತಾತ್ಪರ್ಯ, ತಿರುಳು",,,noun,,,,,,
,Absurd,"ಅಸಂಗತ, ನಿರರ್ಥಕ, ವ್ಯರ್ಥ",,,adjective,,,,,,
,Absurdity,"ಅರ್ಥರಾಹಿತ್ಯ, ಅಸಂಗತತ್ವ, ಅಂಸಬದ್ಧತೆ",,,noun,,,,,,
,Abundance,"ಸಮೃದ್ಧಿ, ಆಧಿಕ್ಯ, ಹೇರಳ",,,noun,,,,,,
,Abundant,"ಸಮೃದ್ಧವಾದ, ಅಧಿಕ, ಹೇರಳ",,,adjective,,,,,,
,Abuse,"ಬಯ್ಯು, ನಿಂದಿಸು",,,verb,,,,,,
,Abuse,"ಬಯ್ಗುಳ, ನಿಂದೆ, ದುರುಪಯೋಗ",,,noun,,,,,,
,Abut,"ಹೊಂದಿಕೊಂಡಿರು, ಸರಿಹದ್ದಿಗೆ, ಸೇರಿಕೊಂಡಿರು, ಎಲ್ಲೆಗೂಡಿರು",,,verb,,,,,,
,Abutment,"ಕಂಬದಮೇಲಿನ ಸಿಂಬೆ, ಬೋದಿಗೆ ಸೇತುವೆ ಮುಂತಾದ ಕಟ್ಟಡಗಳ ಕಮಾನಿನ ಮೇಲಿನ ಬೋದಿಗೆ",,,noun,,,,,,
,Abutter,ಸರಹದ್ದಿನ ವ್ಯಕ್ತಿ ಎಲ್ಲೆಯವನು,,,noun,,,,,,
,Abysmal,ಭಯಂಕರ,,,adjective,,,,,,
,Abyss,"ಪ್ರಪಾತ, ಪಾತಾಳದಂಥ ಹಳ್ಳ, ಪಾತಾಳ",,,noun,,,,,,
,Academic,ಪ್ರೌಢವಿದ್ಯಾ ವಿಷಯಕವಾದ,,,adjective,,,,,,
,Academic discussion,"ವಿದ್ಯಾವಿಷಯ ಚರ್ಚೆ, ಶೈಕಣಿಕ ಚರ್ಚೆ",,,adjective,,,,,,
,Academy,"ವಿದ್ಯಾಸಂಸ್ಥೆ, ಅಕಾಡೆಮಿ",,,noun,,,,,,
,Accede to,"ಅಂಗೀಕರಿಸು, ಒಪ್ಪು, ಸಮ್ಮತಿಸು",,,noun,,,,,,
,Accelerate,"ವೇಗವನ್ನು ಹೆಚ್ಚಿಸು, ತ್ವರೆಗೊಳಿಸು",,,verb,,,,,,
,Acceleration,"ವೇಗವೃದ್ದಿ, ತ್ವರೆ",,,noun,,,,,,
,Accelerator,ವೇಗವರ್ಧಕ,,,noun,,,,,,
,Accent,ಉಚ್ಚಾರಣೆಯ ಒತ್ತು,,,noun,,,,,,
,Accentuate,"ವರ್ಧಿಸು, ಬೆಳಸು, ವೃದ್ಧಿಮಾಡು",,,verb,,,,,,
,Accept,"ಅಂಗೀಕರಿಸು, ಸಮ್ಮತಿಸು, ಒಪ್ಪು",,,verb,,,,,,
,Acceptable,"ಅಂಗೀಕಾರಾರ್ಹ, ಒಪ್ಪಲು ಯೋಗ್ಯ, ಗ್ರಾಹ್ಯ",,,adverb,,,,,,
,Acceptance,"ಅಂಗೀಕಾರ, ಸಮ್ಮತಿ, ಒಪ್ಪಿಗೆ",,,noun,,,,,,
,Access,1. ಪ್ರವೇಶಾಧಿಕಾರ 2. ಪ್ರವೇಶದ್ವಾರ,,,noun,,,,,,
,Accessible,"ಪ್ರವೇಶಾರ್ಹ, ಸುಲಭ, ಸರಳ",,,adjective,,,,,,
,Accession,"1. ಸಿಂಹಾಸನಾರೋಹಣ, ಪಟ್ಟಾಭಿಷೇಕ 2. ಅಧಿಕಾರ ಸ್ವೀಕಾರ",,,noun,,,,,,
,Accessories,"ಯಂತ್ರದ ಬಿಡಿ ಭಾಗಗಳು, ಸಾಧನಗಳು, ಉಪಕರಣಗಳು",,,noun,,,,,,
,Accessary,"ಅಪರಾಧದಲ್ಲಿ ಸಹಾಯಕ, ಸಹ ಅಪರಾಧಿ",,,noun,,,,,,
,Accessory,"ಯಂತ್ರಭಾಗ, ಬಿಡಿಭಾಗ",,,noun,,,,,,
,Accident,"ಅಪಘಾತ, ಆಕಸ್ಮಿಕ, ದುರ್ಘಟನೆ",,,noun,,,,,,
,Accidental,"ಆಕಸ್ಮಿಕವಾದ, ಅನಿರೀಕ್ಷಿತ",,,adjective,,,,,,
,Accidentally,"ಆಕಸ್ಮಿಕವಾಗಿ, ಅನಿರೀಕ್ಷಿತವಾಗಿ",,,adverb,,,,,,
,Acclaim,"ಹೊಗಳು, ಶಿಫಾರಸುಮಾಡು, ಗೌರವದಿಂದ ಮೆಚ್ಚು",,,verb,,,,,,
,Acclamation,"ಮೆಚ್ಚಿಕೆ, ಮೆಚ್ಚಿಕೆಯ ಪ್ರಕಟಣೆ",,,noun,,,,,,
,Acclimatize,ಹೊಸ ವಾತಾವರಣಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳು-ಒಗ್ಗು,,,verb,,,,,,
,Accommodate,1. ಸ್ಥಳವನ್ನು ಕಲ್ಪಿಸು 2. ಹೊಂದಿಕೊಳ್ಳು,,,verb,,,,,,
,Accommodating,"ಸ್ಥಾನಕಲ್ಪನೆ, ಸ್ಥಳವನ್ನು ಮಾಡಿಕೊಡುವುದು",,,noun,,,,,,
,Accommodation,"ಸ್ಥಳ, ತಂಗುವಜಾಗ, ವಾಸಸ್ಥಳ",,,noun,,,,,,
,Accompaniment,ಪಕ್ಕವಾದ್ಯಗಳು ಮತ್ತು ಅದನ್ನು ನುಡಿಸುವವರು,,,noun,,,,,,
,Accompany,"ಜತೆಯಲ್ಲಿರು, ಸಂಗಡ ಬರು, ಜೊತೆಗೂಡು",,,verb,,,,,,
,Accomplice,"ಸಹ ಅಪರಾಧಿ, ಅಪರಾಧಿಯ ಸಹಚರ",,,noun,,,,,,
,Accomplish,"ಸಾಧಿಸು, ಪೂರ್ಣಗೊಳಿಸು",,,verb,,,,,,
,Accomplished,"1. ಸಾಧಿಸಿದ, ಮುಗಿಸಿದ, ನೆರವೇರಿದ 2. ಸುಸಂಸ್ಕೃತ, ಪ್ರವೀಣ",,,adjective,,,,,,
,Accord,"ಒಪ್ಪಿಗೆನೀಡು, ಸಮ್ಮತಿಸು",,,verb,,,,,,
,Accord,"ಒಪ್ಪಿಗೆ, ಸಮ್ಮತಿ",,,noun,,,,,,
,Accordance,1. ಒಪ್ಪಿಗೆ ನೀಡುವಿಕೆ 2. ಹೊಂದಿಕೊಂಡಿರುವಿಕೆ,,,,,,,,,
,According to,ಅದರ ಅನುಸಾರವಾಗಿ,,,,,,,,,
,According to one's own lights,"ಸ್ವಬುದ್ಧಿಗೆ ತಿಳಿದಂತೆ, ತನ್ನ ಇಚ್ಛಾನುಸಾರ",,,,,,,,,
,Accordingly,"ಅದರಂತೆ, ಅದರಹಾಗೆ, ಹಾಗೆಯೇ",,,adverb,,,,,,
,Accost,"ಗುರುತಿಸಿ ಮಾತನಾಡಿಸು, ಹತ್ತಿರಕ್ಕೆ ಕರೆ",,,verb,,,,,,
,Account,"ಲೆಕ್ಕ ನೀಡು, ಲೆಕ್ಕದ ವಿವರ ಕೊಡು, ಲೆಕ್ಕ, ಖಾತೆ",,,verb,,,,,,
,Accountable,"ಜವಾಬ್ದಾರಿ ಹೊಂದಿರುವ, ಜವಾಬ್ದಾರನಾದ",,,adjective,,,,,,
,Accountant,"ಲೆಕ್ಕಿಗ, ಕರಣಿಕ",,,noun,,,,,,
,Accountant general,"ಮಹಾ ಲೇಖಾಧಿಕಾರಿ, ಮಹಾ ಲೇಖಪಾಲ",,,noun,,,,,,
,Accoutrements (pl),ಸೇನೆಗೆ ಬೇಕಾದ ಸಾಮಾನು ಸರಂಜಾಮು,,,noun,,,,,,
,Accredit,ಮಾನ್ಯತೆ ನೀಡು,,,verb,,,,,,
,Accrue,"ಕೂಡಿಕೊಳ್ಳು, ಜಮೆಯಾಗು, ಲಾಭಬರು",,,verb,,,,,,
,Accumulate,"ಒಟ್ಟಾಗು, ಮೊತ್ತವಾಗು, ಬೆಳೆ",,,verb,,,,,,
,Accumulation,"ಒಟ್ಟಾದುದು, ಸೇರಿದುದು",,,noun,,,,,,
,Accuracy,"ಖಚಿತವಾದುದು, ನಿಷ್ಕೃಷ್ಟತೆ, ನಿರ್ದಿಷ್ಟವಾದುದು, ಖಚಿತತೆ",,,noun,,,,,,
,Accurate,"ಸರಿಯಾದ, ಖಚಿತವಾದ",,,adjective,,,,,,
,Accusation,"ಆರೋಪ, ಅಪರಾಧದ ಹೊರೆ",,,noun,,,,,,
,Accuse,"ನಿಂದಿಸು, ಆರೋಪಿಸು",,,verb,,,,,,
,Acerbity,1. ಕಟು 2. ಹುಳಿ 3. ತೀವ್ರತೆ,,,noun,,,,,,
,Ache,"ನೋವು, ಬೇನೆ",,,noun,,,,,,
,Achieve,"ಸಾಧಿಸು, ಜಯಿಸು",,,verb,,,,,,
,Achievement,"ಸಾಧನೆ, ಗೆಲುವು",,,noun,,,,,,
,Acid,ಆಮ್ಲ,,,noun,,,,,,
,Acid test,"ಕಠಿಣ ಪರೀಕ್ಷೆ, ಸತ್ಯವನ್ನು ನಿರ್ಧರಿಸುವ ಪರೀಕ್ಷೆ",,,,,,,,,
,Acknowledge,1. ಅಂಗೀಕರಿಸು 2. ರಸೀದಿ ಕೊಡು 3. ಗುರುತಿಸು,,,verb,,,,,,
,Acme,"ಪರಮೋಚ್ಚವಾದುದು, ಪರಾಕಾಷ್ಠೆ",,,noun,,,,,,
,Acoustics,"ಶಬ್ದ ಶ್ರವಣ ವಿಜ್ಞಾನ, ಧ್ವನಿ ವಿಜ್ಞಾನ",,,noun,,,,,,
,Acquaint,"ತಿಳಿದುಕೊಳ್ಳು, ಪರಿಚಯ ಮಾಡಿಕೊಳ್ಳು",,,verb,,,,,,
,Acquaintance,"ಪರಿಚಯ, ಗುರುತು",,,noun,,,,,,
,Acquiesce,"ಮೌನದ ಒಪ್ಪಿಗೆ, ಆಕ್ಷೇಪಣೆಯಿಲ್ಲದಿರುವಿಕೆ, ಮೌನಸಮ್ಮತಿ",,,verb,,,,,,
,Acquiescence,"ಆಕ್ಷೇಪಣೆ ಮಾಡದಿರುವಿಕೆ, ಮೌನಸಮ್ಮತಿ",,,verb,,,,,,
,Acquire,"ಗಳಿಸು, ಸಂಪಾದಿಸು",,,verb,,,,,,
,Acquirement,"ಗಳಿಕೆ, ಸಂಪಾದನೆ",,,verb,,,,,,
,Acquisition,"ಸಂಪಾದನೆ, ಗಳಿಕೆ",,,noun,,,,,,
,Acquit,"ನಿರಪರಾಧಿ ಎಂದು ತೀರ್ಮಾನ ಮಾಡು, ಸೆರೆಯಿಂದ ಬಿಡುಗಡೆ, ಖುಲಾಸೆಮಾಡು",,,verb,,,,,,
,Acquittal,"ಬಿಡುಗಡೆ, ಖುಲಾಸೆ, ನಿರಪರಾಧಿಯೆಂದು ಆದ ತೀರ್ಮಾನ, ವಿಮುಕ್ತಿ",,,noun,,,,,,
,Acquittance,"1. ಬಿಡುಗಡೆ, ದೋಷಮುಕ್ತಿ 2. ವೇತನಪಾವತಿ",,,noun,,,,,,
,Acreage,"ಭೂವಿಸ್ತಾರ, ಎಕರೆವಾರು",,,noun,,,,,,
,Acrid,"ಕ್ರುದ್ಧ, ಕುಪಿತ, ಕಟುವಾದ, ತೀವ್ರವಾದ",,,adjective,,,,,,
,Acrimonious,"ಉಗ್ರವಾದ, ತೀಕ್ಷ್ಣವಾದ, ಕಟುವಾದ",,,adjective,,,,,,
,Acrimony,"ತೀವ್ರತೆ, ಕಟುತ್ವ, ತೀಕ್ಷ್ಣತೆ",,,noun,,,,,,
,Across,"ಅಡ್ಡವಾಗಿ, ಅಡ್ಡಲಾಗಿ",,,adverb,,,,,,
,Act,"1. ಕಾರ್ಯಮಾಡು, ಕೆಲಸ ನಿರ್ವಹಿಸು 2. ಅಭಿನಯಿಸು, ನಟಿಸು",,,verb,,,,,,
,Act,"1. ಕಾರ್ಯ, ಕೆಲಸ, ನಿಯಮ, ವಿಧಿ, ಕಾನೂನು, ಕಾಯಿದೆ 2. ನಾಟಕದ ಅಂಕ",,,noun,,,,,,
,Act of hostility,ಶತ್ರುಕಾರ್ಯ,,,noun,,,,,,
,Act under instructions,ಆದೇಶದ ಪ್ರಕಾರ ಕೆಲಸಮಾಡು,,,noun,,,,,,
,Acting,"1. ಹಂಗಾಮಿ, ತಾತ್ಕಾಲಿಕ 2. ನಟನೆ",,,adjective,,,,,,
,Action,"1. ಅಭಿನಯ, ನಟನೆ 2. ಕಾರ್ಯ, ಕ್ರಮ",,,noun,,,,,,
,Action committee,"ಕಾರ್ಯ ಸಮಿತಿ, ಕ್ರಿಯಾ ಸಮಿತಿ",,,noun,,,,,,
,Active,"ಸಕ್ರಿಯ, ಕಾರ್ಯಶೀಲ",,,adjective,,,,,,
,Active partner,ಸಕ್ರಿಯ ಪಾಲುದಾರ,,,,,,,,,
,Active service,"1. ಯುದ್ಧದಲ್ಲಿ ಸೇವೆ, ಸೇನೆಯ ಸೇವೆ 2. ಯುದ್ಧಕಾಲದ ಸೇವೆ",,,,,,,,,
,Active volcano,ಅಗ್ನಿವರ್ಷದ ಜ್ವಾಲಾಮುಖಿ,,,,,,,,,
,Actively,"ಕ್ರಿಯಾಮುಖವಾಗಿ, ಕ್ರಿಯಾ ಶೀಲವಾಗಿ",,,adverb,,,,,,
,Activity,"ಕ್ರಿಯೆ, ಕಾರ್ಯಶೀಲತೆ, ಕ್ರಿಯಾಮುಖವಾಗಿರುವಿಕೆ",,,noun,,,,,,
,Actor,ನಟ,,,noun,,,,,,
,Actress,ನಟಿ,,,noun,,,,,,
,Actual,"ವಾಸ್ತವಿಕ, ಯಥಾರ್ಥ",,,adjective,,,,,,
,Actually,"ವಾಸ್ತವಿಕವಾಗಿ, ನಿಜವಾಗಿ",,,adverb,,,,,,
,Actuary,"ವಿಮಾ ಶಾಖೆಯ ಗಣಕ, ಲೆಕ್ಕಿಗ",,,noun,,,,,,
,Acumen,"ತೀಕ್ಷ್ಣಬುದ್ದಿ, ಚಾತುರ್ಯ, ವಿವೇಚನಾ",,,noun,,,,,,
